Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comments,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comments,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
,,james,galvin,2,BLK:06 PLN:07 POS:01,MFV 04707,,5/7/2013 0:41,5/7/2013 3:04,2:23:06,,T59-B03,WT-169-S017,251.70,,,,,,251.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,40,MFV 04707,BLK:06 PLN:07 POS:01,251.70
,,james,galvin,3,BLK:06 PLN:07 POS:02,MFV 02201,,5/6/2013 22:47,5/7/2013 1:10,2:22:49,,T59-B03,WT-169-S017,251.40,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,41,MFV 02201,BLK:06 PLN:07 POS:02,251.40
,,james,galvin,4,BLK:06 PLN:07 POS:04,MFV 04678,,5/6/2013 23:21,5/7/2013 1:56,2:35:13,,T59-B03,WT-169-S017,249.10,,,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,42,MFV 04678,BLK:06 PLN:07 POS:04,249.10
,,james,galvin,5,BLK:06 PLN:07 POS:06,MFV 02205,,5/6/2013 23:02,5/7/2013 1:27,2:25:34,,T59-B03,WT-169-S017,251.00,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,43,MFV 02205,BLK:06 PLN:07 POS:06,251.00
,,james,galvin,7,BLK:06 PLN:07 POS:09,MFV 04711,,5/7/2013 0:51,5/7/2013 3:12,2:21:44,,T59-B03,WT-169-S017,249.60,,,,,,249.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,44,MFV 04711,BLK:06 PLN:07 POS:09,249.60
,,james,galvin,10,BLK:06 PLN:07 POS:11,MFV 02234,,5/7/2013 0:52,5/7/2013 3:15,2:22:11,,T59-B03,WT-169-S017,251.30,,,,,,251.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,45,MFV 02234,BLK:06 PLN:07 POS:11,251.30
,,james,galvin,2,BLK:06 PLN:09 POS:00,MFV 04833,,5/7/2013 3:05,5/7/2013 9:33,6:27:35,,T59-B03,WT-169-S017,250.40,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,46,MFV 04833,BLK:06 PLN:09 POS:00,250.40
,,james,galvin,3,BLK:06 PLN:07 POS:03,MFV 04688,,5/7/2013 1:10,5/7/2013 7:40,6:29:26,,T59-B03,WT-169-S017,250.40,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,47,MFV 04688,BLK:06 PLN:07 POS:03,250.40
,,james,galvin,4,BLK:06 PLN:07 POS:05,MFV 02337,,5/7/2013 1:56,5/7/2013 8:36,6:39:32,,T59-B03,WT-169-S017,250.40,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,48,MFV 02337,BLK:06 PLN:07 POS:05,250.40
,,james,galvin,5,BLK:06 PLN:07 POS:07,MFV 02229,,5/7/2013 1:27,5/7/2013 8:02,6:34:20,,T59-B03,WT-169-S017,251.80,,,,,,251.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,49,MFV 02229,BLK:06 PLN:07 POS:07,251.80
,,james,galvin,7,BLK:06 PLN:09 POS:08,MFV 04812,,5/7/2013 3:13,5/7/2013 9:43,6:30:45,,T59-B03,WT-169-S017,252.50,,,,,,252.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 04812,BLK:06 PLN:09 POS:08,252.50
,,james,galvin,10,BLK:06 PLN:09 POS:10,MFV 02249,,5/7/2013 3:15,5/7/2013 9:44,6:29:41,,T59-B03,WT-169-S017,251.40,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,51,MFV 02249,BLK:06 PLN:09 POS:10,251.40
T59-B03,WT-169:S017,daniel,jason,2,BLK:06 PLN:09 POS:01,MFV 04818,34.00,5/7/2013 9:33,5/7/2013 12:08,2:35:33,swap,T59-B03,WT-166:S019,216.50,,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 04818,BLK:06 PLN:09 POS:01,250.50
T59-B03,WT-169:S017,daniel,jason,3,BLK:06 PLN:09 POS:02,MFV 04817,225.90,5/7/2013 7:40,5/7/2013 10:24,2:43:58,swap,T59-B03,WT-166:S019,25.60,,,,,,251.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 04817,BLK:06 PLN:09 POS:02,251.50
T59-B03,WT-169:S017,daniel,jason,4,BLK:06 PLN:09 POS:04,MFV 02669,121.60,5/7/2013 8:36,5/7/2013 11:25,2:49:00,swap,T59-B03,WT-166:S019,129.40,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 02669,BLK:06 PLN:09 POS:04,251.00
T59-B03,WT-169:S017,daniel,jason,5,BLK:06 PLN:09 POS:06,MFV 02671,178.30,5/7/2013 8:02,5/7/2013 10:52,2:50:05,swap,T59-B03,WT-166:S019,73.90,,,,,,252.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 02671,BLK:06 PLN:09 POS:06,252.20
T59-B03,WT-169:S017,daniel,jason,7,BLK:06 PLN:09 POS:09,MFV 02778,13.70,5/7/2013 9:44,5/7/2013 12:18,2:34:43,swap,T59-B03,WT-166:S019,237.40,,,,,,251.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,56,MFV 02778,BLK:06 PLN:09 POS:09,251.10
T59-B03,WT-169:S017,daniel,jason,10,BLK:06 PLN:09 POS:11,MFV 04826,11.10,5/7/2013 9:45,5/7/2013 12:21,2:36:38,swap,T59-B03,WT-166:S019,239.10,,,,,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,57,MFV 04826,BLK:06 PLN:09 POS:11,250.20
,,daniel,jason,2,BLK:06 PLN:11 POS:00,MFV 04690,,5/7/2013 12:09,5/7/2013 14:26,2:17:13,,T59-B03,WT-166:S019,250.50,,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,58,MFV 04690,BLK:06 PLN:11 POS:00,250.50
,,daniel,jason,3,BLK:06 PLN:09 POS:03,MFV 02664,,5/7/2013 10:24,5/7/2013 12:42,2:18:00,,T59-B03,WT-166:S019,250.30,,,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,59,MFV 02664,BLK:06 PLN:09 POS:03,250.30
,,daniel,jason,4,BLK:06 PLN:09 POS:05,MFV 04787,,5/7/2013 11:26,5/7/2013 14:05,2:39:18,,T59-B03,WT-166:S019,250.80,,,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,60,MFV 04787,BLK:06 PLN:09 POS:05,250.80
,,daniel,jason,5,BLK:06 PLN:09 POS:07,MFV 04807,,5/7/2013 10:52,5/7/2013 13:14,2:21:39,,T59-B03,WT-166:S019,252.30,,,,,,252.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,61,MFV 04807,BLK:06 PLN:09 POS:07,252.30
,,daniel,jason,7,BLK:06 PLN:11 POS:08,MFV 04791,,5/7/2013 12:19,5/7/2013 14:35,2:16:28,,T59-B03,WT-166:S019,249.40,,,,,,249.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,62,MFV 04791,BLK:06 PLN:11 POS:08,249.40
,,daniel,jason,10,BLK:06 PLN:11 POS:10,MFV 04838,,5/7/2013 12:22,5/7/2013 14:40,2:18:23,,T59-B03,WT-166:S019,250.70,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,63,MFV 04838,BLK:06 PLN:11 POS:10,250.70
,,daniel,jason,2,BLK:06 PLN:11 POS:01,MFV 04822,,5/7/2013 14:26,5/7/2013 17:10,2:43:59,,T59-B03,WT-166:S019,249.10,,,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,64,MFV 04822,BLK:06 PLN:11 POS:01,249.10
,,daniel,jason,3,BLK:06 PLN:11 POS:02,MFV 04843,,5/7/2013 12:42,5/7/2013 15:02,2:19:18,,T59-B03,WT-166:S019,250.80,,,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,65,MFV 04843,BLK:06 PLN:11 POS:02,250.80
,,daniel,jason,4,BLK:06 PLN:11 POS:04,MFV 04823,,5/7/2013 14:05,5/7/2013 16:35,2:29:55,,T59-B03,WT-166:S019,250.50,,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,66,MFV 04823,BLK:06 PLN:11 POS:04,250.50
,,daniel,jason,5,BLK:06 PLN:11 POS:06,MFV 04824,,5/7/2013 13:14,5/7/2013 15:36,2:21:06,,T59-B03,WT-166:S019,250.00,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,67,MFV 04824,BLK:06 PLN:11 POS:06,250.00
,,daniel,jason,7,BLK:06 PLN:11 POS:09,MFV 04806,,5/7/2013 14:35,5/7/2013 16:52,2:17:04,,T59-B03,WT-166:S019,250.10,,,,,,250.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,68,MFV 04806,BLK:06 PLN:11 POS:09,250.10
,,daniel,jason,10,BLK:06 PLN:11 POS:11,MFV 04708,,5/7/2013 14:41,5/7/2013 16:54,2:13:26,,T59-B03,WT-166:S019,249.50,,,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,69,MFV 04708,BLK:06 PLN:11 POS:11,249.50
,,daniel,jason,3,BLK:06 PLN:11 POS:03,MFV 04837,,5/7/2013 15:02,5/7/2013 17:40,2:38:07,,T59-B03,WT-166:S019,250.00,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,70,MFV 04837,BLK:06 PLN:11 POS:03,250.00
,,daniel,jason,4,BLK:06 PLN:11 POS:05,MFV 04835,,5/7/2013 16:35,5/7/2013 19:24,2:48:31,,T59-B03,WT-166:S019,252.10,,,,,,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,71,MFV 04835,BLK:06 PLN:11 POS:05,252.10
,,daniel,jason,5,BLK:06 PLN:11 POS:07,MFV 04834,,5/7/2013 15:36,5/7/2013 18:07,2:30:53,,T59-B03,WT-166:S019,252.10,,,,,,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,72,MFV 04834,BLK:06 PLN:11 POS:07,252.10
,,daniel,jason,7,BLK:06 PLN:13 POS:08,MFV 04742,,5/7/2013 16:53,5/7/2013 19:09,2:16:32,,T59-B03,WT-166:S019,251.10,,,,,,251.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,73,MFV 04742,BLK:06 PLN:13 POS:08,251.10
,,daniel,jason,10,BLK:06 PLN:13 POS:10,MFV 04677,,5/7/2013 16:54,5/7/2013 19:14,2:19:48,,T59-B03,WT-166:S019,250.90,,,,,,250.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,74,MFV 04677,BLK:06 PLN:13 POS:10,250.90
T59-B03,WT-166:S019,james,galvin,2,BLK:06 PLN:13 POS:00,MFV 02766,249.70,5/7/2013 17:17,5/7/2013 19:36,2:18:40,,,,,,,,,,249.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,75,MFV 02766,BLK:06 PLN:13 POS:00,249.70
T59-B03,WT-166:S019,james,galvin,3,BLK:06 PLN:13 POS:02,MFV 04685,250.20,5/7/2013 17:41,5/7/2013 20:01,2:20:30,,,,,,,,,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,76,MFV 04685,BLK:06 PLN:13 POS:02,250.20
T59-B03,WT-166:S019,james,galvin,4,BLK:06 PLN:13 POS:04,MFV 04640,124.00,5/7/2013 19:24,5/7/2013 22:27,3:02:50,swap,T59-B03,WT-164:S017,124.60,,,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,77,MFV 04640,BLK:06 PLN:13 POS:04,248.60
T59-B03,WT-166:S019,james,galvin,5,BLK:06 PLN:13 POS:06,MFV 04683,251.10,5/7/2013 18:07,5/7/2013 20:31,2:23:45,,,,,,,,,,251.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,78,MFV 04683,BLK:06 PLN:13 POS:06,251.10
T59-B03,WT-166:S019,james,galvin,7,BLK:06 PLN:13 POS:09,MFV 02130,160.00,5/7/2013 19:09,5/7/2013 22:05,2:55:26,swap,T59-B03,WT-164:S017,92.10,,,,,,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,79,MFV 02130,BLK:06 PLN:13 POS:09,252.10
T59-B03,WT-166:S019,james,galvin,10,BLK:06 PLN:13 POS:11,MFV 02253,149.00,5/7/2013 19:15,5/7/2013 22:10,2:55:13,swap,T59-B03,WT-164:S017,102.80,,,,,,251.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,80,MFV 02253,BLK:06 PLN:13 POS:11,251.80
T59-B03,WT-166:S019,james,galvin,2,BLK:06 PLN:13 POS:01,MFV 04727,110.20,5/7/2013 19:36,5/7/2013 22:30,2:54:15,swap,T59-B03,WT-164:S017,140.50,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,81,MFV 04727,BLK:06 PLN:13 POS:01,250.70
T59-B03,WT-166:S019,james,galvin,3,BLK:06 PLN:13 POS:03,MFV 02339,65.00,5/7/2013 20:01,5/7/2013 22:57,2:55:14,swap,T59-B03,WT-164:S017,185.10,,,,,,250.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,82,MFV 02339,BLK:06 PLN:13 POS:03,250.10
,,james,galvin,4,BLK:06 PLN:13 POS:05,MFV 02345,,5/7/2013 22:28,5/8/2013 1:01,2:33:36,,T59-B03,WT-164:S017,251.20,,,,,,251.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,83,MFV 02345,BLK:06 PLN:13 POS:05,251.20
T59-B03,WT-166:S019,james,galvin,5,BLK:06 PLN:13 POS:07,MFV 04686,10.40,5/7/2013 20:32,5/7/2013 23:29,2:57:18,swap,T59-B03,WT-164:S017,240.40,,,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,84,MFV 04686,BLK:06 PLN:13 POS:07,250.80
,,james,galvin,7,BLK:06 PLN:15 POS:08,MFV 04784,,5/7/2013 22:05,5/8/2013 0:29,2:23:30,,T59-B03,WT-164:S017,251.40,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,85,MFV 04784,BLK:06 PLN:15 POS:08,251.40
,,james,galvin,10,BLK:06 PLN:15 POS:10,MFV 04775,,5/7/2013 22:10,5/8/2013 0:33,2:23:05,,T59-B03,WT-164:S017,249.10,,,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,86,MFV 04775,BLK:06 PLN:15 POS:10,249.10
,,james,galvin,2,BLK:06 PLN:15 POS:00,MFV 02031,,5/7/2013 22:31,5/8/2013 0:51,2:20:50,,T59-B03,WT-164:S017,249.00,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,87,MFV 02031,BLK:06 PLN:15 POS:00,249.00
,,james,galvin,3,BLK:06 PLN:15 POS:02,MFV 04795,,5/7/2013 22:57,5/8/2013 1:20,2:23:01,,T59-B03,WT-164:S017,250.00,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,88,MFV 04795,BLK:06 PLN:15 POS:02,250.00
,,james,galvin,4,BLK:06 PLN:15 POS:04,MFV 04798,,5/8/2013 1:02,5/8/2013 6:56,5:54:30,,T59-B03,WT-164:S017,251.00,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,89,MFV 04798,BLK:06 PLN:15 POS:04,251.00
,,james,galvin,5,BLK:06 PLN:15 POS:06,MFV 04790,,5/7/2013 23:30,5/8/2013 1:52,2:22:44,,T59-B03,WT-164:S017,249.00,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,90,MFV 04790,BLK:06 PLN:15 POS:06,249.00
,,james,galvin,7,BLK:06 PLN:15 POS:09,MFV 04794,,5/8/2013 0:29,5/8/2013 2:51,2:21:24,,T59-B03,WT-164:S017,250.70,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,91,MFV 04794,BLK:06 PLN:15 POS:09,250.70
,,james,galvin,10,BLK:06 PLN:15 POS:11,MFV 02017,,5/8/2013 0:33,5/8/2013 2:56,2:22:52,,T59-B03,WT-164:S017,250.40,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,92,MFV 02017,BLK:06 PLN:15 POS:11,250.40
,,james,galvin,2,BLK:06 PLN:15 POS:01,MFV 04796,,5/8/2013 0:53,5/8/2013 3:09,2:16:07,,T59-B03,WT-164:S017,249.10,,,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,93,MFV 04796,BLK:06 PLN:15 POS:01,249.10
,,james,galvin,3,BLK:06 PLN:15 POS:03,MFV 04792,,5/8/2013 1:21,5/8/2013 7:22,6:01:09,,T59-B03,WT-164:S017,250.60,,,,,,250.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,94,MFV 04792,BLK:06 PLN:15 POS:03,250.60
,,james,galvin,5,BLK:06 PLN:15 POS:07,MFV 04785,,5/8/2013 1:54,5/8/2013 7:53,5:59:36,,T59-B03,WT-164:S017,249.90,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,95,MFV 04785,BLK:06 PLN:15 POS:07,249.90
,,james,galvin,7,BLK:06 PLN:17 POS:08,MFV 04579,,5/8/2013 2:51,5/8/2013 8:49,5:57:42,,T59-B03,WT-164:S017,249.80,,,,,,249.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,96,MFV 04579,BLK:06 PLN:17 POS:08,249.80
,,james,galvin,10,BLK:06 PLN:17 POS:10,MFV 04584,,5/8/2013 2:57,5/8/2013 8:53,5:56:18,,T59-B03,WT-164:S017,248.90,,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,97,MFV 04584,BLK:06 PLN:17 POS:10,248.90
,,james,galvin,2,BLK:06 PLN:17 POS:00,MFV 02187,,5/8/2013 3:09,5/8/2013 8:50,5:40:43,,T59-B03,WT-164:S017,250.60,,,,,,250.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,98,MFV 02187,BLK:06 PLN:17 POS:00,250.60
T59-B03,WT-164:S017,daniel,jason,2,BLK:06 PLN:17 POS:01,MFV 02877,250.50,5/8/2013 8:50,5/8/2013 11:12,2:21:44,,,,,,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,99,MFV 02877,BLK:06 PLN:17 POS:01,250.50
T59-B03,WT-164:S017,daniel,jason,3,BLK:06 PLN:17 POS:02,MFV 02041,250.30,5/8/2013 7:22,5/8/2013 9:45,2:22:12,,,,,,,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,100,MFV 02041,BLK:06 PLN:17 POS:02,250.30
T59-B03,WT-164:S017,daniel,jason,4,BLK:06 PLN:15 POS:05,MFV 04782,249.90,5/8/2013 6:56,5/8/2013 9:27,2:30:06,,,,,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,101,MFV 04782,BLK:06 PLN:15 POS:05,249.90
T59-B03,WT-164:S017,daniel,jason,5,BLK:06 PLN:17 POS:06,MFV 04592,248.80,5/8/2013 7:54,5/8/2013 10:17,2:23:11,,,,,,,,,,248.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,102,MFV 04592,BLK:06 PLN:17 POS:06,248.80
T59-B03,WT-164:S017,daniel,jason,7,BLK:06 PLN:17 POS:09,MFV 02037,251.40,5/8/2013 8:49,5/8/2013 11:12,2:22:47,,,,,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,103,MFV 02037,BLK:06 PLN:17 POS:09,251.40
