Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comments,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comments,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B03,WT-164:S017,daniel,jason,10,BLK:06 PLN:17 POS:11,MFV 04756,237.50,5/8/2013 8:53,5/8/2013 11:34,2:41:13,swap,T059-B03,WT-165:S018,13.50,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,104,MFV 04756,BLK:06 PLN:17 POS:11,251.00
,,daniel,jason,2,BLK:06 PLN:19 POS:00,MFV 04777,,5/8/2013 11:28,5/8/2013 13:48,2:19:39,,T059-B03,WT-165:S018,250.80,,,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,105,MFV 04777,BLK:06 PLN:19 POS:00,250.80
T59-B03,WT-164:S017,daniel,jason,3,BLK:06 PLN:17 POS:03,MFV 04587,143.90,5/8/2013 9:45,5/8/2013 12:27,2:41:55,swap,T059-B03,WT-165:S018,106.60,,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,106,MFV 04587,BLK:06 PLN:17 POS:03,250.50
T59-B03,WT-164:S017,daniel,jason,4,BLK:06 PLN:17 POS:04,MFV 02866,166.30,5/8/2013 9:27,5/8/2013 12:16,2:49:30,swap,T059-B03,WT-165:S018,84.30,,,,,,250.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,107,MFV 02866,BLK:06 PLN:17 POS:04,250.60
T59-B03,WT-164:S017,daniel,jason,5,BLK:06 PLN:17 POS:07,MFV 02868,87.10,5/8/2013 10:17,5/8/2013 12:58,2:40:34,swap,T059-B03,WT-165:S018,162.90,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,108,MFV 02868,BLK:06 PLN:17 POS:07,250.00
,,daniel,jason,7,BLK:06 PLN:19 POS:08,MFV 04732,,5/8/2013 11:28,5/8/2013 13:48,2:19:48,,T059-B03,WT-165:S018,252.40,,,,,,252.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,109,MFV 04732,BLK:06 PLN:19 POS:08,252.40
,,daniel,jason,10,BLK:06 PLN:19 POS:10,MFV 04754,,5/8/2013 11:35,5/8/2013 13:56,2:21:08,,T059-B03,WT-165:S018,250.20,,,,,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,110,MFV 04754,BLK:06 PLN:19 POS:10,250.20
,,daniel,jason,2,BLK:06 PLN:19 POS:01,MFV 04735,,5/8/2013 13:49,5/8/2013 16:10,2:21:36,,T059-B03,WT-165:S018,252.10,,,,,,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,111,MFV 04735,BLK:06 PLN:19 POS:01,252.10
,,daniel,jason,3,BLK:06 PLN:19 POS:02,MFV 01819,,5/8/2013 12:27,5/8/2013 14:49,2:22:31,,T059-B03,WT-165:S018,250.80,,,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,112,MFV 01819,BLK:06 PLN:19 POS:02,250.80
,,daniel,jason,4,BLK:06 PLN:17 POS:05,MFV 02867,,5/8/2013 12:17,5/8/2013 14:46,2:29:46,,T059-B03,WT-165:S018,251.60,,,,,,251.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,113,MFV 02867,BLK:06 PLN:17 POS:05,251.60
,,daniel,jason,5,BLK:06 PLN:19 POS:06,MFV 04750,,5/8/2013 12:58,5/8/2013 15:22,2:23:47,,T059-B03,WT-165:S018,250.10,,,,,,250.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,114,MFV 04750,BLK:06 PLN:19 POS:06,250.10
,,daniel,jason,7,BLK:06 PLN:19 POS:09,MFV 04757,,5/8/2013 13:49,5/8/2013 16:10,2:21:24,,T059-B03,WT-165:S018,250.10,,,,,,250.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,115,MFV 04757,BLK:06 PLN:19 POS:09,250.10
,,daniel,jason,10,BLK:06 PLN:19 POS:11,MFV 04729,,5/8/2013 13:56,5/8/2013 16:17,2:20:49,,T059-B03,WT-165:S018,249.90,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,116,MFV 04729,BLK:06 PLN:19 POS:11,249.90
,,daniel,jason,2,BLK:06 PLN:21 POS:00,MFV 04776,,5/8/2013 16:11,5/8/2013 18:40,2:29:44,,T059-B03,WT-165:S018,250.40,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,117,MFV 04776,BLK:06 PLN:21 POS:00,250.40
,,daniel,jason,3,BLK:06 PLN:19 POS:03,MFV 02332,,5/8/2013 14:50,5/8/2013 17:17,2:27:56,,T059-B03,WT-165:S018,250.00,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,118,MFV 02332,BLK:06 PLN:19 POS:03,250.00
,,daniel,jason,4,BLK:06 PLN:19 POS:04,MFV 04730,,5/8/2013 14:47,5/8/2013 17:23,2:36:42,,T059-B03,WT-165:S018,251.70,,,,,,251.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,119,MFV 04730,BLK:06 PLN:19 POS:04,251.70
,,daniel,jason,5,BLK:06 PLN:19 POS:07,MFV 02193,,5/8/2013 15:22,5/8/2013 17:51,2:28:50,,T059-B03,WT-165:S018,251.80,,,,,,251.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,120,MFV 02193,BLK:06 PLN:19 POS:07,251.80
,,daniel,jason,7,BLK:06 PLN:21 POS:08,MFV 04748,,5/8/2013 16:11,5/8/2013 18:35,2:24:41,,T059-B03,WT-165:S018,250.70,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,121,MFV 04748,BLK:06 PLN:21 POS:08,250.70
,,daniel,jason,10,BLK:06 PLN:21 POS:10,MFV 02759,,5/8/2013 16:17,5/8/2013 18:43,2:25:43,,T059-B03,WT-165:S018,252.10,,,,,,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,122,MFV 02759,BLK:06 PLN:21 POS:10,252.10
T059-B03,WT-165:S018,galvin,james,2,BLK:06 PLN:21 POS:01,MFV 01821,249.90,5/8/2013 18:41,5/8/2013 21:03,2:22:18,,,,,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,123,MFV 01821,BLK:06 PLN:21 POS:01,249.90
T059-B03,WT-165:S018,galvin,james,3,BLK:06 PLN:21 POS:02,MFV 02763,251.00,5/8/2013 17:26,5/8/2013 19:43,2:17:01,,,,,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,124,MFV 02763,BLK:06 PLN:21 POS:02,251.00
T059-B03,WT-165:S018,galvin,james,4,BLK:06 PLN:19 POS:05,MFV 04755,250.70,5/8/2013 17:24,5/8/2013 19:55,2:31:29,,,,,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,125,MFV 04755,BLK:06 PLN:19 POS:05,250.70
T059-B03,WT-165:S018,galvin,james,5,BLK:06 PLN:21 POS:06,MFV 02197,252.20,5/8/2013 17:49,5/8/2013 20:14,2:24:50,,,,,,,,,,252.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,126,MFV 02197,BLK:06 PLN:21 POS:06,252.20
T059-B03,WT-165:S018,galvin,james,7,BLK:06 PLN:21 POS:09,MFV 04745,251.70,5/8/2013 18:35,5/8/2013 20:54,2:18:39,,,,,,,,,,251.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,127,MFV 04745,BLK:06 PLN:21 POS:09,251.70
T059-B03,WT-165:S018,galvin,james,10,BLK:06 PLN:21 POS:11,MFV 02764,251.10,5/8/13 18:44,5/8/2013 21:04,2:20:49,,,,,,,,,,251.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,128,MFV 02764,BLK:06 PLN:21 POS:11,251.10
T059-B03,WT-165:S018,galvin,james,2,BLK:06 PLN:23 POS:00,MFV 02102,120.30,5/9/2013 0:08,5/9/2013 0:09,0:00:04,swap,T059-B03,WT-163:S019,131.90,,,,,,252.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,129,MFV 02102,BLK:06 PLN:23 POS:00,252.20
T059-B03,WT-165:S018,galvin,james,3,BLK:06 PLN:21 POS:03,MFV 02769,251.00,5/8/2013 19:43,5/8/2013 22:05,2:22:05,ended right before swap,,,,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,130,MFV 02769,BLK:06 PLN:21 POS:03,251.00
T059-B03,WT-165:S018,galvin,james,4,BLK:06 PLN:21 POS:04,MFV 04766,224.50,5/8/2013 19:56,5/8/2013 23:09,3:13:00,swap,T059-B03,WT-163:S019,25.80,,,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,131,MFV 04766,BLK:06 PLN:21 POS:04,250.30
T059-B03,WT-165:S018,galvin,james,5,BLK:06 PLN:21 POS:07,MFV 04746,206.00,5/8/2013 20:14,5/8/2013 23:18,3:03:21,swap,T059-B03,WT-163:S019,46.30,,,,,,252.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,132,MFV 04746,BLK:06 PLN:21 POS:07,252.30
T059-B03,WT-165:S018,galvin,james,7,BLK:06 PLN:23 POS:08,MFV 04783,135.80,5/8/2013 20:54,5/8/2013 23:57,3:02:41,swap,T059-B03,WT-163:S019,116.90,,,,,,252.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,133,MFV 04783,BLK:06 PLN:23 POS:08,252.70
T059-B03,WT-165:S018,galvin,james,10,BLK:06 PLN:23 POS:10,MFV 04789,116.40,5/8/2013 21:05,5/9/2013 0:08,3:02:53,swap,T059-B03,WT-163:S019,134.90,,,,,,251.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,134,MFV 04789,BLK:06 PLN:23 POS:10,251.30
,,galvin,james,2,BLK:06 PLN:23 POS:01,MFV 04765,,5/9/2013 0:09,5/9/2013 2:30,2:21:29,,T059-B03,WT-163:S019,251.30,,,,,,251.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,135,MFV 04765,BLK:06 PLN:23 POS:01,251.30
,,galvin,james,3,BLK:06 PLN:23 POS:02,MFV 04762,,5/8/2013 22:08,5/9/2013 1:14,3:06:12,,T059-B03,WT-163:S019,250.20,,,,,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,136,MFV 04762,BLK:06 PLN:23 POS:02,250.20
,,galvin,james,4,BLK:06 PLN:21 POS:05,MFV 02195,,5/8/2013 23:09,5/9/2013 1:41,2:32:27,,T059-B03,WT-163:S019,251.00,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,137,MFV 02195,BLK:06 PLN:21 POS:05,251.00
,,galvin,james,5,BLK:06 PLN:23 POS:06,MFV 04761,,5/8/2013 23:18,5/9/2013 1:41,2:23:10,,T059-B03,WT-163:S019,248.70,,,,,,248.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,138,MFV 04761,BLK:06 PLN:23 POS:06,248.70
,,galvin,james,7,BLK:06 PLN:23 POS:09,MFV 04779,,5/8/2013 23:58,5/9/2013 2:17,2:19:13,,T059-B03,WT-163:S019,249.40,,,,,,249.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,139,MFV 04779,BLK:06 PLN:23 POS:09,249.40
,,galvin,james,10,BLK:06 PLN:23 POS:11,MFV 02026,,5/9/2013 0:08,5/9/2013 2:30,2:22:33,,T059-B03,WT-163:S019,252.30,,,,,,252.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,140,MFV 02026,BLK:06 PLN:23 POS:11,252.30
,,galvin,james,2,BLK:06 PLN:25 POS:00,MFV 04680,,5/9/2013 2:31,5/9/2013 8:22,5:50:48,,T059-B03,WT-163:S019,251.10,,,,,,251.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,141,MFV 04680,BLK:06 PLN:25 POS:00,251.10
,,galvin,james,3,BLK:06 PLN:23 POS:03,MFV 04773,,5/9/2013 1:14,5/9/2013 7:02,5:47:18,,T059-B03,WT-163:S019,250.60,,,,,,250.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,142,MFV 04773,BLK:06 PLN:23 POS:03,250.60
,,galvin,james,4,BLK:06 PLN:23 POS:04,MFV 04771,,5/9/2013 1:42,5/9/2013 7:40,5:58:49,,T059-B03,WT-163:S019,251.10,,,,,,251.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,143,MFV 04771,BLK:06 PLN:23 POS:04,251.10
,,galvin,james,5,BLK:06 PLN:23 POS:07,MFV 04760,,5/9/2013 1:42,5/9/2013 7:33,5:51:07,,T059-B03,WT-163:S019,250.10,,,,,,250.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,144,MFV 04760,BLK:06 PLN:23 POS:07,250.10
,,galvin,james,7,BLK:06 PLN:25 POS:08,MFV 04575,,5/9/2013 2:17,5/9/2013 8:03,5:45:58,,T059-B03,WT-163:S019,252.00,,,,,,252,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,145,MFV 04575,BLK:06 PLN:25 POS:08,252.00
,,galvin,james,10,BLK:06 PLN:25 POS:10,MFV 02035,,5/9/2013 2:31,5/9/2013 8:18,5:47:11,,T059-B03,WT-163:S019,250.90,,,,,,250.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,146,MFV 02035,BLK:06 PLN:25 POS:10,250.90
T059-B03,WT-163:S019,daniel,jason,2,BLK:06 PLN:25 POS:01,MFV 02032,250.50,5/9/2013 8:22,5/9/2013 10:42,2:20:24,,,,,,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,147,MFV 02032,BLK:06 PLN:25 POS:01,250.50
T059-B03,WT-163:S019,daniel,jason,3,BLK:06 PLN:25 POS:02,MFV 02107,250.40,5/9/2013 7:02,5/9/2013 9:24,2:22:17,,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,148,MFV 02107,BLK:06 PLN:25 POS:02,250.40
T059-B03,WT-163:S019,daniel,jason,4,BLK:06 PLN:23 POS:05,MFV 04772,249.30,5/9/2013 7:41,5/9/2013 10:17,2:35:51,,,,,,,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,149,MFV 04772,BLK:06 PLN:23 POS:05,249.30
T059-B03,WT-163:S019,daniel,jason,5,BLK:06 PLN:25 POS:06,MFV 02036,251.50,5/9/2013 7:33,5/9/2013 9:59,2:25:52,,,,,,,,,,251.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,150,MFV 02036,BLK:06 PLN:25 POS:06,251.50
T059-B03,WT-163:S019,daniel,jason,7,BLK:06 PLN:25 POS:09,MFV 04583,252.10,5/9/2013 8:05,5/9/2013 10:26,2:21:19,,,,,,,,,,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,151,MFV 04583,BLK:06 PLN:25 POS:09,252.10
T059-B03,WT-163:S019,daniel,jason,10,BLK:06 PLN:25 POS:11,MFV 04720,249.50,5/9/2013 8:18,5/9/2013 10:39,2:20:30,,,,,,,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,152,MFV 04720,BLK:06 PLN:25 POS:11,249.50
T059-B03,WT-163:S019,daniel,jason,2,BLK:06 PLN:27 POS:00,MFV 04682,250.70,5/9/2013 10:42,5/9/2013 12:58,2:15:50,,,,,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,153,MFV 04682,BLK:06 PLN:27 POS:00,250.70
T059-B03,WT-163:S019,daniel,jason,3,BLK:06 PLN:25 POS:03,MFV 02075,253.30,5/9/2013 10:24,5/9/2013 12:40,2:15:41,,,,,,,,,,253.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,154,MFV 02075,BLK:06 PLN:25 POS:03,253.30
T059-B03,WT-163:S019,daniel,jason,4,BLK:06 PLN:25 POS:04,MFV 04569,251.00,5/9/2013 10:17,5/9/2013 12:47,2:30:08,,,,,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,155,MFV 04569,BLK:06 PLN:25 POS:04,251.00
T059-B03,WT-163:S019,daniel,jason,5,BLK:06 PLN:25 POS:07,MFV 02870,250.80,5/9/2013 9:59,5/9/2013 12:30,2:31:16,,,,,,,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,156,MFV 02870,BLK:06 PLN:25 POS:07,250.80
T059-B03,WT-163:S019,daniel,jason,7,BLK:06 PLN:27 POS:08,MFV 04684,250.20,5/9/2013 10:27,5/9/2013 12:55,2:28:32,,,,,,,,,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,157,MFV 04684,BLK:06 PLN:27 POS:08,250.20
T059-B03,WT-163:S019,daniel,jason,10,BLK:06 PLN:27 POS:10,MFV 02176,251.40,5/9/2013 10:39,5/9/2013 13:05,2:25:38,,,,,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,158,MFV 02176,BLK:06 PLN:27 POS:10,251.40
T059-B03,WT-163:S019,daniel,jason,2,BLK:06 PLN:27 POS:01,MFV 02341,7.30,5/9/2013 13:12,5/9/2013 18:35,5:22:58,swap,T065-B04,WT-169:S018,242.70,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,159,MFV 02341,BLK:06 PLN:27 POS:01,250.00
T059-B03,WT-163:S019,daniel,jason,3,BLK:06 PLN:27 POS:02,MFV 04705,36.70,5/9/2013 13:01,5/9/2013 18:18,5:16:24,swap,T065-B04,WT-169:S018,214.30,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,160,MFV 04705,BLK:06 PLN:27 POS:02,251.00
T059-B03,WT-163:S019,daniel,jason,4,BLK:06 PLN:25 POS:05,MFV 02113,14.20,5/9/2013 13:10,5/9/2013 18:42,5:32:28,swap,T065-B04,WT-169:S018,238.00,,,,,,252.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,161,MFV 02113,BLK:06 PLN:25 POS:05,252.20
T059-B03,WT-163:S019,daniel,jason,5,BLK:06 PLN:27 POS:06,MFV 04719,19.10,5/9/2013 13:08,5/9/2013 18:27,5:19:00,swap,T065-B04,WT-169:S018,232.90,,,,,,252,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,162,MFV 04719,BLK:06 PLN:27 POS:06,252.00
T059-B03,WT-163:S019,daniel,jason,7,BLK:06 PLN:27 POS:09,MFV 02131,5.90,5/9/2013 13:13,5/9/2013 18:29,5:16:14,swap,T065-B04,WT-169:S018,246.90,,,,,,252.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,163,MFV 02131,BLK:06 PLN:27 POS:09,252.80
T059-B03,WT-163:S019,daniel,jason,10,BLK:06 PLN:27 POS:11,MFV 04751,5.50,5/9/2013 13:13,5/9/2013 18:32,5:18:37,swap,T065-B04,WT-169:S018,241.80,,,,,,247.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,164,MFV 04751,BLK:06 PLN:27 POS:11,247.30
T059-B03,WT-163:S019,galvin,blackmer,2,BLK:06 PLN:29 POS:00,MFV 02318,251.10,5/9/2013 18:44,5/9/2013 21:00,2:15:51,,,,,,,,,,251.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,165,MFV 02318,BLK:06 PLN:29 POS:00,251.10
T059-B03,WT-163:S019,galvin,blackmer,3,BLK:06 PLN:27 POS:03,MFV 04712,251.00,5/9/2013 18:18,5/9/2013 20:40,2:22:20,,,,,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,166,MFV 04712,BLK:06 PLN:27 POS:03,251.00
