Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T064-B04,WT-166:S021,jason,coran,5,BLK:07 PLN:01 POS:06,MFV 02418,253,5/20/2013 16:10,5/20/2013 18:40,2:30:02,,,,,253.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,7,MFV 02418,BLK:07 PLN:01 POS:06,253.00
T064-B04,WT-166:S021,blackmer,galvin,5,BLK:07 PLN:01 POS:07,MFV 05156,194.5,5/20/2013 18:41,5/20/2013 21:42,3:01:21,,TO64-B04,WT-164:S019,56.2,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,8,MFV 05156,BLK:07 PLN:01 POS:07,250.70
T064-B04,WT-166:S021,jason,coran,10,BLK:07 PLN:01 POS:08,MFV 02413,247.1,5/20/2013 16:10,5/20/2013 18:33,2:22:24,,,,,247.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,9,MFV 02413,BLK:07 PLN:01 POS:08,247.10
T064-B04,WT-166:S021,blackmer,galvin,10,BLK:07 PLN:01 POS:09,MFV 05122,211.4,5/20/2013 18:33,5/20/2013 21:31,2:57:22,full,TO64-B04,WT-164:S019,33.1,244.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,10,MFV 05122,BLK:07 PLN:01 POS:09,244.50
T064-B04,WT-166:S021,jason,coran,11,BLK:07 PLN:01 POS:10,MFV 02411,252.8,5/20/2013 16:10,5/20/2013 18:30,2:19:25,,,,,252.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,11,MFV 02411,BLK:07 PLN:01 POS:10,252.80
T064-B04,WT-166:S021,blackmer,galvin,11,BLK:07 PLN:01 POS:11,MFV 05164,224.8,5/20/2013 18:30,5/20/2013 21:25,2:54:35,,TO64-B04,WT-164:S019,26.1,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,12,MFV 05164,BLK:07 PLN:01 POS:11,250.90
T064-B04,WT-164:S019,blackmer,galvin,1,BLK:07 PLN:03 POS:00,MFV 02646,250.7,5/20/2013 22:02,5/21/2013 0:25,2:23:16,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,13,MFV 02646,BLK:07 PLN:03 POS:00,250.70
T064-B04,WT-164:S019,blackmer,galvin,1,BLK:07 PLN:03 POS:01,MFV 05162,248.2,5/21/2013 0:26,5/21/2013 2:48,2:21:15,,,,,248.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,14,MFV 05162,BLK:07 PLN:03 POS:01,248.20
T064-B04,WT-164:S019,blackmer,galvin,2,BLK:07 PLN:03 POS:02,MFV 05196,247.9,5/20/2013 21:54,5/21/2013 0:16,2:18:12,,,,,247.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,15,MFV 05196,BLK:07 PLN:03 POS:02,247.90
T064-B04,WT-164:S019,blackmer,galvin,2,BLK:07 PLN:03 POS:03,MFV 05194,253.7,5/21/2013 0:17,5/21/2013 2:41,2:24:17,,,,,253.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,16,MFV 05194,BLK:07 PLN:03 POS:03,253.70
T064-B04,WT-164:S019,blackmer,galvin,4,BLK:07 PLN:03 POS:04,MFV 05191,253.9,5/20/2013 21:58,5/21/2013 0:35,2:37:35,,,,,253.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,17,MFV 05191,BLK:07 PLN:03 POS:04,253.90
T064-B04,WT-164:S019,blackmer,galvin,4,BLK:07 PLN:03 POS:05,MFV 05172,249.9,5/21/2013 0:36,5/21/2013 3:06,2:30:26,,,,,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,18,MFV 05172,BLK:07 PLN:03 POS:05,249.90
T064-B04,WT-164:S019,blackmer,galvin,5,BLK:07 PLN:03 POS:06,MFV 05157,249.3,5/20/2013 21:43,5/21/2013 0:06,2:23:08,full,,,,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,19,MFV 05157,BLK:07 PLN:03 POS:06,249.30
T064-B04,WT-164:S019,blackmer,galvin,5,BLK:07 PLN:03 POS:07,MFV 05170,249.3,5/21/2013 0:07,5/21/2013 2:31,2:23:46,full,,,,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,20,MFV 05170,BLK:07 PLN:03 POS:07,249.30
T064-B04,WT-164:S019,blackmer,galvin,10,BLK:07 PLN:03 POS:08,MFV 05161,244.7,5/20/2013 21:31,5/20/2013 23:54,2:22:36,,,,,244.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,21,MFV 05161,BLK:07 PLN:03 POS:08,244.70
T064-B04,WT-164:S019,blackmer,galvin,10,BLK:07 PLN:03 POS:09,MFV 05173,245.5,5/20/2013 23:54,5/21/2013 2:17,2:22:32,,,,,245.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,22,MFV 05173,BLK:07 PLN:03 POS:09,245.50
T064-B04,WT-164:S019,blackmer,galvin,11,BLK:07 PLN:03 POS:10,MFV 05171,251.7,5/20/2013 21:26,5/20/2013 23:44,2:18:28,,,,,251.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,23,MFV 05171,BLK:07 PLN:03 POS:10,251.70
T064-B04,WT-164:S019,blackmer,galvin,11,BLK:07 PLN:03 POS:11,MFV 05066,251.8,5/20/2013 23:45,5/21/2013 2:04,2:18:48,,,,,251.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,24,MFV 05066,BLK:07 PLN:03 POS:11,251.80
T064-B04,WT-164:S019,blackmer,galvin,1,BLK:07 PLN:05 POS:00,MFV 04969,249.6,5/21/2013 2:48,5/21/2013 9:02,6:14:00,,,,,249.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,25,MFV 04969,BLK:07 PLN:05 POS:00,249.60
T064-B04,WT-164:S019,daniel,jason,1,BLK:07 PLN:05 POS:01,MFV 05046,252.1,5/21/2013 9:02,5/21/2013 11:26,2:23:56,,,,,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,26,MFV 05046,BLK:07 PLN:05 POS:01,252.10
T064-B04,WT-164:S019,blackmer,galvin,2,BLK:07 PLN:05 POS:02,MFV 02632,249.7,5/21/2013 2:42,5/21/2013 8:58,6:16:42,,,,,249.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 02632,BLK:07 PLN:05 POS:02,249.70
T064-B04,WT-164:S019,daniel,jason,2,BLK:07 PLN:05 POS:03,MFV 02638,251.6,5/21/2013 8:59,5/21/2013 11:24,2:25:34,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 02638,BLK:07 PLN:05 POS:03,251.60
T064-B04,WT-164:S019,blackmer,galvin,4,BLK:07 PLN:05 POS:04,MFV 02567,253.8,5/21/2013 3:07,5/21/2013 9:32,6:24:45,,,,,253.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 02567,BLK:07 PLN:05 POS:04,253.80
T064-B04,WT-164:S019,daniel,jason,4,BLK:07 PLN:05 POS:05,MFV 05059,218.1,5/21/2013 9:32,5/21/2013 12:26,2:54:11,swap,T064-B04,WT-163:S021,33.7,251.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 05059,BLK:07 PLN:05 POS:05,251.80
T064-B04,WT-164:S019,blackmer,galvin,5,BLK:07 PLN:05 POS:06,MFV 05060,250.7,5/21/2013 2:31,5/21/2013 8:46,6:15:02,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,31,MFV 05060,BLK:07 PLN:05 POS:06,250.70
T064-B04,WT-164:S019,daniel,jason,5,BLK:07 PLN:05 POS:07,MFV 05041,251.9,5/21/2013 8:47,5/21/2013 11:12,2:25:08,,,,,251.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,32,MFV 05041,BLK:07 PLN:05 POS:07,251.90
T064-B04,WT-164:S019,blackmer,galvin,10,BLK:07 PLN:05 POS:08,MFV 05039,249.3,5/21/2013 2:18,5/21/2013 8:39,6:20:59,,,,,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 05039,BLK:07 PLN:05 POS:08,249.30
T064-B04,WT-164:S019,daniel,jason,10,BLK:07 PLN:05 POS:09,MFV 05055,252,5/21/2013 8:39,5/21/2013 11:01,2:21:54,,,,,252.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 05055,BLK:07 PLN:05 POS:09,252.00
T064-B04,WT-164:S019,blackmer,galvin,11,BLK:07 PLN:05 POS:10,MFV 05034,252.9,5/21/2013 2:05,5/21/2013 8:23,6:17:38,,,,,252.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 05034,BLK:07 PLN:05 POS:10,252.90
T064-B04,WT-164:S019,daniel,jason,11,BLK:07 PLN:05 POS:11,MFV 04689,252.5,5/21/2013 8:47,5/21/2013 10:44,1:56:41,,,,,252.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,36,MFV 04689,BLK:07 PLN:05 POS:11,252.50
T064-B04,WT-164:S019,daniel,jason,1,BLK:07 PLN:07 POS:00,MFV 02804,28.2,5/21/2013 11:27,5/21/2013 14:11,2:44:08,swap,T064-B04,WT-163:S021,220.7,248.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 02804,BLK:07 PLN:07 POS:00,248.90
T064-B04,WT-163:S021,daniel,jason,1,BLK:07 PLN:07 POS:01,MFV 02571,250.8,5/21/2013 14:11,5/21/2013 16:33,2:21:40,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,38,MFV 02571,BLK:07 PLN:07 POS:01,250.80
T064-B04,WT-164:S019,daniel,jason,2,BLK:07 PLN:07 POS:02,MFV 02569,28,5/21/2013 11:24,5/21/2013 14:14,2:49:52,swap,T064-B04,WT-163:S021,224.1,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,39,MFV 02569,BLK:07 PLN:07 POS:02,252.10
T064-B04,WT-163:S021,daniel,jason,2,BLK:07 PLN:07 POS:03,MFV 02572,251.3,5/21/2013 14:14,5/21/2013 16:39,2:24:44,,,,,251.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,40,MFV 02572,BLK:07 PLN:07 POS:03,251.30
T064-B04,WT-164:S019,daniel,jason,4,BLK:07 PLN:07 POS:04,MFV 02574,,5/21/2013 12:26,5/21/2013 15:00,2:33:24,,T064-B04,WT-163:S021,252.7,252.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,41,MFV 02574,BLK:07 PLN:07 POS:04,252.70
T064-B04,WT-163:S021,daniel,jason,4,BLK:07 PLN:07 POS:05,MFV 02582,252.4,5/21/2013 15:00,5/21/2013 17:48,2:47:48,,,,,252.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,42,MFV 02582,BLK:07 PLN:07 POS:05,252.40
T064-B04,WT-164:S019,daniel,jason,5,BLK:07 PLN:07 POS:06,MFV 02584,54,5/21/2013 11:12,5/21/2013 14:01,2:49:02,swap,T064-B04,WT-163:S021,199.6,253.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,43,MFV 02584,BLK:07 PLN:07 POS:06,253.60
T064-B04,WT-163:S021,daniel,jason,5,BLK:07 PLN:07 POS:07,MFV 02644,252,5/21/2013 14:02,5/21/2013 16:27,2:25:06,,,,,252.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,44,MFV 02644,BLK:07 PLN:07 POS:07,252.00
T064-B04,WT-164:S019,daniel,jason,10,BLK:07 PLN:07 POS:08,MFV 02573,76.4,5/21/2013 11:01,5/21/2013 13:45,2:43:53,swap,T064-B04,WT-163:S021,175.7,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,45,MFV 02573,BLK:07 PLN:07 POS:08,252.10
T064-B04,WT-163:S021,daniel,jason,10,BLK:07 PLN:07 POS:09,MFV 02814,252.7,5/21/2013 13:45,5/21/2013 16:06,2:21:20,,,,,252.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,46,MFV 02814,BLK:07 PLN:07 POS:09,252.70
T064-B04,WT-164:S019,daniel,jason,11,BLK:07 PLN:07 POS:10,MFV 02811,107.8,5/21/2013 10:44,5/21/2013 13:27,2:42:44,swap,T064-B04,WT-163:S021,144.2,252.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,47,MFV 02811,BLK:07 PLN:07 POS:10,252.00
T064-B04,WT-163:S021,daniel,jason,11,BLK:07 PLN:07 POS:11,MFV 02816,251.3,5/21/2013 13:27,5/21/2013 15:46,2:19:28,,,,,251.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,48,MFV 02816,BLK:07 PLN:07 POS:11,251.30
T064-B04,WT-163:S021,daniel,jason,1,BLK:07 PLN:09 POS:00,MFV 02486,251.6,5/21/2013 16:33,5/21/2013 19:12,2:39:10,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,49,MFV 02486,BLK:07 PLN:09 POS:00,251.60
T064-B04,WT-163:S021,blackmer,galvin,1,BLK:07 PLN:09 POS:01,MFV 05018,252.6,5/21/2013 19:13,5/21/2013 21:45,2:31:58,,,,,252.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 05018,BLK:07 PLN:09 POS:01,252.60
T064-B04,WT-163:S021,daniel,jason,2,BLK:07 PLN:09 POS:02,MFV 05003,252.3,5/21/2013 16:39,5/21/2013 19:23,2:43:24,,,,,252.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,51,MFV 05003,BLK:07 PLN:09 POS:02,252.30
T064-B04,WT-163:S021,blackmer,galvin,2,BLK:07 PLN:09 POS:03,MFV 05007,252.2,5/21/2013 19:22,5/21/2013 21:48,2:25:37,,,,,252.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 05007,BLK:07 PLN:09 POS:03,252.20
T064-B04,WT-163:S021,blackmer,galvin,4,BLK:07 PLN:09 POS:04,MFV 05014,252,5/21/2013 17:49,5/21/2013 20:20,2:31:03,,,,,252.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 05014,BLK:07 PLN:09 POS:04,252.00
T064-B04,WT-163:S021,blackmer,galvin,4,BLK:07 PLN:09 POS:05,MFV 05006,246.7,5/21/2013 20:20,5/21/2013 23:28,3:07:30,,TO64-B04,WT-165:S020,5,251.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 05006,BLK:07 PLN:09 POS:05,251.70
T064-B04,WT-163:S021,daniel,jason,5,BLK:07 PLN:09 POS:06,MFV 05001,254.4,5/21/2013 16:27,5/21/2013 19:09,2:42:36,,,,,254.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 05001,BLK:07 PLN:09 POS:06,254.40
T064-B04,WT-163:S021,blackmer,galvin,5,BLK:07 PLN:09 POS:07,MFV 05009,253.8,5/21/2013 19:10,5/21/2013 21:36,2:25:51,,,,,253.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,56,MFV 05009,BLK:07 PLN:09 POS:07,253.80
T064-B04,WT-163:S021,daniel,jason,10,BLK:07 PLN:09 POS:08,MFV 02594,253.5,5/21/2013 16:06,5/21/2013 18:43,2:37:22,,,,,253.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,57,MFV 02594,BLK:07 PLN:09 POS:08,253.50
T064-B04,WT-163:S021,blackmer,galvin,10,BLK:07 PLN:09 POS:09,MFV 02546,253.3,5/21/2013 18:44,5/21/2013 21:06,2:21:31,,,,,253.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,58,MFV 02546,BLK:07 PLN:09 POS:09,253.30
T064-B04,WT-163:S021,daniel,jason,11,BLK:07 PLN:09 POS:10,MFV 02577,253.2,5/21/2013 15:46,5/21/2013 18:23,2:36:14,,,,,253.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,59,MFV 02577,BLK:07 PLN:09 POS:10,253.20
