Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
T64-B04,WT-163:S020,wood,james,12,BLK:07 PLN:00 POS:06,MFV 02416,246.7,5/15/13 18:02,5/15/13 20:43,2:41:01,,,,,246.70,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:00 POS:06,MFV 02416,1.8,5/28/2013 16:14,5/28/2013 16:33,0:19:07,,,,,1.80,T64-B13,WT163:S066,Larry,Brent,9,BLK:07 PLN:00 POS:06,MFV 02416,1.00,6/3/2014 13:44,6/3/2014 13:50,0:06:24,"1/4""",,,0.00,1.00,,,,,,,,0.00,,,,,,,0.00,0.00,,7,MFV 02416,BLK:07 PLN:00 POS:06,249.50,
T64-B04,WT-163:S020,wood,james,12,BLK:07 PLN:00 POS:07,MFV 02410,45.5,5/15/13 22:51,5/16/13 1:50,2:58:51,swap,T64-B04,WT-169:S019,200.7,246.20,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:00 POS:07,MFV 02410,2.5,5/28/2013 15:04,5/28/2013 15:12,0:08:23,,,,,2.50,T64-B13,WT163:S066,Larry,Brent,9,BLK:07 PLN:00 POS:07,MFV 02410,0.60,6/3/2014 11:41,6/3/2014 11:45,0:04:03,full,,,0.00,0.60,,,,,,,,0.00,,,,,,,0.00,0.00,,8,MFV 02410,BLK:07 PLN:00 POS:07,249.30,
T64-B04,WT-169:S019,daniel,jason,12,BLK:07 PLN:00 POS:08,MFV 05141,244.1,5/16/13 7:32,5/16/13 9:28,1:55:31,,,,,244.10,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:00 POS:08,MFV 05141,2.5,5/28/2013 13:18,5/28/2013 13:24,0:05:48,,,,,2.50,T64-B13,WT163:S066,Larry,Brent,4,BLK:07 PLN:00 POS:08,MFV 05141,0.40,6/3/2014 11:20,6/3/2014 11:22,0:01:24,"7/16""",,,0.00,0.40,,,,,,,,0.00,,,,,,,0.00,0.00,,9,MFV 05141,BLK:07 PLN:00 POS:08,247.00,
T64-B04,WT-116:S019,daniel,jason,11,BLK:07 PLN:00 POS:09,MFV 05092,249.3,5/16/13 13:17,5/16/13 15:22,2:04:53,,,,,249.30,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:00 POS:09,MFV 05092,2.6,5/28/2013 10:51,5/28/2013 10:57,0:06:09,,,,,2.60,T64-B13,WT163:S066,Larry,Brent,4,BLK:07 PLN:00 POS:09,MFV 05092,0.20,6/3/2014 8:26,6/3/2014 8:28,0:01:53,full,,,0.00,0.20,,,,,,,,0.00,,,,,,,0.00,0.00,,10,MFV 05092,BLK:07 PLN:00 POS:09,252.10,
T64-B04,WT-116:S019,james,wood,11,BLK:07 PLN:00 POS:10,MFV 02406,250,5/16/13 18:00,5/16/13 20:58,2:57:44,,,,,250.00,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:00 POS:10,MFV 02406,2.4,5/28/2013 9:44,5/28/2013 9:49,0:04:55,,,,,2.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,11,MFV 02406,BLK:07 PLN:00 POS:10,252.40,
T64-B04,WT-166:S021,jason,coran,11,BLK:07 PLN:00 POS:11,MFV 05115,248.9,5/20/13 11:55,5/20/13 14:04,2:09:13,,,,,248.90,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:00 POS:11,MFV 05115,3.6,5/28/2013 7:44,5/28/2013 7:52,0:07:54,,,,,3.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,12,MFV 05115,BLK:07 PLN:00 POS:11,252.50,
T59-B03,WT-116:S018,wood,james,12,BLK:07 PLN:02 POS:00,MFV 05139,245.7,5/14/13 1:59,5/14/13 7:53,5:53:41,,,,,245.70,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:02 POS:00,MFV 05139,0.6,5/29/2013 1:44,5/29/2013 1:46,0:01:57,,,,,0.60,T64-B13,WT163:S066,Larry,Brent,1,BLK:07 PLN:02 POS:00,MFV 05139,0.10,6/4/2014 13:39,6/4/2014 13:42,0:02:53,"3/16""",,,0.00,0.10,,,,,,,,0.00,,,,,,,0.00,0.00,,13,MFV 05139,BLK:07 PLN:02 POS:00,246.40,
T59-B03,WT-116:S018,coran,daniel,12,BLK:07 PLN:02 POS:01,MFV 05168,31.3,5/14/13 10:00,5/14/13 12:31,2:30:49,,T64-B04,WT-166:S020,213.1,244.40,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:02 POS:01,MFV 05168,1.7,5/29/2013 0:52,5/29/2013 0:58,0:05:48,,,,,1.70,T64-B13,WT163:S066,Larry,Brent,1,BLK:07 PLN:02 POS:01,MFV 05168,0.20,6/4/2014 13:08,6/4/2014 13:10,0:02:15,"1/16""",,,0.00,0.20,,,,,,,,0.00,,,,,,,0.00,0.00,,14,MFV 05168,BLK:07 PLN:02 POS:01,246.30,
T64-B04,WT-166:S020,coran,daniel,12,BLK:07 PLN:02 POS:02,MFV 05159,242,5/14/13 15:25,5/14/13 17:41,2:15:31,,,,,242.00,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:02 POS:02,MFV 05159,3.5,5/28/2013 22:19,5/28/2013 22:28,0:08:22,,,,,3.50,T64-B13,WT163:S066,Larry,Brent,,BLK:07 PLN:02 POS:02,MFV 05159,,,,,"1/16""",,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,15,MFV 05159,BLK:07 PLN:02 POS:02,245.50,
T64-B04,WT-164:S018,wood,james,12,BLK:07 PLN:02 POS:03,MFV 05155,244.6,5/14/13 20:47,5/14/13 22:44,1:57:34,,,,,244.60,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:02 POS:03,MFV 05155,1,5/28/2013 21:11,5/28/2013 21:13,0:02:25,,,,,1.00,T64-B13,WT163:S066,Larry,Brent,,BLK:07 PLN:02 POS:03,MFV 05155,,,,,Full,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,16,MFV 05155,BLK:07 PLN:02 POS:03,245.60,
T64-B04,WT-164:S018,wood,james,12,BLK:07 PLN:02 POS:04,MFV 05151,187.1,5/15/13 0:40,5/15/13 6:52,6:11:31,swap,T64-B04,WT-165:S019,57.2,244.30,T064-B04,WT-164:S020,daniel,jason,11,BLK:07 PLN:02 POS:04,MFV 05151,0.8,5/28/2013 19:55,5/28/2013 19:58,0:03:00,,,,,0.80,T64-B13,WT163:S066,Larry,Brent,1,BLK:07 PLN:02 POS:04,MFV 05151,0.10,6/4/2014 10:21,6/4/2014 10:23,0:02:13,full,,,0.00,0.10,,,,,,,,0.00,,,,,,,0.00,0.00,,17,MFV 05151,BLK:07 PLN:02 POS:04,245.20,
T64-B04,WT-165:S019,daniel,jason,12,BLK:07 PLN:02 POS:05,MFV 05137,247.2,5/15/13 8:51,5/15/13 11:20,2:28:54,,,,,247.20,T064-B04,WT-164:S020,daniel,jason,11,BLK:07 PLN:02 POS:05,MFV 05137,1,5/28/2013 18:07,5/28/2013 18:10,0:02:53,,,,,1.00,T64-B13,WT163:S066,Larry,Brent,1,BLK:07 PLN:02 POS:05,MFV 05137,0.60,6/4/2014 8:36,6/4/2014 8:38,0:01:56,"1/8""",,,0.00,0.60,,,,,,,,0.00,,,,,,,0.00,0.00,,18,MFV 05137,BLK:07 PLN:02 POS:05,248.80,
T064-B04,WT-163:S020,daniel,jason,12,BLK:07 PLN:02 POS:06,MFV 05143,246.4,5/15/13 15:35,5/15/13 18:02,2:26:09,,,,,246.40,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:02 POS:06,MFV 05143,1.7,5/28/2013 16:26,5/28/2013 16:33,0:06:31,,,,,1.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,19,MFV 05143,BLK:07 PLN:02 POS:06,248.10,
T64-B04,WT-163:S020,wood,james,12,BLK:07 PLN:02 POS:07,MFV 05119,245.1,5/15/13 20:43,5/15/13 22:51,2:07:39,,,,,245.10,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:02 POS:07,MFV 05119,0.9,5/28/2013 15:13,5/28/2013 15:15,0:02:32,,,,,0.90,T64-B13,WT163:S066,Larry,Brent,9,BLK:07 PLN:02 POS:07,MFV 05119,0.20,6/3/2014 12:36,6/3/2014 12:38,0:01:41,"1/8""",,,0.00,0.20,,,,,,,,0.00,,,,,,,0.00,0.00,,20,MFV 05119,BLK:07 PLN:02 POS:07,246.20,
T64-B04,WT-169:S019,wood,james,12,BLK:07 PLN:02 POS:08,MFV 05153,243.4,5/16/13 1:50,5/16/13 7:32,5:41:22,,,,,243.40,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:02 POS:08,MFV 05153,1.5,5/28/2013 13:24,5/28/2013 13:28,0:04:02,,,,,1.50,T64-B13,WT163:S066,Larry,Brent,4,BLK:07 PLN:02 POS:08,MFV 05153,0.30,6/3/2014 11:04,6/3/2014 11:07,0:02:31,"1/4""",,,0.00,0.30,,,,,,,,0.00,,,,,,,0.00,0.00,,21,MFV 05153,BLK:07 PLN:02 POS:08,245.20,
T64-B04,WT-169:S019,daniel,jason,11,BLK:07 PLN:02 POS:09,MFV 05169,195.3,5/16/13 11:10,5/16/13 13:17,2:07:21,swap,T64-B04,WT-116:S019,52.2,247.50,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:02 POS:09,MFV 05169,3.6,5/28/2013 10:58,5/28/2013 11:05,0:06:58,,,,,3.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,22,MFV 05169,BLK:07 PLN:02 POS:09,251.10,
T64-B04,WT-116:S019,daniel,jason,11,BLK:07 PLN:02 POS:10,MFV 05167,245.3,5/16/13 15:23,5/16/13 18:00,2:37:12,,,,,245.30,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:02 POS:10,MFV 05167,3.9,5/28/2013 9:49,5/28/2013 9:57,0:07:38,,,,,3.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,23,MFV 05167,BLK:07 PLN:02 POS:10,249.20,
T64-B04,WT-116:S019,james,wood,11,BLK:07 PLN:02 POS:11,MFV 02400,35.2,5/16/13 21:01,5/20/13 11:54,86:53:13,swap,T064-B04,WT-166:S021,215.3,250.50,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:02 POS:11,MFV 02400,3.3,5/28/2013 7:52,5/28/2013 8:01,0:08:37,,,,,3.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,24,MFV 02400,BLK:07 PLN:02 POS:11,253.80,
T59-B03,WT-116:S018,coran,daniel,10,BLK:07 PLN:04 POS:00,MFV 02645,248.3,5/14/13 8:04,5/14/13 10:05,2:01:46,,,,,248.30,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:04 POS:00,MFV 02645,1.5,5/29/2013 1:46,5/29/2013 1:50,0:04:20,,,,,1.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,25,MFV 02645,BLK:07 PLN:04 POS:00,249.80,
T64-B04,WT-166:S020,coran,daniel,10,BLK:07 PLN:04 POS:01,MFV 05030,247.2,5/14/13 12:39,5/14/13 14:41,2:01:57,,,,,247.20,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:04 POS:01,MFV 05030,1.8,5/29/2013 0:58,5/29/2013 1:03,0:04:19,,,,,1.80,T64-B13,WT163:S066,Larry,Brent,1,BLK:07 PLN:04 POS:01,MFV 05030,0.80,6/4/2014 13:04,6/4/2014 13:07,0:03:05,"5/16""",,,0.00,0.80,,,,,,,,0.00,,,,,,,0.00,0.00,,26,MFV 05030,BLK:07 PLN:04 POS:01,249.80,
T64-B04,WT-166:S020,wood,james,10,BLK:07 PLN:04 POS:02,MFV 04952,124.9,5/14/13 17:46,5/14/13 20:45,2:58:55,swap,T64-B04,WT-164:S018,120,244.90,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:04 POS:02,MFV 04952,0.9,5/28/2013 22:28,5/28/2013 22:30,0:02:22,,,,,0.90,T64-B13,WT163:S066,Larry,Brent,,BLK:07 PLN:04 POS:02,MFV 04952,,,,,"5/16""",,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,27,MFV 04952,BLK:07 PLN:04 POS:02,245.80,
T64-B04,WT-164:S018,wood,james,10,BLK:07 PLN:04 POS:03,MFV 05023,248.1,5/14/13 22:42,5/15/13 0:38,1:55:34,,,,,248.10,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:04 POS:03,MFV 05023,1.5,5/28/2013 21:13,5/28/2013 21:17,0:03:35,,,,,1.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,28,MFV 05023,BLK:07 PLN:04 POS:03,249.60,
T64-B04,WT-165:S019,daniel,jason,10,BLK:07 PLN:04 POS:04,MFV 05011,243.5,5/15/13 6:51,5/15/13 8:46,1:54:48,,,,,243.50,T064-B04,WT-164:S020,daniel,jason,11,BLK:07 PLN:04 POS:04,MFV 05011,1.9,5/28/2013 19:58,5/28/2013 20:02,0:04:01,,,,,1.90,T64-B13,WT163:S066,Larry,Brent,1,BLK:07 PLN:04 POS:04,MFV 05011,0.30,6/4/2014 10:16,6/4/2014 10:20,0:04:07,full,,,0.00,0.30,,,,,,,,0.00,,,,,,,0.00,0.00,,29,MFV 05011,BLK:07 PLN:04 POS:04,245.70,
T64-B04,WT-165:S019,daniel,jason,10,BLK:07 PLN:04 POS:05,MFV 05024,244.6,5/15/13 10:48,5/15/13 14:11,3:22:43,,,,,244.60,T064-B04,WT-164:S020,daniel,jason,11,BLK:07 PLN:04 POS:05,MFV 05024,1.4,5/28/2013 18:10,5/28/2013 18:14,0:03:49,,,,,1.40,T64-B13,WT163:S066,Larry,Brent,1,BLK:07 PLN:04 POS:05,MFV 05024,0.40,6/4/2014 8:32,6/4/2014 8:35,0:03:09,"3/16""",,,0.00,0.40,,,,,,,,0.00,,,,,,,0.00,0.00,,30,MFV 05024,BLK:07 PLN:04 POS:05,246.40,
T64-B04,WT-163:S020,wood,james,10,BLK:07 PLN:04 POS:06,MFV 02628,246,5/15/13 17:50,5/15/13 20:28,2:37:52,,,,,246.00,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:04 POS:06,MFV 02628,2.5,5/28/2013 16:31,5/28/2013 16:36,0:04:54,,,,,2.50,T64-B13,WT163:S066,Larry,Brent,9,BLK:07 PLN:04 POS:06,MFV 02628,0.70,6/3/2014 13:51,6/3/2014 13:57,0:06:24,1/4'',,,0.00,0.70,,,,,,,,0.00,,,,,,,0.00,0.00,,31,MFV 02628,BLK:07 PLN:04 POS:06,249.20,
T64-B04,WT-163:S020,wood,james,10,BLK:07 PLN:04 POS:07,MFV 05057,85.3,5/15/13 22:31,5/16/13 1:25,2:53:40,swap,T64-B04,WT-169:S019,157.3,242.60,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:04 POS:07,MFV 05057,3.3,5/28/2013 15:15,5/28/2013 15:23,0:07:21,,,,,3.30,T64-B13,WT163:S066,Larry,Brent,9,BLK:07 PLN:04 POS:07,MFV 05057,0.30,6/3/2014 12:40,6/3/2014 12:42,0:02:23,"1/16""",,,0.00,0.30,,,,,,,,0.00,,,,,,,0.00,0.00,,32,MFV 05057,BLK:07 PLN:04 POS:07,246.20,
T64-B04,WT-169:S019,daniel,jason,10,BLK:07 PLN:04 POS:08,MFV 05021,244.5,5/16/13 7:15,5/16/13 9:15,1:59:22,,,,,244.50,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:04 POS:08,MFV 05021,1.3,5/28/2013 13:29,5/28/2013 13:33,0:04:08,,,,,1.30,T64-B13,WT163:S066,Larry,Brent,4,BLK:07 PLN:04 POS:08,MFV 05021,0.50,6/3/2014 10:57,6/3/2014 11:03,0:05:32,full,,,0.00,0.50,,,,,,,,0.00,,,,,,,0.00,0.00,,33,MFV 05021,BLK:07 PLN:04 POS:08,246.30,
T64-B04,WT-116:S019,daniel,jason,10,BLK:07 PLN:04 POS:09,MFV 02627,245.4,5/16/13 13:24,5/16/13 15:34,2:10:01,,,,,245.40,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:04 POS:09,MFV 02627,1.4,5/28/2013 11:05,5/28/2013 11:08,0:03:28,,,,,1.40,T64-B13,WT163:S066,Larry,Brent,4,BLK:07 PLN:04 POS:09,MFV 02627,0.20,6/3/2014 8:30,6/3/2014 8:47,0:17:01,full,,,0.00,0.20,,,,,,,,0.00,,,,,,,0.00,0.00,,34,MFV 02627,BLK:07 PLN:04 POS:09,247.00,
T64-B04,WT-116:S019,james,wood,10,BLK:07 PLN:04 POS:10,MFV 02633,244,5/16/13 18:16,5/16/13 21:13,2:56:21,,,,,244.00,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:04 POS:10,MFV 02633,3.1,5/28/2013 9:57,5/28/2013 10:04,0:06:41,,,,,3.10,T64-B13,WT163:S066,Brent,Perko,4,BLK:07 PLN:04 POS:10,MFV 02633,0.80,5/30/2014 16:08,5/30/2014 16:12,0:03:29,full,,,0.00,0.80,,,,,,,,0.00,,,,,,,0.00,0.00,,35,MFV 02633,BLK:07 PLN:04 POS:10,247.90,
T64-B04,WT-166:S021,jason,coran,10,BLK:07 PLN:04 POS:11,MFV 05065,243.1,5/20/13 12:12,5/20/13 14:26,2:13:32,,,,,243.10,T064-B04,WT-164:S020,wood,james,11,BLK:07 PLN:04 POS:11,MFV 05065,1.9,5/28/2013 8:05,5/28/2013 8:06,0:00:36,,,,,1.90,T64-B13,WT163:S066,Brent,Perko,9,BLK:07 PLN:04 POS:11,MFV 05065,1.10,5/30/2014 15:30,5/30/2014 15:37,0:07:00,"1/4""",,,0.00,1.10,,,,,,,,0.00,,,,,,,0.00,0.00,,36,MFV 05065,BLK:07 PLN:04 POS:11,246.10,
T59-B03,WT-116:S018,wood,james,10,BLK:07 PLN:06 POS:00,MFV 04990,248.8,5/14/13 1:59,5/14/13 8:03,6:04:17,,,,,248.80,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:06 POS:00,MFV 04990,1.6,5/29/2013 1:50,5/29/2013 1:56,0:06:07,,,,,1.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,37,MFV 04990,BLK:07 PLN:06 POS:00,250.40,
T59-B03,WT-116:S018,coran,daniel,10,BLK:07 PLN:06 POS:01,MFV 05010,21.5,5/14/13 10:05,5/14/13 12:39,2:33:11,,T64-B04,WT-166:S020,227,248.50,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:06 POS:01,MFV 05010,2.7,5/29/2013 1:03,5/29/2013 1:08,0:05:45,,,,,2.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,38,MFV 05010,BLK:07 PLN:06 POS:01,251.20,
T64-B04,WT-166:S020,coran,daniel,10,BLK:07 PLN:06 POS:02,MFV 04955,240.8,5/14/13 15:25,5/14/13 17:39,2:13:36,,,,,240.80,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:06 POS:02,MFV 04955,5.2,5/28/2013 22:31,5/28/2013 22:42,0:11:40,,,,,5.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,39,MFV 04955,BLK:07 PLN:06 POS:02,246.00,
T64-B04,WT-164:S018,wood,james,10,BLK:07 PLN:06 POS:03,MFV 02570,245.7,5/14/13 20:46,5/14/13 22:42,1:56:07,,,,,245.70,T064-B04,WT-165:S021,daniel,jason,11,BLK:07 PLN:06 POS:03,MFV 02570,1.8,5/28/2013 21:17,5/28/2013 21:21,0:03:40,,,,,1.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,40,MFV 02570,BLK:07 PLN:06 POS:03,247.50,
