Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T64-B05,WT-116:S026,daniel,jason,12,BLK:10 PLN:00 POS:00,MFV 06124,242.7,6/27/2013 14:27,6/27/2013 16:12,1:44:29,,,,,242.70,T59-B05,WT-164:S027,daniel,jason,8,BLK:10 PLN:00 POS:00,MFV 06124,1.7,7/16/2013 12:48,7/16/2013 12:53,0:05:54,,,,,1.70,T64-B13,WT163:S066,Cole,Ron,5,BLK:10 PLN:00 POS:00,MFV 06124,2.6,6/16/2014 11:14,6/16/2014 11:30,0:15:27,"1""",,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,1,MFV 06124,BLK:10 PLN:00 POS:00,247.00,
T64-B05,WT-164:S025,wood,james,12,BLK:10 PLN:00 POS:01,MFV 06126,243.5,6/27/2013 18:40,6/27/2013 20:31,1:50:29,,,,,243.50,T59-B05,WT-164:S027,daniel,jason,8,BLK:10 PLN:00 POS:01,MFV 06126,5.1,7/16/2013 11:14,7/16/2013 11:22,0:07:50,,,,,5.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,2,MFV 06126,BLK:10 PLN:00 POS:01,248.60,
T64-B05,WT-164:S025,wood,james,1,BLK:10 PLN:00 POS:02,MFV 06113,162.7,6/27/2013 23:31,6/28/2013 1:54,2:23:42,swap,T64-B05,WT-165:S026,81.7,244.40,T59-B05,WT-164:S027,daniel,jason,8,BLK:10 PLN:00 POS:02,MFV 06113,1.8,7/16/2013 9:40,7/16/2013 9:44,0:03:53,,,,,1.80,T64-B13,WT163:S066,Larry,Brent,,BLK:10 PLN:00 POS:02,MFV 06113,,,,,1/4'',,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,3,MFV 06113,BLK:10 PLN:00 POS:02,246.20,
T64-B05,WT-165:S026,jason,tommy,12,BLK:10 PLN:00 POS:03,MFV 06122,247.2,7/1/2013 7:39,7/1/2013 9:37,1:58:10,,,,,247.20,T59-B05,WT-164:S027,daniel,jason,8,BLK:10 PLN:00 POS:03,MFV 06122,1.8,7/16/2013 8:12,7/16/2013 8:20,0:07:46,,,,,1.80,T64-B13,WT163:S066,Larry,Brent,5,BLK:10 PLN:00 POS:03,MFV 06122,1,6/13/2014 13:38,6/13/2014 13:43,0:04:56,"3/8""",,,0.00,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,4,MFV 06122,BLK:10 PLN:00 POS:03,250.00,
T64-B05,WT-165:S026,jason,tommy,12,BLK:10 PLN:00 POS:04,MFV 06125,21.5,7/1/2013 11:33,7/1/2013 13:46,2:12:50,swap,T64-B05,WT-169:S026,222.3,243.80,T59-B05,WT-164:S027,daniel,jason,8,BLK:10 PLN:00 POS:04,MFV 06125,3.8,7/16/2013 7:08,7/16/2013 7:18,0:10:20,,,,,3.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,5,MFV 06125,BLK:10 PLN:00 POS:04,247.60,
T64-B05,WT-169:S026,jason,tommy,12,BLK:10 PLN:00 POS:05,MFV 06118,247.7,7/1/2013 15:42,7/1/2013 17:53,2:10:52,,,,,247.70,T59-B05,WT-164:S027,galvin,blackmer,8,BLK:10 PLN:00 POS:05,MFV 06118,2.7,7/16/2013 1:27,7/16/2013 1:32,0:05:18,,,,,2.70,T64-B13,WT163:S066,Larry,Brent,5,BLK:10 PLN:00 POS:05,MFV 06118,2.7,6/13/2014 7:02,6/13/2014 7:18,0:15:41,"1/2""",,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,6,MFV 06118,BLK:10 PLN:00 POS:05,253.10,
