Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T59-B07,WT-164-S038,wood,blackmer,12,BLK:16 PLN:00 POS:00,MFV 07998,246.9,9/23/2013 12:06,9/23/2013 13:53,1:47:26,,,,,246.90,T64-B08,WT-166:S043,daniel,jason,11,BLK:16 PLN:00 POS:00,MFV 07998,0.7,10/4/2013 2:43,10/4/2013 2:47,0:03:23,,,,,0.70,T64-B13,WT163:S066,larry,brent,5,BLK:16 PLN:00 POS:00,MFV 07998,2.3,7/3/2014 15:20,7/3/2014 15:32,0:12:09,"1/2""",,,0.00,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,1,MFV 07998,BLK:16 PLN:00 POS:00,249.90,
T59-B07,WT-164-S038,wood,blackmer,12,BLK:16 PLN:00 POS:01,MFV 07983,249.1,9/23/2013 15:38,9/23/2013 17:48,2:09:20,,,,,249.10,T64-B08,WT-166:S043,daniel,jason,11,BLK:16 PLN:00 POS:01,MFV 07983,1,10/4/2013 2:04,10/4/2013 2:13,0:08:51,,,,,1.00,T64-B13,WT163:S066,larry,brent,5,BLK:16 PLN:00 POS:01,MFV 07983,2.4,7/3/2014 13:20,7/3/2014 13:30,0:10:14,"3/4""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,2,MFV 07983,BLK:16 PLN:00 POS:01,252.50,
T59-B07,WT-163:S039,daniel,jason,12,BLK:16 PLN:00 POS:02,MFV 08009,241,9/23/2013 20:46,9/23/2013 22:46,2:00:24,,,,,241.00,T64-B08,WT-166:S043,daniel,jason,11,BLK:16 PLN:00 POS:02,MFV 08009,1.5,10/3/2013 23:59,10/4/2013 0:02,0:02:54,,,,,1.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,3,MFV 08009,BLK:16 PLN:00 POS:02,242.50,
T59-B07,WT-163:S039,daniel,jason,12,BLK:16 PLN:00 POS:03,MFV 08012,153.2,9/24/2013 0:41,9/24/2013 2:42,2:00:17,swap,T59-B07,WT-166:S041,90,243.20,T64-B08,WT-166:S043,daniel,jason,11,BLK:16 PLN:00 POS:03,MFV 08012,4,10/3/2013 22:23,10/3/2013 22:26,0:03:14,,,,,4.00,T64-B13,WT163:S066,larry,brent,5,BLK:16 PLN:00 POS:03,MFV 08012,3.1,7/3/2014 10:11,7/3/2014 10:22,0:10:25,"1""",,,0.00,3.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,4,MFV 08012,BLK:16 PLN:00 POS:03,250.30,
T59-B07,WT-166:S041,wood,james,12,BLK:16 PLN:00 POS:04,MFV 08015,242.9,9/24/2013 8:43,9/24/2013 10:45,2:01:29,,,,,242.90,T64-B08,WT-166:S043,daniel,jason,11,BLK:16 PLN:00 POS:04,MFV 08015,3.9,10/3/2013 21:35,10/3/2013 21:41,0:05:41,,,,,3.90,T64-B13,WT163:S066,larry,brent,,BLK:16 PLN:00 POS:04,MFV 08015,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,5,MFV 08015,BLK:16 PLN:00 POS:04,246.80,
T59-B07,WT-166:S041,wood,james,12,BLK:16 PLN:00 POS:05,MFV 07840,21.9,9/24/2013 12:35,9/24/2013 14:41,2:05:58,swap,T64-B08,WT-165:S038,212.6,234.50,T64-B08,WT-166:S043,daniel,jason,11,BLK:16 PLN:00 POS:05,MFV 07840,4.5,10/3/2013 19:38,10/3/2013 19:43,0:04:48,,,,,4.50,T64-B13,WT163:S066,Larry,Brent,5,BLK:16 PLN:00 POS:05,MFV 07840,5,7/2/2014 13:44,7/2/2014 14:01,0:17:57,"2""",,,0.00,5.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,6,MFV 07840,BLK:16 PLN:00 POS:05,244.00,
