Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
T59-B08,WT-163-S044,Wood,James,11,BLK:18 PLN:00 POS:06,MFV 08762,178.6,10/21/2013 21:38,10/22/2013 0:39,3:01:04,swap,T59-B08,WT-166:S046,69.2,247.80,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:00 POS:06,MFV 08762,2.7,10/31/2013 0:06,10/31/2013 0:16,0:10:55,,,,,2.70,T64-B13,WT169:S064,Larry,John,,BLK:18 PLN:00 POS:06,MFV 08762,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,7,MFV 08762,BLK:18 PLN:00 POS:06,250.50,
T59-B08,WT-166:S046,Wood,James,11,BLK:18 PLN:00 POS:07,MFV 08860,248.2,10/22/2013 2:37,10/22/2013 8:29,5:51:53,,,,,248.20,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:00 POS:07,MFV 08860,0.9,10/30/2013 21:48,10/30/2013 21:50,0:02:47,,,,,0.90,T64-B13,WT163:S066,Larry,Brent,5,BLK:18 PLN:00 POS:07,MFV 08860,3.6,7/8/2014 13:15,7/8/2014 13:31,0:15:43,"1 1/4""",,,0.00,3.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,8,MFV 08860,BLK:18 PLN:00 POS:07,252.70,
T59-B08,WT-166:S046,daniel,gary,11,BLK:18 PLN:00 POS:08,MFV 08861,30.8,10/22/2013 10:40,10/22/2013 13:18,2:38:13,swap,T59-B08,WT-169:S042,215.1,245.90,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:00 POS:08,MFV 08861,3.2,10/30/2013 20:53,10/30/2013 20:56,0:03:44,,,,,3.20,T64-B13,WT163:S066,Larry,Brent,5,BLK:18 PLN:00 POS:08,MFV 08861,2,7/8/2014 9:55,7/8/2014 10:04,0:09:35,"1/2""",,,0.00,2.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,9,MFV 08861,BLK:18 PLN:00 POS:08,251.10,
T59-B08,WT-169:S042,daniel,gary,11,BLK:18 PLN:00 POS:09,MFV 08856,248.2,10/22/2013 15:54,10/22/2013 18:20,2:25:55,,,,,248.20,T64-B09,WT-168:S019,daniel,tommy,7,BLK:18 PLN:00 POS:09,MFV 08856,1.7,10/30/2013 16:11,10/30/2013 16:14,0:03:36,,,,,1.70,T64-B13,WT163:S066,Brent,Perko,5,BLK:18 PLN:00 POS:09,MFV 08856,3.5,7/7/2014 16:10,7/7/2014 16:22,0:12:16,"1/2""",,,0.00,3.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,10,MFV 08856,BLK:18 PLN:00 POS:09,253.40,
T59-B08,WT-168:S018,Wood,James,11,BLK:18 PLN:00 POS:10,MFV 08818,248.9,10/22/2013 20:41,10/22/2013 22:50,2:08:18,,,,,248.90,T64-B09,WT-168:S019,daniel,tommy,7,BLK:18 PLN:00 POS:10,MFV 08818,1,10/30/2013 15:17,10/30/2013 15:19,0:01:43,,,,,1.00,T64-B13,WT163:S066,Brent,Perko,5,BLK:18 PLN:00 POS:10,MFV 08818,3.3,7/7/2014 12:25,7/7/2014 12:48,0:23:21,"1 """,,,0.00,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,11,MFV 08818,BLK:18 PLN:00 POS:10,253.20,
T59-B08,WT-168:S018,Wood,James,11,BLK:18 PLN:00 POS:11,MFV 08849,199.6,10/23/2013 1:40,10/23/2013 7:48,6:08:09,swap,T59-B08,WT-165:S043,47,246.60,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:00 POS:11,MFV 08849,2.3,10/30/2013 14:41,10/30/2013 14:46,0:04:31,,,,,2.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,12,MFV 08849,BLK:18 PLN:00 POS:11,248.90,
T59-B08,WT-166:S045,daniel,jason,11,BLK:18 PLN:02 POS:00,MFV 08707,84.9,10/17/2013 11:21,10/17/2013 13:38,2:17:12,swap/20 minutes,T59-B08,WT-168:S017,162.5,247.40,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:02 POS:00,MFV 08707,1.3,10/31/2013 10:44,10/31/2013 10:46,0:02:42,,,,,1.30,T64-B13,WT169:S064,Larry,Brent,5,BLK:18 PLN:02 POS:00,MFV 08707,1.2,7/10/2014 16:16,7/10/2014 16:28,0:12:44,"1""",,,0.00,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,13,MFV 08707,BLK:18 PLN:02 POS:00,249.90,
T59-B08,WT-168:S017,daniel,jason,11,BLK:18 PLN:02 POS:01,MFV 03511,246.7,10/17/2013 15:28,10/17/2013 17:33,2:04:34,,,,,246.70,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:02 POS:01,MFV 03511,2.3,10/31/2013 9:57,10/31/2013 9:59,0:01:59,,,,,2.30,T64-B13,WT169:S064,Larry,Brent,5,BLK:18 PLN:02 POS:01,MFV 03511,1.5,7/10/2014 13:26,7/10/2014 13:35,0:09:31,3/8',,,0.00,1.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,14,MFV 03511,BLK:18 PLN:02 POS:01,250.50,
T59-B08,WT-116:S043,,,11,BLK:18 PLN:02 POS:02,MFV 08692,247.4,10/17/2013 22:11,10/17/2013 23:59,1:48:52,,,,,247.40,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:02 POS:02,MFV 08692,1.1,10/31/2013 8:53,10/31/2013 8:54,0:01:16,,,,,1.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,15,MFV 08692,BLK:18 PLN:02 POS:02,248.50,
T59-B08,WT-116:S043,,,11,BLK:18 PLN:02 POS:03,MFV 08694,242.8,10/18/2013 1:54,10/21/2013 6:47,76:53:35,,,,,242.80,T64-B09,WT-168:S019,daniel,jason,6,BLK:18 PLN:02 POS:03,MFV 08694,5.1,10/31/2013 7:32,10/31/2013 7:38,0:05:13,,,,,5.10,T64-B13,WT169:S064,Larry,Brent,5,BLK:18 PLN:02 POS:03,MFV 08694,1.3,7/10/2014 9:57,7/10/2014 10:02,0:04:57,"1/4""",,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,16,MFV 08694,BLK:18 PLN:02 POS:03,249.20,
T59-B08,WT-164:S042,daniel,jason,11,BLK:18 PLN:02 POS:04,MFV 08696,245.6,10/21/2013 8:53,10/21/2013 10:42,1:48:57,,,,,245.60,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:02 POS:04,MFV 08696,2,10/31/2013 7:10,10/31/2013 7:13,0:02:28,,,,,2.00,T64-B13,WT169:S064,Larry,Cole,5,BLK:18 PLN:02 POS:04,MFV 08696,1.4,7/9/2014 16:26,7/9/2014 16:33,0:06:22,"3/4""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,17,MFV 08696,BLK:18 PLN:02 POS:04,249.00,
T59-B08,WT-164:S042,daniel,jason,11,BLK:18 PLN:02 POS:05,MFV 03657,97.8,10/21/2013 12:40,10/21/2013 16:27,3:46:03,swap,T59-B08,WT-163:S044,148.9,246.70,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:02 POS:05,MFV 03657,1.4,10/31/2013 1:33,10/31/2013 1:37,0:04:09,,,,,1.40,T64-B13,WT169:S064,Larry,Cole,5,BLK:18 PLN:02 POS:05,MFV 03657,2.2,7/9/2014 12:24,7/9/2014 12:32,0:08:16,"1/2""",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,18,MFV 03657,BLK:18 PLN:02 POS:05,250.30,
T59-B08,WT-163-S044,Wood,James,11,BLK:18 PLN:02 POS:06,MFV 08688,245.7,10/21/2013 19:41,10/21/2013 21:38,1:57:33,,,,,245.70,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:02 POS:06,MFV 08688,4.2,10/31/2013 0:02,10/31/2013 0:05,0:02:32,,,,,4.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,19,MFV 08688,BLK:18 PLN:02 POS:06,249.90,
T59-B08,WT-166:S046,Wood,James,11,BLK:18 PLN:02 POS:07,MFV 08506,245.3,10/22/2013 0:39,10/22/2013 2:37,1:57:48,,,,,245.30,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:02 POS:07,MFV 08506,3.9,10/30/2013 21:43,10/30/2013 21:47,0:04:35,,,,,3.90,T64-B13,WT163:S066,Larry,Brent,,BLK:18 PLN:02 POS:07,MFV 08506,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,20,MFV 08506,BLK:18 PLN:02 POS:07,249.20,
T59-B08,WT-166:S046,daniel,gary,11,BLK:18 PLN:02 POS:08,MFV 08701,244.3,10/22/2013 8:29,10/22/2013 10:27,1:58:21,,,,,244.30,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:02 POS:08,MFV 08701,4.6,10/30/2013 20:44,10/30/2013 20:52,0:08:25,,,,,4.60,T64-B13,WT163:S066,Larry,Brent,5,BLK:18 PLN:02 POS:08,MFV 08701,1.3,7/8/2014 10:05,7/8/2014 10:11,0:06:16,"1/4""",,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,21,MFV 08701,BLK:18 PLN:02 POS:08,250.20,
T59-B08,WT-169:S042,daniel,gary,11,BLK:18 PLN:02 POS:09,MFV 08708,243,10/22/2013 13:55,10/22/2013 15:54,1:58:14,,,,,243.00,T64-B09,WT-168:S019,daniel,tommy,7,BLK:18 PLN:02 POS:09,MFV 08708,5.2,10/30/2013 16:14,10/30/2013 16:20,0:05:36,,,,,5.20,T64-B13,WT163:S066,Brent,Perko,1,BLK:18 PLN:02 POS:09,MFV 08708,2.7,7/7/2014 16:25,7/7/2014 16:31,0:05:25,"3/4""",,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,22,MFV 08708,BLK:18 PLN:02 POS:09,250.90,
T59-B08,WT-169:S042,Wood,James,11,BLK:18 PLN:02 POS:10,MFV 08690,117.3,10/22/2013 18:20,10/22/2013 20:41,2:21:13,swap,T59-B08,WT-168:S018,128,245.30,T64-B09,WT-168:S019,daniel,tommy,7,BLK:18 PLN:02 POS:10,MFV 08690,4,10/30/2013 15:19,10/30/2013 15:23,0:03:41,,,,,4.00,T64-B13,WT163:S066,Brent,Perko,5,BLK:18 PLN:02 POS:10,MFV 08690,1.1,7/7/2014 12:49,7/7/2014 12:56,0:06:53,"1 1/2""",,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,23,MFV 08690,BLK:18 PLN:02 POS:10,250.40,
T59-B08,WT-168:S018,Wood,James,11,BLK:18 PLN:02 POS:11,MFV 08697,244.7,10/22/2013 22:50,10/23/2013 1:39,2:49:34,,,,,244.70,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:02 POS:11,MFV 08697,3.4,10/30/2013 14:46,10/30/2013 14:51,0:04:37,,,,,3.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,24,MFV 08697,BLK:18 PLN:02 POS:11,248.10,
T59-B08,WT-168:S017,daniel,jason,10,BLK:18 PLN:04 POS:00,MFV 08704,248.9,10/17/2013 13:39,10/17/2013 15:28,1:48:42,,,,,248.90,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:04 POS:00,MFV 08704,1.1,10/31/2013 10:47,10/31/2013 10:48,0:01:37,,,,,1.10,T64-B13,WT169:S064,Larry,Brent,5,BLK:18 PLN:04 POS:00,MFV 08704,0.8,7/10/2014 16:35,7/10/2014 16:38,0:02:20,"1/4""",,,0.00,0.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,25,MFV 08704,BLK:18 PLN:04 POS:00,250.80,
T59-B08,WT-168:S017,,,10,BLK:18 PLN:04 POS:01,MFV 08736,184.4,10/17/2013 17:33,10/17/2013 19:46,2:13:13,,T59-B08,WT-116:S043,62.8,247.20,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:04 POS:01,MFV 08736,2.5,10/31/2013 9:59,10/31/2013 10:01,0:01:42,,,,,2.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,26,MFV 08736,BLK:18 PLN:04 POS:01,249.70,
T59-B08,WT-116:S043,,,10,BLK:18 PLN:04 POS:02,MFV 08739,246.4,10/17/2013 23:59,10/18/2013 1:53,1:54:12,,,,,246.40,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:04 POS:02,MFV 08739,1,10/31/2013 8:55,10/31/2013 8:56,0:01:18,,,,,1.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 08739,BLK:18 PLN:04 POS:02,247.40,
T59-B08,WT-164:S042,daniel,jason,10,BLK:18 PLN:04 POS:03,MFV 08754,244.9,10/21/2013 6:50,10/21/2013 8:42,1:52:06,,,,,244.90,T64-B09,WT-168:S019,daniel,jason,6,BLK:18 PLN:04 POS:03,MFV 08754,3.5,10/31/2013 7:38,10/31/2013 7:42,0:04:04,,,,,3.50,T64-B13,WT169:S064,Larry,Brent,5,BLK:18 PLN:04 POS:03,MFV 08754,1.1,7/10/2014 10:03,7/10/2014 10:07,0:04:39,"3/8""",,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 08754,BLK:18 PLN:04 POS:03,249.50,
T59-B08,WT-164:S042,daniel,jason,10,BLK:18 PLN:04 POS:04,MFV 08751,244.6,10/21/2013 10:43,10/21/2013 12:36,1:52:42,,,,,244.60,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:04 POS:04,MFV 08751,3.9,10/31/2013 7:07,10/31/2013 7:10,0:02:43,,,,,3.90,T64-B13,WT169:S064,Larry,Brent,5,BLK:18 PLN:04 POS:04,MFV 08751,1.8,7/10/2014 6:52,7/10/2014 7:01,0:08:54,"1/2""",,,0.00,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 08751,BLK:18 PLN:04 POS:04,250.30,
T59-B08,WT-163:S044,daniel,jason,10,BLK:18 PLN:04 POS:05,MFV 08687,240,10/21/2013 16:27,10/21/2013 18:44,2:16:57,,,,,240.00,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:04 POS:05,MFV 08687,4.8,10/31/2013 1:27,10/31/2013 1:32,0:04:28,,,,,4.80,T64-B13,WT169:S064,Larry,Cole,5,BLK:18 PLN:04 POS:05,MFV 08687,3,7/9/2014 12:33,7/9/2014 12:45,0:12:14,"1 1/16""",,,0.00,3.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 08687,BLK:18 PLN:04 POS:05,247.80,
T59-B08,WT-163-S044,Wood,James,10,BLK:18 PLN:04 POS:06,MFV 08757,186.2,10/21/2013 21:33,10/22/2013 0:32,2:58:29,swap,T59-B08,WT-166:S046,52.1,238.30,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:04 POS:06,MFV 08757,6.2,10/30/2013 23:46,10/30/2013 23:56,0:10:11,,,,,6.20,T64-B13,WT169:S064,Larry,John,5,BLK:18 PLN:04 POS:06,MFV 08757,2.9,7/9/2014 8:10,7/9/2014 8:21,0:10:43,"1 1/4""",,,0.00,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,31,MFV 08757,BLK:18 PLN:04 POS:06,247.40,
T59-B08,WT-166:S046,Wood,James,10,BLK:18 PLN:04 POS:07,MFV 08747,240.2,10/22/2013 2:28,10/22/2013 8:20,5:51:56,,,,,240.20,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:04 POS:07,MFV 08747,3.1,10/30/2013 21:37,10/30/2013 21:42,0:05:10,,,,,3.10,T64-B13,WT163:S066,Larry,Brent,5,BLK:18 PLN:04 POS:07,MFV 08747,3,7/8/2014 13:32,7/8/2014 13:43,0:10:54,"3""",,,0.00,3.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,32,MFV 08747,BLK:18 PLN:04 POS:07,246.30,
T59-B08,WT-166:S046,daniel,gary,10,BLK:18 PLN:04 POS:08,MFV 08753,28.1,10/22/2013 10:41,10/22/2013 13:20,2:39:20,swap,T59-B08,WT-169:S042,215.6,243.70,T64-B09,WT-168:S019,galvin,blackmer,7,BLK:18 PLN:04 POS:08,MFV 08753,3.7,10/30/2013 20:39,10/30/2013 20:43,0:04:24,,,,,3.70,T64-B13,WT163:S066,Larry,Brent,5,BLK:18 PLN:04 POS:08,MFV 08753,4,7/8/2014 10:12,7/8/2014 10:27,0:15:22,"1""",,,0.00,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 08753,BLK:18 PLN:04 POS:08,251.40,
T59-B08,WT-169:S042,daniel,gary,10,BLK:18 PLN:04 POS:09,MFV 08746,247,10/22/2013 15:58,10/22/2013 18:29,2:31:00,,,,,247.00,T64-B09,WT-168:S019,daniel,tommy,7,BLK:18 PLN:04 POS:09,MFV 08746,1.7,10/30/2013 16:20,10/30/2013 16:24,0:04:14,,,,,1.70,T64-B13,WT163:S066,Larry,Brent,5,BLK:18 PLN:04 POS:09,MFV 08746,1.1,7/8/2014 7:08,7/8/2014 7:13,0:11:38,"1/2""",,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 08746,BLK:18 PLN:04 POS:09,249.80,
T59-B08,WT-168:S018,Wood,James,10,BLK:18 PLN:04 POS:10,MFV 08752,237.8,10/22/2013 20:49,10/22/2013 22:54,2:05:09,,,,,237.80,T64-B09,WT-168:S019,daniel,tommy,7,BLK:18 PLN:04 POS:10,MFV 08752,4.7,10/30/2013 15:23,10/30/2013 15:27,0:04:34,,,,,4.70,T64-B13,WT163:S066,Brent,Perko,5,BLK:18 PLN:04 POS:10,MFV 08752,3.6,7/7/2014 12:58,7/7/2014 13:13,0:14:49,"1/2""",,,0.00,3.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 08752,BLK:18 PLN:04 POS:10,246.10,
T59-B08,WT-168:S018,Wood,James,10,BLK:18 PLN:04 POS:11,MFV 08766,198.8,10/23/2013 1:46,10/23/2013 7:49,6:03:01,swap,T59-B08,WT-165:S043,42.2,241.00,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:04 POS:11,MFV 08766,1.3,10/30/2013 14:51,10/30/2013 14:54,0:02:40,,,,,1.30,T64-B13,WT163:S066,Brent,Perko,5,BLK:18 PLN:04 POS:11,MFV 08766,3.4,7/7/2014 8:11,7/7/2014 9:00,0:48:24,"1 1/2""",,,0.00,3.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,36,MFV 08766,BLK:18 PLN:04 POS:11,245.70,
T59-B08,WT-166:S045,daniel,jason,10,BLK:18 PLN:06 POS:00,MFV 08743,82.9,10/17/2013 11:21,10/17/2013 13:38,2:17:09,swap/20 minutes,T59-B08,WT-168:S017,161.1,244.00,T64-B09,WT-168:S019,daniel,jason,7,BLK:18 PLN:06 POS:00,MFV 08743,1.9,10/31/2013 10:49,10/31/2013 10:51,0:01:49,,,,,1.90,T64-B13,WT169:S064,Larry,Brent,,BLK:18 PLN:06 POS:00,MFV 08743,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 08743,BLK:18 PLN:06 POS:00,245.90,
