Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
T64-B04,WT-165-S014,James,Wood,11,BLK:05 PLN:00 POS:05,MFV 00701,246.3,4/15/2013 14:36,4/15/2013 16:48,2:12:15,,,,,246.30,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:00 POS:05,MFV 00701,4.8,4/26/2013 1:00,4/26/2013 1:11,0:11:18,,,,,4.80,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:00 POS:05,MFV 00701,1.4,5/28/2014 11:29,5/28/2014 11:36,0:07:35,"1/4""",,,0.00,1.40,,,,,,,,0.00,,,,,,,0.00,0.00,,7,MFV 00701,BLK:05 PLN:00 POS:05,252.50,
T064-B03,WT-163:S015,daniel,jason,11,BLK:05 PLN:00 POS:06,MFV 00702,,4/15/2013 20:49,4/15/2013 22:46,1:57:00,,T064-B03,WT-163:S015,246.4,246.40,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:00 POS:06,MFV 00702,5.4,4/25/2013 22:37,4/25/2013 22:43,0:06:55,,,,,5.40,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:00 POS:06,MFV 00702,1.7,5/28/2014 9:24,5/28/2014 9:33,0:08:47,"1"" move to LL3",,,0.00,1.70,,,,,,,,0.00,,,,,,,0.00,0.00,,8,MFV 00702,BLK:05 PLN:00 POS:06,253.50,
T064-B03,WT-166:S015,daniel,jason,11,BLK:05 PLN:00 POS:02,MFV 00713,247,4/11/2013 19:49,4/11/2013 21:33,1:44:04,,,,,247.00,T59-B03,WT-165:S016,jason,tommy,4,BLK:05 PLN:00 POS:02,MFV 00713,4.3,4/29/2013 9:08,4/29/2013 9:23,0:14:47,,,,,4.30,T64-B13,WT163:S066,Larry,Brent,,BLK:05 PLN:00 POS:02,MFV 00713,0,,,,"1 1/4""",,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,9,MFV 00713,BLK:05 PLN:00 POS:02,251.30,
T064-B03,WT-164:S013,jason,tommy,11,BLK:05 PLN:00 POS:00,MFV 00714,127.9,4/11/2013 2:58,,,,T064-B03,WT-164:S013,120.1,248.00,T59-B03,WT-165:S016,jason,tommy,12,BLK:05 PLN:00 POS:00,MFV 00714,3.2,4/29/2013 15:17,4/29/2013 15:26,0:09:21,,,,,3.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,10,MFV 00714,BLK:05 PLN:00 POS:00,251.20,
T064-B03,WT-164:S013,galvin,,11,BLK:05 PLN:00 POS:01,MFV 00715,245.4,4/11/2013 9:40,4/11/2013 13:16,3:36:18,,T64-B03,WT-166-S015,5,240.40,T59-B03,WT-165:S016,jason,tommy,12,BLK:05 PLN:00 POS:01,MFV 00715,0.8,4/29/2013 11:53,4/29/2013 12:17,0:24:01,,,,,0.80,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:00 POS:01,MFV 00715,2.1,5/29/2014 7:08,5/29/2014 7:18,0:09:40,"1/2""",,,0.00,2.10,,,,,,,,0.00,,,,,,,0.00,0.00,,11,MFV 00715,BLK:05 PLN:00 POS:01,243.30,
T064-B03,WT-116:S016,daniel,jason,4,BLK:05 PLN:22 POS:11,MFV 01186,162.6,4/17/2013 0:17,4/17/2013 7:19,7:02:18,swap,T064-B03,WT-164:S014,85.6,248.20,T59-B03,WT-165:S016,galvin,blackmer,4,BLK:05 PLN:22 POS:11,MFV 01186,1.2,4/25/2013 13:43,4/25/2013 13:46,0:03:05,,,,,1.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,12,MFV 01186,BLK:05 PLN:22 POS:11,249.40,
T064-B03,WT-116:S016,daniel,jason,4,BLK:05 PLN:22 POS:10,MFV 01187,248.7,4/16/2013 19:02,4/16/2013 21:44,2:41:02,,,,,248.70,T59-B03,WT-165:S016,galvin,blackmer,4,BLK:05 PLN:22 POS:10,MFV 01187,1.2,4/25/2013 15:39,4/25/2013 15:41,0:02:00,,,,,1.20,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:22 POS:10,MFV 01187,1.9,5/23/2014 13:03,5/23/2014 13:11,0:07:18,"1/2""",,,0.00,1.90,,,,,,,,0.00,,,,,,,0.00,0.00,,13,MFV 01187,BLK:05 PLN:22 POS:10,251.80,
T064-B03,WT-164:S013,jason,tommy,1,BLK:05 PLN:30 POS:00,MFV 01234,249,4/11/2013 1:06,4/11/2013 2:58,1:51:58,,,,,249.00,T59-B03,WT-165:S016,jason,tommy,11,BLK:05 PLN:30 POS:00,MFV 01234,1.6,4/29/2013 15:16,4/29/2013 15:17,0:00:37,,,,,1.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,14,MFV 01234,BLK:05 PLN:30 POS:00,250.60,
T064-B03,WT-164:S013,galvin,,4,BLK:05 PLN:22 POS:01,MFV 01718,,4/11/2013 13:35,4/11/2013 16:28,2:53:14,,T64-B03,WT-166-S015,247.2,247.20,T59-B03,WT-165:S016,jason,tommy,11,BLK:05 PLN:22 POS:01,MFV 01718,1.7,4/29/2013 12:39,4/29/2013 12:51,0:11:22,,,,,1.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,15,MFV 01718,BLK:05 PLN:22 POS:01,248.90,
T064-B03,WT-164:S013,jason,tommy,7,BLK:05 PLN:12 POS:00,MFV 01735,124.8,4/11/2013 2:58,,,,T064-B03,WT-164:S013,123.2,248.00,T59-B03,WT-165:S016,jason,tommy,12,BLK:05 PLN:12 POS:00,MFV 01735,1.5,4/29/2013 15:53,4/29/2013 15:55,0:02:16,,,,,1.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,16,MFV 01735,BLK:05 PLN:12 POS:00,249.50,
T64-B03,WT-116:SO14,James,Wood,7,BLK:05 PLN:12 POS:04,MFV 01738,129.2,4/15/2013 9:58,4/15/2013 12:40,2:41:50,tanker swap 40 minutes,T64-B04,WT-165-S014,116.7,245.90,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:12 POS:04,MFV 01738,4.2,4/26/2013 2:52,4/26/2013 2:58,0:06:13,,,,,4.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,17,MFV 01738,BLK:05 PLN:12 POS:04,250.10,
T064-B03,WT-163:S015,daniel,jason,7,BLK:05 PLN:12 POS:06,MFV 01739,,4/15/2013 20:51,4/15/2013 22:51,1:59:29,,T064-B03,WT-163:S015,248.9,248.90,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:12 POS:06,MFV 01739,3.1,4/25/2013 23:17,4/25/2013 23:22,0:04:37,,,,,3.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,18,MFV 01739,BLK:05 PLN:12 POS:06,252.00,
T064-B03,WT-163:S015,daniel,jason,7,BLK:05 PLN:12 POS:07,MFV 01742,247.1,4/16/2013 0:54,4/16/2013 2:56,2:01:30,,,,,247.10,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:12 POS:07,MFV 01742,3.2,4/25/2013 21:00,4/25/2013 21:05,0:05:17,,,,,3.20,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:12 POS:07,MFV 01742,0.6,5/28/2014 7:56,5/28/2014 8:01,0:05:33,"1/4""",,,0.00,0.60,,,,,,,,0.00,,,,,,,0.00,0.00,,19,MFV 01742,BLK:05 PLN:12 POS:07,250.90,
T064-B03,WT-164:S013,galvin,,7,BLK:05 PLN:14 POS:01,MFV 01747,,4/11/2013 13:16,4/11/2013 15:57,2:40:53,,T64-B03,WT-166-S015,247.3,247.30,T59-B03,WT-165:S016,jason,tommy,12,BLK:05 PLN:14 POS:01,MFV 01747,3.8,4/29/2013 13:14,4/29/2013 13:24,0:10:04,,,,,3.80,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:14 POS:01,MFV 01747,0.4,5/28/2014 16:09,5/28/2014 16:15,0:05:14,full,,,0.00,0.40,,,,,,,,0.00,,,,,,,0.00,0.00,,20,MFV 01747,BLK:05 PLN:14 POS:01,251.50,
T64-B04,WT-165-S014,James,Wood,7,BLK:05 PLN:14 POS:05,MFV 01752,248.6,4/15/2013 12:41,4/15/2013 14:39,1:57:59,,,,,248.60,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:14 POS:05,MFV 01752,2.9,4/26/2013 1:59,4/26/2013 2:04,0:04:34,,,,,2.90,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:14 POS:05,MFV 01752,0.5,5/28/2014 11:04,5/28/2014 11:09,0:04:52,full,,,0.00,0.50,,,,,,,,0.00,,,,,,,0.00,0.00,,21,MFV 01752,BLK:05 PLN:14 POS:05,252.00,
T064-B03,WT-164:S014,daniel,jason,7,BLK:05 PLN:12 POS:11,MFV 01755,249.5,4/17/2013 2:53,4/17/2013 9:02,6:08:19,,,,,249.50,T59-B03,WT-165:S016,galvin,blackmer,5,BLK:05 PLN:12 POS:11,MFV 01755,1.4,4/25/2013 13:47,4/25/2013 13:49,0:02:27,,,,,1.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,22,MFV 01755,BLK:05 PLN:12 POS:11,250.90,
T64-B03,WT-116:SO14,James,Wood,7,BLK:05 PLN:14 POS:04,MFV 01760,245.7,4/15/2013 7:26,4/15/2013 9:58,2:32:30,delay due to spread sheet/ scanner issues 30 minutes,,,,245.70,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:14 POS:04,MFV 01760,6.5,4/26/2013 2:58,4/26/2013 3:08,0:09:55,,,,,6.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,23,MFV 01760,BLK:05 PLN:14 POS:04,252.20,
T064-B03,WT-164:S013,galvin,,7,BLK:05 PLN:12 POS:01,MFV 01790,245.2,4/11/2013 9:45,4/11/2013 13:13,3:27:24,,T64-B03,WT-166-S015,3.2,248.40,T59-B03,WT-165:S016,jason,tommy,12,BLK:05 PLN:12 POS:01,MFV 01790,4.7,4/29/2013 13:01,4/29/2013 13:14,0:12:50,,,,,4.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,24,MFV 01790,BLK:05 PLN:12 POS:01,253.10,
T64-B03,WT-169-S014,James,Wood,4,BLK:05 PLN:20 POS:08,MFV 01806,241.5,4/16/2013 10:26,4/16/2013 12:14,2:28:09,fill machine 4 was one module behind,,,,241.50,T59-B03,WT-165:S016,daniel,jason,5,BLK:05 PLN:20 POS:08,MFV 01806,6,4/25/2013 18:24,4/25/2013 18:45,0:21:05,,,,,6.00,T64-B13,WT163:SO66,Larry,Jay,4,BLK:05 PLN:20 POS:08,MFV 01806,1.4,5/27/2014 13:29,5/27/2014 13:35,0:05:55,"3/4""",,,0.00,1.40,,,,,,,,0.00,,,,,,,0.00,0.00,,25,MFV 01806,BLK:05 PLN:20 POS:08,248.90,
T064-B03,WT-116:S016,daniel,jason,4,BLK:05 PLN:20 POS:10,MFV 01807,250.5,4/16/2013 21:44,4/17/2013 0:17,2:32:50,,,,,250.50,T59-B03,WT-165:S016,galvin,blackmer,4,BLK:05 PLN:20 POS:10,MFV 01807,0.6,4/25/2013 15:37,4/25/2013 15:39,0:01:37,,,,,0.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,26,MFV 01807,BLK:05 PLN:20 POS:10,251.10,
T064-B03,WT-164:S013,jason,tommy,8,BLK:05 PLN:10 POS:00,MFV 01825,250,4/11/2013 1:06,4/11/2013 2:57,1:50:47,,,,,250.00,T59-B03,WT-165:S016,jason,tommy,12,BLK:05 PLN:10 POS:00,MFV 01825,2.1,4/29/2013 15:49,4/29/2013 15:53,0:03:40,,,,,2.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,27,MFV 01825,BLK:05 PLN:10 POS:00,252.10,
T64-B03,WT-169-S014,James,Wood,5,BLK:05 PLN:16 POS:09,MFV 01830,115.2,4/16/2013 15:15,4/16/2013 18:51,3:35:28,tanker swap,T64-B03,WT-166-SO16,136,251.20,T59-B03,WT-165:S016,galvin,blackmer,4,BLK:05 PLN:16 POS:09,MFV 01830,0.5,4/25/2013 16:04,4/25/2013 16:05,0:01:19,,,,,0.50,T64-B13,T163:SO66,Larry,Jay,4,BLK:05 PLN:16 POS:09,MFV 01830,0.9,5/27/2014 9:49,5/27/2014 9:59,0:10:23,"1/2""",,,0.00,0.90,,,,,,,,0.00,,,,,,,0.00,0.00,,28,MFV 01830,BLK:05 PLN:16 POS:09,252.60,
T064-B03,WT-166:S015,daniel,jason,8,BLK:05 PLN:10 POS:03,MFV 01838,66.2,4/11/2013 21:47,4/12/2013 0:14,2:26:37,swap,T064-B03,WT-116:S014,179.7,245.90,T59-B03,WT-165:S016,jason,tommy,4,BLK:05 PLN:10 POS:03,MFV 01838,4,4/29/2013 7:59,4/29/2013 8:12,0:12:44,,,,,4.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,29,MFV 01838,BLK:05 PLN:10 POS:03,249.90,
T64-B03,WT-116:SO14,James,Wood,8,BLK:05 PLN:10 POS:04,MFV 01868,249.5,4/15/2013 7:26,4/15/2013 9:58,2:32:19,delay due to spread sheet/ scanner issues 30 minutes,,,,249.50,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:10 POS:04,MFV 01868,1.6,4/26/2013 2:47,4/26/2013 2:50,0:03:13,,,,,1.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,30,MFV 01868,BLK:05 PLN:10 POS:04,251.10,
T064-B03,WT-169:S014,daniel,jason,8,BLK:05 PLN:10 POS:08,MFV 01873,184.2,4/16/2013 2:46,4/16/2013 9:28,6:42:42,,T064-B03,WT-163:S015,64.6,248.80,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:10 POS:08,MFV 01873,1.5,4/25/2013 18:50,4/25/2013 19:00,0:10:00,,,,,1.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,31,MFV 01873,BLK:05 PLN:10 POS:08,250.30,
T064-B03,WT-163:S015,daniel,jason,7,BLK:05 PLN:14 POS:07,MFV 01943,249,4/15/2013 22:51,4/16/2013 0:54,2:03:06,,,,,249.00,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:14 POS:07,MFV 01943,2.9,4/25/2013 21:05,4/24/2013 21:12,0:07:00,,,,,2.90,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:14 POS:07,MFV 01943,0.3,5/28/2014 7:50,5/28/2014 7:54,0:04:50,"1/4""",,,0.00,0.30,,,,,,,,0.00,,,,,,,0.00,0.00,,32,MFV 01943,BLK:05 PLN:14 POS:07,252.20,
T64-B03,WT-169-S014,James,Wood,7,BLK:05 PLN:14 POS:09,MFV 01960,245.8,4/16/2013 12:48,4/16/2013 15:07,2:18:41,,,,,245.80,T59-B03,WT-165:S016,galvin,blackmer,5,BLK:05 PLN:14 POS:09,MFV 01960,3.9,4/25/2013 16:22,4/25/2013 16:28,0:05:42,,,,,3.90,T64-B13,WT163:SO66,Larry,Jay,4,BLK:05 PLN:14 POS:09,MFV 01960,1.4,5/27/2014 10:00,5/27/2014 10:07,0:07:03,"1/2""",,,0.00,1.40,,,,,,,,0.00,,,,,,,0.00,0.00,,33,MFV 01960,BLK:05 PLN:14 POS:09,251.10,
T064-B03,WT-116:S016,daniel,jason,7,BLK:05 PLN:14 POS:11,MFV 01961,224.7,4/16/2013 23:59,4/17/2013 2:52,2:52:58,swap,T064-B03,WT-164:S014,17.9,242.60,T59-B03,WT-165:S016,galvin,blackmer,5,BLK:05 PLN:14 POS:11,MFV 01961,0,4/25/2013 13:50,4/25/2013 13:52,0:01:54,,,,,0.00,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:14 POS:11,MFV 01961,5.6,5/23/2014 10:17,5/23/2014 10:40,0:22:57,"2""",,,0.00,5.60,,,,,,,,0.00,,,,,,,0.00,0.00,,34,MFV 01961,BLK:05 PLN:14 POS:11,248.20,
T064-B03,WT-166:S015,daniel,jason,7,BLK:05 PLN:14 POS:02,MFV 01968,245.9,4/11/2013 18:12,4/11/2013 19:53,1:41:45,,,,,245.90,T59-B03,WT-165:S016,jason,tommy,4,BLK:05 PLN:14 POS:02,MFV 01968,5,4/29/2013 10:39,4/29/2013 10:54,0:14:58,,,,,5.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,35,MFV 01968,BLK:05 PLN:14 POS:02,250.90,
T064-B03,WT-169:S014,daniel,jason,7,BLK:05 PLN:14 POS:08,MFV 01971,206.7,4/16/2013 2:56,4/16/2013 9:39,6:43:22,,T064-B03,WT-163:S015,43.3,250.00,T59-B03,WT-165:S016,daniel,jason,4,BLK:05 PLN:14 POS:08,MFV 01971,1.2,4/25/2013 19:15,4/24/2013 19:23,0:08:00,,,,,1.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,36,MFV 01971,BLK:05 PLN:14 POS:08,251.20,
T64-B04,WT-165-S014,James,Wood,4,BLK:05 PLN:22 POS:05,MFV 01990,245.3,4/15/2013 12:43,4/15/2013 14:52,2:08:56,,,,,245.30,T59-B03,WT-165:S016,daniel,jason,5,BLK:05 PLN:22 POS:05,MFV 01990,3.8,4/26/2013 1:26,4/26/2013 1:36,0:09:31,,,,,3.80,T64-B13,WT163:S066,Larry,Brent,4,BLK:05 PLN:22 POS:05,MFV 01990,2.1,5/28/2014 10:44,5/28/2014 10:52,0:07:45,full,,,0.00,2.10,,,,,,,,0.00,,,,,,,0.00,0.00,,37,MFV 01990,BLK:05 PLN:22 POS:05,251.20,
T064-B03,WT-166:S015,daniel,jason,4,BLK:05 PLN:22 POS:02,MFV 01991,247.9,4/11/2013 17:59,4/11/2013 19:58,1:58:24,,,,,247.90,T59-B03,WT-165:S016,jason,tommy,5,BLK:05 PLN:22 POS:02,MFV 01991,3.5,4/29/2013 9:52,4/29/2013 10:04,0:12:46,,,,,3.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,38,MFV 01991,BLK:05 PLN:22 POS:02,251.40,
T64-B03,WT-169-S014,James,Wood,9,BLK:05 PLN:06 POS:09,MFV 01993,247,4/16/2013 12:49,4/16/2013 15:07,2:18:38,,,,,247.00,T59-B03,WT-165:S016,galvin,blackmer,5,BLK:05 PLN:06 POS:09,MFV 01993,0.1,4/25/2013 16:16,4/25/2013 16:16,0:00:23,,,,,0.10,T64-B13,WT163:SO66,Larry,Jay,4,BLK:05 PLN:06 POS:09,MFV 01993,2.3,5/27/2014 10:20,5/27/2014 10:28,0:08:07,"3/4""",,,0.00,2.30,,,,,,,,0.00,,,,,,,0.00,0.00,,39,MFV 01993,BLK:05 PLN:06 POS:09,249.40,
