Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Dummy 1,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T64-B13,WT-164 SO59,wood,perko,2,BLK:27 PLN:09 POS:02,MFV 11023,248.4,4/16/2014 12:27,4/16/2014 14:59,2:31:17,,,,,,,,,248.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 11023,BLK:27 PLN:09 POS:02,248.40
T64-B13,WT-164 SO59,wood,perko,3,BLK:27 PLN:09 POS:04,MFV 11014,248.1,4/16/2014 12:13,4/16/2014 14:37,2:24:35,,,,,,,,,248.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,51,MFV 11014,BLK:27 PLN:09 POS:04,248.10
T64-B13,WT-164 SO59,wood,perko,4,BLK:27 PLN:09 POS:06,MFV 11008,247.8,4/16/2014 12:10,4/16/2014 14:31,2:20:27,,,,,,,,,247.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 11008,BLK:27 PLN:09 POS:06,247.80
T64-B13,WT-164 SO59,wood,perko,5,BLK:27 PLN:09 POS:08,MFV 10979,248.2,4/16/2014 12:19,4/16/2014 14:48,2:28:32,,,,,,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 10979,BLK:27 PLN:09 POS:08,248.20
T64-B13,WT-164 SO59,wood,perko,6,BLK:27 PLN:09 POS:10,MFV 10942,250.4,4/16/2014 12:25,4/16/2014 14:57,2:32:40,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 10942,BLK:27 PLN:09 POS:10,250.40
T64-B13,WT-164 SO59,wood,perko,1,BLK:27 PLN:09 POS:01,MFV 10916,99.2,4/16/2014 15:40,4/17/2014 8:42,17:01:30,,"swapdip sticked this module, its full",T64-B13,WT-168 SO37,140.3,,,,239.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 10916,BLK:27 PLN:09 POS:01,239.50
T64-B13,WT-164 SO59,wood,perko,2,BLK:27 PLN:09 POS:03,MFV 11044,166.2,4/16/2014 14:59,4/17/2014 8:10,17:10:44,,swap,T64-B13,WT-168 SO37,82,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,56,MFV 11044,BLK:27 PLN:09 POS:03,248.20
T64-B13,WT-164 SO59,wood,perko,3,BLK:27 PLN:09 POS:05,MFV 11045,209,4/16/2014 14:38,4/17/2014 7:55,17:17:31,,swap,T64-B13,WT-168 SO37,40.5,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,57,MFV 11045,BLK:27 PLN:09 POS:05,249.50
T64-B13,WT-164 SO59,wood,perko,4,BLK:27 PLN:09 POS:07,MFV 10803,225.4,4/16/2014 14:31,4/17/2014 7:52,17:20:41,,swap,T64-B13,WT-168 SO37,26.3,,,,251.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,58,MFV 10803,BLK:27 PLN:09 POS:07,251.70
T64-B13,WT-164 SO59,wood,perko,5,BLK:27 PLN:09 POS:09,MFV 11007,191,4/16/2014 14:48,4/17/2014 7:53,17:05:32,,swap,T64-B13,WT-168 SO37,57.2,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,59,MFV 11007,BLK:27 PLN:09 POS:09,248.20
T64-B13,WT-164 SO59,wood,perko,6,BLK:27 PLN:09 POS:11,MFV 11052,170.3,4/16/2014 14:57,4/17/2014 8:04,17:06:46,,swap,T64-B13,WT-168 SO37,78.9,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,60,MFV 11052,BLK:27 PLN:09 POS:11,249.20
T64-B13, WT-168 SO37,Blackmer,Perko,1,BLK:27 PLN:11 POS:00,MFV 11100,249.7,4/17/2014 8:43,4/17/2014 11:07,2:23:39,,25 minute delay due to scanner problems,,,,,,,249.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,61,MFV 11100,BLK:27 PLN:11 POS:00,249.70
T64-B13, WT-168 SO37,Blackmer,Perko,2,BLK:27 PLN:11 POS:02,MFV 00567,251.4,4/17/2014 8:10,4/17/2014 10:43,2:32:44,,,,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,62,MFV 00567,BLK:27 PLN:11 POS:02,251.40
T64-B13, WT-168 SO37,Blackmer,Perko,3,BLK:27 PLN:11 POS:04,MFV 10949,248,4/17/2014 7:56,4/17/2014 10:22,2:25:54,,,,,,,,,248,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,63,MFV 10949,BLK:27 PLN:11 POS:04,248.00
T64-B13, WT-168 SO37,Blackmer,Perko,4,BLK:27 PLN:11 POS:06,MFV 11102,249.9,4/17/2014 7:52,4/17/2014 10:15,2:22:12,,,,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,64,MFV 11102,BLK:27 PLN:11 POS:06,249.90
T64-B13, WT-168 SO37,Blackmer,Perko,5,BLK:27 PLN:11 POS:08,MFV 11055,249.8,4/17/2014 7:54,4/17/2014 10:21,2:26:44,,,,,,,,,249.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,65,MFV 11055,BLK:27 PLN:11 POS:08,249.80
T64-B13, WT-168 SO37,Blackmer,Perko,6,BLK:27 PLN:11 POS:10,MFV 11033,249.4,4/17/2014 8:05,4/17/2014 10:34,2:29:27,,,,,,,,,249.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,66,MFV 11033,BLK:27 PLN:11 POS:10,249.40
T64-B13, WT-168 SO37,Blackmer,Perko,1,BLK:27 PLN:11 POS:01,MFV 10941,232.4,4/17/2014 11:07,4/17/2014 13:17,2:10:23,,dip sticked this module its full,,,,,,,232.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,67,MFV 10941,BLK:27 PLN:11 POS:01,232.40
T64-B13, WT-168 SO37,Blackmer,Perko,2,BLK:27 PLN:11 POS:03,MFV 10971,247.8,4/17/2014 10:43,4/17/2014 13:16,2:32:17,,,,,,,,,247.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,68,MFV 10971,BLK:27 PLN:11 POS:03,247.80
T64-B13, WT-168 SO37,Blackmer,Perko,3,BLK:27 PLN:11 POS:05,MFV 10994,249.6,4/17/2014 10:22,4/17/2014 12:49,2:26:53,,,,,,,,,249.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,69,MFV 10994,BLK:27 PLN:11 POS:05,249.60
T64-B13, WT-168 SO37,Blackmer,Perko,4,BLK:27 PLN:11 POS:07,MFV 10973,249,4/17/2014 10:15,4/17/2014 12:45,2:29:59,,,,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,70,MFV 10973,BLK:27 PLN:11 POS:07,249.00
T64-B13, WT-168 SO37,Blackmer,Perko,5,BLK:27 PLN:11 POS:09,MFV 11028,249.2,4/17/2014 10:21,4/17/2014 12:48,2:26:33,,,,,,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,71,MFV 11028,BLK:27 PLN:11 POS:09,249.20
T64-B13, WT-168 SO37,Blackmer,Perko,6,BLK:27 PLN:11 POS:11,MFV 11058,248.5,4/17/2014 10:35,4/17/2014 13:04,2:29:25,,,,,,,,,248.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,72,MFV 11058,BLK:27 PLN:11 POS:11,248.50
T64-B13, WT-168 SO37,Blackmer,Perko,1,BLK:27 PLN:13 POS:00,MFV 11123,248.5,4/17/2014 15:52,4/17/2014 15:52,0:00:14,,,,,,,,,248.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,73,MFV 11123,BLK:27 PLN:13 POS:00,248.50
T64-B13, WT-168 SO37,Blackmer,Perko,2,BLK:27 PLN:13 POS:02,MFV 11099,250.1,4/17/2014 13:16,4/17/2014 15:51,2:35:10,,,,,,,,,250.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,74,MFV 11099,BLK:27 PLN:13 POS:02,250.10
T64-B13, WT-168 SO37,Blackmer,Perko,3,BLK:27 PLN:13 POS:04,MFV 11109,247.9,4/17/2014 12:50,4/17/2014 15:19,2:28:54,,,,,,,,,247.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,75,MFV 11109,BLK:27 PLN:13 POS:04,247.90
T64-B13, WT-168 SO37,Blackmer,Perko,4,BLK:27 PLN:13 POS:06,MFV 11091,250.4,4/17/2014 12:46,4/17/2014 15:09,2:23:09,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,76,MFV 11091,BLK:27 PLN:13 POS:06,250.40
T64-B13, WT-168 SO37,Blackmer,Perko,5,BLK:27 PLN:13 POS:08,MFV 11096,250.4,4/17/2014 12:48,4/17/2014 15:19,2:30:44,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,77,MFV 11096,BLK:27 PLN:13 POS:08,250.40
T64-B13, WT-168 SO37,Blackmer,Perko,6,BLK:27 PLN:13 POS:10,MFV 11065,233.8,4/17/2014 13:05,4/17/2014 15:42,2:37:02,,dip sticked this module it is full,,,,,,,233.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,78,MFV 11065,BLK:27 PLN:13 POS:10,233.80
T64-B13, WT-168 SO37,Blackmer,Perko,1,BLK:27 PLN:13 POS:01,MFV 10534,231.3,4/17/2014 15:53,4/18/2014 9:16,17:23:14,,dip sticked this module it is full,,,,,,,231.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,79,MFV 10534,BLK:27 PLN:13 POS:01,231.30
T64-B13, WT-168 SO37,Blackmer,Perko,2,BLK:27 PLN:13 POS:03,MFV 11112,249.6,4/17/2014 15:52,4/18/2014 8:47,16:55:04,,,,,,,,,249.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,80,MFV 11112,BLK:27 PLN:13 POS:03,249.60
T64-B13, WT-168 SO37,Blackmer,Perko,3,BLK:27 PLN:13 POS:05,MFV 11050,247.5,4/17/2014 15:19,4/18/2014 8:12,16:53:12,,,,,,,,,247.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,81,MFV 11050,BLK:27 PLN:13 POS:05,247.50
T64-B13, WT-168 SO37,Blackmer,Perko,4,BLK:27 PLN:13 POS:07,MFV 11061,248.5,4/17/2014 15:10,4/18/2014 8:04,16:54:13,,,,,,,,,248.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,82,MFV 11061,BLK:27 PLN:13 POS:07,248.50
T64-B13, WT-168 SO37,Blackmer,Perko,5,BLK:27 PLN:13 POS:09,MFV 10929,249.2,4/17/2014 15:19,4/18/2014 8:18,16:58:58,,,,,,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,83,MFV 10929,BLK:27 PLN:13 POS:09,249.20
T64-B13, WT-168 SO37,Blackmer,Perko,6,BLK:27 PLN:13 POS:11,MFV 10531,250.7,4/17/2014 15:42,4/18/2014 8:41,16:58:18,,,,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,84,MFV 10531,BLK:27 PLN:13 POS:11,250.70
T64-B13, WT-168 SO37,Brent,Perko,8,BLK:27 PLN:15 POS:00,MFV 07406,30.4,4/18/2014 9:25,4/18/2014 12:24,2:58:33,,30min to pump and prime,T64-B13,WT-163:S065,217.2,,,,247.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,85,MFV 07406,BLK:27 PLN:15 POS:00,247.60
T64-B13, WT-168 SO37,Brent,Perko,2,BLK:27 PLN:15 POS:02,MFV 10990,31,4/18/2014 9:25,4/18/2014 12:26,3:00:56,,,T64-B13,WT-163:S065,219.3,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,86,MFV 10990,BLK:27 PLN:15 POS:02,250.30
T64-B13, WT-168 SO37,Brent,Perko,3,BLK:27 PLN:15 POS:04,MFV 07337,29.6,4/18/2014 9:25,4/18/2014 12:27,3:02:17,,,T64-B13,WT-163:S065,220.8,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,87,MFV 07337,BLK:27 PLN:15 POS:04,250.40
T64-B13, WT-168 SO37,Brent,Perko,4,BLK:27 PLN:15 POS:06,MFV 11087,29.1,4/18/2014 9:25,4/18/2014 12:29,3:03:35,,,T64-B13,WT-163:S065,221.2,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,88,MFV 11087,BLK:27 PLN:15 POS:06,250.30
T64-B13, WT-168 SO37,Brent,Perko,5,BLK:27 PLN:15 POS:08,MFV 11082,30.1,4/18/2014 9:25,4/18/2014 12:29,3:03:36,,,T64-B13,WT-163:S065,218.4,,,,248.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,89,MFV 11082,BLK:27 PLN:15 POS:08,248.50
T64-B13, WT-168 SO37,Brent,Perko,6,BLK:27 PLN:15 POS:10,MFV 11119,29.3,4/18/2014 9:25,4/18/2014 12:29,3:03:36,,,T64-B13,WT-163:S065,219.5,,,,248.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,90,MFV 11119,BLK:27 PLN:15 POS:10,248.80
,,Brent,Perko,8,BLK:27 PLN:15 POS:01,MFV 11152,,4/18/2014 12:25,4/18/2014 15:01,2:36:05,,dipsticked full,T64-B13,WT-163:S065,240.7,,,,240.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,91,MFV 11152,BLK:27 PLN:15 POS:01,240.70
,,Brent,Perko,2,BLK:27 PLN:15 POS:03,MFV 10970,,4/18/2014 12:26,4/18/2014 15:06,2:39:25,,,T64-B13,WT-163:S065,248.2,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,92,MFV 10970,BLK:27 PLN:15 POS:03,248.20
,,Brent,Perko,3,BLK:27 PLN:15 POS:05,MFV 07152,,4/18/2014 12:28,4/18/2014 15:16,2:48:01,,,T64-B13,WT-163:S065,247.3,,,,247.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,93,MFV 07152,BLK:27 PLN:15 POS:05,247.30
,,Brent,Perko,4,BLK:27 PLN:15 POS:07,MFV 11043,,4/18/2014 12:29,4/18/2014 15:12,2:42:53,,,T64-B13,WT-163:S065,248.6,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,94,MFV 11043,BLK:27 PLN:15 POS:07,248.60
,,Brent,Perko,5,BLK:27 PLN:15 POS:09,MFV 11105,,4/18/2014 12:29,4/18/2014 15:10,2:40:43,,,T64-B13,WT-163:S065,248.9,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,95,MFV 11105,BLK:27 PLN:15 POS:09,248.90
,,Brent,Perko,6,BLK:27 PLN:15 POS:11,MFV 11144,,4/18/2014 12:29,4/18/2014 15:14,2:44:44,,,T64-B13,WT-163:S065,251.3,,,,251.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,96,MFV 11144,BLK:27 PLN:15 POS:11,251.30
,,Brent,Perko,8,BLK:27 PLN:17 POS:00,MFV 11114,,4/18/2014 15:03,4/21/2014 7:53,64:50:00,,,T64-B13,WT-163:S065,249.1,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,97,MFV 11114,BLK:27 PLN:17 POS:00,249.10
,,Brent,Perko,2,BLK:27 PLN:17 POS:02,MFV 07285,,4/18/2014 15:07,4/21/2014 7:56,64:49:33,,,T64-B13,WT-163:S065,250.3,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,98,MFV 07285,BLK:27 PLN:17 POS:02,250.30
,,Brent,Perko,3,BLK:27 PLN:17 POS:04,MFV 10904,,4/18/2014 15:18,4/21/2014 8:06,64:47:32,,,T64-B13,WT-163:S065,248.2,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,99,MFV 10904,BLK:27 PLN:17 POS:04,248.20
,,Brent,Perko,4,BLK:27 PLN:17 POS:06,MFV 10159,,4/18/2014 15:16,4/21/2014 7:59,64:43:05,,,T64-B13,WT-163:S065,250.3,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,100,MFV 10159,BLK:27 PLN:17 POS:06,250.30
,,Brent,Perko,5,BLK:27 PLN:17 POS:08,MFV 11127,,4/18/2014 15:11,4/21/2014 7:57,64:46:15,,,T64-B13,WT-163:S065,249.3,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,101,MFV 11127,BLK:27 PLN:17 POS:08,249.30
,,Brent,Perko,6,BLK:27 PLN:17 POS:10,MFV 09565,,4/18/2014 15:15,4/21/2014 8:04,64:49:19,,,T64-B13,WT-163:S065,251,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,102,MFV 09565,BLK:27 PLN:17 POS:10,251.00
T59-B13,WT-163:S065,wood,blackmer,8,BLK:27 PLN:17 POS:01,MFV 11077,240.2,4/21/2014 7:53,4/21/2014 10:36,2:43:06,,,,,,,,,240.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,103,MFV 11077,BLK:27 PLN:17 POS:01,240.20
T59-B13,WT-163:S065,wood,blackmer,2,BLK:27 PLN:17 POS:03,MFV 10851,249.4,4/21/2014 7:56,4/21/2014 10:38,2:41:19,,,,,,,,,249.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,104,MFV 10851,BLK:27 PLN:17 POS:03,249.40
T59-B13,WT-163:S065,wood,blackmer,3,BLK:27 PLN:17 POS:05,MFV 02680,250.4,4/21/2014 8:06,4/21/2014 10:47,2:41:41,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,105,MFV 02680,BLK:27 PLN:17 POS:05,250.40
T59-B13,WT-163:S065,wood,blackmer,4,BLK:27 PLN:17 POS:07,MFV 11145,249.9,4/21/2014 7:59,4/21/2014 10:39,2:40:01,,,,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,106,MFV 11145,BLK:27 PLN:17 POS:07,249.90
T59-B13,WT-163:S065,wood,blackmer,5,BLK:27 PLN:17 POS:09,MFV 11148,250,4/21/2014 7:57,4/21/2014 10:40,2:42:28,,,,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,107,MFV 11148,BLK:27 PLN:17 POS:09,250.00
T59-B13,WT-163:S065,wood,blackmer,6,BLK:27 PLN:17 POS:11,MFV 11113,249,4/21/2014 8:04,4/21/2014 10:46,2:42:00,,,,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,108,MFV 11113,BLK:27 PLN:17 POS:11,249.00
T59-B13,WT-163:S065,wood,blackmer,8,BLK:27 PLN:19 POS:00,MFV 11009,154.4,4/21/2014 10:36,4/21/2014 13:54,3:17:31,,30 min. delay cold oil,T64-B13,WT169 SO63,91.3,,,,245.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,109,MFV 11009,BLK:27 PLN:19 POS:00,245.70
T59-B13,WT-163:S065,wood,blackmer,2,BLK:27 PLN:19 POS:02,MFV 11126,156.2,4/21/2014 10:38,4/21/2014 13:52,3:13:36,,30 min. delay cold oil,T64-B13,WT169 SO63,92,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,110,MFV 11126,BLK:27 PLN:19 POS:02,248.20
T59-B13,WT-163:S065,wood,blackmer,3,BLK:27 PLN:19 POS:04,MFV 10530,141.6,4/21/2014 10:48,4/21/2014 13:58,3:10:07,,30 min. delay cold oil,T64-B13,WT169 SO63,104.1,,,,245.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,111,MFV 10530,BLK:27 PLN:19 POS:04,245.70
