Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T64-B07,WT-168:S034,wood,james,1,BLK:14 PLN:01 POS:01,MFV 07239,141.7,8/29/2013 20:33,8/29/2013 23:16,2:43:54,swap,T64-B07,WT-163:S036,107.8,249.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,7,MFV 07239,BLK:14 PLN:01 POS:01,249.50
T64-B07,WT-168:S034,wood,james,3,BLK:14 PLN:01 POS:03,MFV 02953,139.1,8/29/2013 20:34,8/29/2013 23:16,2:42:08,swap,T64-B07,WT-163:S036,113.1,252.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,8,MFV 02953,BLK:14 PLN:01 POS:03,252.20
T64-B07,WT-168:S034,wood,james,6,BLK:14 PLN:01 POS:05,MFV 01545,137.9,8/29/2013 20:35,8/29/2013 23:20,2:45:04,swap,T64-B07,WT-163:S036,116.6,254.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,9,MFV 01545,BLK:14 PLN:01 POS:05,254.50
T64-B07,WT-168:S034,wood,james,8,BLK:14 PLN:01 POS:07,MFV 07224,136.7,8/29/2013 20:36,8/29/2013 23:20,2:43:43,swap,T64-B07,WT-163:S036,113.3,250.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,10,MFV 07224,BLK:14 PLN:01 POS:07,250.00
T64-B07,WT-168:S034,wood,james,10,BLK:14 PLN:01 POS:09,MFV 03203,110.4,8/29/2013 20:51,8/29/2013 23:31,2:39:35,swap,T64-B07,WT-163:S036,139.8,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,11,MFV 03203,BLK:14 PLN:01 POS:09,250.20
T64-B07,WT-168:S034,wood,james,12,BLK:14 PLN:01 POS:11,MFV 07191,125.7,8/29/2013 20:41,8/29/2013 23:26,2:45:13,swap,T64-B07,WT-163:S036,127,252.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,12,MFV 07191,BLK:14 PLN:01 POS:11,252.70
T64-B07,WT-163:S036,wood,james,1,BLK:14 PLN:03 POS:00,MFV 07165,247.4,8/29/2013 23:19,8/30/2013 1:37,2:17:58,,,,,247.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,13,MFV 07165,BLK:14 PLN:03 POS:00,247.40
T64-B07,WT-163:S036,wood,james,3,BLK:14 PLN:03 POS:02,MFV 07242,247.5,8/29/2013 23:19,8/30/2013 1:39,2:19:44,,,,,247.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,14,MFV 07242,BLK:14 PLN:03 POS:02,247.50
T64-B07,WT-163:S036,wood,james,6,BLK:14 PLN:03 POS:04,MFV 07195,250.4,8/29/2013 23:20,8/30/2013 1:41,2:20:50,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,15,MFV 07195,BLK:14 PLN:03 POS:04,250.40
T64-B07,WT-163:S036,wood,james,8,BLK:14 PLN:03 POS:06,MFV 07196,250.5,8/29/2013 23:20,8/30/2013 1:42,2:21:49,,,,,250.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,16,MFV 07196,BLK:14 PLN:03 POS:06,250.50
T64-B07,WT-163:S036,wood,james,10,BLK:14 PLN:03 POS:08,MFV 07140,247.6,8/29/2013 23:31,8/30/2013 1:48,2:17:20,,,,,247.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,17,MFV 07140,BLK:14 PLN:03 POS:08,247.60
T64-B07,WT-163:S036,wood,james,12,BLK:14 PLN:03 POS:10,MFV 07174,249.6,8/29/2013 23:26,8/30/2013 1:50,2:23:48,,,,,249.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,18,MFV 07174,BLK:14 PLN:03 POS:10,249.60
T64-B07,WT-163:S036,wood,james,1,BLK:14 PLN:03 POS:01,MFV 07222,252.1,8/30/2013 1:37,9/3/2013 7:53,102:15:21,,,,,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,19,MFV 07222,BLK:14 PLN:03 POS:01,252.10
T64-B07,WT-163:S036,wood,james,3,BLK:14 PLN:03 POS:03,MFV 07204,248.7,8/30/2013 1:39,9/3/2013 8:28,102:48:27,,,,,248.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,20,MFV 07204,BLK:14 PLN:03 POS:03,248.70
T64-B07,WT-163:S036,wood,james,6,BLK:14 PLN:03 POS:05,MFV 07125,249.9,8/30/2013 1:41,9/3/2013 7:57,102:16:19,,,,,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,21,MFV 07125,BLK:14 PLN:03 POS:05,249.90
T64-B07,WT-163:S036,wood,james,8,BLK:14 PLN:03 POS:07,MFV 07194,250.9,8/30/2013 1:42,9/3/2013 7:57,102:14:24,,,,,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,22,MFV 07194,BLK:14 PLN:03 POS:07,250.90
T64-B07,WT-163:S036,wood,james,10,BLK:14 PLN:03 POS:09,MFV 07203,250.4,8/30/2013 1:49,9/3/2013 8:03,102:13:60,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,23,MFV 07203,BLK:14 PLN:03 POS:09,250.40
T64-B07,WT-163:S036,wood,james,12,BLK:14 PLN:03 POS:11,MFV 07167,252.3,8/30/2013 1:50,9/3/2013 8:08,102:17:28,,,,,252.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,24,MFV 07167,BLK:14 PLN:03 POS:11,252.30
T64-B07,WT-163:S036,daniel,jason,1,BLK:14 PLN:05 POS:00,MFV 07119,251.5,9/3/2013 7:53,9/3/2013 10:18,2:25:02,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,25,MFV 07119,BLK:14 PLN:05 POS:00,251.50
T64-B07,WT-163:S036,daniel,jason,3,BLK:14 PLN:05 POS:02,MFV 07016,247.9,9/3/2013 8:28,9/3/2013 10:50,2:22:05,,,,,247.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,26,MFV 07016,BLK:14 PLN:05 POS:02,247.90
T64-B07,WT-163:S036,daniel,jason,6,BLK:14 PLN:05 POS:04,MFV 07180,252.4,9/3/2013 7:58,9/3/2013 10:25,2:27:18,,,,,252.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 07180,BLK:14 PLN:05 POS:04,252.40
T64-B07,WT-163:S036,daniel,jason,8,BLK:14 PLN:05 POS:06,MFV 07178,250.8,9/3/2013 7:58,9/3/2013 10:20,2:22:14,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 07178,BLK:14 PLN:05 POS:06,250.80
T64-B07,WT-163:S036,daniel,jason,10,BLK:14 PLN:05 POS:08,MFV 07173,249.3,9/3/2013 8:03,9/3/2013 10:26,2:22:26,,,,,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 07173,BLK:14 PLN:05 POS:08,249.30
T64-B07,WT-163:S036,daniel,jason,12,BLK:14 PLN:05 POS:10,MFV 07146,252.4,9/3/2013 8:08,9/3/2013 10:37,2:28:30,,,,,252.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 07146,BLK:14 PLN:05 POS:10,252.40
T64-B07,WT-163:S036,daniel,jason,1,BLK:14 PLN:05 POS:01,MFV 07172,230.8,9/3/2013 10:20,9/3/2013 12:57,2:37:45,swap,T64-B07,WT-166:S037,19,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,31,MFV 07172,BLK:14 PLN:05 POS:01,249.80
T64-B07,WT-163:S036,daniel,jason,3,BLK:14 PLN:05 POS:03,MFV 07166,179.3,9/3/2013 10:50,9/3/2013 13:24,2:34:09,swap,T64-B07,WT-166:S037,69.1,248.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,32,MFV 07166,BLK:14 PLN:05 POS:03,248.40
T64-B07,WT-163:S036,daniel,jason,6,BLK:14 PLN:05 POS:05,MFV 07171,217.8,9/3/2013 10:25,9/3/2013 13:06,2:40:35,swap,T64-B07,WT-166:S037,34,251.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 07171,BLK:14 PLN:05 POS:05,251.80
T64-B07,WT-163:S036,daniel,jason,8,BLK:14 PLN:05 POS:07,MFV 07189,231.5,9/3/2013 10:20,9/3/2013 12:57,2:37:19,swap,T64-B07,WT-166:S037,18.7,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 07189,BLK:14 PLN:05 POS:07,250.20
T64-B07,WT-163:S036,daniel,jason,10,BLK:14 PLN:05 POS:09,MFV 07175,220,9/3/2013 10:26,9/3/2013 13:04,2:38:18,swap,T64-B07,WT-166:S037,31.2,251.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 07175,BLK:14 PLN:05 POS:09,251.20
T64-B07,WT-163:S036,daniel,jason,12,BLK:14 PLN:05 POS:11,MFV 07134,194,9/3/2013 10:37,9/3/2013 13:20,2:43:17,swap,T64-B07,WT-166:S037,57.8,251.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,36,MFV 07134,BLK:14 PLN:05 POS:11,251.80
T64-B07,WT-166:S037,daniel,jason,1,BLK:14 PLN:07 POS:00,MFV 07107,250.8,9/3/2013 12:58,9/3/2013 15:21,2:23:42,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 07107,BLK:14 PLN:07 POS:00,250.80
T64-B07,WT-166:S037,daniel,jason,3,BLK:14 PLN:07 POS:02,MFV 07153,251,9/3/2013 13:25,9/3/2013 15:45,2:20:48,,,,,251.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,38,MFV 07153,BLK:14 PLN:07 POS:02,251.00
T64-B07,WT-166:S037,daniel,jason,6,BLK:14 PLN:07 POS:04,MFV 07148,248.4,9/3/2013 13:06,9/3/2013 15:28,2:22:23,,,,,248.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,39,MFV 07148,BLK:14 PLN:07 POS:04,248.40
T64-B07,WT-166:S037,daniel,jason,8,BLK:14 PLN:07 POS:06,MFV 03262,251.1,9/3/2013 12:58,9/3/2013 15:19,2:21:29,,,,,251.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,40,MFV 03262,BLK:14 PLN:07 POS:06,251.10
T64-B07,WT-166:S037,daniel,jason,10,BLK:14 PLN:07 POS:08,MFV 07137,248.6,9/3/2013 13:04,9/3/2013 15:23,2:18:40,,,,,248.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,41,MFV 07137,BLK:14 PLN:07 POS:08,248.60
T64-B07,WT-166:S037,daniel,jason,12,BLK:14 PLN:07 POS:10,MFV 07141,250.4,9/3/2013 13:21,9/3/2013 15:45,2:23:14,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,42,MFV 07141,BLK:14 PLN:07 POS:10,250.40
T64-B07,WT-166:S037,daniel,jason,1,BLK:14 PLN:07 POS:01,MFV 07143,250.2,9/3/2013 15:21,9/3/2013 17:56,2:35:11,,,,,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,43,MFV 07143,BLK:14 PLN:07 POS:01,250.20
T64-B07,WT-166:S037,daniel,jason,3,BLK:14 PLN:07 POS:03,MFV 07147,250.3,9/3/2013 15:46,9/3/2013 18:18,2:32:48,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,44,MFV 07147,BLK:14 PLN:07 POS:03,250.30
T64-B07,WT-166:S037,daniel,jason,6,BLK:14 PLN:07 POS:05,MFV 07139,252.2,9/3/2013 15:28,9/3/2013 18:05,2:36:46,,,,,252.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,45,MFV 07139,BLK:14 PLN:07 POS:05,252.20
T64-B07,WT-166:S037,daniel,jason,8,BLK:14 PLN:07 POS:07,MFV 07136,251.6,9/3/2013 15:19,9/3/2013 17:53,2:33:18,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,46,MFV 07136,BLK:14 PLN:07 POS:07,251.60
T64-B07,WT-166:S037,daniel,jason,10,BLK:14 PLN:07 POS:09,MFV 07128,251.7,9/3/2013 15:23,9/3/2013 17:58,2:34:53,,,,,251.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,47,MFV 07128,BLK:14 PLN:07 POS:09,251.70
T64-B07,WT-166:S037,daniel,jason,12,BLK:14 PLN:07 POS:11,MFV 07108,252.2,9/3/2013 15:45,9/3/2013 18:21,2:36:19,,,,,252.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,48,MFV 07108,BLK:14 PLN:07 POS:11,252.20
T64-B07,WT-166:S037,larry,james,1,BLK:14 PLN:09 POS:00,MFV 07068,250.2,9/3/2013 17:57,9/3/2013 20:27,2:30:11,,,,,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,49,MFV 07068,BLK:14 PLN:09 POS:00,250.20
T64-B07,WT-166:S037,larry,james,3,BLK:14 PLN:09 POS:02,MFV 07103,250.5,9/3/2013 18:19,9/3/2013 20:38,2:19:42,,,,,250.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 07103,BLK:14 PLN:09 POS:02,250.50
T64-B07,WT-166:S037,larry,james,6,BLK:14 PLN:09 POS:04,MFV 07102,250,9/3/2013 18:05,9/3/2013 20:28,2:22:55,,,,,250.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,51,MFV 07102,BLK:14 PLN:09 POS:04,250.00
T64-B07,WT-166:S037,larry,james,8,BLK:14 PLN:09 POS:06,MFV 07123,251.2,9/3/2013 17:53,9/3/2013 20:10,2:16:45,,,,,251.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 07123,BLK:14 PLN:09 POS:06,251.20
T64-B07,WT-166:S037,larry,james,10,BLK:14 PLN:09 POS:08,MFV 07105,247.4,9/3/2013 17:58,9/3/2013 20:14,2:15:44,,,,,247.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 07105,BLK:14 PLN:09 POS:08,247.40
T64-B07,WT-166:S037,larry,james,12,BLK:14 PLN:09 POS:10,MFV 07098,249.6,9/3/2013 18:21,9/3/2013 20:44,2:22:27,,,,,249.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 07098,BLK:14 PLN:09 POS:10,249.60
T64-B07,WT-166:S037,larry,james,1,BLK:14 PLN:09 POS:01,MFV 07100,251.1,9/3/2013 20:27,9/3/2013 22:48,2:20:39,,,,,251.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 07100,BLK:14 PLN:09 POS:01,251.10
T64-B07,WT-166:S037,larry,james,3,BLK:14 PLN:09 POS:03,MFV 07117,247.1,9/3/2013 20:39,9/3/2013 22:58,2:19:11,,,,,247.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,56,MFV 07117,BLK:14 PLN:09 POS:03,247.10
T64-B07,WT-166:S037,larry,james,6,BLK:14 PLN:09 POS:05,MFV 07090,249.9,9/3/2013 20:29,9/3/2013 22:50,2:21:06,,,,,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,57,MFV 07090,BLK:14 PLN:09 POS:05,249.90
T64-B07,WT-166:S037,larry,james,8,BLK:14 PLN:09 POS:07,MFV 07095,248.7,9/3/2013 20:10,9/3/2013 22:28,2:17:41,,,,,248.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,58,MFV 07095,BLK:14 PLN:09 POS:07,248.70
T64-B07,WT-166:S037,larry,james,10,BLK:14 PLN:09 POS:09,MFV 07046,249.1,9/3/2013 20:14,9/3/2013 22:32,2:18:01,,,,,249.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,59,MFV 07046,BLK:14 PLN:09 POS:09,249.10
T64-B07,WT-166:S037,larry,james,12,BLK:14 PLN:09 POS:11,MFV 07067,249.5,9/3/2013 20:44,9/3/2013 23:06,2:21:27,,,,,249.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,60,MFV 07067,BLK:14 PLN:09 POS:11,249.50
