#   W       w(lab)    sigT     sigL     sigLT   sigLT'   sigTT'   sigL0    sigLT0  sigLT0'
# (MeV)     (MeV)     (mcb)    (mcb)    (mcb)    (mcb)    (mcb)    (mcb)    (mcb)    (mcb)
 1255.0    370.2    203.83      .00      .00      .00   107.25     8.50     6.07     3.05
 1260.0    376.9    188.67      .00      .00      .00    98.44     8.47     5.41     2.41
 1265.0    383.6    174.60      .00      .00      .00    90.28     8.45     4.77     1.82
 1270.0    390.4    161.64      .00      .00      .00    82.77     8.44     4.15     1.28
 1275.0    397.2    149.78      .00      .00      .00    75.89     8.44     3.56      .79
 1280.0    404.0    138.97      .00      .00      .00    69.61     8.46     3.01      .35
 1285.0    410.8    129.12      .00      .00      .00    63.88     8.49     2.48     -.05
 1290.0    417.7    120.13      .00      .00      .00    58.64     8.52     1.98     -.41
 1295.0    424.5    111.93      .00      .00      .00    53.85     8.57     1.52     -.73
 1300.0    431.5    104.48      .00      .00      .00    49.49     8.62     1.07    -1.01
 1305.0    438.4     97.68      .00      .00      .00    45.48     8.68      .66    -1.26
 1310.0    445.4     91.45      .00      .00      .00    41.78     8.75      .27    -1.49
 1315.0    452.4     85.72      .00      .00      .00    38.34     8.83     -.09    -1.69
 1320.0    459.4     80.46      .00      .00      .00    35.16     8.90     -.44    -1.86
 1325.0    466.4     75.66      .00      .00      .00    32.22     8.99     -.77    -2.02
 1330.0    473.5     71.24      .00      .00      .00    29.48     9.07    -1.07    -2.15
 1335.0    480.6     67.16      .00      .00      .00    26.90     9.15    -1.37    -2.27
 1340.0    487.7     63.39      .00      .00      .00    24.48     9.23    -1.64    -2.38
 1345.0    494.9     59.93      .00      .00      .00    22.21     9.31    -1.90    -2.48
 1350.0    502.1     56.72      .00      .00      .00    20.08     9.38    -2.15    -2.57
 1355.0    509.3     53.75      .00      .00      .00    18.06     9.45    -2.39    -2.66
 1360.0    516.5     51.00      .00      .00      .00    16.15     9.52    -2.62    -2.75
 1365.0    523.8     48.46      .00      .00      .00    14.36     9.58    -2.84    -2.85
 1370.0    531.1     46.11      .00      .00      .00    12.68     9.64    -3.05    -2.95
 1375.0    538.4     43.92      .00      .00      .00    11.09     9.70    -3.26    -3.06
 1380.0    545.7     41.88      .00      .00      .00     9.61     9.75    -3.47    -3.18
 1385.0    553.1     39.99      .00      .00      .00     8.23     9.81    -3.67    -3.31
 1390.0    560.5     38.23      .00      .00      .00     6.95     9.87    -3.88    -3.46
 1395.0    567.9     36.60      .00      .00      .00     5.76     9.94    -4.10    -3.61
 1400.0    575.3     35.08      .00      .00      .00     4.66    10.02    -4.33    -3.78
 1405.0    582.8     33.68      .00      .00      .00     3.65    10.10    -4.56    -3.95
 1410.0    590.3     32.39      .00      .00      .00     2.74    10.20    -4.81    -4.12
 1415.0    597.8     31.23      .00      .00      .00     1.92    10.32    -5.06    -4.31
 1420.0    605.4     30.20      .00      .00      .00     1.20    10.46    -5.34    -4.50
 1425.0    613.0     29.29      .00      .00      .00      .57    10.62    -5.63    -4.69
 1430.0    620.6     28.52      .00      .00      .00      .04    10.80    -5.93    -4.89
 1435.0    628.2     27.89      .00      .00      .00     -.39    11.02    -6.26    -5.09
 1440.0    635.9     27.41      .00      .00      .00     -.73    11.27    -6.62    -5.29
 1445.0    643.6     27.10      .00      .00      .00     -.96    11.55    -7.00    -5.50
 1450.0    651.3     26.98      .00      .00      .00    -1.08    11.87    -7.42    -5.70
 1455.0    659.0     27.06      .00      .00      .00    -1.08    12.24    -7.87    -5.92
 1460.0    666.8     27.37      .00      .00      .00     -.97    12.66    -8.36    -6.13
 1465.0    674.6     27.93      .00      .00      .00     -.72    13.14    -8.90    -6.36
 1470.0    682.4     28.77      .00      .00      .00     -.36    13.66    -9.49    -6.57
 1475.0    690.2     29.91      .00      .00      .00      .11    14.24   -10.14    -6.79
 1480.0    698.1     31.36      .00      .00      .00      .65    14.89   -10.84    -7.07
 1485.0    706.0     33.05      .00      .00      .00     1.28    15.61   -11.53    -7.42
 1490.0    713.9     35.29      .00      .00      .00     1.63    16.26   -12.04    -8.21
 1495.0    721.9     37.18      .00      .00      .00     2.47    16.82   -12.39    -8.71
 1500.0    729.9     38.85      .00      .00      .00     3.49    17.28   -12.65    -9.01
 1505.0    737.9     40.35      .00      .00      .00     4.46    17.64   -12.82    -9.26
 1510.0    745.9     41.56      .00      .00      .00     5.33    17.87   -12.85    -9.45
 1515.0    754.0     42.32      .00      .00      .00     6.08    17.95   -12.73    -9.54
 1520.0    762.1     42.57      .00      .00      .00     6.70    17.87   -12.45    -9.55
 1525.0    770.2     42.29      .00      .00      .00     7.19    17.66   -12.03    -9.46
 1530.0    778.3     41.49      .00      .00      .00     7.54    17.31   -11.50    -9.29
 1535.0    786.5     40.28      .00      .00      .00     7.83    16.88   -10.89    -9.02
 1540.0    794.7     38.74      .00      .00      .00     8.12    16.38   -10.24    -8.65
 1545.0    802.9     36.98      .00      .00      .00     8.41    15.82    -9.58    -8.20
 1550.0    811.1     35.10      .00      .00      .00     8.73    15.24    -8.92    -7.69
 1555.0    819.4     33.18      .00      .00      .00     9.06    14.63    -8.28    -7.12
 1560.0    827.7     31.30      .00      .00      .00     9.41    14.01    -7.66    -6.53
 1565.0    836.0     29.52      .00      .00      .00     9.76    13.38    -7.06    -5.92
 1570.0    844.4     27.90      .00      .00      .00    10.09    12.75    -6.48    -5.33
 1575.0    852.8     26.48      .00      .00      .00    10.37    12.14    -5.94    -4.78
 1580.0    861.2     25.28      .00      .00      .00    10.60    11.54    -5.46    -4.29
 1585.0    869.6     24.30      .00      .00      .00    10.78    10.96    -5.04    -3.84
 1590.0    878.1     23.52      .00      .00      .00    10.95    10.42    -4.69    -3.43
 1595.0    886.6     22.92      .00      .00      .00    11.11     9.92    -4.43    -3.07
 1600.0    895.1     22.49      .00      .00      .00    11.28     9.47    -4.24    -2.76
 1605.0    903.6     22.23      .00      .00      .00    11.48     9.10    -4.12    -2.49
 1610.0    912.2     22.12      .00      .00      .00    11.69     8.80    -4.06    -2.29
 1615.0    920.8     22.18      .00      .00      .00    11.92     8.59    -4.05    -2.15
 1620.0    929.4     22.39      .00      .00      .00    12.17     8.46    -4.07    -2.08
 1625.0    938.0     22.73      .00      .00      .00    12.41     8.41    -4.13    -2.07
 1630.0    946.7     23.19      .00      .00      .00    12.65     8.43    -4.20    -2.13
 1635.0    955.4     23.73      .00      .00      .00    12.86     8.51    -4.29    -2.24
 1640.0    964.1     24.32      .00      .00      .00    13.03     8.64    -4.37    -2.41
 1645.0    972.9     24.92      .00      .00      .00    13.12     8.78    -4.44    -2.60
 1650.0    981.7     25.46      .00      .00      .00    13.11     8.94    -4.48    -2.83
 1655.0    990.5     25.89      .00      .00      .00    12.98     9.07    -4.50    -3.07
 1660.0    999.3     26.17      .00      .00      .00    12.70     9.18    -4.48    -3.30
 1665.0   1008.2     26.24      .00      .00      .00    12.26     9.23    -4.40    -3.52
 1670.0   1017.1     26.09      .00      .00      .00    11.66     9.23    -4.29    -3.70
 1675.0   1026.0     25.72      .00      .00      .00    10.91     9.16    -4.13    -3.85
 1680.0   1034.9     25.16      .00      .00      .00    10.05     9.05    -3.93    -3.96
 1685.0   1043.9     24.44      .00      .00      .00     9.11     8.89    -3.69    -4.03
 1690.0   1052.9     23.61      .00      .00      .00     8.12     8.70    -3.43    -4.07
 1695.0   1061.9     22.70      .00      .00      .00     7.13     8.49    -3.14    -4.09
 1700.0   1070.9     21.73      .00      .00      .00     6.19     8.28    -2.83    -4.07
 1705.0   1080.0     20.75      .00      .00      .00     5.32     8.08    -2.51    -4.03
 1710.0   1089.1     19.77      .00      .00      .00     4.54     7.89    -2.20    -3.97
 1715.0   1098.2     18.81      .00      .00      .00     3.85     7.72    -1.90    -3.89
 1720.0   1107.4     17.89      .00      .00      .00     3.26     7.57    -1.61    -3.79
 1725.0   1116.6     17.02      .00      .00      .00     2.77     7.43    -1.35    -3.68
 1730.0   1125.8     16.22      .00      .00      .00     2.36     7.31    -1.11    -3.57
 1735.0   1135.0     15.47      .00      .00      .00     2.03     7.20     -.89    -3.45
 1740.0   1144.3     14.80      .00      .00      .00     1.76     7.11     -.69    -3.33
 1745.0   1153.5     14.18      .00      .00      .00     1.55     7.03     -.52    -3.21
 1750.0   1162.9     13.63      .00      .00      .00     1.39     6.95     -.36    -3.10
 1755.0   1172.2     13.14      .00      .00      .00     1.28     6.89     -.22    -2.98
 1760.0   1181.6     12.70      .00      .00      .00     1.20     6.83     -.10    -2.88
 1765.0   1190.9     12.32      .00      .00      .00     1.16     6.78      .01    -2.77
 1770.0   1200.4     11.99      .00      .00      .00     1.14     6.74      .10    -2.68
 1775.0   1209.8     11.71      .00      .00      .00     1.14     6.70      .18    -2.58
 1780.0   1219.3     11.46      .00      .00      .00     1.15     6.66      .25    -2.49
 1785.0   1228.8     11.25      .00      .00      .00     1.18     6.63      .32    -2.41
 1790.0   1238.3     11.07      .00      .00      .00     1.23     6.60      .37    -2.33
 1795.0   1247.9     10.92      .00      .00      .00     1.27     6.57      .42    -2.26
 1800.0   1257.4     10.81      .00      .00      .00     1.33     6.54      .45    -2.19
 1805.0   1267.0     10.71      .00      .00      .00     1.39     6.51      .49    -2.13
 1810.0   1276.7     10.64      .00      .00      .00     1.44     6.49      .52    -2.07
 1815.0   1286.3     10.58      .00      .00      .00     1.50     6.46      .54    -2.01
 1820.0   1296.0     10.54      .00      .00      .00     1.56     6.43      .56    -1.96
 1825.0   1305.7     10.52      .00      .00      .00     1.61     6.41      .57    -1.91
 1830.0   1315.5     10.51      .00      .00      .00     1.67     6.38      .58    -1.87
 1835.0   1325.2     10.52      .00      .00      .00     1.72     6.36      .59    -1.84
 1840.0   1335.0     10.53      .00      .00      .00     1.77     6.33      .59    -1.81
 1845.0   1344.8     10.54      .00      .00      .00     1.81     6.30      .60    -1.78
 1850.0   1354.7     10.56      .00      .00      .00     1.85     6.28      .60    -1.76
 1855.0   1364.6     10.59      .00      .00      .00     1.89     6.25      .60    -1.74
 1860.0   1374.5     10.62      .00      .00      .00     1.92     6.23      .59    -1.73
 1865.0   1384.4     10.64      .00      .00      .00     1.94     6.20      .59    -1.72
 1870.0   1394.3     10.66      .00      .00      .00     1.95     6.18      .58    -1.71
 1875.0   1404.3     10.68      .00      .00      .00     1.95     6.16      .57    -1.71
 1880.0   1414.3     10.69      .00      .00      .00     1.95     6.13      .56    -1.71
 1885.0   1424.4     10.70      .00      .00      .00     1.94     6.11      .55    -1.72
 1890.0   1434.4     10.68      .00      .00      .00     1.92     6.08      .54    -1.73
 1895.0   1444.5     10.65      .00      .00      .00     1.88     6.06      .52    -1.75
 1900.0   1454.6     10.62      .00      .00      .00     1.83     6.03      .52    -1.76
 1905.0   1464.8     10.58      .00      .00      .00     1.78     6.01      .51    -1.78
 1910.0   1474.9     10.53      .00      .00      .00     1.72     5.98      .50    -1.80
 1915.0   1485.1     10.44      .00      .00      .00     1.64     5.95      .49    -1.83
 1920.0   1495.3     10.37      .00      .00      .00     1.56     5.93      .49    -1.85
 1925.0   1505.6     10.29      .00      .00      .00     1.48     5.90      .49    -1.87
 1930.0   1515.8     10.17      .00      .00      .00     1.37     5.87      .49    -1.90
 1935.0   1526.1     10.06      .00      .00      .00     1.27     5.85      .50    -1.92
 1940.0   1536.5      9.94      .00      .00      .00     1.16     5.82      .51    -1.94
 1945.0   1546.8      9.80      .00      .00      .00     1.05     5.79      .52    -1.97
 1950.0   1557.2      9.65      .00      .00      .00      .93     5.77      .53    -1.99
 1955.0   1567.6      9.50      .00      .00      .00      .82     5.74      .55    -2.00
 1960.0   1578.0      9.35      .00      .00      .00      .70     5.72      .57    -2.02
 1965.0   1588.5      9.19      .00      .00      .00      .59     5.70      .59    -2.03
 1970.0   1599.0      9.02      .00      .00      .00      .47     5.68      .61    -2.04
 1975.0   1609.5      8.85      .00      .00      .00      .36     5.67      .63    -2.04
 1980.0   1620.0      8.68      .00      .00      .00      .25     5.64      .66    -2.05
 1985.0   1630.6      8.51      .00      .00      .00      .15     5.61      .68    -2.04
 1990.0   1641.2      8.34      .00      .00      .00      .04     5.61      .70    -2.04
 1995.0   1651.8      8.18      .00      .00      .00     -.08     5.66      .72    -2.08
 2000.0   1662.4      8.01      .00      .00      .00     -.16     5.59      .74    -2.03
