Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
T64-B09,WT-169:S044,daniel,jason,11,BLK:19 PLN:00 POS:06,MFV 09124,246,11/4/2013 13:23,11/4/2013 15:20,1:57:20,,,,,246.00,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:00 POS:06,MFV 09124,0.8,11/13/2013 12:20,11/13/2013 12:23,0:02:52,,,,,0.80,T64-B13,WT169:S064,Larry,John,1,BLK:19 PLN:00 POS:06,MFV 09124,3,7/9/2014 8:06,7/9/2014 8:19,0:13:19,"1/2""",,,0.00,3.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,7,MFV 09124,BLK:19 PLN:00 POS:06,249.80,
T64-B09,WT-169:S044,James,Larry,11,BLK:19 PLN:00 POS:07,MFV 09132,50.6,11/4/2013 17:36,11/4/2013 20:00,2:23:20,swap,T64-B09,WT-166:S048,197.6,248.20,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:00 POS:07,MFV 09132,1,11/13/2013 10:38,11/13/2013 10:41,0:02:53,,,,,1.00,T64-B13,WT163:S066,Larry,Brent,5,BLK:19 PLN:00 POS:07,MFV 09132,1.8,7/8/2014 15:58,7/8/2014 16:05,0:06:54,"3/4""",,,0.00,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,8,MFV 09132,BLK:19 PLN:00 POS:07,251.00,
T64-B09,WT-166:S048,James,Larry,11,BLK:19 PLN:00 POS:08,MFV 09136,246.8,11/4/2013 21:49,11/4/2013 23:43,1:53:49,,,,,246.80,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:00 POS:08,MFV 09136,4.6,11/13/2013 9:32,11/13/2013 9:37,0:05:17,,,,,4.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,9,MFV 09136,BLK:19 PLN:00 POS:08,251.40,
T64-B09,WT-165:S045,James,Larry,11,BLK:19 PLN:00 POS:09,MFV 09123,249.4,11/5/2013 3:09,11/5/2013 9:16,6:06:26,,,,,249.40,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:00 POS:09,MFV 09123,0.9,11/13/2013 7:46,11/13/2013 7:48,0:02:28,,,,,0.90,T64-B13,WT163:S066,Larry,Brent,1,BLK:19 PLN:00 POS:09,MFV 09123,1.2,7/8/2014 9:19,7/8/2014 9:24,0:05:30,"1/4""",,,0.00,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,10,MFV 09123,BLK:19 PLN:00 POS:09,251.50,
T64-B09,WT-165:S045,daniel,jason,11,BLK:19 PLN:00 POS:10,MFV 09122,249.1,11/5/2013 11:09,11/5/2013 13:20,2:11:10,,,,,249.10,T59-B09,WT-164:S046,daniel,tommy,7,BLK:19 PLN:00 POS:10,MFV 09122,1.3,11/13/2013 2:43,11/13/2013 2:45,0:02:42,,,,,1.30,T64-B13,WT163:S066,Brent,Perko,1,BLK:19 PLN:00 POS:10,MFV 09122,1.3,7/7/2014 15:59,7/7/2014 16:05,0:06:00,"7/16""",,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,11,MFV 09122,BLK:19 PLN:00 POS:10,251.70,
T64-B09,WT-163:S047,wood,james,11,BLK:19 PLN:00 POS:11,MFV 09126,245.4,11/5/2013 18:22,11/5/2013 20:32,2:09:45,,,,,245.40,T59-B09,WT-164:S046,daniel,tommy,7,BLK:19 PLN:00 POS:11,MFV 09126,2.9,11/13/2013 1:56,11/13/2013 1:59,0:02:56,,,,,2.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,12,MFV 09126,BLK:19 PLN:00 POS:11,248.30,
T64-B09,WT-168:S019,daniel,jason,11,BLK:19 PLN:02 POS:00,MFV 09075,244.7,10/31/2013 12:34,10/31/2013 14:11,1:37:07,,,,,244.70,T59-B09,WT-164:S046,daniel,gary,7,BLK:19 PLN:02 POS:00,MFV 09075,0.2,11/13/2013 20:08,11/13/2013 20:08,0:00:37,,,,,0.20,T64-B13,WT169:S064,Larry,Brent,5,BLK:19 PLN:02 POS:00,MFV 09075,3.4,7/11/2014 9:14,7/11/2014 9:26,0:11:56,"3/4""",,,0.00,3.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,13,MFV 09075,BLK:19 PLN:02 POS:00,248.30,
T64-B09,WT-164:S044,daniel,jason,11,BLK:19 PLN:02 POS:01,MFV 09094,245.1,10/31/2013 16:04,10/31/2013 18:15,2:10:18,,,,,245.10,T59-B09,WT-164:S046,daniel,gary,7,BLK:19 PLN:02 POS:01,MFV 09094,1.3,11/13/2013 18:54,11/13/2013 18:58,0:03:33,,,,,1.30,T64-B13,WT169:S064,Larry,Brent,5,BLK:19 PLN:02 POS:01,MFV 09094,2.5,7/10/2014 15:54,7/10/2014 16:04,0:09:37,"1/2""",,,0.00,2.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,14,MFV 09094,BLK:19 PLN:02 POS:01,248.90,
T64-B09,WT-164:S044,galvin,blackmer,11,BLK:19 PLN:02 POS:02,MFV 09092,250.2,10/31/2013 21:40,10/31/2013 23:11,,,,,,250.20,T59-B09,WT-164:S046,daniel,gary,7,BLK:19 PLN:02 POS:02,MFV 09092,0.2,11/13/2013 17:48,11/13/2013 17:49,0:00:56,,,,,0.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,15,MFV 09092,BLK:19 PLN:02 POS:02,250.40,
T64-B09,WT-163:S046,galvin,blackmer,11,BLK:19 PLN:02 POS:03,MFV 09091,244.5,11/1/2013 2:17,11/1/2013 8:00,5:43:49,,,,,244.50,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:02 POS:03,MFV 09091,3.7,11/13/2013 15:57,11/13/2013 16:02,0:05:27,,,,,3.70,T64-B13,WT169:S064,Larry,Brent,5,BLK:19 PLN:02 POS:03,MFV 09091,2.4,7/10/2014 12:15,7/10/2014 12:24,0:09:21,"1 1/4""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,16,MFV 09091,BLK:19 PLN:02 POS:03,250.60,
T64-B09,WT-163:S046,daniel,tommy,11,BLK:19 PLN:02 POS:04,MFV 08314,80.9,11/1/2013 9:55,11/1/2013 12:30,2:34:29,swap ,T64-B09,WT-164:S044,155.8,236.70,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:02 POS:04,MFV 08314,0.8,11/13/2013 15:10,11/13/2013 15:11,0:01:02,,,,,0.80,T64-B13,WT169:S064,Larry,Brent,5,BLK:19 PLN:02 POS:04,MFV 08314,4,7/10/2014 9:30,1/4/1900 0:00,0:15:11,"1/4""",,,0.00,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,17,MFV 08314,BLK:19 PLN:02 POS:04,241.50,
T64-B09,WT-164:S044,daniel,tommy,11,BLK:19 PLN:02 POS:05,MFV 09082,235.2,11/1/2013 14:48,11/4/2013 8:38,65:49:47,would'nt hold anymore,,,,235.20,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:02 POS:05,MFV 09082,2.6,11/13/2013 13:35,11/13/2013 13:39,0:03:03,,,,,2.60,T64-B13,WT169:S064,Larry,Cole,5,BLK:19 PLN:02 POS:05,MFV 09082,6,7/9/2014 15:37,7/9/2014 15:59,0:22:01,"2 1/2""",,,0.00,6.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,18,MFV 09082,BLK:19 PLN:02 POS:05,243.80,
T64-B09,WT-169:S044,daniel,jason,11,BLK:19 PLN:02 POS:06,MFV 09101,245.2,11/4/2013 11:38,11/4/2013 13:22,1:44:49,,,,,245.20,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:02 POS:06,MFV 09101,4.5,11/13/2013 12:23,11/13/2013 12:29,0:05:53,,,,,4.50,T64-B13,WT169:S064,Larry,John,1,BLK:19 PLN:02 POS:06,MFV 09101,4.9,7/9/2014 8:19,7/9/2014 9:09,0:49:13,"3/4""",,,0.00,4.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,19,MFV 09101,BLK:19 PLN:02 POS:06,254.60,
T64-B09,WT-169:S044,daniel,jason,11,BLK:19 PLN:02 POS:07,MFV 09073,236.1,11/4/2013 15:20,11/4/2013 17:36,2:15:40,,,,,236.10,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:02 POS:07,MFV 09073,4.1,11/13/2013 10:41,11/13/2013 10:46,0:05:07,,,,,4.10,T64-B13,WT163:S066,Larry,Brent,5,BLK:19 PLN:02 POS:07,MFV 09073,4.5,7/8/2014 16:06,7/8/2014 16:36,0:30:02,"1""",,,0.00,4.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,20,MFV 09073,BLK:19 PLN:02 POS:07,244.70,
T64-B09,WT-166:S048,James,Larry,11,BLK:19 PLN:02 POS:08,MFV 09090,217.7,11/4/2013 20:00,11/4/2013 21:48,1:47:53,wouldn’t take anymore oil dipsticked and its full,,,,217.70,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:02 POS:08,MFV 09090,4.2,11/13/2013 9:43,11/13/2013 9:43,0:00:02,,,,,4.20,T64-B13,WT163:S066,Larry,Brent,1,BLK:19 PLN:02 POS:08,MFV 09090,7.2,7/8/2014 13:03,7/8/2014 13:30,0:26:57,"9/16""",,,0.00,7.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,21,MFV 09090,BLK:19 PLN:02 POS:08,229.10,
T64-B09,WT-166:S048,James,Larry,11,BLK:19 PLN:02 POS:09,MFV 09081,106.9,11/5/2013 0:57,11/5/2013 3:08,2:11:47,swap,T64-B09,WT-165:S045,112.1,219.00,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:02 POS:09,MFV 09081,4,11/13/2013 7:49,11/13/2013 7:54,0:05:41,,,,,4.00,T64-B13,WT163:S066,Larry,Brent,1,BLK:19 PLN:02 POS:09,MFV 09081,7.3,7/8/2014 8:21,,,"3 1/4""",,,0.00,7.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,22,MFV 09081,BLK:19 PLN:02 POS:09,230.30,
T64-B09,WT-165:S045,daniel,jason,11,BLK:19 PLN:02 POS:10,MFV 09093,219.9,11/5/2013 9:15,11/5/2013 11:09,1:53:24,wont hold any more,,,,219.90,T59-B09,WT-164:S046,daniel,tommy,7,BLK:19 PLN:02 POS:10,MFV 09093,3.2,11/13/2013 2:45,11/13/2013 2:49,0:04:13,,,,,3.20,T64-B13,WT163:S066,Brent,Perko,1,BLK:19 PLN:02 POS:10,MFV 09093,7.6,7/7/2014 15:20,7/7/2014 15:58,0:37:50,"3""",,,0.00,7.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,23,MFV 09093,BLK:19 PLN:02 POS:10,230.70,
T64-B09,WT-163:S047,daniel,jason,11,BLK:19 PLN:02 POS:11,MFV 09102,243.3,11/5/2013 15:50,11/5/2013 18:22,2:31:27,,,,,243.30,T59-B09,WT-164:S046,daniel,tommy,7,BLK:19 PLN:02 POS:11,MFV 09102,3.4,11/13/2013 1:59,11/13/2013 2:04,0:04:18,,,,,3.40,T64-B13,WT163:S066,Brent,Perko,5,BLK:19 PLN:02 POS:11,MFV 09102,3.4,7/7/2014 10:55,7/7/2014 11:09,0:14:06,"1""",,,0.00,3.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,24,MFV 09102,BLK:19 PLN:02 POS:11,250.10,
T64-B09,WT-168:S019,daniel,jason,10,BLK:19 PLN:04 POS:00,MFV 09054,175.3,10/31/2013 14:15,10/31/2013 16:03,1:47:53,swap,T64-B09,WT-164:S044,70.1,245.40,T59-B09,WT-164:S046,daniel,gary,7,BLK:19 PLN:04 POS:00,MFV 09054,2.8,11/13/2013 20:08,11/13/2013 20:12,0:03:24,,,,,2.80,T64-B13,WT169:S064,Larry,Brent,1,BLK:19 PLN:04 POS:00,MFV 09054,2.1,7/11/2014 9:15,7/11/2014 9:25,0:10:21,"1 1/4""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,25,MFV 09054,BLK:19 PLN:04 POS:00,250.30,
T64-B09,WT-164:S044,galvin,blackmer,10,BLK:19 PLN:04 POS:01,MFV 08863,242.1,10/31/2013 18:18,10/31/2013 20:03,1:45:43,,,,,242.10,T59-B09,WT-164:S046,daniel,gary,7,BLK:19 PLN:04 POS:01,MFV 08863,4.9,11/13/2013 18:58,11/13/2013 19:03,0:05:25,,,,,4.90,T64-B13,WT169:S064,Larry,Brent,1,BLK:19 PLN:04 POS:01,MFV 08863,1.3,7/10/2014 15:51,7/10/2014 15:57,0:06:15,"1/4""",,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,26,MFV 08863,BLK:19 PLN:04 POS:01,248.30,
T64-B09,WT-163:S046,galvin,blackmer,10,BLK:19 PLN:04 POS:02,MFV 09051,246.3,10/31/2013 23:53,11/1/2013 1:40,1:47:20,,,,,246.30,T59-B09,WT-164:S046,daniel,gary,7,BLK:19 PLN:04 POS:02,MFV 09051,1.1,11/13/2013 17:50,11/13/2013 17:51,0:01:25,,,,,1.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 09051,BLK:19 PLN:04 POS:02,247.40,
T64-B09,WT-163:S046,daniel,tommy,10,BLK:19 PLN:04 POS:03,MFV 08867,244.7,11/1/2013 7:27,11/1/2013 9:18,1:51:30,,,,,244.70,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:04 POS:03,MFV 08867,1.1,11/13/2013 16:02,11/13/2013 16:04,0:02:10,,,,,1.10,T64-B13,WT169:S064,Larry,Brent,5,BLK:19 PLN:04 POS:03,MFV 08867,1.8,7/10/2014 12:25,7/10/2014 12:33,0:08:22,"1/4""",,,0.00,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 08867,BLK:19 PLN:04 POS:03,247.60,
T64-B09,WT-164:S044,daniel,tommy,10,BLK:19 PLN:04 POS:04,MFV 08862,238.1,11/1/2013 12:18,11/1/2013 14:22,2:04:08,,,,,238.10,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:04 POS:04,MFV 08862,3.1,11/13/2013 15:11,11/13/2013 15:14,0:03:10,,,,,3.10,T64-B13,WT169:S064,Larry,Brent,1,BLK:19 PLN:04 POS:04,MFV 08862,3.8,7/10/2014 9:39,7/10/2014 9:54,0:14:35,"3/16""",,,0.00,3.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 08862,BLK:19 PLN:04 POS:04,245.00,
T64-B09,WT-164:S044,daniel,jason,10,BLK:19 PLN:04 POS:05,MFV 08549,194.6,11/4/2013 8:29,11/4/2013 10:35,2:05:36,swap,T64-B09,WT-169:S044,50.9,245.50,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:04 POS:05,MFV 08549,2.2,11/13/2013 13:39,11/13/2013 13:42,0:02:57,,,,,2.20,T64-B13,WT169:S064,Larry,Cole,1,BLK:19 PLN:04 POS:05,MFV 08549,4.2,7/9/2014 15:39,7/9/2014 15:59,0:20:06,"1 1/2""",,,0.00,4.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 08549,BLK:19 PLN:04 POS:05,251.90,
T64-B09,WT-169:S044,daniel,jason,10,BLK:19 PLN:04 POS:06,MFV 09060,244.5,11/4/2013 13:27,11/4/2013 15:25,1:57:41,,,,,244.50,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:04 POS:06,MFV 09060,5.2,11/13/2013 12:29,11/13/2013 12:35,0:06:17,,,,,5.20,T64-B13,WT169:S064,Larry,John,1,BLK:19 PLN:04 POS:06,MFV 09060,1.9,7/9/2014 9:09,7/9/2014 9:17,0:07:53,1/2',,,0.00,1.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,31,MFV 09060,BLK:19 PLN:04 POS:06,251.60,
T64-B09,WT-169:S044,James,Larry,10,BLK:19 PLN:04 POS:07,MFV 09058,37.6,11/4/2013 17:42,11/4/2013 20:00,2:17:54,swap,T64-B09,WT-166:S048,200.4,238.00,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:04 POS:07,MFV 09058,3.4,11/13/2013 10:46,11/13/2013 10:51,0:04:52,,,,,3.40,T64-B13,WT163:S066,Larry,Brent,1,BLK:19 PLN:04 POS:07,MFV 09058,4,7/8/2014 16:03,7/8/2014 16:19,0:16:15,"1""",,,0.00,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,32,MFV 09058,BLK:19 PLN:04 POS:07,245.40,
T64-B09,WT-166:S048,James,Larry,10,BLK:19 PLN:04 POS:08,MFV 09066,243.6,11/4/2013 22:02,11/4/2013 23:58,1:55:47,,,,,243.60,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:04 POS:08,MFV 09066,5.2,11/13/2013 9:43,11/13/2013 9:50,0:06:26,,,,,5.20,T64-B13,WT163:S066,Larry,Brent,,BLK:19 PLN:04 POS:08,MFV 09066,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 09066,BLK:19 PLN:04 POS:08,248.80,
T64-B09,WT-165:S045,James,Larry,10,BLK:19 PLN:04 POS:09,MFV 09046,247.2,11/5/2013 3:18,11/5/2013 9:28,6:09:58,,,,,247.20,T59-B09,WT-164:S046,wood,james,7,BLK:19 PLN:04 POS:09,MFV 09046,1.1,11/13/2013 7:54,11/13/2013 7:57,0:02:19,,,,,1.10,T64-B13,WT163:S066,Larry,Brent,,BLK:19 PLN:04 POS:09,MFV 09046,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 09046,BLK:19 PLN:04 POS:09,248.30,
T64-B09,WT-165:S045,daniel,jason,10,BLK:19 PLN:04 POS:10,MFV 09062,200.1,11/5/2013 11:35,11/5/2013 16:17,4:41:33,swap/out of oil/no tanker here,T64-B09,WT-163:S047,44.1,244.20,T59-B09,WT-164:S046,daniel,tommy,7,BLK:19 PLN:04 POS:10,MFV 09062,3.2,11/13/2013 2:50,11/13/2013 2:53,0:03:18,,,,,3.20,T64-B13,WT163:S066,Brent,Perko,1,BLK:19 PLN:04 POS:10,MFV 09062,2.1,7/7/2014 15:09,7/7/2014 15:18,0:09:32,"1/2""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 09062,BLK:19 PLN:04 POS:10,249.50,
T64-B09,WT-163:S047,wood,james,10,BLK:19 PLN:04 POS:11,MFV 09052,240.7,11/5/2013 18:51,11/5/2013 20:59,2:08:11,,,,,240.70,T59-B09,WT-164:S046,daniel,tommy,7,BLK:19 PLN:04 POS:11,MFV 09052,2,11/13/2013 2:04,11/13/2013 2:07,0:03:32,,,,,2.00,T64-B13,WT163:S066,Brent,Perko,5,BLK:19 PLN:04 POS:11,MFV 09052,3.6,7/7/2014 11:10,7/7/2014 12:07,0:56:29,"1 1/16""",,,0.00,3.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,36,MFV 09052,BLK:19 PLN:04 POS:11,246.30,
T64-B09,WT-168:S019,daniel,jason,10,BLK:19 PLN:06 POS:00,MFV 09014,244,10/31/2013 12:34,10/31/2013 14:12,1:37:12,,,,,244.00,T59-B09,WT-164:S046,daniel,gary,7,BLK:19 PLN:06 POS:00,MFV 09014,2.3,11/13/2013 20:12,11/13/2013 20:17,0:05:10,,,,,2.30,T64-B13,WT169:S064,Larry,Brent,1,BLK:19 PLN:06 POS:00,MFV 09014,2.3,7/11/2014 9:04,7/11/2014 9:14,0:09:54,"1/8""",,,0.00,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 09014,BLK:19 PLN:06 POS:00,248.60,
