Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO59-B02,WT-163-S013,daniel,jason,2,BLK:04 PLN:01 POS:00,MFV 02709,250.4,4/2/2013 0:58,4/2/2013 3:23,2:25:05,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,1,MFV 02709,BLK:04 PLN:01 POS:00,250.40
TO59-B02,WT-163-S013,daniel,jason,3,BLK:04 PLN:01 POS:02,MFV 02071,250.7,4/2/2013 0:58,4/2/2013 3:22,2:23:27,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,2,MFV 02071,BLK:04 PLN:01 POS:02,250.70
TO59-B02,WT-163-S013,daniel,jason,4,BLK:04 PLN:01 POS:04,MFV 04558,250.6,4/2/2013 0:57,4/2/2013 7:20,6:23:29,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,3,MFV 04558,BLK:04 PLN:01 POS:04,250.60
TO59-B02,WT-163-S013,daniel,jason,7,BLK:04 PLN:01 POS:06,MFV 01831,249.8,4/2/2013 0:57,4/2/2013 3:19,2:22:21,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,4,MFV 01831,BLK:04 PLN:01 POS:06,249.80
TO59-B02,WT-163-S013,daniel,jason,9,BLK:04 PLN:01 POS:08,MFV 02873,251.9,4/2/2013 0:57,4/2/2013 3:13,2:15:59,,,,,251.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,5,MFV 02873,BLK:04 PLN:01 POS:08,251.90
TO59-B02,WT-163-S013,daniel,jason,11,BLK:04 PLN:01 POS:10,MFV 04561,251.6,4/2/2013 0:57,4/2/2013 3:12,2:15:33,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,6,MFV 04561,BLK:04 PLN:01 POS:10,251.60
TO59-B02,WT-163-S013,daniel,jason,2,BLK:04 PLN:01 POS:01,MFV 02058,76.4,4/2/2013 3:24,4/2/2013 14:32,11:08:05,tanker swap,TO64-B03,WT-169:S012,178.3,254.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,7,MFV 02058,BLK:04 PLN:01 POS:01,254.70
TO59-B02,WT-163-S013,daniel,jason,3,BLK:04 PLN:01 POS:03,MFV 02692,81.8,4/2/2013 3:22,4/2/2013 14:48,11:25:49,tanker swap,TO64-B03,WT-169:S012,170.6,252.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,8,MFV 02692,BLK:04 PLN:01 POS:03,252.40
TO59-B02,WT-163-S013,daniel,jason,4,BLK:04 PLN:01 POS:05,MFV 02880,46.4,4/2/2013 7:24,4/2/2013 15:01,7:37:25,tanker swap,TO64-B03,WT-169:S012,203.9,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,9,MFV 02880,BLK:04 PLN:01 POS:05,250.30
TO59-B02,WT-163-S013,daniel,jason,7,BLK:04 PLN:01 POS:07,MFV 02063,85.5,4/2/2013 3:19,4/2/2013 14:41,11:21:54,tanker swap,TO64-B03,WT-169:S012,164.8,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,10,MFV 02063,BLK:04 PLN:01 POS:07,250.30
TO59-B02,WT-163-S013,daniel,jason,9,BLK:04 PLN:01 POS:09,MFV 02710,97.6,4/2/2013 3:14,4/2/2013 14:29,11:15:27,tanker swap,TO64-B03,WT-169:S012,153.3,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,11,MFV 02710,BLK:04 PLN:01 POS:09,250.90
TO59-B02,WT-163-S013,daniel,jason,11,BLK:04 PLN:01 POS:11,MFV 02854,102,4/2/2013 3:12,4/2/2013 14:29,11:16:26,tanker swap,TO64-B03,WT-169:S012,153,255.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,12,MFV 02854,BLK:04 PLN:01 POS:11,255.00
TO64-B03,WT-169:S012,galvin,blackmer,2,BLK:04 PLN:03 POS:00,MFV 04550,249.1,4/2/2013 14:32,4/2/2013 17:31,2:58:34,Delay due to no tanker on site.,,,,249.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,13,MFV 04550,BLK:04 PLN:03 POS:00,249.10
TO64-B03,WT-169:S012,galvin,blackmer,3,BLK:04 PLN:03 POS:02,MFV 02678,251.2,4/2/2013 14:48,4/2/2013 17:56,3:07:26,,,,,251.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,14,MFV 02678,BLK:04 PLN:03 POS:02,251.20
TO64-B03,WT-169:S012,galvin,blackmer,4,BLK:04 PLN:03 POS:04,MFV 01876,251.5,4/2/2013 15:02,4/2/2013 18:13,3:11:09,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,15,MFV 01876,BLK:04 PLN:03 POS:04,251.50
TO64-B03,WT-169:S012,galvin,blackmer,7,BLK:04 PLN:03 POS:06,MFV 01871,251.5,4/2/2013 14:42,4/2/2013 17:41,2:59:01,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,16,MFV 01871,BLK:04 PLN:03 POS:06,251.50
TO64-B03,WT-169:S012,galvin,blackmer,9,BLK:04 PLN:03 POS:08,MFV 01837,251.7,4/2/2013 14:30,4/2/2013 16:46,2:16:05,,,,,251.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,17,MFV 01837,BLK:04 PLN:03 POS:08,251.70
TO64-B03,WT-169:S012,galvin,blackmer,11,BLK:04 PLN:03 POS:10,MFV 01875,254.8,4/2/2013 14:29,4/2/2013 16:44,2:15:10,,,,,254.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,18,MFV 01875,BLK:04 PLN:03 POS:10,254.80
TO64-B03,WT-169:S012,galvin,blackmer,9,BLK:04 PLN:03 POS:09,MFV 01834,251.4,4/2/2013 16:49,4/2/2013 19:44,2:54:06,,,,,251.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,19,MFV 01834,BLK:04 PLN:03 POS:09,251.40
TO64-B03,WT-169:S012,galvin,blackmer,11,BLK:04 PLN:03 POS:11,MFV 01835,247.3,4/2/2013 16:45,4/2/2013 19:41,2:55:47,,,,,247.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,20,MFV 01835,BLK:04 PLN:03 POS:11,247.30
TO64-B03,WT-169:S012,daniel,jason,2,BLK:04 PLN:03 POS:01,MFV 01832,251.8,4/2/2013 17:36,4/2/2013 19:59,2:23:23,,,,,251.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,21,MFV 01832,BLK:04 PLN:03 POS:01,251.80
TO64-B03,WT-169:S012,daniel,jason,3,BLK:04 PLN:03 POS:03,MFV 02852,250.7,4/2/2013 17:56,4/2/2013 20:18,2:22:04,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,22,MFV 02852,BLK:04 PLN:03 POS:03,250.70
TO64-B03,WT-169:S012,daniel,jason,4,BLK:04 PLN:03 POS:05,MFV 04552,250.6,4/2/2013 18:14,4/2/2013 20:45,2:31:26,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,23,MFV 04552,BLK:04 PLN:03 POS:05,250.60
TO64-B03,WT-169:S012,daniel,jason,7,BLK:04 PLN:03 POS:07,MFV 01808,252.3,4/2/2013 17:42,4/2/2013 20:05,2:22:58,,,,,252.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,24,MFV 01808,BLK:04 PLN:03 POS:07,252.30
TO64-B03,WT-169:S012,daniel,jason,9,BLK:04 PLN:05 POS:08,MFV 02824,251.2,4/2/2013 19:44,4/2/2013 22:03,2:18:22,,,,,251.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,25,MFV 02824,BLK:04 PLN:05 POS:08,251.20
TO64-B03,WT-169:S012,daniel,jason,11,BLK:04 PLN:05 POS:10,MFV 01792,253.6,4/2/13 19:41,4/2/2013 22:01,2:20:17,,,,,253.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,26,MFV 01792,BLK:04 PLN:05 POS:10,253.60
TO64-B03,WT-169:S012,daniel,jason,2,BLK:04 PLN:05 POS:00,MFV 03822,251,4/2/2013 19:59,4/2/2013 22:22,2:23:16,,,,,251.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,27,MFV 03822,BLK:04 PLN:05 POS:00,251.00
TO64-B03,WT-169:S012,daniel,jason,3,BLK:04 PLN:05 POS:02,MFV 02752,249.6,4/2/2013 20:19,4/2/2013 22:41,2:22:51,,,,,249.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,28,MFV 02752,BLK:04 PLN:05 POS:02,249.60
TO64-B03,WT-169:S012,daniel,jason,4,BLK:04 PLN:05 POS:04,MFV 04543,249.6,4/2/2013 20:45,4/2/2013 23:18,2:33:04,,,,,249.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,29,MFV 04543,BLK:04 PLN:05 POS:04,249.60
TO64-B03,WT-169:S012,daniel,jason,7,BLK:04 PLN:05 POS:06,MFV 01787,250.7,4/2/2013 20:06,4/2/2013 22:30,2:24:24,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,30,MFV 01787,BLK:04 PLN:05 POS:06,250.70
TO64-B03,WT-169:S012,daniel,jason,9,BLK:04 PLN:05 POS:09,MFV 01793,214.2,4/2/2013 22:03,4/3/2013 1:09,3:05:49,swap,T059-B02,WT-164:S012,37.7,251.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,31,MFV 01793,BLK:04 PLN:05 POS:09,251.90
TO64-B03,WT-169:S012,daniel,jason,11,BLK:04 PLN:05 POS:11,MFV 03957,218.7,4/2/2013 22:01,4/3/2013 1:09,3:07:05,swap,T059-B02,WT-164:S012,33.5,252.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,32,MFV 03957,BLK:04 PLN:05 POS:11,252.20
TO64-B03,WT-169:S012,daniel,jason,2,BLK:04 PLN:05 POS:01,MFV 03906,174.7,4/2/2013 22:22,4/3/2013 1:27,3:04:20,swap,T059-B02,WT-164:S012,73.6,248.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,33,MFV 03906,BLK:04 PLN:05 POS:01,248.30
TO64-B03,WT-169:S012,daniel,jason,3,BLK:04 PLN:05 POS:03,MFV 01812,140.8,4/2/2013 22:41,4/3/2013 1:46,3:04:20,swap,T059-B02,WT-164:S012,110.2,251.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,34,MFV 01812,BLK:04 PLN:05 POS:03,251.00
TO64-B03,WT-169:S012,daniel,jason,4,BLK:04 PLN:05 POS:05,MFV 04545,70.8,4/2/2013 23:18,4/3/2013 2:31,3:12:59,swap,T059-B02,WT-164:S012,178.6,249.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,35,MFV 04545,BLK:04 PLN:05 POS:05,249.40
TO64-B03,WT-169:S012,daniel,jason,7,BLK:04 PLN:05 POS:07,MFV 04538,161.1,4/2/2013 22:30,4/3/2013 1:33,3:03:24,swap ,T059-B02,WT-164:S012,88.4,249.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,36,MFV 04538,BLK:04 PLN:05 POS:07,249.50
T059-B02,WT-164:S012,daniel,jason,9,BLK:04 PLN:07 POS:08,MFV 03074,251.5,4/3/2013 1:09,,,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,37,MFV 03074,BLK:04 PLN:07 POS:08,251.50
T059-B02,WT-164:S012,daniel,jason,11,BLK:04 PLN:07 POS:10,MFV 02757,254.3,4/3/2013 1:09,,,,,,,254.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,38,MFV 02757,BLK:04 PLN:07 POS:10,254.30
T059-B02,WT-164:S012,daniel,jason,2,BLK:04 PLN:07 POS:00,MFV 04525,251.6,4/3/2013 1:27,,,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,39,MFV 04525,BLK:04 PLN:07 POS:00,251.60
T059-B02,WT-164:S012,daniel,jason,3,BLK:04 PLN:07 POS:02,MFV 03888,251.5,4/3/2013 1:46,,,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,40,MFV 03888,BLK:04 PLN:07 POS:02,251.50
T059-B02,WT-164:S012,daniel,jason,4,BLK:04 PLN:07 POS:04,MFV 03818,250.7,4/3/2013 2:31,,,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,41,MFV 03818,BLK:04 PLN:07 POS:04,250.70
T059-B02,WT-164:S012,daniel,jason,7,BLK:04 PLN:07 POS:06,MFV 01818,249.6,4/3/2013 1:34,,,,,,,249.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,42,MFV 01818,BLK:04 PLN:07 POS:06,249.60
T059-B02,WT-164:S012,galvin,james,2,BLK:04 PLN:07 POS:01,MFV 03959,250.8,4/3/2013 7:09,4/3/2013 9:31,2:21:43,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,43,MFV 03959,BLK:04 PLN:07 POS:01,250.80
T059-B02,WT-164:S012,galvin,james,3,BLK:04 PLN:07 POS:03,MFV 03970,248.3,4/3/2013 7:31,4/3/2013 9:51,2:20:30,,,,,248.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,44,MFV 03970,BLK:04 PLN:07 POS:03,248.30
T059-B02,WT-164:S012,galvin,james,4,BLK:04 PLN:07 POS:05,MFV 01814,249.4,4/3/2013 8:24,4/3/2013 10:59,2:34:39,,,,,249.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,45,MFV 01814,BLK:04 PLN:07 POS:05,249.40
T059-B02,WT-164:S012,galvin,james,7,BLK:04 PLN:07 POS:07,MFV 01797,249.3,4/3/2013 7:16,4/3/2013 9:49,2:32:30,,,,,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,46,MFV 01797,BLK:04 PLN:07 POS:07,249.30
T059-B02,WT-164:S012,galvin,james,9,BLK:04 PLN:07 POS:09,MFV 02745,250.8,4/3/2013 6:56,4/3/2013 9:14,2:17:45,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,47,MFV 02745,BLK:04 PLN:07 POS:09,250.80
T059-B02,WT-164:S012,galvin,james,11,BLK:04 PLN:07 POS:11,MFV 03946,250.8, 4/3/2013 6:56: AM,4/3/2013 9:14,2:17:40,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,48,MFV 03946,BLK:04 PLN:07 POS:11,250.80
T059-B02,WT-164:S012,galvin,james,2,BLK:04 PLN:09 POS:00,MFV 04536,252.5,4/3/2013 9:31,4/3/2013 11:54,2:22:42,,,,,252.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,49,MFV 04536,BLK:04 PLN:09 POS:00,252.50
T059-B02,WT-164:S012,galvin,james,3,BLK:04 PLN:09 POS:02,MFV 03901,249.1,4/3/2013 9:53,4/3/2013 12:15,2:21:50,,,,,249.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,50,MFV 03901,BLK:04 PLN:09 POS:02,249.10
T059-B02,WT-164:S012,galvin,james,4,BLK:04 PLN:09 POS:04,MFV 01766,250.9,4/3/2013 11:00,4/3/2013 13:33,2:33:02,,,,,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,51,MFV 01766,BLK:04 PLN:09 POS:04,250.90
T059-B02,WT-164:S012,galvin,james,7,BLK:04 PLN:09 POS:06,MFV 01776,249.9,4/3/2013 9:50,4/3/2013 12:11,2:21:33,,,,,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,52,MFV 01776,BLK:04 PLN:09 POS:06,249.90
T059-B02,WT-164:S012,galvin,james,9,BLK:04 PLN:09 POS:08,MFV 01783,251.1,4/3/2013 9:14,4/3/2013 11:33,2:18:54,,,,,251.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,53,MFV 01783,BLK:04 PLN:09 POS:08,251.10
T059-B02,WT-164:S012,galvin,james,11,BLK:04 PLN:09 POS:10,MFV 02825,250.4,4/3/2013 9:13,4/3/2013 11:31,2:17:24,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,54,MFV 02825,BLK:04 PLN:09 POS:10,250.40
T059-B02,WT-164:S012,galvin,james,2,BLK:04 PLN:09 POS:01,MFV 03859,252.2,4/3/2013 11:54,4/3/2013 14:17,2:22:26,,,,,252.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,55,MFV 03859,BLK:04 PLN:09 POS:01,252.20
T059-B02,WT-164:S012,galvin,james,3,BLK:04 PLN:09 POS:03,MFV 01765,233.2,4/3/2013 12:15,4/3/2013 15:53,3:38:25,"swap, Cold oil",T59-B02,WT-166-S014,17.3,250.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,56,MFV 01765,BLK:04 PLN:09 POS:03,250.50
T059-B02,WT-164:S012,galvin,james,4,BLK:04 PLN:09 POS:05,MFV 01773,87.6,4/3/2013 13:33,4/3/2013 17:24,3:50:32,"swap, Cold oil",T59-B02,WT-166-S014,165.2,252.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,57,MFV 01773,BLK:04 PLN:09 POS:05,252.80
T059-B02,WT-164:S012,galvin,james,7,BLK:04 PLN:09 POS:07,MFV 01784,237.3,4/3/2013 12:12,4/3/2013 15:51,3:38:49,"swap, Cold oil",T59-B02,WT-166-S014,11.9,249.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,58,MFV 01784,BLK:04 PLN:09 POS:07,249.20
T059-B02,WT-164:S012,galvin,james,9,BLK:04 PLN:09 POS:09,MFV 04532,249.1,4/3/2013 11:34,4/3/2013 13:53,2:19:26,,,,,249.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,59,MFV 04532,BLK:04 PLN:09 POS:09,249.10
T059-B02,WT-164:S012,galvin,james,11,BLK:04 PLN:09 POS:11,MFV 04534,252.8,4/3/2013 11:31,4/3/2013 13:49,2:18:03,,,,,252.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,60,MFV 04534,BLK:04 PLN:09 POS:11,252.80
T059-B02,WT-164:S012,galvin,james,2,BLK:04 PLN:11 POS:00,MFV 01596,14.9,4/3/2013 14:18,4/3/2013 17:56,3:37:56,"swap, Cold oil",T59-B02,WT-166-S014,235.2,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,61,MFV 01596,BLK:04 PLN:11 POS:00,250.10
T59-B02,WT-166:S014,galvin,james,3,BLK:04 PLN:11 POS:02,MFV 04548,249.4,4/3/2013 15:54,4/3/2013 18:15,2:21:28,,,,,249.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,62,MFV 04548,BLK:04 PLN:11 POS:02,249.40
T59-B02,WT-166:S014,galvin,james,7,BLK:04 PLN:11 POS:06,MFV 02821,250.2,4/3/2013 15:52,4/3/2013 18:14,2:22:10,,,,,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,63,MFV 02821,BLK:04 PLN:11 POS:06,250.20
T059-B02,WT-164:S012,galvin,james,9,BLK:04 PLN:11 POS:08,MFV 01803,59.6,4/3/2013 13:54,4/3/2013 17:30,3:36:17,"swap, Cold oil",T59-B02,WT-166-S014,191.8,251.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,64,MFV 01803,BLK:04 PLN:11 POS:08,251.40
