Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
T59-B07,WT-165:S036,daniel,jason,12,BLK:15 PLN:00 POS:06,MFV 07666,25.4,9/11/2013 12:23,9/11/2013 14:35,2:11:13,swap,T59-B07,WT-168:S012,221.3,246.70,T59-B07,WT-116:S039,jason,tommy,1,BLK:15 PLN:00 POS:06,MFV 07666,0.8,9/20/2013 1:40,9/20/2013 1:43,0:03:56,,,,,0.80,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:00 POS:06,MFV 07666,4.4,6/26/2014 13:36,6/26/2014 13:54,0:17:50,"2 1/8""",,,0.00,4.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,7,MFV 07666,BLK:15 PLN:00 POS:06,251.90,
T59-B07,WT-168:S012,daniel,jason,12,BLK:15 PLN:00 POS:07,MFV 07661,248,9/11/2013 16:37,9/11/2013 18:55,2:17:51,,,,,248.00,T59-B07,WT-116:S039,jason,tommy,1,BLK:15 PLN:00 POS:07,MFV 07661,0.6,9/20/2013 0:28,9/20/2013 0:29,0:00:43,,,,,0.60,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:00 POS:07,MFV 07661,3.8,6/26/2014 10:49,6/26/2014 11:06,0:16:21,"2""",,,0.00,3.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,8,MFV 07661,BLK:15 PLN:00 POS:07,252.40,
T59-B07,WT-169:S036,james,wood,12,BLK:15 PLN:00 POS:08,MFV 07653,246.9,9/11/2013 21:15,9/11/2013 23:17,2:02:14,,,,,246.90,T59-B07,WT-116:S039,jason,tommy,1,BLK:15 PLN:00 POS:08,MFV 07653,1.1,9/19/2013 23:33,9/19/2013 23:37,0:03:49,,,,,1.10,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:00 POS:08,MFV 07653,4,6/26/2014 8:09,6/26/2014 8:29,0:20:32,"1/4""",,,0.00,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,9,MFV 07653,BLK:15 PLN:00 POS:08,252.00,
T59-B07,WT-169:S036,james,wood,12,BLK:15 PLN:00 POS:09,MFV 07654,170.7,9/12/2013 2:20,9/12/2013 8:10,5:50:11,swap,T59-B07,WT-116:S038,79,249.70,T59-B07,WT-116:S039,jason,tommy,11,BLK:15 PLN:00 POS:09,MFV 07654,3.6,9/19/2013 20:35,9/19/2013 20:42,0:06:43,,,,,3.60,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:00 POS:09,MFV 07654,2.1,6/25/2014 15:00,6/25/2014 15:10,0:09:43,"3/4""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,10,MFV 07654,BLK:15 PLN:00 POS:09,255.40,
T59-B07,WT-116:S038,daniel,jason,12,BLK:15 PLN:00 POS:10,MFV 07647,247.4,9/12/2013 10:33,9/12/2013 12:44,2:11:17,,,,,247.40,T59-B07,WT-116:S039,jason,tommy,11,BLK:15 PLN:00 POS:10,MFV 07647,5.4,9/19/2013 19:30,9/19/2013 19:36,0:05:56,,,,,5.40,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:00 POS:10,MFV 07647,3.1,6/25/2014 11:17,6/25/2014 11:30,0:12:51,"1/8""",,,0.00,3.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,11,MFV 07647,BLK:15 PLN:00 POS:10,255.90,
T59-B07,WT-166:S039,daniel,jason,12,BLK:15 PLN:00 POS:11,MFV 07652,244.8,9/12/2013 15:07,9/12/2013 17:34,2:26:31,,,,,244.80,T59-B07,WT-116:S039,jason,tommy,11,BLK:15 PLN:00 POS:11,MFV 07652,4.4,9/19/2013 17:57,9/19/2013 18:06,0:08:56,,,,,4.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,12,MFV 07652,BLK:15 PLN:00 POS:11,249.20,
T64-B07,WT-166:S038,wood,james,12,BLK:15 PLN:02 POS:00,MFV 07626,247.6,9/10/2013 2:49,9/10/2013 8:25,5:35:51,,,,,247.60,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:02 POS:00,MFV 07626,2.2,9/23/2013 7:45,9/23/2013 7:50,0:04:21,,,,,2.20,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:02 POS:00,MFV 07626,0.5,6/24/2014 10:41,6/24/2014 10:48,0:06:59,"1/4""",,,0.00,0.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,13,MFV 07626,BLK:15 PLN:02 POS:00,250.30,
T64-B07,WT-166:S038,daniel,jason,12,BLK:15 PLN:02 POS:01,MFV 07580,247.4,9/10/2013 10:12,9/10/2013 12:22,2:10:18,,,,,247.40,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:02 POS:01,MFV 07580,1.1,9/20/2013 16:23,9/20/2013 16:25,0:01:42,,,,,1.10,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:02 POS:01,MFV 07580,1.7,6/24/2014 12:42,6/24/2014 12:50,0:07:51,"1 1/8""",,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,14,MFV 07580,BLK:15 PLN:02 POS:01,250.20,
T64-B07,WT-164:S036,daniel,jason,12,BLK:15 PLN:02 POS:02,MFV 07659,247.5,9/10/2013 15:20,9/10/2013 17:23,2:03:10,,,,,247.50,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:02 POS:02,MFV 07659,3.3,9/20/2013 14:15,9/20/2013 14:21,0:05:35,,,,,3.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,15,MFV 07659,BLK:15 PLN:02 POS:02,250.80,
T64-B07,WT-164:S036,wood,james,12,BLK:15 PLN:02 POS:03,MFV 07630,65.1,9/10/2013 19:11,9/10/2013 21:15,2:04:08,swap,T59-B07,WT-163:S037,179.7,244.80,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:02 POS:03,MFV 07630,5,9/20/2013 12:48,9/20/2013 12:57,0:08:36,,,,,5.00,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:02 POS:03,MFV 07630,0.5,6/27/2014 9:47,6/27/2014 9:51,0:04:21,"7/16""",,,0.00,0.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,16,MFV 07630,BLK:15 PLN:02 POS:03,250.30,
T59-B07,WT-163:S037,wood,james,12,BLK:15 PLN:02 POS:04,MFV 07627,247,9/10/2013 23:15,9/11/2013 1:08,1:52:57,,,,,247.00,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:02 POS:04,MFV 07627,3.4,9/20/2013 10:25,9/20/2013 10:31,0:06:38,,,,,3.40,T64-B13,WT163:S066,Larry,Brent,,BLK:15 PLN:02 POS:04,MFV 07627,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,17,MFV 07627,BLK:15 PLN:02 POS:04,250.40,
T59-B07,WT-165:S036,wood,james,12,BLK:15 PLN:02 POS:05,MFV 07585,247,9/11/2013 3:14,9/11/2013 8:30,5:16:13,,,,,247.00,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:02 POS:05,MFV 07585,3.5,9/20/2013 9:08,9/20/2013 9:15,0:06:43,,,,,3.50,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:02 POS:05,MFV 07585,1.4,6/26/2014 15:39,6/26/2014 15:48,0:09:00,"1/2""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,18,MFV 07585,BLK:15 PLN:02 POS:05,251.90,
T59-B07,WT-165:S036,daniel,jason,12,BLK:15 PLN:02 POS:06,MFV 07601,246.8,9/11/2013 10:45,9/11/2013 12:23,1:38:03,,,,,246.80,T59-B07,WT-116:S039,jason,tommy,1,BLK:15 PLN:02 POS:06,MFV 07601,1.9,9/20/2013 1:44,9/20/2013 1:50,0:06:18,,,,,1.90,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:02 POS:06,MFV 07601,3,6/26/2014 13:22,6/26/2014 13:35,0:13:33,"1 7/8""",,,0.00,3.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,19,MFV 07601,BLK:15 PLN:02 POS:06,251.70,
T59-B07,WT-168:S012,daniel,jason,12,BLK:15 PLN:02 POS:07,MFV 07597,246.1,9/11/2013 14:35,9/11/2013 16:36,2:01:33,,,,,246.10,T59-B07,WT-116:S039,jason,tommy,1,BLK:15 PLN:02 POS:07,MFV 07597,2.9,9/20/2013 0:29,9/20/2013 0:33,0:04:28,,,,,2.90,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:02 POS:07,MFV 07597,2.4,6/26/2014 10:39,6/26/2014 10:48,0:09:19,"1""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,20,MFV 07597,BLK:15 PLN:02 POS:07,251.40,
T59-B07,WT-168:S012,james,wood,12,BLK:15 PLN:02 POS:08,MFV 07583,99.1,9/11/2013 18:55,9/11/2013 21:15,2:20:15,swap,T59-B07,WT-169:S036,147.1,246.20,T59-B07,WT-116:S039,jason,tommy,1,BLK:15 PLN:02 POS:08,MFV 07583,2.6,9/19/2013 23:37,9/19/2013 23:42,0:04:35,,,,,2.60,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:02 POS:08,MFV 07583,2.2,6/26/2014 7:57,6/26/2014 8:08,0:11:10,"1 7/16""",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,21,MFV 07583,BLK:15 PLN:02 POS:08,251.00,
T59-B07,WT-169:S036,james,wood,12,BLK:15 PLN:02 POS:09,MFV 07609,246.4,9/12/2013 0:14,9/12/2013 2:20,2:06:06,,,,,246.40,T59-B07,WT-116:S039,jason,tommy,11,BLK:15 PLN:02 POS:09,MFV 07609,1.6,9/19/2013 20:42,9/19/2013 20:50,0:07:49,,,,,1.60,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:02 POS:09,MFV 07609,3.6,6/25/2014 14:16,6/25/2014 14:30,0:14:29,"2""",,,0.00,3.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,22,MFV 07609,BLK:15 PLN:02 POS:09,251.60,
T59-B07,WT-116:S038,daniel,jason,12,BLK:15 PLN:02 POS:10,MFV 07618,249.5,9/12/2013 8:10,9/12/2013 10:32,2:22:05,,,,,249.50,T59-B07,WT-116:S039,jason,tommy,11,BLK:15 PLN:02 POS:10,MFV 07618,0,,,,took cap off poured out checked with dipstick(good),,,,0.00,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:02 POS:10,MFV 07618,5.3,6/25/2014 10:56,6/25/2014 11:16,0:20:53,"3 1/2""",,,0.00,5.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,23,MFV 07618,BLK:15 PLN:02 POS:10,254.80,
T59-B07,WT-116:S038,daniel,jason,12,BLK:15 PLN:02 POS:11,MFV 07620,224.1,9/12/2013 12:44,9/12/2013 15:07,2:22:49,swap,T59-B07,WT-166:S039,22.1,246.20,T59-B07,WT-116:S039,jason,tommy,11,BLK:15 PLN:02 POS:11,MFV 07620,3.9,9/19/2013 18:06,9/19/2013 18:15,0:08:37,,,,,3.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,24,MFV 07620,BLK:15 PLN:02 POS:11,250.10,
T64-B07,WT-166:S038,daniel,jason,11,BLK:15 PLN:04 POS:00,MFV 07598,247.7,9/10/2013 8:27,9/10/2013 10:18,1:50:31,,,,,247.70,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:04 POS:00,MFV 07598,3.9,9/23/2013 7:50,9/23/2013 7:58,0:08:31,,,,,3.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,25,MFV 07598,BLK:15 PLN:04 POS:00,251.60,
T64-B07,WT-166:S038,daniel,jason,11,BLK:15 PLN:04 POS:01,MFV 07491,7.3,9/10/2013 12:04,9/10/2013 14:06,2:01:46,swap,T64-B07,WT-164:S036,236.8,244.10,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:04 POS:01,MFV 07491,1,9/20/2013 16:25,9/20/2013 16:27,0:01:38,,,,,1.00,T64-B13,WT163:S066,Larry,Brent,,BLK:15 PLN:04 POS:01,MFV 07491,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,26,MFV 07491,BLK:15 PLN:04 POS:01,245.10,
T64-B07,WT-164:S036,wood,james,11,BLK:15 PLN:04 POS:02,MFV 07501,246.9,9/10/2013 17:21,9/10/2013 19:07,1:45:47,,,,,246.90,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:04 POS:02,MFV 07501,4.1,9/20/2013 14:21,9/20/2013 14:27,0:06:09,,,,,4.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 07501,BLK:15 PLN:04 POS:02,251.00,
T59-B07,WT-163:S037,wood,james,11,BLK:15 PLN:04 POS:03,MFV 07628,249.2,9/10/2013 21:12,9/10/2013 23:13,2:00:27,,,,,249.20,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:04 POS:03,MFV 07628,3.4,9/20/2013 12:57,9/20/2013 13:03,0:06:05,,,,,3.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 07628,BLK:15 PLN:04 POS:03,252.60,
T59-B07,WT-165:S036,wood,james,11,BLK:15 PLN:04 POS:04,MFV 07613,76.5,9/11/2013 1:06,9/11/2013 3:10,2:04:06,swap,T59-B07,WT-165:S036,167,243.50,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:04 POS:04,MFV 07613,5.4,9/20/2013 10:31,9/20/2013 10:42,0:10:42,,,,,5.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 07613,BLK:15 PLN:04 POS:04,248.90,
T59-B07,WT-165:S036,daniel,jason,11,BLK:15 PLN:04 POS:05,MFV 07588,249,9/11/2013 8:30,9/11/2013 10:24,1:53:11,,,,,249.00,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:04 POS:05,MFV 07588,1.9,9/20/2013 9:15,9/20/2013 9:19,0:04:07,,,,,1.90,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:04 POS:05,MFV 07588,0.8,6/26/2014 15:32,6/26/2014 15:38,0:06:05,"1/4""",,,0.00,0.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 07588,BLK:15 PLN:04 POS:05,251.70,
T59-B07,WT-165:S036,daniel,jason,11,BLK:15 PLN:04 POS:06,MFV 07617,17.8,9/11/2013 12:28,9/11/2013 14:33,2:05:05,swap,T59-B07,WT-168:S012,227.4,245.20,T59-B07,WT-116:S039,jason,tommy,1,BLK:15 PLN:04 POS:06,MFV 07617,3.6,9/20/2013 1:50,9/20/2013 1:56,0:05:22,,,,,3.60,T64-B13,WT163:S066,Larry,Brent,,BLK:15 PLN:04 POS:06,MFV 07617,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,31,MFV 07617,BLK:15 PLN:04 POS:06,248.80,
T59-B07,WT-168:S012,daniel,jason,11,BLK:15 PLN:04 POS:07,MFV 07615,247.6,9/11/2013 16:37,9/11/2013 18:51,2:13:45,,,,,247.60,T59-B07,WT-116:S039,jason,tommy,1,BLK:15 PLN:04 POS:07,MFV 07615,2.8,9/20/2013 0:33,9/20/2013 0:38,0:05:04,,,,,2.80,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:04 POS:07,MFV 07615,1.7,6/26/2014 10:30,6/26/2014 10:38,0:07:24,"1/2""",,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,32,MFV 07615,BLK:15 PLN:04 POS:07,252.10,
T59-B07,WT-169:S036,james,wood,11,BLK:15 PLN:04 POS:08,MFV 07434,244,9/11/2013 21:08,9/11/2013 23:05,1:57:19,,,,,244.00,T59-B07,WT-116:S039,jason,tommy,1,BLK:15 PLN:04 POS:08,MFV 07434,2.5,9/19/2013 23:42,9/19/2013 23:47,0:05:34,,,,,2.50,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:04 POS:08,MFV 07434,2.1,6/26/2014 7:46,6/26/2014 7:56,0:09:54,"3 1/8""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 07434,BLK:15 PLN:04 POS:08,248.60,
T59-B07,WT-169:S036,james,wood,11,BLK:15 PLN:04 POS:09,MFV 07534,173.5,9/12/2013 2:20,9/12/2013 8:07,5:47:09,swap,T59-B07,WT-116:S038,74.1,247.60,T59-B07,WT-116:S039,jason,tommy,11,BLK:15 PLN:04 POS:09,MFV 07534,2.9,9/19/2013 20:50,9/19/2013 20:54,0:04:07,,,,,2.90,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:04 POS:09,MFV 07534,1.4,6/25/2014 14:06,6/25/2014 14:14,0:08:00,"5/8""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 07534,BLK:15 PLN:04 POS:09,251.90,
T59-B07,WT-116:S038,daniel,jason,11,BLK:15 PLN:04 POS:10,MFV 07636,249,9/12/2013 10:18,9/12/2013 12:25,2:06:26,,,,,249.00,T59-B07,WT-116:S039,jason,tommy,11,BLK:15 PLN:04 POS:10,MFV 07636,0.5,9/19/2013 19:38,9/19/2013 19:39,0:01:51,,,,,0.50,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:04 POS:10,MFV 07636,3.3,6/25/2014 10:41,6/25/2014 10:55,0:13:25,"3/16""",,,0.00,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 07636,BLK:15 PLN:04 POS:10,252.80,
T59-B07,WT-116:S038,daniel,jason,11,BLK:15 PLN:04 POS:11,MFV 07595,12.4,9/12/2013 14:38,9/12/2013 17:10,2:32:02,swap,T59-B07,WT-166:S039,217.4,229.80,T59-B07,WT-116:S039,jason,tommy,11,BLK:15 PLN:04 POS:11,MFV 07595,4.3,9/19/2013 18:15,9/19/2013 18:21,0:06:34,,,,,4.30,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:04 POS:11,MFV 07595,5,6/25/2014 7:31,6/25/2014 7:57,0:26:15,"1 3/4""",,,0.00,5.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,36,MFV 07595,BLK:15 PLN:04 POS:11,239.10,
T64-B07,WT-166:S038,wood,james,11,BLK:15 PLN:06 POS:00,MFV 07577,247.7,9/10/2013 2:49,9/10/2013 8:27,5:37:32,,,,,247.70,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:06 POS:00,MFV 07577,5.4,9/23/2013 7:58,9/23/2013 8:09,0:10:46,,,,,5.40,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:06 POS:00,MFV 07577,0.6,6/24/2014 10:35,6/24/2014 10:40,0:05:16,"1/8""",,,0.00,0.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 07577,BLK:15 PLN:06 POS:00,253.70,
T64-B07,WT-166:S038,daniel,jason,11,BLK:15 PLN:06 POS:01,MFV 07350,246.8,9/10/2013 10:18,9/10/2013 12:04,1:45:54,,,,,246.80,T59-B07,WT-116:S039,wood,james,1,BLK:15 PLN:06 POS:01,MFV 07350,4.4,9/20/2013 16:27,9/20/2013 16:35,0:07:41,,,,,4.40,T64-B13,WT163:S066,Larry,Brent,1,BLK:15 PLN:06 POS:01,MFV 07350,5.6,6/24/2014 12:18,6/24/2014 12:41,0:22:52,"3""",,,0.00,5.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,38,MFV 07350,BLK:15 PLN:06 POS:01,256.80,
