Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B07,WT-166:S039,wood,james,10,BLK:15 PLN:01 POS:06,MFV 07690,248.3,9/12/2013 18:43,9/12/2013 20:58,2:15:06,,,,,248.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,7,MFV 07690,BLK:15 PLN:01 POS:06,248.30
T59-B07,WT-166:S039,wood,james,10,BLK:15 PLN:01 POS:07,MFV 07689,249.5,9/12/2013 20:58,9/12/2013 23:16,2:17:47,,,,,249.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,8,MFV 07689,BLK:15 PLN:01 POS:07,249.50
T59-B07,WT-166:S039,wood,james,11,BLK:15 PLN:01 POS:08,MFV 07625,249.8,9/12/2013 18:44,9/12/2013 20:59,2:15:07,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,9,MFV 07625,BLK:15 PLN:01 POS:08,249.80
T59-B07,WT-166:S039,wood,james,11,BLK:15 PLN:01 POS:09,MFV 07606,250,9/12/2013 20:59,9/12/2013 23:15,2:16:19,,,,,250.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,10,MFV 07606,BLK:15 PLN:01 POS:09,250.00
T59-B07,WT-166:S039,wood,james,12,BLK:15 PLN:01 POS:10,MFV 07639,252.1,9/12/2013 18:44,9/12/2013 21:05,2:20:42,,,,,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,11,MFV 07639,BLK:15 PLN:01 POS:10,252.10
T59-B07,WT-166:S039,wood,james,12,BLK:15 PLN:01 POS:11,MFV 07610,249.9,9/12/2013 21:05,9/12/2013 23:26,2:21:12,,,,,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,12,MFV 07610,BLK:15 PLN:01 POS:11,249.90
T59-B07,WT-166:S039,wood,james,1,BLK:15 PLN:03 POS:00,MFV 07591,250.1,9/12/2013 23:28,9/13/2013 1:48,2:20:12,,,,,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,13,MFV 07591,BLK:15 PLN:03 POS:00,250.10
T59-B07,WT-166:S039,wood,james,1,BLK:15 PLN:03 POS:01,MFV 07604,1.9,9/13/2013 1:48,,,swap,T59-B07,WT-164:S037,249,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,14,MFV 07604,BLK:15 PLN:03 POS:01,250.90
T59-B07,WT-166:S039,wood,james,4,BLK:15 PLN:03 POS:02,MFV 07643,251.9,9/12/2013 23:24,9/13/2013 1:46,2:21:56,,,,,251.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,15,MFV 07643,BLK:15 PLN:03 POS:02,251.90
T59-B07,WT-166:S039,wood,james,4,BLK:15 PLN:03 POS:03,MFV 07650,6.9,9/13/2013 1:46,,,swap,T59-B07,WT-164:S037,245,251.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,16,MFV 07650,BLK:15 PLN:03 POS:03,251.90
T59-B07,WT-166:S039,wood,james,6,BLK:15 PLN:03 POS:04,MFV 07619,250.3,9/12/2013 23:20,9/13/2013 1:40,2:20:04,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,17,MFV 07619,BLK:15 PLN:03 POS:04,250.30
T59-B07,WT-166:S039,wood,james,6,BLK:15 PLN:03 POS:05,MFV 07621,16.8,9/13/2013 1:40,,,swap,T59-B07,WT-164:S037,234,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,18,MFV 07621,BLK:15 PLN:03 POS:05,250.80
T59-B07,WT-166:S039,wood,james,10,BLK:15 PLN:03 POS:06,MFV 07611,250.1,9/12/2013 23:16,9/13/2013 1:36,2:19:24,,,,,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,19,MFV 07611,BLK:15 PLN:03 POS:06,250.10
T59-B07,WT-166:S039,wood,james,10,BLK:15 PLN:03 POS:07,MFV 07614,20.4,9/13/2013 1:36,,,swap,T59-B07,WT-164:S037,230.3,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,20,MFV 07614,BLK:15 PLN:03 POS:07,250.70
T59-B07,WT-166:S039,wood,james,11,BLK:15 PLN:03 POS:08,MFV 07644,251.6,9/12/2013 23:15,9/13/2013 1:33,2:17:47,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,21,MFV 07644,BLK:15 PLN:03 POS:08,251.60
T59-B07,WT-166:S039,wood,james,11,BLK:15 PLN:03 POS:09,MFV 07633,26,9/13/2013 1:33,,,swap,T59-B07,WT-164:S037,225.6,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,22,MFV 07633,BLK:15 PLN:03 POS:09,251.60
T59-B07,WT-166:S039,wood,james,12,BLK:15 PLN:03 POS:10,MFV 07646,250.6,9/12/2013 23:26,9/13/2013 1:48,2:21:35,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,23,MFV 07646,BLK:15 PLN:03 POS:10,250.60
T59-B07,WT-166:S039,wood,james,12,BLK:15 PLN:03 POS:11,MFV 07526,3.8,9/13/2013 1:48,,,swap,T59-B07,wT-164:S037,247.3,251.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,24,MFV 07526,BLK:15 PLN:03 POS:11,251.10
T59-B07,WT-164:S037,galvin,blackmer,1,BLK:15 PLN:05 POS:00,MFV 07578,249.8,9/16/2013 8:44,9/16/2013 11:07,2:23:21,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,25,MFV 07578,BLK:15 PLN:05 POS:00,249.80
T59-B07,WT-164:S037,galvin,blackmer,1,BLK:15 PLN:05 POS:01,MFV 07584,250.2,9/16/2013 11:08,9/16/2013 13:29,2:20:50,,,,,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,26,MFV 07584,BLK:15 PLN:05 POS:01,250.20
T59-B07,WT-164:S037,galvin,blackmer,4,BLK:15 PLN:05 POS:02,MFV 07638,252.1,9/16/2013 8:43,9/16/2013 11:05,2:22:21,,,,,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 07638,BLK:15 PLN:05 POS:02,252.10
T59-B07,WT-164:S037,galvin,blackmer,4,BLK:15 PLN:05 POS:03,MFV 07512,250.3,9/16/2013 11:06,9/16/2013 13:26,2:20:17,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 07512,BLK:15 PLN:05 POS:03,250.30
T59-B07,WT-164:S037,galvin,blackmer,6,BLK:15 PLN:05 POS:04,MFV 07608,253.2,9/16/2013 8:35,9/16/2013 10:56,2:21:00,,,,,253.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 07608,BLK:15 PLN:05 POS:04,253.20
T59-B07,WT-164:S037,galvin,blackmer,6,BLK:15 PLN:05 POS:05,MFV 07634,252.4,9/16/2013 10:57,9/16/2013 13:17,2:20:28,,,,,252.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 07634,BLK:15 PLN:05 POS:05,252.40
T59-B07,WT-164:S037,galvin,blackmer,10,BLK:15 PLN:05 POS:06,MFV 07543,249.9,9/16/2013 8:34,9/16/2013 10:54,2:20:46,,,,,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,31,MFV 07543,BLK:15 PLN:05 POS:06,249.90
T59-B07,WT-164:S037,galvin,blackmer,10,BLK:15 PLN:05 POS:07,MFV 07631,251.5,9/16/2013 10:55,9/16/2013 13:16,2:21:20,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,32,MFV 07631,BLK:15 PLN:05 POS:07,251.50
T59-B07,WT-164:S037,galvin,blackmer,11,BLK:15 PLN:05 POS:08,MFV 07629,252.1,9/16/2013 8:31,9/16/2013 10:52,2:20:18,,,,,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 07629,BLK:15 PLN:05 POS:08,252.10
T59-B07,WT-164:S037,galvin,blackmer,11,BLK:15 PLN:05 POS:09,MFV 07632,250.4,9/16/2013 10:52,9/16/2013 13:10,2:17:51,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 07632,BLK:15 PLN:05 POS:09,250.40
T59-B07,wT-164:S037,galvin,blackmer,12,BLK:15 PLN:05 POS:10,MFV 07635,252.1,9/16/2013 8:45,9/16/2013 11:09,2:23:43,,,,,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 07635,BLK:15 PLN:05 POS:10,252.10
T59-B07,wT-164:S037,galvin,blackmer,12,BLK:15 PLN:05 POS:11,MFV 07612,252.8,9/16/2013 11:10,9/16/2013 13:32,2:22:08,,,,,252.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,36,MFV 07612,BLK:15 PLN:05 POS:11,252.80
T59-B07,WT-164:S037,galvin,blackmer,1,BLK:15 PLN:07 POS:00,MFV 07562,250.4,9/16/2013 13:29,9/16/2013 15:49,2:19:42,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 07562,BLK:15 PLN:07 POS:00,250.40
T59-B07,WT-164:S037,galvin,blackmer,1,BLK:15 PLN:07 POS:01,MFV 07541,84.1,9/16/2013 15:49,9/16/2013 18:37,2:47:59,swap,T59-B07,WT-163:S038,166.6,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,38,MFV 07541,BLK:15 PLN:07 POS:01,250.70
T59-B07,WT-164:S037,galvin,blackmer,4,BLK:15 PLN:07 POS:02,MFV 07548,251.4,9/16/2013 13:26,9/16/2013 15:52,2:26:07,,,,,251.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,39,MFV 07548,BLK:15 PLN:07 POS:02,251.40
T59-B07,WT-164:S037,galvin,blackmer,5,BLK:15 PLN:07 POS:03,MFV 07594,70.1,9/16/2013 15:56,9/16/2013 18:44,2:47:35,swap,T59-B07,WT-163:S038,180.3,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,40,MFV 07594,BLK:15 PLN:07 POS:03,250.40
T59-B07,WT-164:S037,galvin,blackmer,6,BLK:15 PLN:07 POS:04,MFV 07589,251.1,9/16/2013 13:18,9/16/2013 15:39,2:21:41,,,,,251.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,41,MFV 07589,BLK:15 PLN:07 POS:04,251.10
T59-B07,WT-164:S037,galvin,blackmer,6,BLK:15 PLN:07 POS:05,MFV 07582,99.6,9/16/2013 15:40,9/16/2013 18:29,2:48:41,swap,T59-B07,WT-163:S038,151.1,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,42,MFV 07582,BLK:15 PLN:07 POS:05,250.70
T59-B07,WT-164:S037,galvin,blackmer,10,BLK:15 PLN:07 POS:06,MFV 07581,252.2,9/16/2013 13:17,9/16/2013 15:37,2:20:25,,,,,252.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,43,MFV 07581,BLK:15 PLN:07 POS:06,252.20
T59-B07,WT-164:S037,galvin,blackmer,10,BLK:15 PLN:07 POS:07,MFV 07571,103.3,9/16/2013 15:37,9/16/2013 18:26,2:49:26,swap,T59-B07,WT-163:S038,146.9,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,44,MFV 07571,BLK:15 PLN:07 POS:07,250.20
T59-B07,WT-164:S037,galvin,blackmer,11,BLK:15 PLN:07 POS:08,MFV 07213,251.5,9/16/2013 13:10,9/16/2013 15:28,2:18:07,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,45,MFV 07213,BLK:15 PLN:07 POS:08,251.50
T59-B07,WT-164:S037,galvin,blackmer,11,BLK:15 PLN:07 POS:09,MFV 07545,122.4,9/16/2013 15:29,9/16/2013 18:14,2:44:35,swap,T59-B07,WT-163:S038,128.5,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,46,MFV 07545,BLK:15 PLN:07 POS:09,250.90
T59-B07,wT-164:S037,galvin,blackmer,12,BLK:15 PLN:07 POS:10,MFV 07553,252.5,9/16/2013 13:33,9/16/2013 15:57,2:24:31,,,,,252.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,47,MFV 07553,BLK:15 PLN:07 POS:10,252.50
T59-B07,wT-164:S037,galvin,blackmer,12,BLK:15 PLN:07 POS:11,MFV 03988,66.3,9/16/2013 15:57,9/16/2013 18:49,2:51:24,swap,T59-B07,WT-163:S038,185.8,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,48,MFV 03988,BLK:15 PLN:07 POS:11,252.10
T59-B07,WT-163:S038,daniel,jason,1,BLK:15 PLN:09 POS:00,MFV 07549,250,9/16/2013 18:37,9/16/2013 20:59,2:21:31,,,,,250.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,49,MFV 07549,BLK:15 PLN:09 POS:00,250.00
T59-B07,WT-163:S038,daniel,jason,1,BLK:15 PLN:09 POS:01,MFV 07311,249,9/16/2013 20:59,9/16/2013 23:20,2:21:00,,,,,249.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 07311,BLK:15 PLN:09 POS:01,249.00
T59-B07,WT-163:S038,daniel,jason,5,BLK:15 PLN:09 POS:02,MFV 07524,250.3,9/16/2013 18:44,9/16/2013 21:06,2:22:19,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,51,MFV 07524,BLK:15 PLN:09 POS:02,250.30
T59-B07,WT-163:S038,daniel,jason,5,BLK:15 PLN:09 POS:03,MFV 07565,250.3,9/16/2013 21:06,9/16/2013 23:28,2:21:43,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 07565,BLK:15 PLN:09 POS:03,250.30
T59-B07,WT-163:S038,daniel,jason,6,BLK:15 PLN:09 POS:04,MFV 07464,249.4,9/16/2013 18:29,9/16/2013 20:52,2:22:49,,,,,249.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 07464,BLK:15 PLN:09 POS:04,249.40
T59-B07,WT-163:S038,daniel,jason,6,BLK:15 PLN:09 POS:05,MFV 07544,250.2,9/16/2013 20:52,9/16/2013 23:14,2:22:27,,,,,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 07544,BLK:15 PLN:09 POS:05,250.20
T59-B07,WT-163:S038,daniel,jason,10,BLK:15 PLN:09 POS:06,MFV 07537,249.9,9/16/2013 18:26,9/16/2013 20:47,2:20:25,,,,,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 07537,BLK:15 PLN:09 POS:06,249.90
T59-B07,WT-163:S038,daniel,jason,10,BLK:15 PLN:09 POS:07,MFV 07538,249.3,9/16/2013 20:47,9/16/2013 23:07,2:20:26,,,,,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,56,MFV 07538,BLK:15 PLN:09 POS:07,249.30
T59-B07,WT-163:S038,daniel,jason,11,BLK:15 PLN:09 POS:08,MFV 07554,250.6,9/16/2013 18:14,9/16/2013 20:34,2:20:04,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,57,MFV 07554,BLK:15 PLN:09 POS:08,250.60
T59-B07,WT-163:S038,daniel,jason,11,BLK:15 PLN:09 POS:09,MFV 07507,248.5,9/16/2013 20:34,9/16/2013 22:53,2:18:24,,,,,248.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,58,MFV 07507,BLK:15 PLN:09 POS:09,248.50
T59-B07,WT-163:S038,daniel,jason,12,BLK:15 PLN:09 POS:10,MFV 04476,252.5,9/16/2013 18:49,9/16/2013 21:14,2:25:14,,,,,252.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,59,MFV 04476,BLK:15 PLN:09 POS:10,252.50
T59-B07,WT-163:S038,daniel,jason,12,BLK:15 PLN:09 POS:11,MFV 07499,250,9/16/2013 21:15,9/16/2013 23:37,2:22:41,,,,,250.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,60,MFV 07499,BLK:15 PLN:09 POS:11,250.00
