Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,,
T64-B11,WT-116:SO54,galvin,tommy,5,BLK:23 PLN:24 POS:07,MFV 09925,236.6,1/16/2014 19:45,1/16/2014 21:51,2:05:32,,,,,236.60,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:24 POS:07,MFV 09925,0.8,1/30/2014 8:53,1/30/2014 8:57,0:03:50,,,,,0.80,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:24 POS:07,MFV 09925,4.8,7/24/2014 9:19,7/24/2014 9:41,0:21:14,"1 1/4""",,,0.00,4.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,152,MFV 09925,BLK:23 PLN:24 POS:07,242.20,,
T64-B11,WT-169:SO53,larry,don,5,BLK:23 PLN:24 POS:08,MFV 09992,244.1,1/21/2014 11:10,1/21/2014 13:24,2:14:13,15 min delay for warm oil,,,,244.10,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:24 POS:08,MFV 09992,1.6,1/30/2014 7:45,1/30/2014 7:51,0:05:29,delay 30 min for setup on LL2,,,,1.60,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:24 POS:08,MFV 09992,1.8,7/23/2014 15:09,7/23/2014 15:18,0:08:31,"1/4""",,,0.00,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,153,MFV 09992,BLK:23 PLN:24 POS:08,247.50,,
T64-B11,WT-169:SO53,galvin,cole,5,BLK:23 PLN:24 POS:09,MFV 09892,238.7,1/21/2014 17:50,1/21/2014 20:17,2:27:02,20 min.delay due to hot oil.,,,,238.70,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:24 POS:09,MFV 09892,1,1/30/2014 2:03,1/30/2014 2:07,0:03:36,,,,,1.00,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:24 POS:09,MFV 09892,4.5,7/23/2014 10:42,7/23/2014 11:11,0:29:01,2'',,,0.00,4.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,154,MFV 09892,BLK:23 PLN:24 POS:09,244.20,,
T-64-B11,WT-165:S055,galvin,cole,5,BLK:23 PLN:24 POS:10,MFV 09837,242.6,1/21/2014 22:43,1/22/2014 0:48,2:05:06,,,,,242.60,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:24 POS:10,MFV 09837,0.7,1/30/2014 0:44,1/30/2014 0:48,0:03:15,,,,,0.70,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:24 POS:10,MFV 09837,2.6,7/21/2014 16:06,7/21/2014 16:17,0:10:54,3/4 inch,,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,155,MFV 09837,BLK:23 PLN:24 POS:10,245.90,,
T64-B11,WT-166:SO57,galvin,cole,5,BLK:23 PLN:24 POS:11,MFV 04490,57.5,1/22/2014 2:51,1/22/2014 9:56,7:04:09,forty min to swap tanker,T64-B11,WT-166:SO57,180.3,237.80,T64-B11,WT-165:S056,galvin,tommy,1,BLK:23 PLN:24 POS:11,MFV 04490,2,1/29/2014 23:35,1/29/2014 23:41,0:06:11,,,,,2.00,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:24 POS:11,MFV 04490,3.8,7/21/2014 9:19,7/21/2014 9:37,0:17:24,1 1/2 inch,,,0.00,3.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,156,MFV 04490,BLK:23 PLN:24 POS:11,243.60,,
T059-B10,WT-163:SO54,larry,don,3,BLK:23 PLN:26 POS:00,MFV 00337,250,1/14/2014 15:55,1/14/2014 18:47,2:52:36,one hr delay prime pump and setup LL4,,,,250.00,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:26 POS:00,MFV 00337,2.8,1/30/2014 18:54,1/30/2014 19:01,0:07:01,,,,,2.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,157,MFV 00337,BLK:23 PLN:26 POS:00,252.80,,
T059-B10,WT-163:S054,galvin,tommy,3,BLK:23 PLN:26 POS:01,MFV 09968,243.5,1/14/2014 20:40,1/14/2014 22:33,1:53:20,,,,,243.50,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:26 POS:01,MFV 09968,2.3,1/30/2014 17:36,1/30/2014 17:44,0:07:50,,,,,2.30,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:26 POS:01,MFV 09968,1,7/28/2014 15:36,7/28/2014 15:40,0:04:22,"5/16""",,,0.00,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,158,MFV 09968,BLK:23 PLN:26 POS:01,246.80,,
T64-B11,WT-166:S056,galvin,tommy,3,BLK:23 PLN:26 POS:02,MFV 09973,242,1/15/2014 1:57,,,25min. Delay moved to ll3.,,,,242.00,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:26 POS:02,MFV 09973,3.6,1/30/2014 16:10,1/30/2014 16:17,0:06:29,,,,,3.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,159,MFV 09973,BLK:23 PLN:26 POS:02,245.60,,
T64-B11,WT-166:S056,don ,larry,3,BLK:23 PLN:26 POS:03,MFV 09916,150.4,1/15/2014 9:38,1/15/2014 12:08,2:29:58,swap,T59-B10,WT-168:S028,86.3,236.70,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:26 POS:03,MFV 09916,1.8,1/30/2014 14:45,1/30/2014 14:48,0:03:05,delay 30 min unable to find bluetooth,,,,1.80,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:26 POS:03,MFV 09916,2.5,7/28/2014 12:23,7/28/2014 12:37,0:14:06,"3/4""",,,0.00,2.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,160,MFV 09916,BLK:23 PLN:26 POS:03,241.00,,
T59-B10,WT-168:S028,don ,larry,3,BLK:23 PLN:26 POS:04,MFV 09986,237.9,1/15/2014 14:01,1/15/2014 15:53,1:51:58,,,,,237.90,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:26 POS:04,MFV 09986,3.2,1/30/2014 13:36,1/30/2014 13:42,0:05:19,,,,,3.20,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:26 POS:04,MFV 09986,2.3,7/28/2014 7:54,7/28/2014 8:05,0:10:59,"1/2""",,,0.00,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,161,MFV 09986,BLK:23 PLN:26 POS:04,243.40,,
T59-B10,WT-168:S028,galvin,cole,3,BLK:23 PLN:26 POS:05,MFV 09940,13.7,1/15/2014 18:41,1/15/2014 22:13,3:31:56,1hr .50min. Delay due to swap and cold oil.,T64-B11,WT-165:S056,228.6,242.30,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:26 POS:05,MFV 09940,2.4,1/30/2014 11:58,1/30/2014 12:03,0:05:30,delay 45 min setup on LL3,,,,2.40,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:26 POS:05,MFV 09940,1,7/25/2014 13:49,7/25/2014 13:55,0:06:23,"1/4""",,,0.00,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,162,MFV 09940,BLK:23 PLN:26 POS:05,245.70,,
T64-B11,WT-165:S056,galvin,cole,5,BLK:23 PLN:26 POS:06,MFV 09971,244.9,1/16/2014 1:00,1/16/2014 3:02,2:01:39,pumped tanker 165 dry at 7:30 am,,,,244.90,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:26 POS:06,MFV 09971,0.9,1/30/2014 10:20,1/30/2014 10:22,0:02:15,,,,,0.90,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:26 POS:06,MFV 09971,2.2,7/25/2014 9:19,7/25/2014 9:28,0:08:59,"1/2""",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,163,MFV 09971,BLK:23 PLN:26 POS:06,248.00,,
T64-B11,WT-116:SO54,galvin,tommy,5,BLK:23 PLN:26 POS:07,MFV 09979,240.1,1/16/2014 17:45,1/16/2014 19:45,2:00:25,,,,,240.10,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:26 POS:07,MFV 09979,0.6,1/30/2014 8:57,1/30/2014 8:59,0:01:38,,,,,0.60,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:26 POS:07,MFV 09979,2.9,7/24/2014 9:05,7/24/2014 9:18,0:13:11,"1""",,,0.00,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,164,MFV 09979,BLK:23 PLN:26 POS:07,243.60,,
T64-B11,WT-116:SO54,galvin,tommy,5,BLK:23 PLN:26 POS:08,MFV 09964,220.5,1/16/2014 21:51,1/21/2014 11:10,109:18:42,swap stopped filling at 11:45 pm. No oil.,T64-B11,WT-169:SO53,19.4,239.90,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:26 POS:08,MFV 09964,1.7,1/30/2014 7:51,1/30/2014 7:56,0:04:53,delay 30 min for setup on LL2,,,,1.70,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:26 POS:08,MFV 09964,2.4,7/23/2014 14:23,7/23/2014 15:08,0:44:51,"5/16""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,165,MFV 09964,BLK:23 PLN:26 POS:08,244.00,,
T64-B11,WT-169:SO53,larry,don,5,BLK:23 PLN:26 POS:09,MFV 09950,234.5,1/21/2014 14:42,1/21/2014 17:50,3:07:22,one hr to move to LL1,,,,234.50,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:26 POS:09,MFV 09950,0.9,1/30/2014 1:59,1/30/2014 2:03,0:03:45,,,,,0.90,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:26 POS:09,MFV 09950,4,7/23/2014 10:12,7/23/2014 10:41,0:28:42,"1 3/4""",,,0.00,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,166,MFV 09950,BLK:23 PLN:26 POS:09,239.40,,
T64-B11,WT-169:SO53,galvin,cole,5,BLK:23 PLN:26 POS:10,MFV 09364,55.3,1/21/2014 20:18,1/21/2014 22:42,2:24:36,SWAP,T-64-B11,WT-165:S055,180.2,235.50,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:26 POS:10,MFV 09364,0.5,1/30/2014 0:41,1/30/2014 0:44,0:03:22,,,,,0.50,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:26 POS:10,MFV 09364,4.3,7/21/2014 15:46,7/21/2014 16:05,0:18:18,2 inch,,,0.00,4.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,167,MFV 09364,BLK:23 PLN:26 POS:10,240.30,,
T-64-B11,WT-165:S055,galvin,cole,5,BLK:23 PLN:26 POS:11,MFV 09842,227.8,1/22/2014 0:48,1/22/2014 2:51,2:03:00,,,,,227.80,T64-B11,WT-165:S056,galvin,tommy,1,BLK:23 PLN:26 POS:11,MFV 09842,0.3,1/29/2014 23:33,1/29/2014 23:34,0:01:36,,,,,0.30,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:26 POS:11,MFV 09842,4.8,7/21/2014 8:59,7/21/2014 9:19,0:19:30,3 inch,,,0.00,4.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,168,MFV 09842,BLK:23 PLN:26 POS:11,232.90,,
T059-B10,WT-163:S054,galvin,tommy,2,BLK:23 PLN:28 POS:00,MFV 09939,245.5,1/14/2014 18:55,1/14/2014 20:43,1:47:53,,,,,245.50,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:28 POS:00,MFV 09939,1.5,1/30/2014 18:48,1/30/2014 18:53,0:05:26,,,,,1.50,T64-B13,WT169:S064,Larry,Cole,9,BLK:23 PLN:28 POS:00,MFV 09939,1.2,7/29/2014 10:17,7/29/2014 10:24,0:07:26,"3/8""",,,0.00,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,169,MFV 09939,BLK:23 PLN:28 POS:00,248.20,,
T059-B10,WT-163:S054,galvin,tommy,2,BLK:23 PLN:28 POS:01,MFV 09945,68.5,1/14/2014 22:36,1/15/2014 1:10,2:34:02,swap 20min. Delay due to irratic flow rate on mach.#2.,T64-B11,WT-166:S056,176.5,245.00,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:28 POS:01,MFV 09945,1.1,1/30/2014 17:33,1/30/2014 17:36,0:03:29,,,,,1.10,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:28 POS:01,MFV 09945,0.8,7/28/2014 15:31,7/28/2014 15:34,0:03:38,"3/4""",,,0.00,0.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,170,MFV 09945,BLK:23 PLN:28 POS:01,246.90,,
T64-B11,WT-166:S056,don ,larry,5,BLK:23 PLN:28 POS:02,MFV 09152,248.2,1/15/2014 7:30,1/15/2014 9:28,1:58:02,,,,,248.20,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:28 POS:02,MFV 09152,1.5,1/30/2014 16:17,1/30/2014 16:20,0:03:00,,,,,1.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,171,MFV 09152,BLK:23 PLN:28 POS:02,249.70,,
T59-B10,WT-168:S028,don ,larry,5,BLK:23 PLN:28 POS:03,MFV 09909,245.1,1/15/2014 11:55,1/15/2014 13:54,1:58:43,,,,,245.10,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:28 POS:03,MFV 09909,0.9,1/30/2014 14:48,1/30/2014 14:50,0:02:13,delay 30 min unable to find bluetooth,,,,0.90,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:28 POS:03,MFV 09909,2.4,7/28/2014 12:12,7/28/2014 12:22,0:10:06,"1/2""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,172,MFV 09909,BLK:23 PLN:28 POS:03,248.40,,
T59-B10,WT-168:S028,don ,larry,5,BLK:23 PLN:28 POS:04,MFV 00762,246.9,1/15/2014 15:45,1/15/2014 18:27,2:41:49,,,,,246.90,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:28 POS:04,MFV 00762,1,1/30/2014 13:42,1/30/2014 13:44,0:02:16,,,,,1.00,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:28 POS:04,MFV 00762,1.3,7/28/2014 7:44,7/28/2014 7:54,0:09:48,"1/4""",,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,173,MFV 00762,BLK:23 PLN:28 POS:04,249.20,,
T64-B11,WT-165:S056,galvin,cole,5,BLK:23 PLN:28 POS:05,MFV 09148,241.4,1/15/2014 22:05,1/16/2014 0:36,2:30:59,,,,,241.40,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:28 POS:05,MFV 09148,1.6,1/30/2014 12:04,1/30/2014 12:07,0:03:31,delay 45 min setup on LL3,,,,1.60,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:28 POS:05,MFV 09148,2.4,7/25/2014 13:28,7/25/2014 13:48,0:20:08,"3/4""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,174,MFV 09148,BLK:23 PLN:28 POS:05,245.40,,
T64-B11,WT-116:SO54,galvin,cole,3,BLK:23 PLN:28 POS:06,MFV 09162,119.6,1/16/2014 2:59,1/16/2014 17:37,14:38:31,swap,T64-B11,WT-165:S056,126.1,245.70,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:28 POS:06,MFV 09162,13.5,1/30/2014 10:23,1/30/2014 10:41,0:18:31,,,,,13.50,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:28 POS:06,MFV 09162,1.4,7/25/2014 9:12,7/25/2014 9:19,0:07:02,"3/8""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,175,MFV 09162,BLK:23 PLN:28 POS:06,260.60,,
T64-B11,WT-116:SO54,galvin,tommy,3,BLK:23 PLN:28 POS:07,MFV 00761,242,1/16/2014 19:35,1/16/2014 21:49,2:13:11,,,,,242.00,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:28 POS:07,MFV 00761,1.5,1/30/2014 8:59,1/30/2014 9:02,0:02:59,,,,,1.50,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:28 POS:07,MFV 00761,1,7/24/2014 9:00,7/24/2014 9:04,0:04:01,"1/16""",,,0.00,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,176,MFV 00761,BLK:23 PLN:28 POS:07,244.50,,
T64-B11,WT-169:SO53,larry,don,3,BLK:23 PLN:28 POS:08,MFV 01881,246,1/21/2014 10:53,1/21/2014 13:08,2:14:18,15 min delay for warm oil,,,,246.00,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:28 POS:08,MFV 01881,3.7,1/30/2014 7:56,1/30/2014 8:05,0:08:43,delay 30 min for setup on LL2,,,,3.70,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:28 POS:08,MFV 01881,0.6,7/23/2014 14:19,7/23/2014 14:23,0:03:59,"3/16""",,,0.00,0.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,177,MFV 01881,BLK:23 PLN:28 POS:08,250.30,,
T64-B11,WT-169:SO53,galvin,cole,3,BLK:23 PLN:28 POS:09,MFV 00700,244,1/21/2014 17:48,1/21/2014 20:17,2:28:58,20 min.delay due to hot oil.,,,,244.00,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:28 POS:09,MFV 00700,1.3,1/30/2014 1:54,1/30/2014 1:58,0:04:51,,,,,1.30,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:28 POS:09,MFV 00700,2.8,7/23/2014 9:57,7/23/2014 10:12,0:14:36,"1 3/4""",,,0.00,2.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,178,MFV 00700,BLK:23 PLN:28 POS:09,248.10,,
T-64-B11,WT-165:S055,galvin,cole,3,BLK:23 PLN:28 POS:10,MFV 09929,238.5,1/21/2014 22:49,1/22/2014 1:01,2:11:48,,,,,238.50,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:28 POS:10,MFV 09929,0.7,1/30/2014 0:38,1/30/2014 0:41,0:02:26,,,,,0.70,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:28 POS:10,MFV 09929,3.1,7/21/2014 15:32,7/21/2014 15:45,0:13:13,1/2 inch,,,0.00,3.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,179,MFV 09929,BLK:23 PLN:28 POS:10,242.30,,
T64-B11,WT-166:SO57,galvin,cole,3,BLK:23 PLN:28 POS:11,MFV 09155,12.8,1/22/2014 3:10,1/22/2014 10:16,7:06:34,forty min to swap tanker,T64-B11,WT-166:SO57,171.2,184.00,T64-B11,WT-165:S056,galvin,tommy,1,BLK:23 PLN:28 POS:11,MFV 09155,0.5,1/29/2014 23:27,1/29/2014 23:32,0:04:09,,,,,0.50,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:28 POS:11,MFV 09155,3.6,7/21/2014 8:04,7/21/2014 8:21,0:16:43,1 1/4 inch,,,0.00,3.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,180,MFV 09155,BLK:23 PLN:28 POS:11,188.10,,
T059-B10,WT-163:SO54,larry,don,2,BLK:23 PLN:30 POS:00,MFV 09913,234.6,1/14/2014 15:54,1/14/2014 18:54,2:59:31,one hr delay prime pump and setup LL4,,,,234.60,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:30 POS:00,MFV 09913,1.4,1/30/2014 18:42,1/30/2014 18:48,0:05:56,,,,,1.40,T64-B13,WT169:S064,Larry,Cole,9,BLK:23 PLN:30 POS:00,MFV 09913,2.3,7/29/2014 10:04,7/29/2014 10:16,0:12:31,"1/4""",,,0.00,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,181,MFV 09913,BLK:23 PLN:30 POS:00,238.30,,
T059-B10,WT-163:S054,galvin,tommy,2,BLK:23 PLN:30 POS:01,MFV 09920,238.5,1/14/2014 20:43,1/14/2014 22:35,1:52:24,,,,,238.50,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:30 POS:01,MFV 09920,1.8,1/30/2014 17:21,1/30/2014 17:32,0:11:35,,,,,1.80,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:30 POS:01,MFV 09920,2.1,7/28/2014 15:20,7/28/2014 15:30,0:09:33,"1/2""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,182,MFV 09920,BLK:23 PLN:30 POS:01,242.40,,
T64-B11,WT-166:S056,galvin,tommy,5,BLK:23 PLN:30 POS:02,MFV 09947,240,1/15/2014 1:57,,,25min. Delay moved to ll3.,,,,240.00,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:30 POS:02,MFV 09947,0.1,1/30/2014 16:20,,,,,,,0.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,183,MFV 09947,BLK:23 PLN:30 POS:02,240.10,,
T64-B11,WT-166:S056,don ,larry,5,BLK:23 PLN:30 POS:03,MFV 06003,172.7,1/15/2014 9:28,1/15/2014 12:05,2:36:56,swap,T59-B10,WT-168:S028,75,247.70,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:30 POS:03,MFV 06003,1.2,1/30/2014 14:52,1/30/2014 14:53,0:00:50,delay 30 min unable to find bluetooth,,,,1.20,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:30 POS:03,MFV 06003,2.6,7/28/2014 11:14,7/28/2014 11:26,0:11:42,"1/2""",,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,184,MFV 06003,BLK:23 PLN:30 POS:03,251.50,,
T59-B10,WT-168:S028,don ,larry,5,BLK:23 PLN:30 POS:05,MFV 09774,234,1/15/2014 13:55,1/15/2014 15:44,1:49:36,,,,,234.00,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:30 POS:04,MFV 09774,0.5,1/30/2014 13:45,1/30/2014 13:46,0:00:59,,,,,0.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,185,MFV 09774,BLK:23 PLN:30 POS:05,234.50,,
T59-B10,WT-168:S028,galvin,cole,5,BLK:23 PLN:30 POS:05,MFV 09774,40.8,1/15/2014 18:27,1/15/2014 22:05,3:37:19,1hr .50min. Delay due to swap and cold oil.,T64-B11,WT-165:S056,199.7,240.50,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:30 POS:05,MFV 09774,0.5,1/30/2014 12:08,1/30/2014 12:10,0:01:41,delay 45 min setup on LL3,,,,0.50,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:30 POS:05,MFV 09774,2.9,7/25/2014 13:06,7/25/2014 13:21,0:15:21,"7/8""",,,0.00,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,186,MFV 09774,BLK:23 PLN:30 POS:05,243.90,,
T64-B11,WT-165:S056,galvin,cole,3,BLK:23 PLN:30 POS:06,MFV 09910,240.4,1/16/2014 1:00,1/16/2014 2:58,1:58:12,pumped tanker 165 dry at 7:30 am,,,,240.40,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:30 POS:06,MFV 09910,2.1,1/30/2014 10:41,1/30/2014 10:46,0:04:06,,,,,2.10,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:30 POS:06,MFV 09910,2.3,7/25/2014 8:22,7/25/2014 9:09,0:46:51,"1/2""",,,0.00,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,187,MFV 09910,BLK:23 PLN:30 POS:06,244.80,,
T64-B11,WT-116:SO54,galvin,tommy,3,BLK:23 PLN:30 POS:07,MFV 09914,245.4,1/16/2014 17:37,1/16/2014 19:35,1:57:55,,,,,245.40,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:30 POS:07,MFV 09914,1.4,1/30/2014 9:02,1/30/2014 9:05,0:02:26,,,,,1.40,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:30 POS:07,MFV 09914,3.3,7/24/2014 8:13,7/24/2014 8:58,0:45:26,"1/4""",,,0.00,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,188,MFV 09914,BLK:23 PLN:30 POS:07,250.10,,
T64-B11,WT-116:SO54,galvin,tommy,3,BLK:23 PLN:30 POS:08,MFV 03750,225,1/16/2014 21:49,1/21/2014 10:53,109:04:03,swap stopped filling at 11:45 pm. No oil.,T64-B11,WT-169:SO53,8.9,233.90,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:30 POS:08,MFV 03750,4.3,1/30/2014 8:05,1/30/2014 8:15,0:09:44,delay 30 min for setup on LL2,,,,4.30,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:30 POS:08,MFV 03750,3.3,7/23/2014 13:59,7/23/2014 14:19,0:19:35,"1 1/16""",,,0.00,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,189,MFV 03750,BLK:23 PLN:30 POS:08,241.50,,
T64-B11,WT-169:SO53,larry,don,3,BLK:23 PLN:30 POS:09,MFV 03759,238.7,1/21/2014 14:42,1/21/2014 17:47,3:04:58,one hr to move to LL1,,,,238.70,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:30 POS:09,MFV 03759,1.2,1/30/2014 1:48,1/30/2014 1:53,0:04:56,,,,,1.20,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:30 POS:09,MFV 03759,1.3,7/23/2014 9:43,7/23/2014 9:57,0:14:07,"1 7/8""",,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,190,MFV 03759,BLK:23 PLN:30 POS:09,241.20,,
