Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T059-B09,WT-116:S048,daniel,jason,9,BLK:20 PLN:09 POS:10,MFV 09312,250.4,11/21/2013 1:18,11/21/2013 6:53,5:35:37,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,59,MFV 09312,BLK:20 PLN:09 POS:10,250.40
T059-B09,WT-116:S048,galvin,blackmer,9,BLK:20 PLN:09 POS:11,MFV 09442,250.6,11/21/2013 6:54,11/21/2013 9:11,2:17:20,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,60,MFV 09442,BLK:20 PLN:09 POS:11,250.60
T059-B09,WT-116:S048,galvin,blackmer,2,BLK:20 PLN:11 POS:00,MFV 09412,248.6,11/21/2013 9:18,11/21/2013 11:36,2:18:43,,,,,248.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,61,MFV 09412,BLK:20 PLN:11 POS:00,248.60
T059-B09,WT-116:S048,galvin,blackmer,2,BLK:20 PLN:11 POS:01,MFV 09411,200,11/21/2013 11:37,11/21/2013 14:16,2:39:32,swap,T059-B09,WT-166:S051,51.4,251.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,62,MFV 09411,BLK:20 PLN:11 POS:01,251.40
T059-B09,WT-116:S048,galvin,blackmer,4,BLK:20 PLN:11 POS:02,MFV 09408,250.7,11/21/2013 9:26,11/21/2013 11:46,2:19:35,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,63,MFV 09408,BLK:20 PLN:11 POS:02,250.70
T059-B09,WT-116:S048,galvin,blackmer,4,BLK:20 PLN:11 POS:03,MFV 09404,179.3,11/21/2013 11:46,11/21/2013 14:24,2:38:17,swap,T059-B09,WT-166:S051,74.2,253.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,64,MFV 09404,BLK:20 PLN:11 POS:03,253.50
T059-B09,WT-116:S048,galvin,blackmer,5,BLK:20 PLN:11 POS:04,MFV 09302,247.4,11/21/2013 9:20,11/21/2013 11:49,2:28:58,,,,,247.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,65,MFV 09302,BLK:20 PLN:11 POS:04,247.40
T059-B09,WT-116:S048,galvin,blackmer,5,BLK:20 PLN:11 POS:05,MFV 09264,177.2,11/21/2013 11:49,11/21/2013 14:23,2:33:58,swap,T059-B09,WT-166:S051,74.3,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,66,MFV 09264,BLK:20 PLN:11 POS:05,251.50
T059-B09,WT-116:S048,galvin,blackmer,7,BLK:20 PLN:11 POS:06,MFV 09260,253.3,11/21/2013 9:15,11/21/2013 11:33,2:17:42,,,,,253.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,67,MFV 09260,BLK:20 PLN:11 POS:06,253.30
T059-B09,WT-116:S048,galvin,blackmer,7,BLK:20 PLN:11 POS:07,MFV 06366,205.9,11/21/2013 11:33,11/21/2013 14:14,2:40:43,swap,T059-B09,WT-166:S051,45.7,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,68,MFV 06366,BLK:20 PLN:11 POS:07,251.60
T059-B09,WT-116:S048,galvin,blackmer,8,BLK:20 PLN:11 POS:08,MFV 06396,251.4,11/21/2013 9:13,11/21/2013 11:31,2:17:43,,,,,251.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,69,MFV 06396,BLK:20 PLN:11 POS:08,251.40
T059-B09,WT-116:S048,galvin,blackmer,8,BLK:20 PLN:11 POS:09,MFV 06238,209.7,11/21/2013 11:31,11/21/2013 14:13,2:41:19,swap,T059-B09,WT-166:S051,40.2,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,70,MFV 06238,BLK:20 PLN:11 POS:09,249.90
T059-B09,WT-116:S048,galvin,blackmer,9,BLK:20 PLN:11 POS:10,MFV 06262,251.3,11/21/2013 9:12,11/21/2013 11:30,2:17:54,,,,,251.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,71,MFV 06262,BLK:20 PLN:11 POS:10,251.30
T059-B09,WT-116:S048,galvin,blackmer,9,BLK:20 PLN:11 POS:11,MFV 09356,215.9,11/21/2013 11:30,11/21/2013 14:10,2:39:55,swap,T059-B09,WT-166:S051,35,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,72,MFV 09356,BLK:20 PLN:11 POS:11,250.90
T059-B09,WT-166:S051,galvin,blackmer,2,BLK:20 PLN:13 POS:00,MFV 09476,250.1,11/21/2013 14:17,11/21/2013 16:38,2:20:59,,,,,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,73,MFV 09476,BLK:20 PLN:13 POS:00,250.10
T059-B09,WT-166:S051,galvin,blackmer,2,BLK:20 PLN:13 POS:01,MFV 09459,251.5,11/21/2013 16:39,11/21/2013 19:32,2:52:57,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,74,MFV 09459,BLK:20 PLN:13 POS:01,251.50
T059-B09,WT-166:S051,galvin,blackmer,4,BLK:20 PLN:13 POS:02,MFV 09469,250.8,11/21/2013 14:25,11/21/2013 16:46,2:20:45,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,75,MFV 09469,BLK:20 PLN:13 POS:02,250.80
T059-B09,WT-166:S051,galvin,blackmer,4,BLK:20 PLN:13 POS:03,MFV 09130,248.3,11/21/2013 16:46,11/21/2013 19:32,2:45:09,,,,,248.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,76,MFV 09130,BLK:20 PLN:13 POS:03,248.30
T059-B09,WT-166:S051,galvin,blackmer,5,BLK:20 PLN:13 POS:04,MFV 03129,252.1,11/21/2013 14:25,11/21/2013 16:45,2:19:42,,,,,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,77,MFV 03129,BLK:20 PLN:13 POS:04,252.10
T059-B09,WT-166:S051,galvin,blackmer,5,BLK:20 PLN:13 POS:05,MFV 03286,252,11/21/2013 16:45,11/21/2013 19:30,2:45:09,,,,,252.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,78,MFV 03286,BLK:20 PLN:13 POS:05,252.00
T059-B09,WT-166:S051,galvin,blackmer,7,BLK:20 PLN:13 POS:06,MFV 09373,248.8,11/21/2013 14:15,11/21/2013 16:35,2:20:22,,,,,248.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,79,MFV 09373,BLK:20 PLN:13 POS:06,248.80
T059-B09,WT-166:S051,galvin,blackmer,7,BLK:20 PLN:13 POS:07,MFV 09255,250.8,11/21/2013 16:36,11/21/2013 19:25,2:48:57,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,80,MFV 09255,BLK:20 PLN:13 POS:07,250.80
T059-B09,WT-166:S051,galvin,blackmer,8,BLK:20 PLN:13 POS:08,MFV 09457,249.8,11/21/2013 14:14,11/21/2013 16:34,2:19:45,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,81,MFV 09457,BLK:20 PLN:13 POS:08,249.80
T059-B09,WT-166:S051,galvin,blackmer,8,BLK:20 PLN:13 POS:09,MFV 09445,249.7,11/21/2013 16:34,11/21/2013 19:25,2:51:03,,,,,249.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,82,MFV 09445,BLK:20 PLN:13 POS:09,249.70
T059-B09,WT-166:S051,galvin,blackmer,9,BLK:20 PLN:13 POS:10,MFV 03294,251.6,11/21/2013 14:10,11/21/2013 16:32,2:21:37,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,83,MFV 03294,BLK:20 PLN:13 POS:10,251.60
T059-B09,WT-166:S051,galvin,blackmer,9,BLK:20 PLN:13 POS:11,MFV 09500,250.1,11/21/2013 16:32,11/21/2013 19:25,2:52:27,,,,,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,84,MFV 09500,BLK:20 PLN:13 POS:11,250.10
T059-B09,WT-166:S051,jason,gary,2,BLK:20 PLN:15 POS:00,MFV 02298,251.3,11/21/2013 19:31,11/21/2013 21:55,2:23:26,,,,,251.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,85,MFV 02298,BLK:20 PLN:15 POS:00,251.30
T059-B09,WT-166:S051,jason,gary,2,BLK:20 PLN:15 POS:01,MFV 09303,248.9,11/21/2013 21:55,11/22/2013 0:14,2:18:35,,,,,248.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,86,MFV 09303,BLK:20 PLN:15 POS:01,248.90
T059-B09,WT-166:S051,jason,gary,4,BLK:20 PLN:15 POS:02,MFV 09491,251.1,11/21/2013 19:31,11/21/2013 21:54,2:23:03,,,,,251.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,87,MFV 09491,BLK:20 PLN:15 POS:02,251.10
T059-B09,WT-166:S051,jason,gary,4,BLK:20 PLN:15 POS:03,MFV 09486,250.2,11/21/2013 21:55,11/22/2013 0:16,2:20:50,,,,,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,88,MFV 09486,BLK:20 PLN:15 POS:03,250.20
T059-B09,WT-166:S051,jason,gary,5,BLK:20 PLN:15 POS:04,MFV 09519,251.6,11/21/2013 19:31,11/21/2013 21:53,2:22:09,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,89,MFV 09519,BLK:20 PLN:15 POS:04,251.60
T059-B09,WT-166:S051,jason,gary,5,BLK:20 PLN:15 POS:05,MFV 09345,251.1,11/21/2013 21:54,11/22/2013 0:14,2:20:01,,,,,251.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,90,MFV 09345,BLK:20 PLN:15 POS:05,251.10
T059-B09,WT-166:S051,jason,gary,7,BLK:20 PLN:15 POS:06,MFV 03341,249.8,11/21/2013 19:27,11/21/2013 21:50,2:22:19,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,91,MFV 03341,BLK:20 PLN:15 POS:06,249.80
T059-B09,WT-166:S051,jason,gary,7,BLK:20 PLN:15 POS:07,MFV 03142,251.8,11/21/2013 21:50,11/22/2013 0:11,2:21:13,,,,,251.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,92,MFV 03142,BLK:20 PLN:15 POS:07,251.80
T059-B09,WT-166:S051,jason,gary,8,BLK:20 PLN:15 POS:08,MFV 03330,249.3,11/21/2013 19:27,11/21/2013 21:46,2:19:20,,,,,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,93,MFV 03330,BLK:20 PLN:15 POS:08,249.30
T059-B09,WT-166:S051,jason,gary,8,BLK:20 PLN:15 POS:09,MFV 09415,249.2,11/21/2013 21:47,11/22/2013 0:10,2:23:32,,,,,249.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,94,MFV 09415,BLK:20 PLN:15 POS:09,249.20
T059-B09,WT-166:S051,jason,gary,9,BLK:20 PLN:15 POS:10,MFV 09482,249.5,11/21/2013 19:27,11/21/2013 21:45,2:17:50,,,,,249.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,95,MFV 09482,BLK:20 PLN:15 POS:10,249.50
T059-B09,WT-166:S051,jason,gary,9,BLK:20 PLN:15 POS:11,MFV 03325,251,11/21/2013 21:45,11/22/2013 0:10,2:25:01,,,,,251.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,96,MFV 03325,BLK:20 PLN:15 POS:11,251.00
T59-B09,WT-165:S048,jason,gary,2,BLK:20 PLN:17 POS:00,MFV 09353,41.6,11/22/2013 0:15,11/22/2013 2:46,2:30:55,swap,T59-B09,WT-165:S048,209.7,251.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,97,MFV 09353,BLK:20 PLN:17 POS:00,251.30
T59-B09,WT-165:S048,jason,gary,2,BLK:20 PLN:17 POS:01,MFV 09348,251.6,11/22/2013 2:46,11/25/2013 8:45,77:59:26,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,98,MFV 09348,BLK:20 PLN:17 POS:01,251.60
T59-B09,WT-165:S048,jason,gary,4,BLK:20 PLN:17 POS:02,MFV 09328,38.8,11/22/2013 0:16,11/22/2013 2:47,2:31:12,swap,T59-B09,WT-165:S048,211.3,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,99,MFV 09328,BLK:20 PLN:17 POS:02,250.10
T59-B09,WT-165:S048,jason,gary,4,BLK:20 PLN:17 POS:03,MFV 09362,249.9,11/22/2013 2:48,11/25/2013 8:48,78:00:04,,,,,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,100,MFV 09362,BLK:20 PLN:17 POS:03,249.90
T59-B09,WT-165:S048,jason,gary,5,BLK:20 PLN:17 POS:04,MFV 03138,43.1,11/22/2013 0:14,11/22/2013 2:44,2:30:03,swap,T59-B09,WT-165:S048,207.7,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,101,MFV 03138,BLK:20 PLN:17 POS:04,250.80
T59-B09,WT-165:S048,jason,gary,5,BLK:20 PLN:17 POS:05,MFV 09306,250.3,11/22/2013 2:44,11/25/2013 8:44,77:59:37,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,102,MFV 09306,BLK:20 PLN:17 POS:05,250.30
T59-B09,WT-165:S048,jason,gary,7,BLK:20 PLN:17 POS:06,MFV 09291,49.6,11/22/2013 0:12,11/22/2013 2:49,2:37:32,swap,T59-B09,WT-165:S048,201,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,103,MFV 09291,BLK:20 PLN:17 POS:06,250.60
T59-B09,WT-165:S048,jason,gary,7,BLK:20 PLN:17 POS:07,MFV 09325,251.7,11/22/2013 2:55,11/25/2013 8:56,78:01:03,,,,,251.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,104,MFV 09325,BLK:20 PLN:17 POS:07,251.70
T59-B09,WT-165:S048,jason,gary,8,BLK:20 PLN:17 POS:08,MFV 09300,49.1,11/22/2013 0:11,11/22/2013 2:41,2:30:23,swap,T59-B09,WT-165:S048,199.8,248.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,105,MFV 09300,BLK:20 PLN:17 POS:08,248.90
T59-B09,WT-165:S048,jason,gary,8,BLK:20 PLN:17 POS:09,MFV 09338,249.9,11/22/2013 2:41,11/25/2013 8:41,77:59:47,,,,,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,106,MFV 09338,BLK:20 PLN:17 POS:09,249.90
T59-B09,WT-165:S048,jason,gary,9,BLK:20 PLN:17 POS:10,MFV 09340,47.6,11/22/2013 0:11,11/22/2013 2:41,2:30:00,swap,T59-B09,WT-165:S048,201.7,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,107,MFV 09340,BLK:20 PLN:17 POS:10,249.30
T59-B09,WT-165:S048,jason,gary,9,BLK:20 PLN:17 POS:11,MFV 09354,249.8,11/22/2013 2:41,11/25/2013 8:41,77:59:51,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,108,MFV 09354,BLK:20 PLN:17 POS:11,249.80
T59-B09,WT-165:S048,wood,james,2,BLK:20 PLN:19 POS:00,MFV 09428,250.6,11/25/2013 8:45,11/25/2013 11:04,2:18:32,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,109,MFV 09428,BLK:20 PLN:19 POS:00,250.60
T59-B09,WT-165:S048,wood,james,2,BLK:20 PLN:19 POS:01,MFV 09247,253.5,11/25/2013 11:04,11/25/2013 13:26,2:22:17,,,,,253.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,110,MFV 09247,BLK:20 PLN:19 POS:01,253.50
T59-B09,WT-165:S048,wood,james,4,BLK:20 PLN:19 POS:02,MFV 09220,252,11/25/2013 8:48,11/25/2013 11:17,2:28:43,,,,,252.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,111,MFV 09220,BLK:20 PLN:19 POS:02,252.00
T59-B09,WT-165:S048,wood,james,4,BLK:20 PLN:19 POS:03,MFV 09243,253.6,11/25/2013 11:17,11/25/2013 13:41,2:23:53,,,,,253.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,112,MFV 09243,BLK:20 PLN:19 POS:03,253.60
T59-B09,WT-165:S048,wood,james,5,BLK:20 PLN:19 POS:04,MFV 09186,251.8,11/25/2013 8:44,11/25/2013 11:03,2:18:29,,,,,251.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,113,MFV 09186,BLK:20 PLN:19 POS:04,251.80
T59-B09,WT-165:S048,wood,james,5,BLK:20 PLN:19 POS:05,MFV 09268,250.3,11/25/2013 11:03,11/25/2013 13:23,2:20:37,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,114,MFV 09268,BLK:20 PLN:19 POS:05,250.30
T59-B09,WT-165:S048,wood,james,11,BLK:20 PLN:19 POS:06,MFV 09343,250.4,11/25/2013 9:01,11/25/2013 11:16,2:14:29,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,115,MFV 09343,BLK:20 PLN:19 POS:06,250.40
T59-B09,WT-165:S048,wood,james,11,BLK:20 PLN:19 POS:07,MFV 09358,250.8,11/25/2013 11:16,11/25/2013 13:32,2:15:58,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,116,MFV 09358,BLK:20 PLN:19 POS:07,250.80
T59-B09,WT-165:S048,wood,james,8,BLK:20 PLN:19 POS:08,MFV 09399,248.1,11/25/2013 8:42,11/25/2013 11:02,2:20:31,,,,,248.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,117,MFV 09399,BLK:20 PLN:19 POS:08,248.10
T59-B09,WT-165:S048,wood,james,8,BLK:20 PLN:19 POS:09,MFV 09398,250.4,11/25/2013 11:02,11/25/2013 13:22,2:19:13,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,118,MFV 09398,BLK:20 PLN:19 POS:09,250.40
T59-B09,WT-165:S048,wood,james,9,BLK:20 PLN:19 POS:10,MFV 09357,251,11/25/2013 8:42,11/25/2013 11:01,2:19:23,,,,,251.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,119,MFV 09357,BLK:20 PLN:19 POS:10,251.00
T59-B09,WT-165:S048,wood,james,9,BLK:20 PLN:19 POS:11,MFV 09432,248.5,11/25/2013 11:01,11/25/2013 13:19,2:17:29,,,,,248.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,120,MFV 09432,BLK:20 PLN:19 POS:11,248.50
T59-B09,WT-165:S048,wood,james,2,BLK:20 PLN:21 POS:00,MFV 01500,147.8,11/25/2013 13:26,11/25/2013 16:12,2:45:45,SWAP!,T59-B09,WT-169-S047,103.8,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,121,MFV 01500,BLK:20 PLN:21 POS:00,251.60
T59-B09,WT-169-S047,wood,james,2,BLK:20 PLN:21 POS:01,MFV 01372,251.6,11/25/2013 16:12,11/25/2013 18:52,2:40:14,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,122,MFV 01372,BLK:20 PLN:21 POS:01,251.60
T59-B09,WT-165:S048,wood,james,4,BLK:20 PLN:21 POS:02,MFV 09254,121.4,11/25/2013 13:41,11/25/2013 16:31,2:50:28,SWAP!,T59-B09,WT-169-S047,129.1,250.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,123,MFV 09254,BLK:20 PLN:21 POS:02,250.50
T59-B09,WT-169-S047,wood,james,4,BLK:20 PLN:21 POS:03,MFV 09251,251.6,11/25/2013 16:31,11/25/2013 19:12,2:41:19,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,124,MFV 09251,BLK:20 PLN:21 POS:03,251.60
