Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B09,WT-165:S048,wood,james,5,BLK:20 PLN:21 POS:04,MFV 00279,156.6,11/25/2013 13:24,11/25/2013 16:09,2:45:04,SWAP!,T59-B09,WT-169-S047,96.4,253.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,125,MFV 00279,BLK:20 PLN:21 POS:04,253.00
T59-B09,WT-169-S047,wood,james,5,BLK:20 PLN:21 POS:05,MFV 02969,251.3,11/25/2013 16:09,11/25/2013 18:49,2:40:04,,,,,251.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,126,MFV 02969,BLK:20 PLN:21 POS:05,251.30
T59-B09,WT-165:S048,wood,james,11,BLK:20 PLN:21 POS:06,MFV 01294,144.7,11/25/2013 13:32,11/25/2013 16:13,2:41:23,SWAP!,T59-B09,WT-169-S047,106.9,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,127,MFV 01294,BLK:20 PLN:21 POS:06,251.60
T59-B09,WT-169-S047,wood,james,11,BLK:20 PLN:21 POS:07,MFV 01529,250.8,11/25/2013 16:13,11/25/2013 18:49,2:35:40,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,128,MFV 01529,BLK:20 PLN:21 POS:07,250.80
T59-B09,WT-165:S048,wood,james,8,BLK:20 PLN:21 POS:08,MFV 02951,159.3,11/25/2013 13:22,11/25/2013 16:07,2:45:11,SWAP!,T59-B09,WT-169-S047,92.1,251.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,129,MFV 02951,BLK:20 PLN:21 POS:08,251.40
T59-B09,WT-169-S047,wood,james,8,BLK:20 PLN:21 POS:09,MFV 09195,250.8,11/25/2013 16:07,11/25/2013 18:46,2:38:49,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,130,MFV 09195,BLK:20 PLN:21 POS:09,250.80
T59-B09,WT-165:S048,wood,james,9,BLK:20 PLN:21 POS:10,MFV 09208,166.1,11/25/2013 13:22,11/25/2013 16:03,2:41:04,SWAP!,T59-B09,WT-169-S047,85.4,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,131,MFV 09208,BLK:20 PLN:21 POS:10,251.50
T59-B09,WT-169-S047,wood,james,9,BLK:20 PLN:21 POS:11,MFV 09206,251.1,11/25/2013 16:03,11/25/2013 18:40,2:36:59,,,,,251.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,132,MFV 09206,BLK:20 PLN:21 POS:11,251.10
T59-B09,WT-169-S047,daniel,jason,2,BLK:20 PLN:23 POS:00,MFV 09194,252.6,11/25/2013 18:53,11/25/2013 21:08,2:15:25,,,,,252.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,133,MFV 09194,BLK:20 PLN:23 POS:00,252.60
T59-B09,WT-169-S047,daniel,jason,2,BLK:20 PLN:23 POS:01,MFV 05989,250.8,11/25/2013 21:08,11/25/2013 23:28,2:19:58,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,134,MFV 05989,BLK:20 PLN:23 POS:01,250.80
T59-B09,WT-169-S047,daniel,jason,4,BLK:20 PLN:23 POS:02,MFV 01381,252.4,11/25/2013 19:13,11/25/2013 22:47,3:34:52,faulty wire. machine stopped this is the reason its behind,,,,252.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,135,MFV 01381,BLK:20 PLN:23 POS:02,252.40
T59-B09,WT-169-S047,daniel,jason,4,BLK:20 PLN:23 POS:03,MFV 06372,249,11/25/2013 22:47,11/26/2013 1:07,2:19:28,,,,,249.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,136,MFV 06372,BLK:20 PLN:23 POS:03,249.00
T59-B09,WT-169-S047,daniel,jason,5,BLK:20 PLN:23 POS:04,MFV 03437,251.9,11/25/2013 18:49,11/25/2013 21:04,2:14:47,,,,,251.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,137,MFV 03437,BLK:20 PLN:23 POS:04,251.90
T59-B09,WT-169-S047,daniel,jason,5,BLK:20 PLN:23 POS:05,MFV 03420,250.6,11/25/2013 21:04,11/25/2013 23:23,2:19:24,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,138,MFV 03420,BLK:20 PLN:23 POS:05,250.60
T59-B09,WT-169-S047,daniel,jason,11,BLK:20 PLN:23 POS:06,MFV 09199,251,11/25/2013 18:49,11/25/2013 21:01,2:11:35,,,,,251.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,139,MFV 09199,BLK:20 PLN:23 POS:06,251.00
T59-B09,WT-169-S047,daniel,jason,11,BLK:20 PLN:23 POS:07,MFV 09011,249.8,11/25/2013 21:01,11/25/2013 23:17,2:15:57,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,140,MFV 09011,BLK:20 PLN:23 POS:07,249.80
T59-B09,WT-169-S047,daniel,jason,8,BLK:20 PLN:23 POS:08,MFV 09245,252.3,11/25/2013 18:46,11/25/2013 21:00,2:14:30,,,,,252.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,141,MFV 09245,BLK:20 PLN:23 POS:08,252.30
T59-B09,WT-169-S047,daniel,jason,8,BLK:20 PLN:23 POS:09,MFV 09205,251.2,11/25/2013 21:01,11/25/2013 23:21,2:20:22,,,,,251.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,142,MFV 09205,BLK:20 PLN:23 POS:09,251.20
T59-B09,WT-169-S047,daniel,jason,9,BLK:20 PLN:23 POS:10,MFV 09192,252.5,11/25/2013 18:40,11/25/2013 20:54,2:14:13,,,,,252.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,143,MFV 09192,BLK:20 PLN:23 POS:10,252.50
T59-B09,WT-169-S047,daniel,jason,9,BLK:20 PLN:23 POS:11,MFV 09216,251.5,11/25/2013 20:54,11/25/2013 23:13,2:18:24,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,144,MFV 09216,BLK:20 PLN:23 POS:11,251.50
T59-B09,WT-169-S047,daniel,jason,2,BLK:20 PLN:25 POS:00,MFV 09179,250.6,11/25/2013 23:28,11/26/2013 1:44,2:16:03,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,145,MFV 09179,BLK:20 PLN:25 POS:00,250.60
T64-B10,WT-168:S021,daniel,jason,2,BLK:20 PLN:25 POS:01,MFV 01038,69.1,11/26/2013 1:48,11/26/2013 8:23,6:35:26,,T64-B10,WT-168:S021,184.3,253.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,146,MFV 01038,BLK:20 PLN:25 POS:01,253.40
T59-B09,WT-169-S047,daniel,jason,4,BLK:20 PLN:25 POS:02,MFV 01560,69.1,11/26/2013 1:07,11/26/2013 7:56,6:48:58,swap,T64-B10,WT-168:S021,184.3,253.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,147,MFV 01560,BLK:20 PLN:25 POS:02,253.40
T64-B10,WT-168:S021,wood,james,4,BLK:20 PLN:25 POS:03,MFV 02984,250.7,11/26/2013 7:54,11/26/2013 10:17,2:22:30,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,148,MFV 02984,BLK:20 PLN:25 POS:03,250.70
T59-B09,WT-169-S047,daniel,jason,5,BLK:20 PLN:25 POS:04,MFV 02982,251.3,11/25/2013 23:23,11/26/2013 1:42,2:18:56,,,,,251.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,149,MFV 02982,BLK:20 PLN:25 POS:04,251.30
T64-B10,WT-168:S021,daniel,jason,5,BLK:20 PLN:25 POS:05,MFV 01578,250.1,11/26/2013 1:48,11/26/2013 8:35,6:47:51,,,,,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,150,MFV 01578,BLK:20 PLN:25 POS:05,250.10
T59-B09,WT-169-S047,daniel,jason,11,BLK:20 PLN:25 POS:06,MFV 02968,251.8,11/25/2013 23:17,11/26/2013 1:33,2:16:41,,,,,251.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,151,MFV 02968,BLK:20 PLN:25 POS:06,251.80
T59-B09,WT-169-S047,daniel,jason,11,BLK:20 PLN:25 POS:07,MFV 09201,14.2,11/26/2013 1:33,11/26/2013 8:13,6:39:39,swap,T64-B10,WT-168:S021,239.9,254.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,152,MFV 09201,BLK:20 PLN:25 POS:07,254.10
T59-B09,WT-169-S047,daniel,jason,8,BLK:20 PLN:25 POS:08,MFV 08990,252,11/25/2013 23:21,11/26/2013 1:37,2:16:19,,,,,252.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,153,MFV 08990,BLK:20 PLN:25 POS:08,252.00
T59-B09,WT-169-S047,daniel,jason,8,BLK:20 PLN:25 POS:09,MFV 09246,4.1,11/26/2013 1:37,11/26/2013 8:20,6:42:33,swap,T64-B10,WT-168:S021,247.6,251.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,154,MFV 09246,BLK:20 PLN:25 POS:09,251.70
T59-B09,WT-169-S047,daniel,jason,9,BLK:20 PLN:25 POS:10,MFV 09005,250.1,11/25/2013 23:13,11/26/2013 1:30,2:17:14,,,,,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,155,MFV 09005,BLK:20 PLN:25 POS:10,250.10
T59-B09,WT-169-S047,daniel,jason,9,BLK:20 PLN:25 POS:11,MFV 09173,9.1,11/26/2013 1:30,11/26/2013 8:14,6:44:19,swap,T64-B10,WT-168:S021,241.8,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,156,MFV 09173,BLK:20 PLN:25 POS:11,250.90
T64-B10,WT-168:S021,wood,james,2,BLK:20 PLN:27 POS:00,MFV 09172,237.6,11/26/2013 8:23,11/26/2013 10:49,2:25:22,wouldn’t take anymore oil,,,,237.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,157,MFV 09172,BLK:20 PLN:27 POS:00,237.60
T64-B10,WT-168:S021,wood,james,2,BLK:20 PLN:27 POS:01,MFV 01040,250.9,11/26/2013 10:49,11/26/2013 13:11,2:22:32,,,,,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,158,MFV 01040,BLK:20 PLN:27 POS:01,250.90
T64-B10,WT-168:S021,wood,james,4,BLK:20 PLN:27 POS:02,MFV 09182,253.4,11/26/2013 10:17,11/26/2013 12:40,2:22:59,,,,,253.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,159,MFV 09182,BLK:20 PLN:27 POS:02,253.40
T64-B10,WT-168:S021,wood,james,4,BLK:20 PLN:27 POS:03,MFV 09178,252.5,11/26/2013 12:40,11/26/2013 15:16,2:35:10,,,,,252.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,160,MFV 09178,BLK:20 PLN:27 POS:03,252.50
T64-B10,WT-168:S021,wood,james,5,BLK:20 PLN:27 POS:04,MFV 01026,250.6,11/26/2013 8:36,11/26/2013 10:58,2:22:05,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,161,MFV 01026,BLK:20 PLN:27 POS:04,250.60
T64-B10,WT-168:S021,wood,james,5,BLK:20 PLN:27 POS:05,MFV 09191,250.3,11/26/2013 10:58,11/26/2013 13:26,2:27:42,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,162,MFV 09191,BLK:20 PLN:27 POS:05,250.30
T64-B10,WT-168:S021,wood,james,11,BLK:20 PLN:27 POS:06,MFV 09159,253.9,11/26/2013 8:13,11/26/2013 10:36,2:22:20,,,,,253.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,163,MFV 09159,BLK:20 PLN:27 POS:06,253.90
T64-B10,WT-168:S021,wood,james,11,BLK:20 PLN:27 POS:07,MFV 01031,251.7,11/26/2013 10:36,11/26/2013 12:53,2:17:24,,,,,251.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,164,MFV 01031,BLK:20 PLN:27 POS:07,251.70
T64-B10,WT-168:S021,wood,james,8,BLK:20 PLN:27 POS:08,MFV 09181,250.9,11/26/2013 8:20,11/26/2013 10:41,2:20:26,,,,,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,165,MFV 09181,BLK:20 PLN:27 POS:08,250.90
T64-B10,WT-168:S021,wood,james,8,BLK:20 PLN:27 POS:09,MFV 01059,251.3,11/26/2013 10:41,11/26/2013 13:00,2:19:46,,,,,251.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,166,MFV 01059,BLK:20 PLN:27 POS:09,251.30
T64-B10,WT-168:S021,wood,james,9,BLK:20 PLN:27 POS:10,MFV 09006,249.3,11/26/2013 8:14,11/26/2013 10:36,2:22:04,,,,,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,167,MFV 09006,BLK:20 PLN:27 POS:10,249.30
T64-B10,WT-168:S021,wood,james,9,BLK:20 PLN:27 POS:11,MFV 03036,251.2,11/26/2013 10:37,11/26/2013 12:55,2:18:10,,,,,251.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,168,MFV 03036,BLK:20 PLN:27 POS:11,251.20
T64-B10,WT-168:S021,wood,james,2,BLK:20 PLN:29 POS:00,MFV 02387,251.2,11/26/2013 13:11,11/26/2013 15:45,2:34:00,,,,,251.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,169,MFV 02387,BLK:20 PLN:29 POS:00,251.20
T64-B10,WT-168:S021,wood,james,2,BLK:20 PLN:29 POS:01,MFV 09171,53.3,11/26/2013 15:45,11/26/2013 18:54,3:08:21,SWAP!,T64-B10,WT-163:S050,199.3,252.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,170,MFV 09171,BLK:20 PLN:29 POS:01,252.60
T64-B10,WT-168:S021,wood,james,4,BLK:20 PLN:29 POS:02,MFV 09164,104.5,11/26/2013 15:16,11/26/2013 18:22,3:06:01,SWAP!,T64-B10,WT-163:S050,147.2,251.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,171,MFV 09164,BLK:20 PLN:29 POS:02,251.70
T64-B10,WT-163:S050,daniel,jason,4,BLK:20 PLN:29 POS:03,MFV 09170,250.8,11/26/2013 18:22,11/26/2013 20:42,2:19:47,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,172,MFV 09170,BLK:20 PLN:29 POS:03,250.80
T64-B10,WT-168:S021,wood,james,6,BLK:20 PLN:29 POS:04,MFV 09167,251.5,11/26/2013 13:31,11/26/2013 15:49,2:18:18,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,173,MFV 02387,BLK:20 PLN:29 POS:00,251.50
T64-B10,WT-168:S021,wood,james,6,BLK:20 PLN:29 POS:05,MFV 03480,43.1,11/26/2013 15:49,11/26/2013 18:54,3:05:05,SWAP!,T64-B10,WT-163:S050,207.1,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,174,MFV 09171,BLK:20 PLN:29 POS:01,250.20
T64-B10,WT-168:S021,wood,james,11,BLK:20 PLN:29 POS:06,MFV 09134,247.9,11/26/2013 12:53,11/26/2013 15:03,2:09:52,,,,,247.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,175,MFV 09164,BLK:20 PLN:29 POS:02,247.90
T64-B10,WT-168:S021,wood,james,11,BLK:20 PLN:29 POS:07,MFV 09125,133.6,11/26/2013 15:04,11/26/2013 18:02,2:58:56,SWAP!,T64-B10,WT-163:S050,116.6,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,176,MFV 09170,BLK:20 PLN:29 POS:03,250.20
T64-B10,WT-168:S021,wood,james,8,BLK:20 PLN:29 POS:08,MFV 09133,250,11/26/2013 13:01,11/26/2013 15:18,2:17:49,,,,,250.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,177,MFV 09167,BLK:20 PLN:29 POS:04,250.00
T64-B10,WT-168:S021,wood,james,8,BLK:20 PLN:29 POS:09,MFV 03495,101.4,11/26/2013 15:19,11/26/2013 18:20,3:01:38,SWAP!,T64-B10,WT-163:S050,150.8,252.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,178,MFV 03480,BLK:20 PLN:29 POS:05,252.20
T64-B10,WT-168:S021,wood,james,9,BLK:20 PLN:29 POS:10,MFV 09161,252.6,11/26/2013 12:55,11/26/2013 15:10,2:15:09,,,,,252.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,179,MFV 09134,BLK:20 PLN:29 POS:06,252.60
T64-B10,WT-168:S021,wood,james,9,BLK:20 PLN:29 POS:11,MFV 08925,119.2,11/26/2013 15:10,11/26/2013 18:09,2:59:07,SWAP!,T64-B10,WT-163:S050,130.8,250.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,180,MFV 09125,BLK:20 PLN:29 POS:07,250.00
T64-B10,WT-163:S050,daniel,jason,2,BLK:20 PLN:31 POS:00,MFV 01144,252.7,11/26/2013 21:13,11/26/2013 23:41,2:27:47,,,,,252.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,181,MFV 09133,BLK:20 PLN:29 POS:08,252.70
T64-B10,WT-163:S050,daniel,jason,4,BLK:20 PLN:31 POS:01,MFV 08940,250.2,11/26/2013 20:42,11/26/2013 23:03,2:21:20,,,,,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,182,MFV 03495,BLK:20 PLN:29 POS:09,250.20
T64-B10,WT-163:S050,daniel,jason,4,BLK:20 PLN:31 POS:02,MFV 08936,249.1,11/26/2013 23:07,11/27/2013 1:31,2:24:13,,,,,249.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,183,MFV 09161,BLK:20 PLN:29 POS:10,249.10
T64-B10,WT-163:S050,daniel,jason,6,BLK:20 PLN:31 POS:03,MFV 02368,252.1,11/26/2013 18:55,11/26/2013 21:18,2:23:07,,,,,252.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,184,MFV 08925,BLK:20 PLN:29 POS:11,252.10
T64-B10,WT-163:S050,daniel,jason,6,BLK:20 PLN:31 POS:04,MFV 02385,253.2,11/26/2013 21:18,11/26/2013 23:41,2:23:19,,,,,253.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,185,MFV 01144,BLK:20 PLN:31 POS:00,253.20
T64-B10,WT-163:S050,daniel,jason,2,BLK:20 PLN:31 POS:05,MFV 09128,251.5,11/26/2013 18:54,11/26/2013 21:13,2:19:05,,,,,251.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,186,MFV 08940,BLK:20 PLN:31 POS:01,251.50
T64-B10,WT-163:S050,daniel,jason,11,BLK:20 PLN:31 POS:06,MFV 02377,252.3,11/26/2013 18:03,11/26/2013 20:21,2:18:25,,,,,252.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,187,MFV 08936,BLK:20 PLN:31 POS:02,252.30
T64-B10,WT-163:S050,daniel,jason,11,BLK:20 PLN:31 POS:07,MFV 08923,247.4,11/26/2013 20:22,11/26/2013 22:35,2:13:29,,,,,247.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,188,MFV 02368,BLK:20 PLN:31 POS:03,247.40
T64-B10,WT-163:S050,daniel,jason,8,BLK:20 PLN:31 POS:08,MFV 08922,252.3,11/26/2013 18:21,11/26/2013 20:39,2:18:04,,,,,252.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,189,MFV 02385,BLK:20 PLN:31 POS:04,252.30
T64-B10,WT-163:S050,daniel,jason,8,BLK:20 PLN:31 POS:09,MFV 08909,253.1,11/26/2013 20:40,11/26/2013 22:58,2:17:56,,,,,253.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,190,MFV 09128,BLK:20 PLN:31 POS:05,253.10
