Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comment,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comment,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Comments,Fill 2: 3rd Tanker Batch,Fill 2: 3rd Tanker,Fill 2: Amount from 3rd Tanker (gal),Comments,Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
,,wood,don,1,BLK:26 PLN:28 POS:04,MFV 10606,,3/5/2014 15:43,3/6/2014 10:28,18:45:28,Cold oil delay,T64-B12,WT-168:S034,219.2,,,,,,219.2,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:28 POS:04,MFV 10606,3.8,3/27/2014 8:25,3/27/2014 8:32,0:07:10,,,,,,,,,,3.8,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:28 POS:04,MFV 10606,1.2,8/6/2014 13:05,8/6/2014 13:12,0:07:16,"9/16""",,,0.00,1.20,,,,,,,,0.00,,,,,,,0.00,0.00,,73,MFV 10606,BLK:26 PLN:28 POS:04,224.20,
,,wood,don,3,BLK:26 PLN:24 POS:04,MFV 04160,,3/5/2014 15:45,3/6/2014 10:42,18:57:06,Cold oil delay,T64-B12,WT-168:S034,238.3,,,,,,238.3,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:24 POS:04,MFV 04160,3.1,3/27/2014 8:42,3/27/2014 8:48,0:05:40,,,,,,,,,,3.1,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:24 POS:04,MFV 04160,2,8/6/2014 13:20,8/6/2014 13:49,0:29:17,"1/2""",,,0.00,2.00,,,,,,,,0.00,,,,,,,0.00,0.00,,74,MFV 04160,BLK:26 PLN:24 POS:04,243.40,
,,wood,don,10,BLK:26 PLN:08 POS:04,MFV 10768,,3/5/2014 15:41,3/6/2014 10:25,18:43:22,Cold oil delay,T64-B12,WT-168:S034,232.7,,,,,,232.7,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:08 POS:04,MFV 10768,2.3,3/27/2014 8:35,3/27/2014 8:41,0:05:39,,,,,,,,,,2.3,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:08 POS:04,MFV 10768,3.1,8/6/2014 12:47,8/6/2014 13:02,0:14:53,"3/4""",,,0.00,3.10,,,,,,,,0.00,,,,,,,0.00,0.00,,75,MFV 10768,BLK:26 PLN:08 POS:04,238.10,
T64-B12,WT-168:S034,wood,don,4,BLK:26 PLN:20 POS:04,MFV 10691,235.4,3/6/2014 6:49,3/6/2014 10:41,3:51:24,,,,,,,,,,235.4,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:20 POS:04,MFV 10691,5.3,3/27/2014 9:32,3/27/2014 9:40,0:08:37,,,,,,,,,,5.3,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:20 POS:04,MFV 10691,1.7,8/6/2014 13:58,8/6/2014 14:06,0:08:09,"1/2""",,,0.00,1.70,,,,,,,,0.00,,,,,,,0.00,0.00,,76,MFV 10691,BLK:26 PLN:20 POS:04,242.40,
T64-B12,WT-168:S034,wood,don,5,BLK:26 PLN:16 POS:04,MFV 10126,236,3/6/2014 6:46,3/6/2014 10:42,3:55:54,,,,,,,,,,236,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:16 POS:04,MFV 10126,4.5,3/27/2014 9:51,3/27/2014 9:59,0:07:31,,,,,,,,,,4.5,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:16 POS:04,MFV 10126,2.6,8/6/2014 13:50,8/6/2014 14:06,0:16:32,"1""",,,0.00,2.60,,,,,,,,0.00,,,,,,,0.00,0.00,,77,MFV 10126,BLK:26 PLN:16 POS:04,243.10,
T64-B12,WT-168:S034,wood,don,8,BLK:26 PLN:12 POS:04,MFV 06544,238.2,3/6/2014 6:43,3/6/2014 10:39,3:55:35,,,,,,,,,,238.2,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:12 POS:04,MFV 06544,4.7,3/27/2014 8:22,3/27/2014 8:30,0:08:18,,,,,,,,,,4.7,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:12 POS:04,MFV 06544,0.7,8/6/2014 13:20,8/6/2014 13:27,0:07:35,"1/8""",,,0.00,0.70,,,,,,,,0.00,,,,,,,0.00,0.00,,78,MFV 06544,BLK:26 PLN:12 POS:04,243.60,
T64-B12,WT-168:S034,wood,don,11,BLK:26 PLN:04 POS:04,MFV 10895,243.4,3/6/2014 6:44,3/6/2014 10:57,4:12:42,,,,,,,,,,243.4,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:04 POS:04,MFV 10895,4.9,3/27/2014 8:44,3/27/2014 8:52,0:07:36,,,,,,,,,,4.9,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:04 POS:05,MFV 10908,1.1,8/6/2014 7:08,8/6/2014 7:18,0:10:15,"1/4""",,,0.00,1.10,,,,,,,,0.00,,,,,,,0.00,0.00,,79,MFV 10895,BLK:26 PLN:04 POS:04,249.40,
T64-B12,WT-168:S034,wood,don,12,BLK:26 PLN:00 POS:04,MFV 10915,236.6,3/6/2014 6:48,3/6/2014 10:39,3:51:04,,,,,,,,,,236.6,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:00 POS:04,MFV 10915,5.8,3/27/2014 9:36,3/27/2014 9:45,0:09:12,,,,,,,,,,5.8,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:00 POS:04,MFV 10915,3.2,8/6/2014 10:58,8/6/2014 11:15,0:17:05,"1 1/16""",,,0.00,3.20,,,,,,,,0.00,,,,,,,0.00,0.00,,80,MFV 10915,BLK:26 PLN:00 POS:04,245.60,
T64-B12,WT-168:S034,wood,don,1,BLK:26 PLN:30 POS:05,MFV 07514,244.6,3/6/2014 10:29,3/6/2014 12:54,2:24:58,,,,,,,,,,244.6,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:30 POS:05,MFV 07514,1,3/26/2014 16:17,3/26/2014 16:21,0:04:06,,,,,,,,,,1,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:30 POS:05,MFV 07514,1.4,8/6/2014 10:37,8/6/2014 10:48,0:10:50,3/4'',,,0.00,1.40,,,,,,,,0.00,,,,,,,0.00,0.00,,81,MFV 07514,BLK:26 PLN:30 POS:05,247.00,
T64-B12,WT-168:S034,wood,don,3,BLK:26 PLN:26 POS:05,MFV 10590,235.6,3/6/2014 10:43,3/6/2014 12:48,2:04:58,,,,,,,,,,235.6,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:26 POS:05,MFV 10590,4.8,3/26/2014 16:32,3/26/2014 16:40,0:08:04,,,,,,,,,,4.8,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:26 POS:05,MFV 10590,2.4,8/6/2014 10:14,8/6/2014 10:26,0:12:02,7/8'',,,0.00,2.40,,,,,,,,0.00,,,,,,,0.00,0.00,,82,MFV 10590,BLK:26 PLN:26 POS:05,242.80,
T64-B12,WT-168:S034,wood,don,4,BLK:26 PLN:22 POS:05,MFV 10678,238,3/6/2014 10:41,3/6/2014 12:50,2:08:37,,,,,,,,,,238,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:22 POS:05,MFV 10678,4,3/27/2014 7:19,3/27/2014 7:27,0:07:32,,,,,,,,,,4,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:22 POS:05,MFV 10678,2.4,8/6/2014 9:39,8/6/2014 9:54,0:14:34,"7/8""",,,0.00,2.40,,,,,,,,0.00,,,,,,,0.00,0.00,,83,MFV 10678,BLK:26 PLN:22 POS:05,244.40,
T64-B12,WT-168:S034,wood,don,5,BLK:26 PLN:18 POS:05,MFV 05856,241.4,3/6/2014 10:42,3/6/2014 12:49,2:07:36,,,,,,,,,,241.4,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:18 POS:05,MFV 05856,12.8,3/27/2014 7:39,3/27/2014 7:46,0:07:13,,,,,,,,,,12.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,84,MFV 05856,BLK:26 PLN:18 POS:05,254.20,
T64-B12,WT-168:S034,wood,don,8,BLK:26 PLN:14 POS:05,MFV 10766,237.9,3/6/2014 10:37,3/6/2014 12:46,2:09:20,,,,,,,,,,237.9,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:14 POS:05,MFV 10766,5.4,3/26/2014 16:17,3/26/2014 16:25,0:08:49,,,,,,,,,,5.4,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:14 POS:05,MFV 10766,2.2,8/6/2014 8:19,8/6/2014 9:09,0:50:24,"7/8""",,,0.00,2.20,,,,,,,,0.00,,,,,,,0.00,0.00,,85,MFV 10766,BLK:26 PLN:14 POS:05,245.50,
T64-B12,WT-168:S034,wood,don,10,BLK:26 PLN:10 POS:05,MFV 10736,232.3,3/6/2014 10:25,3/6/2014 12:46,2:20:10,,,,,,,,,,232.3,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:10 POS:05,MFV 10736,3.8,3/26/2014 16:30,3/26/2014 16:36,0:06:24,,,,,,,,,,3.8,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:10 POS:05,MFV 10736,3.9,8/6/2014 7:39,8/6/2014 7:59,0:19:29,"1 1/4""",,,0.00,3.90,,,,,,,,0.00,,,,,,,0.00,0.00,,86,MFV 10736,BLK:26 PLN:10 POS:05,240.00,
T64-B12,WT-168:S034,wood,don,11,BLK:26 PLN:06 POS:05,MFV 07270,249.1,3/6/2014 10:57,3/6/2014 12:55,1:58:03,,,,,,,,,,249.1,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:06 POS:05,MFV 07270,1.6,3/27/2014 7:01,3/27/2014 7:07,0:05:29,,,,,,,,,,1.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,87,MFV 07270,BLK:26 PLN:06 POS:05,250.70,
T64-B12,WT-168:S034,wood,don,12,BLK:26 PLN:02 POS:05,MFV 10862,249.9,3/6/2014 10:39,3/6/2014 12:55,2:15:42,,,,,,,,,,249.9,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:02 POS:05,MFV 10862,0.8,3/27/2014 7:15,3/27/2014 7:23,0:08:04,,,,,,,,,,0.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,88,MFV 10862,BLK:26 PLN:02 POS:05,250.70,
T64-B12,WT-168:S034,wood,don,1,BLK:26 PLN:28 POS:05,MFV 10583,233.7,3/6/2014 12:54,3/6/2014 14:42,1:48:22,,,,,,,,,,233.7,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:28 POS:05,MFV 10583,6.8,3/26/2014 16:21,3/26/2014 16:32,0:11:13,,,,,,,,,,6.8,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:28 POS:05,MFV 10583,1.1,8/6/2014 10:27,8/6/2014 10:37,0:09:28,"1/4""",,,0.00,1.10,,,,,,,,0.00,,,,,,,0.00,0.00,,89,MFV 10583,BLK:26 PLN:28 POS:05,241.60,
T64-B12,WT-168:S034,wood,don,3,BLK:26 PLN:24 POS:05,MFV 10669,231.5,3/6/2014 12:48,3/6/2014 14:38,1:49:45,,,,,,,,,,231.5,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:24 POS:05,MFV 10669,11.4,3/27/2014 7:01,3/27/2014 7:19,0:18:02,,,,,,,,,,11.4,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:24 POS:05,MFV 10669,1.4,8/6/2014 10:04,8/6/2014 10:14,0:09:34,"3/8""",,,0.00,1.40,,,,,,,,0.00,,,,,,,0.00,0.00,,90,MFV 10669,BLK:26 PLN:24 POS:05,244.30,
T64-B12,WT-168:S034,wood,don,4,BLK:26 PLN:20 POS:05,MFV 10129,230.7,3/6/2014 12:50,3/6/2014 14:40,1:50:20,,,,,,,,,,230.7,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:20 POS:05,MFV 10129,8.2,3/27/2014 7:27,3/27/2014 7:39,0:12:08,,,,,,,,,,8.2,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:20 POS:05,MFV 10129,3.1,8/6/2014 9:24,8/6/2014 9:39,0:14:20,"1""",,,0.00,3.10,,,,,,,,0.00,,,,,,,0.00,0.00,,91,MFV 10129,BLK:26 PLN:20 POS:05,242.00,
T64-B12,WT-168:S034,wood,don,5,BLK:26 PLN:16 POS:05,MFV 10622,231.4,3/6/2014 12:49,3/6/2014 14:40,1:50:58,,,,,,,,,,231.4,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:16 POS:05,MFV 10622,7.4,3/27/2014 7:46,3/27/2014 8:01,0:14:30,,,,,,,,,,7.4,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:16 POS:05,MFV 10622,2.7,8/6/2014 9:10,8/6/2014 9:23,0:13:06,"7/8""",,,0.00,2.70,,,,,,,,0.00,,,,,,,0.00,0.00,,92,MFV 10622,BLK:26 PLN:16 POS:05,241.50,
T64-B12,WT-168:S034,wood,don,8,BLK:26 PLN:12 POS:05,MFV 10739,244.4,3/6/2014 12:46,3/6/2014 14:43,1:57:16,,,,,,,,,,244.4,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:12 POS:05,MFV 10739,2.3,3/26/2014 16:25,3/26/2014 16:30,0:04:22,,,,,,,,,,2.3,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:12 POS:05,MFV 10739,2.3,8/6/2014 8:01,8/6/2014 8:12,0:11:18,"3/4""",,,0.00,2.30,,,,,,,,0.00,,,,,,,0.00,0.00,,93,MFV 10739,BLK:26 PLN:12 POS:05,249.00,
T64-B12,WT-168:S034,wood,don,10,BLK:26 PLN:08 POS:05,MFV 06596,236.9,3/6/2014 12:46,3/6/2014 14:35,1:48:52,,,,,,,,,,236.9,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:08 POS:05,MFV 06596,4.9,3/26/2014 16:36,3/26/2014 16:44,0:07:44,,,,,,,,,,4.9,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:08 POS:05,MFV 06596,2.7,8/6/2014 7:22,8/6/2014 7:39,0:16:49,"7/8""",,,0.00,2.70,,,,,,,,0.00,,,,,,,0.00,0.00,,94,MFV 06596,BLK:26 PLN:08 POS:05,244.50,
T64-B12,WT-168:S034,wood,don,11,BLK:26 PLN:04 POS:05,MFV 10908,243.5,3/6/2014 12:55,3/6/2014 14:44,1:48:49,,,,,,,,,,243.5,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:04 POS:05,MFV 10908,4.1,3/27/2014 7:07,3/27/2014 7:15,0:08:09,,,,,,,,,,4.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,95,MFV 10908,BLK:26 PLN:04 POS:05,247.60,
T64-B12,WT-168:S034,wood,don,12,BLK:26 PLN:00 POS:05,MFV 10921,235,3/6/2014 12:55,3/6/2014 14:42,1:47:04,,,,,,,,,,235,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:00 POS:05,MFV 10921,7,3/27/2014 7:23,3/27/2014 7:34,0:11:16,,,,,,,,,,7,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:00 POS:05,MFV 10921,2.8,8/5/2014 16:03,8/5/2014 16:15,0:12:24,"7/8""",,,0.00,2.80,,,,,,,,0.00,,,,,,,0.00,0.00,,96,MFV 10921,BLK:26 PLN:00 POS:05,244.80,
,,wood,don,1,BLK:26 PLN:30 POS:06,MFV 09451,59.9,3/6/2014 15:43,3/7/2014 8:07,16:24:14,,T64-B12,WT-165:S061,173.3,,,,,,233.2,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:30 POS:06,MFV 09451,11.7,3/26/2014 13:26,3/26/2014 13:46,0:19:41,,,,,,,,,,11.7,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:30 POS:06,MFV 09451,2,8/5/2014 14:05,8/5/2014 14:15,0:09:43,"1/2""",,,0.00,2.00,,,,,,,,0.00,,,,,,,0.00,0.00,,97,MFV 09451,BLK:26 PLN:30 POS:06,246.90,
,,wood,don,4,BLK:26 PLN:26 POS:06,MFV 10609,62.8,3/6/2014 15:43,3/7/2014 8:07,16:24:11,,T64-B12,WT-165:S061,176.1,,,,,,238.9,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:26 POS:06,MFV 10609,3.5,3/26/2014 13:54,3/26/2014 14:00,0:06:07,,,,,,,,,,3.5,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:26 POS:06,MFV 10609,2.3,8/5/2014 15:03,8/5/2014 15:14,0:11:11,"3/4""",,,0.00,2.30,,,,,,,,0.00,,,,,,,0.00,0.00,,98,MFV 10609,BLK:26 PLN:26 POS:06,244.70,
,,wood,don,3,BLK:26 PLN:22 POS:06,MFV 05861,60.9,3/6/2014 15:43,3/7/2014 8:07,16:24:09,,T64-B12,WT-165:S061,174.4,,,,,,235.3,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:22 POS:06,MFV 05861,10.1,3/26/2014 14:08,3/26/2014 14:22,0:14:11,,,,,,,,,,10.1,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:22 POS:06,MFV 05861,2.4,8/5/2014 15:26,8/5/2014 15:37,0:10:48,"3/4""",,,0.00,2.40,,,,,,,,0.00,,,,,,,0.00,0.00,,99,MFV 05861,BLK:26 PLN:22 POS:06,247.80,
,,wood,don,5,BLK:26 PLN:18 POS:06,MFV 10730,62.6,3/6/2014 15:43,3/7/2014 8:09,16:26:07,,T64-B12,WT-165:S061,192.4,,,,,,255,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:18 POS:06,MFV 10730,12.8,3/26/2014 15:10,3/26/2014 15:28,0:17:42,,,,,,,,,,12.8,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:18 POS:06,MFV 10730,1.7,8/5/2014 15:17,8/5/2014 15:23,0:06:24,"3/8""",,,0.00,1.70,,,,,,,,0.00,,,,,,,0.00,0.00,,100,MFV 10730,BLK:26 PLN:18 POS:06,269.50,
,,wood,don,8,BLK:26 PLN:14 POS:06,MFV 06535,51.2,3/6/2014 15:43,3/7/2014 8:14,16:30:41,,T64-B12,WT-165:S061,191.4,,,,,,242.6,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:14 POS:06,MFV 06535,5.3,3/26/2014 13:26,3/26/2014 13:38,0:11:55,,,,,,,,,,5.3,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:14 POS:06,MFV 06535,0.5,8/5/2014 14:12,8/5/2014 14:15,0:02:33,"1/16""",,,0.00,0.50,,,,,,,,0.00,,,,,,,0.00,0.00,,101,MFV 06535,BLK:26 PLN:14 POS:06,248.40,
,,wood,don,10,BLK:26 PLN:10 POS:06,MFV 10777,62.5,3/6/2014 15:43,3/7/2014 8:03,16:20:21,,T64-B12,WT-165:S061,168.5,,,,,,231,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:10 POS:06,MFV 10777,6.7,3/26/2014 13:53,3/26/2014 14:05,0:12:03,,,,,,,,,,6.7,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:10 POS:06,MFV 10777,2.6,8/5/2014 13:52,8/5/2014 14:05,0:13:12,"1""",,,0.00,2.60,,,,,,,,0.00,,,,,,,0.00,0.00,,102,MFV 10777,BLK:26 PLN:10 POS:06,240.30,
,,wood,don,11,BLK:26 PLN:06 POS:06,MFV 07266,62,3/6/2014 15:43,3/7/2014 8:14,16:30:57,,T64-B12,WT-165:S061,172.2,,,,,,234.2,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:06 POS:06,MFV 07266,4,3/26/2014 14:11,3/26/2014 14:18,0:06:54,,,,,,,,,,4,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:06 POS:06,MFV 07266,1.8,8/5/2014 13:31,8/5/2014 13:39,0:08:06,"1/8""",,,0.00,1.80,,,,,,,,0.00,,,,,,,0.00,0.00,,103,MFV 07266,BLK:26 PLN:06 POS:06,240.00,
,,wood,don,12,BLK:26 PLN:02 POS:06,MFV 07273,60.4,3/6/2014 15:43,3/7/2014 8:06,16:22:56,,T64-B12,WT-165:S061,173.1,,,,,,233.5,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:02 POS:06,MFV 07273,5.5,3/26/2014 15:23,3/26/2014 15:32,0:09:10,,,,,,,,,,5.5,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:02 POS:06,MFV 07273,2.8,8/5/2014 13:12,8/5/2014 13:24,0:11:45,"1/2""",,,0.00,2.80,,,,,,,,0.00,,,,,,,0.00,0.00,,104,MFV 07273,BLK:26 PLN:02 POS:06,241.80,
T64-B12,WT-165:S061,galvin,tommy,1,BLK:26 PLN:28 POS:06,MFV 10573,235.3,3/7/2014 8:09,3/7/2014 10:02,1:53:21,,,,,,,,,,235.3,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:28 POS:06,MFV 10573,5.6,3/26/2014 13:46,3/26/2014 13:54,0:08:11,,,,,,,,,,5.6,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:28 POS:06,MFV 10573,1.5,8/5/2014 14:15,8/5/2014 14:24,0:08:43,"3/8""",,,0.00,1.50,,,,,,,,0.00,,,,,,,0.00,0.00,,105,MFV 10573,BLK:26 PLN:28 POS:06,242.40,
T64-B12,WT-165:S061,galvin,tommy,4,BLK:26 PLN:24 POS:06,MFV 10676,238.3,3/7/2014 8:09,3/7/2014 10:02,1:53:18,,,,,,,,,,238.3,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:24 POS:06,MFV 10676,4,3/26/2014 14:00,3/26/2014 14:08,0:07:37,,,,,,,,,,4,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:24 POS:06,MFV 10676,2,8/5/2014 15:17,8/5/2014 15:26,0:08:54,"1/2""",,,0.00,2.00,,,,,,,,0.00,,,,,,,0.00,0.00,,106,MFV 10676,BLK:26 PLN:24 POS:06,244.30,
T64-B12,WT-165:S061,galvin,tommy,3,BLK:26 PLN:20 POS:06,MFV 10134,237,3/7/2014 8:09,3/7/2014 10:02,1:53:18,,,,,,,,,,237,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:20 POS:06,MFV 10134,6.6,3/26/2014 14:22,3/26/2014 15:10,0:47:36,,,,,,,,,,6.6,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:20 POS:06,MFV 10134,1.6,8/5/2014 15:24,8/5/2014 15:30,0:06:14,"1/2""",,,0.00,1.60,,,,,,,,0.00,,,,,,,0.00,0.00,,107,MFV 10134,BLK:26 PLN:20 POS:06,245.20,
T64-B12,WT-165:S061,galvin,tommy,5,BLK:26 PLN:16 POS:06,MFV 10683,255,3/7/2014 8:10,3/7/2014 10:02,1:52:00,,,,,,,,,,255,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:16 POS:06,MFV 10683,35.9,3/26/2014 15:28,1/4/1900 0:00,0:31:12,,,,,,,,,,35.9,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:16 POS:06,MFV 10683,3.4,8/5/2014 15:02,8/5/2014 15:14,0:12:31,"1""",,,0.00,3.40,,,,,,,,0.00,,,,,,,0.00,0.00,,108,MFV 10683,BLK:26 PLN:16 POS:06,294.30,
T64-B12,WT-165:S061,galvin,tommy,8,BLK:26 PLN:12 POS:06,MFV 10734,234.9,3/7/2014 8:15,3/7/2014 10:02,1:47:13,,,,,,,,,,234.9,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:12 POS:06,MFV 10734,7.6,3/26/2014 13:52,3/26/2014 13:53,0:01:00,,,,,,,,,,7.6,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:12 POS:06,MFV 10734,1.3,8/5/2014 14:07,8/5/2014 14:12,0:04:39,"1/4""",,,0.00,1.30,,,,,,,,0.00,,,,,,,0.00,0.00,,109,MFV 10734,BLK:26 PLN:12 POS:06,243.80,
T64-B12,WT-165:S061,galvin,tommy,10,BLK:26 PLN:08 POS:06,MFV 06555,236.8,3/7/2014 8:04,3/7/2014 10:02,1:57:34,,,,,,,,,,236.8,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:08 POS:06,MFV 06555,1.8,3/26/2014 14:05,3/26/2014 14:11,0:06:07,,,,,,,,,,1.8,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:08 POS:06,MFV 06555,3,8/5/2014 13:39,8/5/2014 13:51,0:11:36,"1 1/4""",,,0.00,3.00,,,,,,,,0.00,,,,,,,0.00,0.00,,110,MFV 06555,BLK:26 PLN:08 POS:06,241.60,
T64-B12,WT-165:S061,galvin,tommy,11,BLK:26 PLN:04 POS:06,MFV 10875,231.6,3/7/2014 8:15,3/7/2014 10:07,1:52:41,,,,,,,,,,231.6,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:04 POS:06,MFV 10875,20.5,3/26/2014 14:18,3/26/2014 15:23,1:04:14,,,,,,,,,,20.5,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:04 POS:06,MFV 10875,1.1,8/5/2014 13:24,8/5/2014 13:29,0:05:06,"1/4""",,,0.00,1.10,,,,,,,,0.00,,,,,,,0.00,0.00,,111,MFV 10875,BLK:26 PLN:04 POS:06,253.20,
