Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comment,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comment,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Comments,Fill 2: 3rd Tanker Batch,Fill 2: 3rd Tanker,Fill 2: Amount from 3rd Tanker (gal),Comments,Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
T64-B12,WT-116:S060,wood,don,12,BLK:26 PLN:00 POS:01,MFV 10920,244.9,3/4/2014 8:03,3/4/2014 9:53,1:49:27,,,,,,,,,,244.9,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:00 POS:01,MFV 10920,1.3,3/27/2014 16:02,3/27/2014 16:05,0:02:55,,,,,,,,,,1.3,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:00 POS:01,MFV 10920,2.2,8/7/2014 8:11,8/7/2014 8:34,0:22:48,"1""",,,0.00,2.20,,,,,,,,0.00,,,,,,,0.00,0.00,,32,MFV 10920,BLK:26 PLN:00 POS:01,248.40,
T64-B12,WT-116:S060,wood,don,1,BLK:26 PLN:30 POS:02,MFV 05575,235.9,3/4/2014 11:48,3/4/2014 13:42,1:53:57,,,,,,,,,,235.9,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:30 POS:02,MFV 05575,1.9,3/27/2014 11:15,3/27/2014 11:19,0:04:32,,,,,,,,,,1.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,33,MFV 05575,BLK:26 PLN:30 POS:02,237.80,
T64-B12,WT-116:S060,wood,don,3,BLK:26 PLN:26 POS:02,MFV 10603,243.7,3/4/2014 11:48,3/4/2014 13:39,1:51:33,,,,,,,,,,243.7,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:26 POS:02,MFV 10603,2.9,3/27/2014 11:50,3/27/2014 11:55,0:05:04,,,,,,,,,,2.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,34,MFV 10603,BLK:26 PLN:26 POS:02,246.60,
T64-B12,WT-116:S060,wood,don,4,BLK:26 PLN:22 POS:02,MFV 10619,243.5,3/4/2014 11:48,3/4/2014 13:37,1:48:49,,,,,,,,,,243.5,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:22 POS:02,MFV 10619,2.5,3/27/2014 13:07,3/27/2014 13:13,0:06:44,,,,,,,,,,2.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,35,MFV 10619,BLK:26 PLN:22 POS:02,246.00,
T64-B12,WT-116:S060,wood,don,5,BLK:26 PLN:18 POS:02,MFV 10725,242.1,3/4/2014 11:48,3/4/2014 13:38,1:50:06,,,,,,,,,,242.1,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:18 POS:02,MFV 10725,2,3/27/2014 13:33,3/27/2014 13:38,0:04:22,,,,,,,,,,2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,36,MFV 10725,BLK:26 PLN:18 POS:02,244.10,
T64-B12,WT-116:S060,wood,don,8,BLK:26 PLN:14 POS:02,MFV 10745,247.1,3/4/2014 11:48,3/4/2014 13:46,1:57:55,,,,,,,,,,247.1,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:14 POS:02,MFV 10745,1.8,3/27/2014 11:15,3/27/2014 11:32,0:17:34,,,,,,,,,,1.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,37,MFV 10745,BLK:26 PLN:14 POS:02,248.90,
T64-B12,WT-116:S060,wood,don,10,BLK:26 PLN:10 POS:02,MFV 10743,243.3,3/4/2014 11:48,3/4/2014 13:34,1:46:37,,,,,,,,,,243.3,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:10 POS:02,MFV 10743,1.2,3/27/2014 13:00,3/27/2014 13:04,0:04:01,,,,,,,,,,1.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,38,MFV 10743,BLK:26 PLN:10 POS:02,244.50,
T64-B12,WT-116:S060,wood,don,11,BLK:26 PLN:06 POS:02,MFV 06532,244.6,3/4/2014 11:48,3/4/2014 13:34,1:45:52,,,,,,,,,,244.6,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:06 POS:02,MFV 06532,6.1,3/27/2014 13:57,3/27/2014 14:07,0:09:31,,,,,,,,,,6.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,39,MFV 06532,BLK:26 PLN:06 POS:02,250.70,
T64-B12,WT-116:S060,wood,don,12,BLK:26 PLN:02 POS:02,MFV 10711,250.7,3/4/2014 11:48,3/4/2014 13:47,1:59:35,,,,,,,,,,250.7,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:02 POS:02,MFV 10711,1.3,3/27/2014 14:14,3/27/2014 14:18,0:03:55,,,,,,,,,,1.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,40,MFV 10711,BLK:26 PLN:02 POS:02,252.00,
T64-B12,WT-116:S060,wood,don,1,BLK:26 PLN:28 POS:02,MFV 10564,112.1,3/4/2014 13:42,3/5/2014 7:33,17:50:59,,T64-B12,WT-163:SO61,121.3,swap,,,,,233.4,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:28 POS:02,MFV 10564,23.6,3/27/2014 11:19,3/27/2014 11:50,0:30:22,,,,,,,,,,23.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,41,MFV 10564,BLK:26 PLN:28 POS:02,257.00,
T64-B12,WT-116:S060,wood,don,3,BLK:26 PLN:24 POS:02,MFV 10585,120.3,3/4/2014 13:40,3/5/2014 7:33,17:53:29,,T64-B12,WT-163:SO61,122.1,swap,,,,,242.4,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:24 POS:02,MFV 10585,16.1,3/27/2014 12:57,3/27/2014 13:07,0:09:10,,,,,,,,,,16.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,42,MFV 10585,BLK:26 PLN:24 POS:02,258.50,
T64-B12,WT-116:S060,wood,don,4,BLK:26 PLN:20 POS:02,MFV 06606,100.6,3/4/2014 13:37,3/5/2014 7:36,17:59:14,,T64-B12,WT-163:SO61,122.9,swap,,,,,223.5,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:20 POS:02,MFV 06606,13.8,3/27/2014 13:13,3/27/2014 13:33,0:19:43,,,,,,,,,,13.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,43,MFV 06606,BLK:26 PLN:20 POS:02,237.30,
T64-B12,WT-116:S060,wood,don,5,BLK:26 PLN:16 POS:02,MFV 10685,110.2,3/4/2014 13:38,3/5/2014 7:37,17:58:38,,T64-B12,WT-163:SO61,124.9,swap,,,,,235.1,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:16 POS:02,MFV 10685,4.4,3/27/2014 13:38,3/27/2014 13:45,0:07:45,,,,,,,,,,4.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,44,MFV 10685,BLK:26 PLN:16 POS:02,239.50,
T64-B12,WT-116:S060,wood,don,8,BLK:26 PLN:12 POS:02,MFV 06593,120.3,3/4/2014 13:46,3/5/2014 7:38,17:51:51,,T64-B12,WT-163:SO61,119.9,swap,,,,,240.2,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:12 POS:02,MFV 06593,37.7,3/27/2014 11:33,3/27/2014 13:00,1:27:14,,,,,,,,,,37.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,45,MFV 06593,BLK:26 PLN:12 POS:02,277.90,
T64-B12,WT-116:S060,wood,don,10,BLK:26 PLN:08 POS:02,MFV 06556,100.2,3/4/2014 13:35,3/5/2014 7:39,18:04:08,,T64-B12,WT-163:SO61,124.6,swap,,,,,224.8,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:08 POS:02,MFV 06556,61.1,3/27/2014 13:04,3/27/2014 13:57,0:53:21,,,,,,,,,,61.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,46,MFV 06556,BLK:26 PLN:08 POS:02,285.90,
T64-B12,WT-116:S060,wood,don,11,BLK:26 PLN:04 POS:02,MFV 10891,104.1,3/4/2014 13:34,3/5/2014 7:40,18:06:08,,T64-B12,WT-163:SO61,124.9,swap,,,,,229,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:04 POS:02,MFV 10891,2.5,3/27/2014 14:07,3/27/2014 14:14,0:06:26,,,,,,,,,,2.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,47,MFV 10891,BLK:26 PLN:04 POS:02,231.50,
T64-B12,WT-116:S060,wood,don,12,BLK:26 PLN:00 POS:02,MFV 10934,80.2,3/4/2014 13:48,3/5/2014 7:44,17:56:02,,T64-B12,WT-163:SO61,151.7,swap,,,,,231.9,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:00 POS:02,MFV 10934,4.6,3/27/2014 14:18,3/27/2014 14:27,0:08:55,,,,,,,,,,4.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,48,MFV 10934,BLK:26 PLN:00 POS:02,236.50,
T64-B12,WT-163:S061,wood,don,1,BLK:26 PLN:30 POS:03,MFV 00392,231.2,3/5/2014 7:34,3/5/2014 9:22,1:47:05,,,,,,,,,,231.2,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:30 POS:03,MFV 00392,5.3,3/27/2014 9:59,3/27/2014 10:08,0:08:55,,,,,,,,,,5.3,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:30 POS:03,MFV 00392,0.9,8/6/2014 15:59,8/6/2014 16:05,0:06:22,"5/16""",,,0.00,0.90,,,,,,,,0.00,,,,,,,0.00,0.00,,49,MFV 00392,BLK:26 PLN:30 POS:03,237.40,
T64-B12,WT-163:S061,wood,don,3,BLK:26 PLN:26 POS:03,MFV 10633,242.6,3/5/2014 7:36,3/5/2014 9:24,1:48:20,,,,,,,,,,242.6,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:26 POS:03,MFV 10633,3.6,3/27/2014 10:13,3/27/2014 10:21,0:07:34,,,,,,,,,,3.6,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:26 POS:03,MFV 10633,0.7,8/7/2014 7:15,8/7/2014 7:24,0:09:06,"1/4""",,,0.00,0.70,,,,,,,,0.00,,,,,,,0.00,0.00,,50,MFV 10633,BLK:26 PLN:26 POS:03,246.90,
T64-B12,WT-163:S061,wood,don,4,BLK:26 PLN:22 POS:03,MFV 10674,242.1,3/5/2014 7:37,3/5/2014 9:33,1:56:14,,,,,,,,,,242.1,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:22 POS:03,MFV 10674,4.9,3/27/2014 10:30,3/27/2014 10:38,0:08:49,,,,,,,,,,4.9,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:22 POS:03,MFV 10674,0.4,8/7/2014 7:36,8/7/2014 7:38,0:02:36,"1/16""",,,0.00,0.40,,,,,,,,0.00,,,,,,,0.00,0.00,,51,MFV 10674,BLK:26 PLN:22 POS:03,247.40,
T64-B12,WT-163:S061,wood,don,5,BLK:26 PLN:18 POS:03,MFV 06589,247.3,3/5/2014 7:37,3/5/2014 9:33,1:55:23,,,,,,,,,,247.3,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:18 POS:03,MFV 06589,3.1,3/27/2014 10:45,3/27/2014 10:51,0:06:03,,,,,,,,,,3.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,52,MFV 06589,BLK:26 PLN:18 POS:03,250.40,
T64-B12,WT-163:S061,wood,don,8,BLK:26 PLN:14 POS:03,MFV 10721,241.4,3/5/2014 7:39,3/5/2014 9:25,1:46:04,,,,,,,,,,241.4,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:14 POS:03,MFV 10721,3.9,3/27/2014 9:59,3/27/2014 10:07,0:07:21,,,,,,,,,,3.9,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:14 POS:03,MFV 10721,1.8,8/6/2014 15:55,8/6/2014 16:04,0:08:11,"1/2""",,,0.00,1.80,,,,,,,,0.00,,,,,,,0.00,0.00,,53,MFV 10721,BLK:26 PLN:14 POS:03,247.10,
T64-B12,WT-163:S061,wood,don,10,BLK:26 PLN:10 POS:03,MFV 10741,231.8,3/5/2014 7:40,3/5/2014 9:22,1:42:14,,,,,,,,,,231.8,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:10 POS:03,MFV 10741,7.9,3/27/2014 10:12,3/27/2014 10:31,0:18:39,,,,,,,,,,7.9,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:10 POS:03,MFV 10741,2.4,8/6/2014 15:32,8/6/2014 15:44,0:11:55,"7/8""",,,0.00,2.40,,,,,,,,0.00,,,,,,,0.00,0.00,,54,MFV 10741,BLK:26 PLN:10 POS:03,242.10,
T64-B12,WT-163:S061,wood,don,11,BLK:26 PLN:06 POS:03,MFV 10696,230.9,3/5/2014 7:41,3/5/2014 9:24,1:42:54,,,,,,,,,,230.9,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:06 POS:03,MFV 10696,1.8,3/27/2014 10:47,3/27/2014 10:53,0:06:25,,,,,,,,,,1.8,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:06 POS:03,MFV 10696,0.9,8/6/2014 15:04,8/6/2014 15:15,0:10:54,"1/4""",,,0.00,0.90,,,,,,,,0.00,,,,,,,0.00,0.00,,55,MFV 10696,BLK:26 PLN:06 POS:03,233.60,
T64-B12,WT-163:S061,wood,don,12,BLK:26 PLN:02 POS:03,MFV 10867,244.4,3/5/2014 7:44,3/5/2014 9:34,1:49:33,,,,,,,,,,244.4,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:02 POS:03,MFV 10867,1.5,3/27/2014 11:02,3/27/2014 11:06,0:03:42,,,,,,,,,,1.5,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:02 POS:03,MFV 10867,3.3,8/6/2014 14:58,8/6/2014 15:03,0:04:30,"9/16""",,,0.00,3.30,,,,,,,,0.00,,,,,,,0.00,0.00,,56,MFV 10867,BLK:26 PLN:02 POS:03,249.20,
T64-B12,WT-163:S061,wood,don,1,BLK:26 PLN:28 POS:03,MFV 10563,242.3,3/5/2014 9:22,3/5/2014 11:14,1:51:59,,,,,,,,,,242.3,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:28 POS:03,MFV 10563,2.1,3/27/2014 10:09,3/27/2014 10:13,0:04:23,,,,,,,,,,2.1,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:28 POS:03,MFV 10563,1.1,8/6/2014 16:08,8/6/2014 16:26,0:18:10,"3/8""",,,0.00,1.10,,,,,,,,0.00,,,,,,,0.00,0.00,,57,MFV 10563,BLK:26 PLN:28 POS:03,245.50,
T64-B12,WT-163:S061,wood,don,3,BLK:26 PLN:24 POS:03,MFV 10615,241.8,3/5/2014 9:25,3/5/2014 11:16,1:51:01,,,,,,,,,,241.8,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:24 POS:03,MFV 10615,3.6,3/27/2014 10:21,3/27/2014 10:30,0:09:05,,,,,,,,,,3.6,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:24 POS:03,MFV 10615,0.5,8/7/2014 7:25,8/7/2014 7:35,0:09:55,"1/4""",,,0.00,0.50,,,,,,,,0.00,,,,,,,0.00,0.00,,58,MFV 10615,BLK:26 PLN:24 POS:03,245.90,
T64-B12,WT-163:S061,wood,don,4,BLK:26 PLN:20 POS:03,MFV 06585,244.4,3/5/2014 9:33,3/5/2014 11:28,1:55:02,,,,,,,,,,244.4,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:20 POS:03,MFV 06585,2.5,3/27/2014 10:39,3/27/2014 10:45,0:06:00,,,,,,,,,,2.5,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:20 POS:03,MFV 06585,1.8,8/7/2014 7:15,8/7/2014 7:35,0:20:27,"3/4""",,,0.00,1.80,,,,,,,,0.00,,,,,,,0.00,0.00,,59,MFV 06585,BLK:26 PLN:20 POS:03,248.70,
T64-B12,WT-163:S061,wood,don,5,BLK:26 PLN:16 POS:03,MFV 10689,238.6,3/5/2014 9:33,3/5/2014 11:25,1:51:43,,,,,,,,,,238.6,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:16 POS:03,MFV 10689,4.5,3/27/2014 10:51,3/27/2014 11:01,0:10:17,,,,,,,,,,4.5,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:16 POS:03,MFV 10689,1.4,8/6/2014 16:05,8/6/2014 16:19,0:14:29,"3/8""",,,0.00,1.40,,,,,,,,0.00,,,,,,,0.00,0.00,,60,MFV 10689,BLK:26 PLN:16 POS:03,244.50,
T64-B12,WT-163:S061,wood,don,8,BLK:26 PLN:12 POS:03,MFV 10772,241.3,3/5/2014 9:27,3/5/2014 11:18,1:50:52,,,,,,,,,,241.3,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:12 POS:03,MFV 10772,2.6,3/27/2014 10:07,3/27/2014 10:12,0:05:22,,,,,,,,,,2.6,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:12 POS:03,MFV 10772,1,8/6/2014 15:46,8/6/2014 15:52,0:06:59,"5/16""",,,0.00,1.00,,,,,,,,0.00,,,,,,,0.00,0.00,,61,MFV 10772,BLK:26 PLN:12 POS:03,244.90,
T64-B12,WT-163:S061,wood,don,10,BLK:26 PLN:08 POS:03,MFV 06551,235.9,3/5/2014 9:22,3/5/2014 11:11,1:48:50,,,,,,,,,,235.9,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:08 POS:03,MFV 06551,9.7,3/27/2014 10:31,3/27/2014 10:47,0:15:48,,,,,,,,,,9.7,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:08 POS:03,MFV 06551,2.5,8/6/2014 15:16,8/6/2014 15:30,0:13:59,"7/8""",,,0.00,2.50,,,,,,,,0.00,,,,,,,0.00,0.00,,62,MFV 06551,BLK:26 PLN:08 POS:03,248.10,
T64-B12,WT-163:S061,wood,don,11,BLK:26 PLN:04 POS:03,MFV 10899,249.6,3/5/2014 9:24,3/5/2014 11:20,1:56:30,,,,,,,,,,249.6,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:04 POS:03,MFV 10899,4.1,3/27/2014 10:53,3/27/2014 11:02,0:08:38,,,,,,,,,,4.1,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:04 POS:04,MFV 10895,0.5,8/6/2014 12:23,8/6/2014 12:29,0:06:36,"1/4""",,,0.00,0.50,,,,,,,,0.00,,,,,,,0.00,0.00,,63,MFV 10899,BLK:26 PLN:04 POS:03,254.20,
T64-B12,WT-163:S061,wood,don,12,BLK:26 PLN:00 POS:03,MFV 10930,239.8,3/5/2014 9:34,3/5/2014 11:26,1:52:25,,,,,,,,,,239.8,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:00 POS:03,MFV 10930,1.2,3/27/2014 11:06,3/27/2014 11:07,0:01:28,,,,,,,,,,1.2,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:00 POS:03,MFV 10930,2.6,8/6/2014 14:11,8/6/2014 14:24,0:12:15,"1/2""",,,0.00,2.60,,,,,,,,0.00,,,,,,,0.00,0.00,,64,MFV 10930,BLK:26 PLN:00 POS:03,243.60,
T64-B12,WT-163:S061,wood,don,1,BLK:26 PLN:30 POS:04,MFV 07505,212.9,3/5/2014 11:15,3/5/2014 15:43,4:27:55,hour delay for potluck,T64-B12,WT-168:S034,18.2,,,,,,231.1,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:30 POS:04,MFV 07505,7.9,3/27/2014 8:12,3/27/2014 8:25,0:12:51,,,,,,,,,,7.9,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:30 POS:04,MFV 07505,0.7,8/6/2014 12:59,8/6/2014 13:04,0:05:03,"1/8""",,,0.00,0.70,,,,,,,,0.00,,,,,,,0.00,0.00,,65,MFV 07505,BLK:26 PLN:30 POS:04,239.70,
T64-B12,WT-163:S061,wood,don,3,BLK:26 PLN:26 POS:04,MFV 10624,213.4,3/5/2014 11:16,3/5/2014 15:45,4:28:56,hour delay for potluck,T64-B12,WT-168:S034,26.2,,,,,,239.6,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:26 POS:04,MFV 10624,4.9,3/27/2014 8:32,3/27/2014 8:42,0:10:05,,,,,,,,,,4.9,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:26 POS:04,MFV 10624,1.1,8/6/2014 13:12,8/6/2014 13:19,0:06:30,"1/2""",,,0.00,1.10,,,,,,,,0.00,,,,,,,0.00,0.00,,66,MFV 10624,BLK:26 PLN:26 POS:04,245.60,
T64-B12,WT-163:S061,wood,don,4,BLK:26 PLN:22 POS:04,MFV 10591,186.2,3/5/2014 11:29,3/6/2014 6:49,19:19:57,hour delay for potluck,T64-B12,WT-168:S034,55.7,,,,,,241.9,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:22 POS:04,MFV 10591,5.8,3/27/2014 9:29,3/27/2014 9:32,0:02:24,,,,,,,,,,5.8,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:22 POS:04,MFV 10591,0.8,8/6/2014 13:50,8/6/2014 13:57,0:07:38,"1/8""",,,0.00,0.80,,,,,,,,0.00,,,,,,,0.00,0.00,,67,MFV 10591,BLK:26 PLN:22 POS:04,248.50,
T64-B12,WT-163:S061,wood,don,5,BLK:26 PLN:18 POS:04,MFV 10728,192.6,3/5/2014 11:25,3/6/2014 6:45,19:20:04,hour delay for potluck,T64-B12,WT-168:S034,47.5,,,,,,240.1,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:18 POS:04,MFV 10728,6.8,3/27/2014 9:41,3/27/2014 9:51,0:10:43,,,,,,,,,,6.8,T64-B13,WT169:S064,Larry,Brent,12,BLK:26 PLN:18 POS:04,MFV 10728,1.4,8/6/2014 14:09,8/6/2014 14:17,0:07:28,"1/2""",,,0.00,1.40,,,,,,,,0.00,,,,,,,0.00,0.00,,68,MFV 10728,BLK:26 PLN:18 POS:04,248.30,
T64-B12,WT-163:S061,wood,don,8,BLK:26 PLN:14 POS:04,MFV 10778,210,3/5/2014 11:18,3/6/2014 6:43,19:24:38,hour delay for potluck,T64-B12,WT-168:S034,31.7,,,,,,241.7,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:14 POS:04,MFV 10778,4.4,3/27/2014 8:12,3/27/2014 8:22,0:09:36,,,,,,,,,,4.4,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:14 POS:04,MFV 10778,1.4,8/6/2014 13:27,8/6/2014 13:51,0:23:28,"3/8""",,,0.00,1.40,,,,,,,,0.00,,,,,,,0.00,0.00,,69,MFV 10778,BLK:26 PLN:14 POS:04,247.50,
T64-B12,WT-163:S061,wood,don,10,BLK:26 PLN:10 POS:04,MFV 10719,220.3,3/5/2014 11:13,3/5/2014 15:41,4:28:21,hour delay for potluck,T64-B12,WT-168:S034,11.2,,,,,,231.5,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:10 POS:04,MFV 10719,2.5,3/27/2014 8:30,3/27/2014 8:35,0:05:00,,,,,,,,,,2.5,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:10 POS:04,MFV 10719,3.3,8/6/2014 13:03,8/6/2014 13:19,0:16:16,"3/4""",,,0.00,3.30,,,,,,,,0.00,,,,,,,0.00,0.00,,70,MFV 10719,BLK:26 PLN:10 POS:04,237.30,
T64-B12,WT-163:S061,wood,don,11,BLK:26 PLN:06 POS:04,MFV 10760,207.6,3/5/2014 11:21,3/6/2014 6:44,19:22:55,hour delay for potluck,T64-B12,WT-168:S034,35.9,,,,,,243.5,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:06 POS:04,MFV 10760,1.8,3/27/2014 8:41,3/27/2014 8:44,0:03:39,,,,,,,,,,1.8,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:06 POS:04,MFV 10760,2.5,8/6/2014 12:31,8/6/2014 12:44,0:12:05,"3/4""",,,0.00,2.50,,,,,,,,0.00,,,,,,,0.00,0.00,,71,MFV 10760,BLK:26 PLN:06 POS:04,247.80,
T64-B12,WT-163:S061,wood,don,12,BLK:26 PLN:02 POS:04,MFV 10883,190.4,3/5/2014 11:27,3/6/2014 6:47,19:20:11,hour delay for potluck,T64-B12,WT-168:S034,53,,,,,,243.4,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:02 POS:04,MFV 10883,5.6,3/27/2014 8:52,3/27/2014 9:36,0:43:23,,,,,,,,,,5.6,T64-B13,WT169:S064,Larry,Brent,2,BLK:26 PLN:02 POS:04,MFV 10883,0.9,8/6/2014 11:19,8/6/2014 11:27,0:08:19,"1/4""",,,0.00,0.90,,,,,,,,0.00,,,,,,,0.00,0.00,,72,MFV 10883,BLK:26 PLN:02 POS:04,249.90,
