Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comments,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comments,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T64-B12,WT-164:S057,wood,perko,5,BLK:26 PLN:07 POS:06,MFV 10792,248.6,3/13/2014 15:57,3/14/2014 8:51,16:54:16,,,,,,,,,,248.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,40,MFV 10792,BLK:26 PLN:07 POS:06,248.60
T64-B12,WT-164:S057,wood,perko,8,BLK:26 PLN:07 POS:08,MFV 07271,252.1,3/13/2014 15:53,3/14/2014 8:53,16:59:17,,,,,,,,,,252.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,41,MFV 07271,BLK:26 PLN:07 POS:08,252.10
T64-B12,WT-164:S057,wood,perko,12,BLK:26 PLN:07 POS:10,MFV 06536,250.4,3/13/2014 16:18,3/14/2014 8:57,16:38:10,,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,42,MFV 06536,BLK:26 PLN:07 POS:10,250.40
T64-B12,WT-163-S062,Trina,perko,1,BLK:26 PLN:07 POS:01,MFV 10811,248.7,3/14/2014 9:06,3/14/2014 11:25,2:19:02,,,,,,,,,,248.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,43,MFV 10811,BLK:26 PLN:07 POS:01,248.70
T64-B12,WT-163-S062,Trina,perko,3,BLK:26 PLN:07 POS:03,MFV 10785,248.1,3/14/2014 9:06,3/14/2014 11:23,2:17:52,,,,,,,,,,248.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,44,MFV 10785,BLK:26 PLN:07 POS:03,248.10
T64-B12,WT-163-S062,Trina,perko,4,BLK:26 PLN:07 POS:05,MFV 10813,249.9,3/14/2014 9:08,3/14/2014 11:28,2:19:30,,,,,,,,,,249.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,45,MFV 10813,BLK:26 PLN:07 POS:05,249.90
T64-B12,WT-163-S062,Trina,perko,5,BLK:26 PLN:07 POS:07,MFV 10823,251,3/14/2014 9:09,3/14/2014 11:29,2:20:16,,,,,,,,,,251,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,46,MFV 10823,BLK:26 PLN:07 POS:07,251.00
T64-B12,WT-163-S062,Trina,perko,8,BLK:26 PLN:07 POS:09,MFV 07269,249.3,3/14/2014 9:09,3/14/2014 11:28,2:19:48,,,,,,,,,,249.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,47,MFV 07269,BLK:26 PLN:07 POS:09,249.30
T64-B12,WT-163-S062,Trina,perko,12,BLK:26 PLN:07 POS:11,MFV 05743,251.1,3/14/2014 9:12,3/14/2014 11:32,2:19:32,,,,,,,,,,251.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,48,MFV 05743,BLK:26 PLN:07 POS:11,251.10
T64-B12,WT-163-S062,Trina,perko,1,BLK:26 PLN:09 POS:00,MFV 10684,246.9,3/14/2014 11:25,3/14/2014 13:42,2:16:39,,,,,,,,,,246.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,49,MFV 10684,BLK:26 PLN:09 POS:00,246.90
T64-B12,WT-163-S062,Trina,perko,3,BLK:26 PLN:09 POS:02,MFV 10121,249.6,3/14/2014 11:24,3/14/2014 13:41,2:16:41,,,,,,,,,,249.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,50,MFV 10121,BLK:26 PLN:09 POS:02,249.60
T64-B12,WT-163-S062,Trina,perko,4,BLK:26 PLN:09 POS:04,MFV 10724,252.4,3/14/2014 11:28,3/14/2014 13:49,2:20:47,,,,,,,,,,252.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,51,MFV 10724,BLK:26 PLN:09 POS:04,252.40
T64-B12,WT-163-S062,Trina,perko,5,BLK:26 PLN:09 POS:06,MFV 10742,252.4,3/14/2014 11:30,3/14/2014 13:50,2:20:02,,,,,,,,,,252.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,52,MFV 10742,BLK:26 PLN:09 POS:06,252.40
T64-B12,WT-163-S062,Trina,perko,8,BLK:26 PLN:09 POS:08,MFV 10748,249.3,3/14/2014 11:29,3/14/2014 13:45,2:16:24,,,,,,,,,,249.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,53,MFV 10748,BLK:26 PLN:09 POS:08,249.30
T64-B12,WT-163-S062,Trina,perko,12,BLK:26 PLN:09 POS:10,MFV 05748,251.2,3/14/2014 11:32,3/14/2014 13:53,2:20:58,,,,,,,,,,251.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,54,MFV 05748,BLK:26 PLN:09 POS:10,251.20
T64-B12,WT-163-S062,Trina,perko,1,BLK:26 PLN:09 POS:01,MFV 10642,248.6,3/14/2014 13:42,3/14/2014 16:01,2:18:51,,,,,,,,,,248.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,55,MFV 10642,BLK:26 PLN:09 POS:01,248.60
T64-B12,WT-163-S062,Trina,perko,3,BLK:26 PLN:09 POS:03,MFV 06603,251,3/14/2014 13:41,3/14/2014 15:59,2:18:11,,,,,,,,,,251,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,56,MFV 06603,BLK:26 PLN:09 POS:03,251.00
T64-B12,WT-163-S062,Trina,perko,4,BLK:26 PLN:09 POS:05,MFV 02956,251.8,3/14/2014 13:49,3/14/2014 16:09,2:19:43,,,,,,,,,,251.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,57,MFV 02956,BLK:26 PLN:09 POS:05,251.80
T64-B12,WT-163-S062,Trina,perko,5,BLK:26 PLN:09 POS:07,MFV 10740,251.7,3/14/2014 13:50,3/14/2014 16:12,2:21:38,,,,,,,,,,251.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,58,MFV 10740,BLK:26 PLN:09 POS:07,251.70
T64-B12,WT-163-S062,Trina,perko,8,BLK:26 PLN:09 POS:09,MFV 10694,248.7,3/14/2014 13:46,3/14/2014 16:03,2:17:46,,,,,,,,,,248.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,59,MFV 10694,BLK:26 PLN:09 POS:09,248.70
T64-B12,WT-163-S062,Trina,perko,12,BLK:26 PLN:09 POS:11,MFV 10644,249.1,3/14/2014 13:53,3/14/2014 16:14,2:20:03,,,,,,,,,,249.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,60,MFV 10644,BLK:26 PLN:09 POS:11,249.10
T64-B12,WT-163-S062,Trina,perko,1,BLK:26 PLN:11 POS:00,MFV 10737,250.5,3/14/2014 16:02,3/17/2014 9:59,65:57:03,,,,,,,,,,250.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,61,MFV 10737,BLK:26 PLN:11 POS:00,250.50
T64-B12,WT-163-S062,Trina,perko,3,BLK:26 PLN:11 POS:02,MFV 10755,251,3/14/2014 16:00,3/17/2014 9:57,65:56:57,,,,,,,,,,251,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,62,MFV 10755,BLK:26 PLN:11 POS:02,251.00
T64-B12,WT-163-S062,Trina,perko,4,BLK:26 PLN:11 POS:04,MFV 10731,253.2,3/14/2014 16:10,3/17/2014 10:12,66:02:32,,,,,,,,,,253.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,63,MFV 10731,BLK:26 PLN:11 POS:04,253.20
T64-B12,WT-163-S062,Trina,perko,5,BLK:26 PLN:11 POS:06,MFV 06601,251.9,3/14/2014 16:13,3/17/2014 10:10,65:57:51,,,,,,,,,,251.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,64,MFV 06601,BLK:26 PLN:11 POS:06,251.90
T64-B12,WT-163-S062,Trina,perko,8,BLK:26 PLN:11 POS:08,MFV 10749,248.1,3/14/2014 16:04,3/17/2014 10:01,65:56:58,,,,,,,,,,248.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,65,MFV 10749,BLK:26 PLN:11 POS:08,248.10
T64-B12,WT-163-S062,Trina,perko,12,BLK:26 PLN:11 POS:10,MFV 10767,249.2,3/14/2014 16:14,3/17/2014 10:11,65:57:03,,,,,,,,,,249.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,66,MFV 10767,BLK:26 PLN:11 POS:10,249.20
T64-B12,WT-163:S062,jay,wood,1,BLK:26 PLN:11 POS:01,MFV 10716,108.5,3/17/2014 10:00,3/17/2014 14:18,4:18:53,swap,T64-B12,WT-165:S062,141.5,,,,,,250,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,67,MFV 10716,BLK:26 PLN:11 POS:01,250.00
T64-B12,WT-163:S062,jay,wood,3,BLK:26 PLN:11 POS:03,MFV 10757,112.3,3/17/2014 9:57,3/17/2014 14:18,4:21:06,swap,T64-B12,WT-165:S062,134.5,,,,,,246.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,68,MFV 10757,BLK:26 PLN:11 POS:03,246.80
T64-B12,WT-163:S062,jay,wood,4,BLK:26 PLN:11 POS:05,MFV 10718,91.1,3/17/2014 10:10,3/17/2014 14:18,4:08:39,swap,T64-B12,WT-165:S062,159.9,,,,,,251,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,69,MFV 10718,BLK:26 PLN:11 POS:05,251.00
T64-B12,WT-163:S062,jay,wood,5,BLK:26 PLN:11 POS:07,MFV 10752,88.3,3/17/2014 10:11,3/17/2014 14:18,4:07:35,swap,T64-B12,WT-165:S062,159.8,,,,,,248.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,70,MFV 10752,BLK:26 PLN:11 POS:07,248.10
T64-B12,WT-163:S062,jay,wood,8,BLK:26 PLN:11 POS:09,MFV 10770,107.7,3/17/2014 10:01,3/17/2014 14:19,4:17:17,swap,T64-B12,WT-165:S062,141.9,,,,,,249.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,71,MFV 10770,BLK:26 PLN:11 POS:09,249.60
T64-B12,WT-163:S062,jay,wood,12,BLK:26 PLN:11 POS:11,MFV 06600,86.7,3/17/2014 10:12,3/17/2014 14:19,4:06:52,swap,T64-B12,WT-165:S062,161.5,,,,,,248.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,72,MFV 06600,BLK:26 PLN:11 POS:11,248.20
,,jay,wood,1,BLK:26 PLN:13 POS:00,MFV 10663,,3/17/2014 14:23,3/18/2014 7:44,17:21:11,,T64-B12,WT-165:S062,53.7,swap,T59-B12,WT-169:S060,196.7,,250.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,73,MFV 10663,BLK:26 PLN:13 POS:00,250.40
,,jay,wood,3,BLK:26 PLN:13 POS:02,MFV 10714,,3/17/2014 14:23,3/18/2014 7:41,17:18:37,,T64-B12,WT-165:S062,53.2,swap,T59-B12,WT-169:S060,193.4,,246.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,74,MFV 10714,BLK:26 PLN:13 POS:02,246.60
,,jay,wood,4,BLK:26 PLN:13 POS:04,MFV 10727,,3/17/2014 14:23,3/18/2014 7:49,17:26:02,,T64-B12,WT-165:S062,49.2,swap,T59-B12,WT-169:S060,201.7,,250.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,75,MFV 10727,BLK:26 PLN:13 POS:04,250.90
,,jay,wood,5,BLK:26 PLN:13 POS:06,MFV 10754,,3/17/2014 14:22,3/18/2014 7:46,17:23:52,,T64-B12,WT-165:S062,54.6,swap,T59-B12,WT-169:S060,195.8,,250.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,76,MFV 10754,BLK:26 PLN:13 POS:06,250.40
,,jay,wood,8,BLK:26 PLN:13 POS:08,MFV 10753,,3/17/2014 14:22,3/18/2014 7:47,17:25:08,,T64-B12,WT-165:S062,57.1,swap,T59-B12,WT-169:S060,193.3,,250.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,77,MFV 10753,BLK:26 PLN:13 POS:08,250.40
,,jay,wood,12,BLK:26 PLN:13 POS:10,MFV 06597,,3/17/2014 14:22,3/18/2014 8:04,17:42:06,,T64-B12,WT-165:S062,30.3,swap,T59-B12,WT-169:S060,223.2,,253.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,78,MFV 06597,BLK:26 PLN:13 POS:10,253.50
T59-B12,WT-169:S060,larry,perko,1,BLK:26 PLN:13 POS:01,MFV 01853,252.4,3/18/2014 7:45,3/18/2014 10:01,2:16:14,,,,,,,,,,252.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,79,MFV 01853,BLK:26 PLN:13 POS:01,252.40
T59-B12,WT-169:S060,larry,perko,3,BLK:26 PLN:13 POS:03,MFV 10713,246.7,3/18/2014 7:43,3/18/2014 9:59,2:15:25,,,,,,,,,,246.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,80,MFV 10713,BLK:26 PLN:13 POS:03,246.70
T59-B12,WT-169:S060,larry,perko,4,BLK:26 PLN:13 POS:05,MFV 06599,251.8,3/18/2014 7:50,3/18/2014 10:08,2:17:25,,,,,,,,,,251.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,81,MFV 06599,BLK:26 PLN:13 POS:05,251.80
T59-B12,WT-169:S060,larry,perko,5,BLK:26 PLN:13 POS:07,MFV 06998,251.8,3/18/2014 7:47,3/18/2014 10:06,2:19:28,,,,,,,,,,251.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,82,MFV 06998,BLK:26 PLN:13 POS:07,251.80
T59-B12,WT-169:S060,larry,perko,8,BLK:26 PLN:13 POS:09,MFV 10758,249.7,3/18/2014 7:48,3/18/2014 10:04,2:15:58,,,,,,,,,,249.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,83,MFV 10758,BLK:26 PLN:13 POS:09,249.70
T59-B12,WT-169:S060,larry,perko,12,BLK:26 PLN:13 POS:11,MFV 10649,249.3,3/18/2014 8:05,3/18/2014 10:23,2:18:39,,,,,,,,,,249.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,84,MFV 10649,BLK:26 PLN:13 POS:11,249.30
T59-B12,WT-169:S060,larry,perko,1,BLK:26 PLN:15 POS:00,MFV 10614,246.3,3/18/2014 10:03,3/18/2014 12:26,2:23:06,,,,,,,,,,246.3,T64-B13,WT169:S064,Larry,Brent,9,BLK:26 PLN:15 POS:00,MFV 10614,0.7,7/30/2014 14:26,7/30/2014 14:33,0:07:20,"1""",,,0.00,0.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,85,MFV 10614,BLK:26 PLN:15 POS:00,247.00
T59-B12,WT-169:S060,larry,perko,3,BLK:26 PLN:15 POS:02,MFV 10690,247,3/18/2014 10:00,3/18/2014 12:18,2:17:44,,,,,,,,,,247,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,86,MFV 10690,BLK:26 PLN:15 POS:02,247.00
T59-B12,WT-169:S060,larry,perko,4,BLK:26 PLN:15 POS:04,MFV 10122,248.6,3/18/2014 10:08,3/18/2014 12:24,2:15:58,,,,,,,,,,248.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,87,MFV 10122,BLK:26 PLN:15 POS:04,248.60
T59-B12,WT-169:S060,larry,perko,5,BLK:26 PLN:15 POS:06,MFV 10654,249.1,3/18/2014 10:06,3/18/2014 12:23,2:16:43,,,,,,,,,,249.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,88,MFV 10654,BLK:26 PLN:15 POS:06,249.10
T59-B12,WT-169:S060,larry,perko,8,BLK:26 PLN:15 POS:08,MFV 10124,247.7,3/18/2014 10:05,3/18/2014 12:20,2:14:26,,,,,,,,,,247.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,89,MFV 10124,BLK:26 PLN:15 POS:08,247.70
T59-B12,WT-169:S060,larry,perko,12,BLK:26 PLN:15 POS:10,MFV 10125,250.8,3/18/2014 10:24,3/18/2014 12:41,2:17:03,,,,,,,,,,250.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,90,MFV 10125,BLK:26 PLN:15 POS:10,250.80
T59-B12,WT-169:S060,larry,perko,1,BLK:26 PLN:15 POS:01,MFV 10692,248.1,3/18/2014 12:27,3/18/2014 14:42,2:14:46,,,,,,,,,,248.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,91,MFV 10692,BLK:26 PLN:15 POS:01,248.10
T59-B12,WT-169:S060,larry,perko,3,BLK:26 PLN:15 POS:03,MFV 10682,247.7,3/18/2014 12:18,3/18/2014 14:32,2:13:24,,,,,,,,,,247.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,92,MFV 10682,BLK:26 PLN:15 POS:03,247.70
T59-B12,WT-169:S060,larry,perko,4,BLK:26 PLN:15 POS:05,MFV 05857,251.9,3/18/2014 12:26,3/18/2014 14:43,2:17:55,,,,,,,,,,251.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,93,MFV 05857,BLK:26 PLN:15 POS:05,251.90
T59-B12,WT-169:S060,larry,perko,5,BLK:26 PLN:15 POS:07,MFV 10655,247.8,3/18/2014 12:24,3/18/2014 14:40,2:16:22,,,,,,,,,,247.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,94,MFV 10655,BLK:26 PLN:15 POS:07,247.80
T59-B12,WT-169:S060,larry,perko,8,BLK:26 PLN:15 POS:09,MFV 10657,248.9,3/18/2014 12:21,3/18/2014 14:35,2:14:47,,,,,,,,,,248.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,95,MFV 10657,BLK:26 PLN:15 POS:09,248.90
T59-B12,WT-169:S060,larry,perko,12,BLK:26 PLN:15 POS:11,MFV 10567,251.6,3/18/2014 12:43,3/18/2014 15:00,2:17:53,,,,,,,,,,251.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,96,MFV 10567,BLK:26 PLN:15 POS:11,251.60
T59-B12,WT-169:S060,larry,perko,1,BLK:26 PLN:17 POS:00,MFV 10671,137.2,3/18/2014 14:43,3/19/2014 9:11,18:27:28,swap,T59-B12,WT-168:S035,110.2,tanker wasn’t tested and ready to resume filling,,,,,247.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,97,MFV 10671,BLK:26 PLN:17 POS:00,247.40
T59-B12,WT-169:S060,larry,perko,3,BLK:26 PLN:17 POS:02,MFV 10693,161.9,3/18/2014 14:33,3/19/2014 9:03,18:30:04,swap,T59-B12,WT-168:S035,90.4,tanker wasn’t tested and ready to resume filling,,,,,252.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,98,MFV 10693,BLK:26 PLN:17 POS:02,252.30
T59-B12,WT-169:S060,larry,perko,4,BLK:26 PLN:17 POS:04,MFV 06605,135.3,3/18/2014 14:44,3/19/2014 9:14,18:29:47,swap,T59-B12,WT-168:S035,115.6,tanker wasn’t tested and ready to resume filling,,,,,250.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,99,MFV 06605,BLK:26 PLN:17 POS:04,250.90
T59-B12,WT-169:S060,larry,perko,5,BLK:26 PLN:17 POS:06,MFV 05832,144.5,3/18/2014 14:41,3/19/2014 9:09,18:28:38,swap,T59-B12,WT-168:S035,107.5,tanker wasn’t tested and ready to resume filling,,,,,252,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,100,MFV 05832,BLK:26 PLN:17 POS:06,252.00
T59-B12,WT-169:S060,larry,perko,8,BLK:26 PLN:17 POS:08,MFV 05751,155.3,3/18/2014 14:36,3/19/2014 9:04,18:27:42,swap,T59-B12,WT-168:S035,96.5,tanker wasn’t tested and ready to resume filling,,,,,251.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,101,MFV 05751,BLK:26 PLN:17 POS:08,251.80
T59-B12,WT-169:S060,larry,perko,12,BLK:26 PLN:17 POS:10,MFV 05833,74.5,3/18/2014 15:01,3/19/2014 9:52,18:50:51,swap,T59-B12,WT-168:S035,176.7,tanker wasn’t tested and ready to resume filling,,,,,251.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,102,MFV 05833,BLK:26 PLN:17 POS:10,251.20
