Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comments,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comments,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B12,WT-168:S035,wood,perko,1,BLK:26 PLN:17 POS:01,MFV 05822,248.7,3/19/2014 9:11,3/19/2014 11:57,2:46:03,,,,,,,,,,248.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,103,MFV 05822,BLK:26 PLN:17 POS:01,248.70
T59-B12,WT-168:S035,wood,perko,3,BLK:26 PLN:17 POS:03,MFV 10130,249.5,3/19/2014 9:03,3/19/2014 11:46,2:43:22,,,,,,,,,,249.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,104,MFV 10130,BLK:26 PLN:17 POS:03,249.50
T59-B12,WT-168:S035,wood,perko,4,BLK:26 PLN:17 POS:05,MFV 10706,247.3,3/19/2014 9:14,3/19/2014 12:02,2:47:59,,,,,,,,,,247.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,105,MFV 10706,BLK:26 PLN:17 POS:05,247.30
T59-B12,WT-168:S035,wood,perko,5,BLK:26 PLN:17 POS:07,MFV 05817,251.3,3/19/2014 9:10,3/19/2014 11:56,2:46:12,,,,,,,,,,251.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,106,MFV 05817,BLK:26 PLN:17 POS:07,251.30
T59-B12,WT-168:S035,wood,perko,8,BLK:26 PLN:17 POS:09,MFV 05821,250.9,3/19/2014 9:04,3/19/2014 11:50,2:45:54,,,,,,,,,,250.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,107,MFV 05821,BLK:26 PLN:17 POS:09,250.90
T59-B12,WT-168:S035,wood,perko,12,BLK:26 PLN:17 POS:11,MFV 10131,247.6,3/19/2014 9:53,3/19/2014 12:40,2:47:09,,,,,,,,,,247.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,108,MFV 10131,BLK:26 PLN:17 POS:11,247.60
T59-B12,WT-168:S035,wood,perko,1,BLK:26 PLN:19 POS:00,MFV 02090,253.9,3/19/2014 11:57,3/19/2014 14:15,2:18:18,,,,,,,,,,253.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,109,MFV 02090,BLK:26 PLN:19 POS:00,253.90
T59-B12,WT-168:S035,wood,perko,3,BLK:26 PLN:19 POS:02,MFV 10621,248.5,3/19/2014 11:46,3/19/2014 14:03,2:16:30,,,,,,,,,,248.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,110,MFV 10621,BLK:26 PLN:19 POS:02,248.50
T59-B12,WT-168:S035,wood,perko,4,BLK:26 PLN:19 POS:04,MFV 10652,249.5,3/19/2014 12:03,3/19/2014 14:20,2:17:42,,,,,,,,,,249.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,111,MFV 10652,BLK:26 PLN:19 POS:04,249.50
T59-B12,WT-168:S035,wood,perko,5,BLK:26 PLN:19 POS:06,MFV 10673,249.7,3/19/2014 11:56,3/19/2014 14:14,2:17:43,,,,,,,,,,249.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,112,MFV 10673,BLK:26 PLN:19 POS:06,249.70
T59-B12,WT-168:S035,wood,perko,8,BLK:26 PLN:19 POS:08,MFV 10651,248.4,3/19/2014 11:50,3/19/2014 14:07,2:16:29,,,,,,,,,,248.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,113,MFV 10651,BLK:26 PLN:19 POS:08,248.40
T59-B12,WT-168:S035,wood,perko,12,BLK:26 PLN:19 POS:10,MFV 10666,248.8,3/19/2014 12:41,3/19/2014 15:42,3:01:42,,,,,,,,,,248.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,114,MFV 10666,BLK:26 PLN:19 POS:10,248.80
T59-B12,WT-168:S035,wood,perko,1,BLK:26 PLN:19 POS:01,MFV 10688,248.5,3/19/2014 14:16,3/19/2014 16:35,2:19:38,,,,,,,,,,248.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,115,MFV 10688,BLK:26 PLN:19 POS:01,248.50
T59-B12,WT-168:S035,wood,perko,3,BLK:26 PLN:19 POS:03,MFV 02222,251.1,3/19/2014 14:03,3/19/2014 16:23,2:19:56,,,,,,,,,,251.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,116,MFV 02222,BLK:26 PLN:19 POS:03,251.10
T59-B12,WT-168:S035,wood,perko,4,BLK:26 PLN:19 POS:05,MFV 10672,248.9,3/19/2014 14:20,3/19/2014 16:40,2:20:13,,,,,,,,,,248.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,117,MFV 10672,BLK:26 PLN:19 POS:05,248.90
T59-B12,WT-168:S035,wood,perko,5,BLK:26 PLN:19 POS:07,MFV 10660,249.3,3/19/2014 14:14,3/19/2014 16:37,2:23:12,,,,,,,,,,249.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,118,MFV 10660,BLK:26 PLN:19 POS:07,249.30
T59-B12,WT-168:S035,wood,perko,8,BLK:26 PLN:19 POS:09,MFV 10645,248,3/19/2014 14:07,3/19/2014 16:25,2:18:34,,,,,,,,,,248,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,119,MFV 10645,BLK:26 PLN:19 POS:09,248.00
T59-B12,WT-168:S035,wood,perko,12,BLK:26 PLN:19 POS:11,MFV 01859,248.3,3/19/2014 15:42,3/20/2014 8:44,17:01:13,,,,,,,,,,248.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,120,MFV 01859,BLK:26 PLN:19 POS:11,248.30
T59-B12,WT-168:S035,wood,perko,1,BLK:26 PLN:21 POS:00,MFV 10664,246.3,3/19/2014 16:35,3/20/2014 9:53,17:17:30,,,,,,,,,,246.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,121,MFV 10664,BLK:26 PLN:21 POS:00,246.30
T59-B12,WT-168:S035,wood,perko,3,BLK:26 PLN:21 POS:02,MFV 10681,249.6,3/19/2014 16:23,3/20/2014 9:35,17:12:06,,,,,,,,,,249.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,122,MFV 10681,BLK:26 PLN:21 POS:02,249.60
T59-B12,WT-168:S035,wood,perko,4,BLK:26 PLN:21 POS:04,MFV 10601,250.6,3/19/2014 16:41,3/20/2014 9:54,17:13:11,,,,,,,,,,250.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,123,MFV 10601,BLK:26 PLN:21 POS:04,250.60
T59-B12,WT-168:S035,wood,perko,5,BLK:26 PLN:21 POS:06,MFV 10635,248.8,3/19/2014 16:37,3/20/2014 9:55,17:17:41,,,,,,,,,,248.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,124,MFV 10635,BLK:26 PLN:21 POS:06,248.80
T59-B12,WT-168:S035,wood,perko,8,BLK:26 PLN:21 POS:08,MFV 04144,250.4,3/19/2014 16:25,3/20/2014 9:41,17:15:33,,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,125,MFV 04144,BLK:26 PLN:21 POS:08,250.40
T59-B12,WT-168:S035,wood,perko,12,BLK:26 PLN:21 POS:10,MFV 02277,126.1,3/20/2014 8:44,3/20/2014 11:24,2:40:32,,T59-B12,WT-168:S064,123.2,,,,,,249.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,126,MFV 02277,BLK:26 PLN:21 POS:10,249.30
T59-B12,WT-168:S035,Wood,Perko,1,BLK:26 PLN:21 POS:01,MFV 10653,0.5,3/20/2014 9:53,3/20/2014 12:26,2:32:40,,T59-B12,WT-168:S064,246.6,,,,,,247.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,127,MFV 10653,BLK:26 PLN:21 POS:01,247.10
T59-B12,WT-168:S035,Wood,Perko,3,BLK:26 PLN:21 POS:03,MFV 10623,27.9,3/20/2014 9:52,3/20/2014 12:19,2:27:19,,T59-B12,WT-168:S064,216.5,,,,,,244.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,128,MFV 10623,BLK:26 PLN:21 POS:03,244.40
T59-B12,WT-168:S035,Wood,Perko,4,BLK:26 PLN:21 POS:05,MFV 10617,0,3/20/2014 9:54,3/20/2014 12:29,2:34:43,,T59-B12,WT-168:S064,254,,,,,,254,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,129,MFV 10617,BLK:26 PLN:21 POS:05,254.00
T59-B12,WT-168:S035,Wood,Perko,5,BLK:26 PLN:21 POS:07,MFV 10616,0,3/20/2014 9:55,3/20/2014 12:31,2:36:07,,T59-B12,WT-168:S064,247.9,,,,,,247.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,130,MFV 10616,BLK:26 PLN:21 POS:07,247.90
T59-B12,WT-168:S035,Wood,Perko,8,BLK:26 PLN:21 POS:09,MFV 02154,17.4,3/20/2014 9:52,3/20/2014 12:16,2:24:05,,T59-B12,WT-168:S064,228.6,,,,,,246,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,131,MFV 02154,BLK:26 PLN:21 POS:09,246.00
T59-B12,WT-168:S035,Wood,Perko,12,BLK:26 PLN:21 POS:11,MFV 10646,,,,,leaky module do not fill,,WT-168:S064,,,,,,,0,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,132,MFV 10646,BLK:26 PLN:21 POS:11,0.00
T59-B12,WT-168:S035,Wood,Perko,1,BLK:26 PLN:23 POS:00,MFV 10662,,3/20/2014 12:27,3/20/2014 14:46,2:19:04,,,,248.3,,,,,,248.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,133,MFV 10662,BLK:26 PLN:23 POS:00,248.30
T59-B12,WT-168:S035,Wood,Perko,3,BLK:26 PLN:23 POS:02,MFV 10630,,3/20/2014 12:20,3/20/2014 14:39,2:19:05,,,,248.3,,,,,,248.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,134,MFV 10630,BLK:26 PLN:23 POS:02,248.30
T59-B12,WT-168:S035,Wood,Perko,4,BLK:26 PLN:23 POS:04,MFV 10639,,3/20/2014 12:29,3/20/2014 14:48,2:19:02,,,,250.2,,,,,,250.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,135,MFV 10639,BLK:26 PLN:23 POS:04,250.20
T59-B12,WT-168:S035,Wood,Perko,5,BLK:26 PLN:23 POS:06,MFV 10123,,3/20/2014 12:32,3/20/2014 14:54,2:21:59,,,,251.4,,,,,,251.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,136,MFV 10123,BLK:26 PLN:23 POS:06,251.40
T59-B12,WT-168:S035,Wood,Perko,8,BLK:26 PLN:23 POS:08,MFV 10602,,3/20/2014 12:17,3/20/2014 14:45,2:27:49,,,,248,,,,,,248,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,137,MFV 10602,BLK:26 PLN:23 POS:08,248.00
T59-B12,WT-168:S035,Wood,Perko,12,BLK:26 PLN:23 POS:10,MFV 10611,,3/20/2014 12:23,3/20/2014 14:43,2:19:46,,,,250.6,,,,,,250.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,138,MFV 10611,BLK:26 PLN:23 POS:10,250.60
T59-B12,WT-168:S035,Wood,Perko,1,BLK:26 PLN:23 POS:01,MFV 10640,,3/20/2014 14:46,3/21/2014 10:16,19:30:14,did not start filling due to a poweroutage causing the fill heads to reset themselves and breakers being tripped.,,,249.5,,,,,,249.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,139,MFV 10640,BLK:26 PLN:23 POS:01,249.50
T59-B12,WT-168:S035,Wood,Perko,3,BLK:26 PLN:23 POS:03,MFV 10608,,3/20/2014 14:40,3/21/2014 10:31,19:50:53,,,,250.4,,,,,,250.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,140,MFV 10608,BLK:26 PLN:23 POS:03,250.40
T59-B12,WT-168:S035,Wood,Perko,4,BLK:26 PLN:23 POS:05,MFV 10643,,3/20/2014 14:49,3/21/2014 10:31,19:41:54,Oil delay due to hot oil. ,,,251.4,,,,,,251.4,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,141,MFV 10643,BLK:26 PLN:23 POS:05,251.40
T59-B12,WT-168:S035,Wood,Perko,5,BLK:26 PLN:23 POS:07,MFV 10626,,3/20/2014 14:54,3/21/2014 10:31,19:36:38,,,,250.2,,,,,,250.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,142,MFV 10626,BLK:26 PLN:23 POS:07,250.20
T59-B12,WT-168:S035,Wood,Perko,8,BLK:26 PLN:23 POS:09,MFV 10589,,3/20/2014 14:45,3/21/2014 10:31,19:46:47,,,,249,,,,,,249,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,143,MFV 10589,BLK:26 PLN:23 POS:09,249.00
T59-B12,WT-168:S035,Wood,Perko,12,BLK:26 PLN:23 POS:11,MFV 10680,,3/20/2014 14:43,3/21/2014 10:32,19:48:46,,,,248.8,,,,,,248.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,144,MFV 10680,BLK:26 PLN:23 POS:11,248.80
T59-B12,WT-168:S035,cole,Perko,1,BLK:26 PLN:25 POS:00,MFV 10593,155.7,3/21/2014 10:54,3/21/2014 13:11,2:16:45,"verified full,dip sticked.",,,,,,,,,155.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,145,MFV 10593,BLK:26 PLN:25 POS:00,155.70
T59-B12,WT-168:S035,cole,Perko,3,BLK:26 PLN:25 POS:02,MFV 10631,248,3/21/2014 13:02,3/21/2014 13:01,2:15:58,,,,,,,,,,248,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,146,MFV 10631,BLK:26 PLN:25 POS:02,248.00
T59-B12,WT-168:S035,cole,Perko,4,BLK:26 PLN:25 POS:04,MFV 10586,253.8,3/21/2014 10:48,3/21/2014 13:04,2:15:34,,,,,,,,,,253.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,147,MFV 10586,BLK:26 PLN:25 POS:04,253.80
T59-B12,WT-168:S035,cole,Perko,5,BLK:26 PLN:25 POS:07,MFV 10607,248.1,3/21/2014 10:50,3/21/2014 13:05,2:15:37,,,,,,,,,,248.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,148,MFV 10607,BLK:26 PLN:25 POS:07,248.10
T59-B12,WT-168:S035,cole,Perko,8,BLK:26 PLN:25 POS:08,MFV 07316,250.6,3/21/2014 10:51,3/21/2014 13:07,2:15:46,,,,,,,,,,250.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,149,MFV 07316,BLK:26 PLN:25 POS:08,250.60
T59-B12,WT-168:S035,cole,Perko,12,BLK:26 PLN:25 POS:10,MFV 03328,250.9,3/21/2014 10:52,3/21/2014 13:09,2:16:19,,,,,,,,,,250.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,150,MFV 03328,BLK:26 PLN:25 POS:10,250.90
T59-B12,WT-168:S035,cole,Perko,1,BLK:26 PLN:25 POS:01,MFV 10580,109.6,3/21/2014 13:11,3/21/2014 16:25,3:13:33,,T59-B12,WT163:S063,141.5,,,,,,251.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,151,MFV 10580,BLK:26 PLN:25 POS:01,251.10
T59-B12,WT-168:S035,cole,Perko,3,BLK:26 PLN:25 POS:03,MFV 10632,128.4,3/21/2014 13:02,3/21/2014 16:13,3:10:39,,T59-B12,WT163:S063,115.5,,,,,,243.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,152,MFV 10632,BLK:26 PLN:25 POS:03,243.90
T59-B12,WT-168:S035,cole,Perko,4,BLK:26 PLN:25 POS:05,MFV 10561,124.8,3/21/2014 13:04,3/21/2014 16:16,3:11:19,,T59-B12,WT163:S063,125.8,,,,,,250.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,153,MFV 10561,BLK:26 PLN:25 POS:05,250.60
T59-B12,WT-168:S035,cole,Perko,5,BLK:26 PLN:25 POS:07,MFV 01147,118.2,3/21/2014 13:06,3/21/2014 16:18,,,T59-B12,WT163:S063,133,,,,,,251.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,154,MFV 01147,BLK:26 PLN:25 POS:07,251.20
T59-B12,WT-168:S035,cole,Perko,8,BLK:26 PLN:25 POS:09,MFV 10584,118.1,3/21/2014 13:08,3/21/2014 16:16,3:08:50,,T59-B12,WT163:S063,128.9,,,,,,247,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,155,MFV 10584,BLK:26 PLN:25 POS:09,247.00
T59-B12,WT-168:S035,cole,Perko,12,BLK:26 PLN:25 POS:11,MFV 10610,112,3/21/2014 13:09,3/24/2014 6:49,65:40:19,,T59-B12,WT163:S063,137.2,,,,,,249.2,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,156,MFV 10610,BLK:26 PLN:25 POS:11,249.20
T59-B12,WT-168:S035,cole,Perko,1,BLK:26 PLN:27 POS:00,MFV 10511,,3/21/2014 16:25,3/24/2014 8:55,64:30:03,,T59-B12,WT163:S063,247.5,,,,,,247.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,157,MFV 10511,BLK:26 PLN:27 POS:00,247.50
T59-B12,WT-168:S035,cole,Perko,3,BLK:26 PLN:27 POS:02,MFV 10572,,3/21/2014 16:14,3/24/2014 8:49,64:35:32,,T59-B12,WT163:S063,247.8,,,,,,247.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,158,MFV 10572,BLK:26 PLN:27 POS:02,247.80
T59-B12,WT-168:S035,cole,Perko,4,BLK:26 PLN:27 POS:04,MFV 10579,,3/21/2014 16:16,3/24/2014 8:51,64:34:32,,T59-B12,WT163:S063,253.5,,,,,,253.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,159,MFV 10579,BLK:26 PLN:27 POS:04,253.50
T59-B12,WT-168:S035,cole,Perko,5,BLK:26 PLN:27 POS:06,MFV 10587,,3/21/2014 16:21,3/24/2014 8:54,64:32:57,,T59-B12,WT163:S063,249.1,,,,,,249.1,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,160,MFV 10587,BLK:26 PLN:27 POS:06,249.10
T59-B12,WT-168:S035,cole,Perko,8,BLK:26 PLN:27 POS:08,MFV 10638,,3/21/2014 16:17,3/24/2014 8:52,64:34:53,,T59-B12,WT163:S063,247.3,,,,,,247.3,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,161,MFV 10638,BLK:26 PLN:27 POS:08,247.30
T59-B12,WT-168:S035,cole,Perko,12,BLK:26 PLN:27 POS:10,MFV 10637,,3/21/2014 16:23,3/24/2014 8:56,64:33:16,,T59-B12,WT163:S063,249,,,,,,249,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,162,MFV 10637,BLK:26 PLN:27 POS:10,249.00
T59-B12,WT-163:S063,wood,perko,1,BLK:26 PLN:27 POS:01,MFV 04310,251,3/24/2014 8:55,3/24/2014 11:15,2:19:24,,,,,,,,,,251,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,163,MFV 04310,BLK:26 PLN:27 POS:01,251.00
T59-B12,WT-163:S063,wood,perko,3,BLK:26 PLN:27 POS:03,MFV 10577,248.6,3/24/2014 8:49,3/24/2014 11:08,2:18:32,,,,,,,,,,248.6,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,164,MFV 10577,BLK:26 PLN:27 POS:03,248.60
T59-B12,WT-163:S063,wood,perko,4,BLK:26 PLN:27 POS:05,MFV 10581,246.9,3/24/2014 8:51,3/24/2014 11:10,2:18:55,,,,,,,,,,246.9,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,165,MFV 10581,BLK:26 PLN:27 POS:05,246.90
T59-B12,WT-163:S063,wood,perko,5,BLK:26 PLN:27 POS:07,MFV 10588,247.5,3/24/2014 8:54,3/24/2014 11:13,2:19:12,,,,,,,,,,247.5,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,166,MFV 10588,BLK:26 PLN:27 POS:07,247.50
