Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comments,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comments,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B10,WT-165:SO53,larry,don,4,BLK:22 PLN:19 POS:04,MFV 03898,251.4,1/8/2014 15:00,1/8/2014 17:52,2:51:25,,,,,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,111,MFV 03898,BLK:22 PLN:19 POS:04,251.40
T59-B10,WT-165:SO53,larry,don,6,BLK:22 PLN:19 POS:06,MFV 01086,251.1,1/8/2014 14:49,1/8/2014 17:34,2:45:03,,,,,,,,,,251.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,112,MFV 01086,BLK:22 PLN:19 POS:06,251.10
T59-B10,WT-165:SO53,larry,don,7,BLK:22 PLN:19 POS:08,MFV 03305,251.4,1/8/2014 13:42,1/8/2014 15:55,2:13:29,,,,,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,113,MFV 03305,BLK:22 PLN:19 POS:08,251.40
T59-B10,WT-165:SO53,larry,don,8,BLK:22 PLN:19 POS:10,MFV 03892,251.4,1/8/2014 14:25,1/8/2014 16:41,2:16:55,,,,,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,114,MFV 03892,BLK:22 PLN:19 POS:10,251.40
T59-B10,WT-165:SO53,larry,don,2,BLK:22 PLN:19 POS:01,MFV 03880,123,1/8/2014 16:28,1/8/2014 19:39,3:10:46,swap,T59-B10,WT053-159,129.7,,,,,,252.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,115,MFV 03880,BLK:22 PLN:19 POS:01,252.70
T59-B10,WT-165:SO53,larry,don,7,BLK:22 PLN:19 POS:09,MFV 03082,189.4,1/8/2014 15:56,1/8/2014 18:56,3:00:08,swap,T59-B10,WT053-159,61.1,,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,116,MFV 03082,BLK:22 PLN:19 POS:09,250.50
T59-B10,WT-165:SO53,larry,don,8,BLK:22 PLN:19 POS:11,MFV 03310,113.6,1/8/2014 16:42,1/8/2014 19:42,2:59:46,swap,T59-B10,WT053-159,138.3,,,,,,251.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,117,MFV 03310,BLK:22 PLN:19 POS:11,251.90
T59-B10,WT-165:S053,galvin,jim,3,BLK:22 PLN:19 POS:03,MFV 03899,93.2,1/8/2014 17:16,1/8/2014 19:57,2:40:29,swap,T59-B10,WT053-159,159.4,,,,,,252.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,118,MFV 03899,BLK:22 PLN:19 POS:03,252.60
T59-B10,WT-165:S053,galvin,jim,4,BLK:22 PLN:19 POS:05,MFV 03920,27.1,1/8/2014 17:52,1/8/2014 20:35,2:42:54,swap,T59-B10,WT053-159,225.7,,,,,,252.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,119,MFV 03920,BLK:22 PLN:19 POS:05,252.80
T59-B10,WT-165:S053,galvin,jim,6,BLK:22 PLN:19 POS:07,MFV 03910,59.1,1/8/2014 17:34,1/8/2014 20:18,2:43:51,swap,T59-B10,WT053-159,194.3,,,,,,253.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,120,MFV 03910,BLK:22 PLN:19 POS:07,253.40
,,galvin,jim,2,BLK:22 PLN:21 POS:00,MFV 01703,,1/8/2014 19:39,1/8/2014 22:08,2:29:11,,T59-B10,WT053-159,248.8,,,,,,248.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,121,MFV 01703,BLK:22 PLN:21 POS:00,248.80
,,galvin,jim,3,BLK:22 PLN:21 POS:02,MFV 09820,,1/8/2014 19:57,1/8/2014 22:27,2:30:26,,T59-B10,WT053-159,248.5,,,,,,248.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,122,MFV 09820,BLK:22 PLN:21 POS:02,248.50
,,galvin,jim,4,BLK:22 PLN:21 POS:04,MFV 09791,,1/8/2014 20:36,1/8/2014 22:55,2:18:48,,T59-B10,WT053-159,249.1,,,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,123,MFV 09791,BLK:22 PLN:21 POS:04,249.10
,,galvin,jim,6,BLK:22 PLN:21 POS:06,MFV 09819,,1/8/2014 20:18,1/8/2014 22:40,2:21:21,,T59-B10,WT053-159,248.1,,,,,,248.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,124,MFV 09819,BLK:22 PLN:21 POS:06,248.10
,,galvin,jim,7,BLK:22 PLN:21 POS:08,MFV 03914,,1/8/2014 18:56,1/8/2014 21:16,2:19:43,,T59-B10,WT053-159,252.7,,,,,,252.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,125,MFV 03914,BLK:22 PLN:21 POS:08,252.70
,,galvin,jim,8,BLK:22 PLN:21 POS:10,MFV 03856,,1/8/2014 19:42,1/8/2014 22:04,2:21:29,,T59-B10,WT053-159,252.4,,,,,,252.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,126,MFV 03856,BLK:22 PLN:21 POS:10,252.40
,,galvin,jim,2,BLK:22 PLN:21 POS:01,MFV 09790,,1/8/2014 22:09,1/9/2014 0:28,2:19:04,,T59-B10,WT053-159,249.3,,,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,127,MFV 09790,BLK:22 PLN:21 POS:01,249.30
,,galvin,jim,3,BLK:22 PLN:21 POS:03,MFV 09823,,1/8/2014 22:28,1/9/2014 0:47,2:19:17,,T59-B10,WT053-159,248.2,,,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,128,MFV 09823,BLK:22 PLN:21 POS:03,248.20
,,galvin,jim,4,BLK:22 PLN:21 POS:05,MFV 09817,,1/8/2014 22:55,1/9/2014 1:17,2:22:13,,T59-B10,WT053-159,250.3,,,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,129,MFV 09817,BLK:22 PLN:21 POS:05,250.30
,,galvin,jim,6,BLK:22 PLN:21 POS:07,MFV 00251,,1/8/2014 22:40,1/9/2014 1:03,2:22:30,,T59-B10,WT053-159,251.6,,,,,,251.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,130,MFV 00251,BLK:22 PLN:21 POS:07,251.60
,,galvin,jim,7,BLK:22 PLN:21 POS:09,MFV 03896,,1/8/2014 21:16,1/8/2014 23:31,2:14:50,,T59-B10,WT053-159,252.8,,,,,,252.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,131,MFV 03896,BLK:22 PLN:21 POS:09,252.80
,,galvin,jim,8,BLK:22 PLN:21 POS:11,MFV 03877,,1/8/2014 22:04,1/9/2014 0:22,2:18:02,,T59-B10,WT053-159,251.3,,,,,,251.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,132,MFV 03877,BLK:22 PLN:21 POS:11,251.30
,,galvin,jim,2,BLK:22 PLN:23 POS:00,MFV 01175,,1/9/2014 0:28,1/9/2014 2:53,2:24:39,,T59-B10,WT053-159,250.8,,,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,133,MFV 01175,BLK:22 PLN:23 POS:00,250.80
,,galvin,jim,3,BLK:22 PLN:23 POS:02,MFV 09818,,1/9/2014 0:47,1/9/2014 3:06,2:18:58,,T59-B10,WT053-159,248.9,,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,134,MFV 09818,BLK:22 PLN:23 POS:02,248.90
,,galvin,jim,4,BLK:22 PLN:23 POS:04,MFV 08636,,1/9/2014 1:18,1/9/2014 7:54,6:35:52,,T59-B10,WT053-159,249.3,,,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,135,MFV 08636,BLK:22 PLN:23 POS:04,249.30
,,galvin,jim,6,BLK:22 PLN:23 POS:06,MFV 09756,,1/9/2014 1:03,1/9/2014 7:42,6:39:16,,T59-B10,WT053-159,237.1,,,,,,237.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,136,MFV 09756,BLK:22 PLN:23 POS:06,237.10
,,galvin,jim,7,BLK:22 PLN:23 POS:08,MFV 08632,,1/8/2014 23:31,1/9/2014 1:44,2:13:07,,T59-B10,WT053-159,249.3,,,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,137,MFV 08632,BLK:22 PLN:23 POS:08,249.30
,,galvin,jim,8,BLK:22 PLN:23 POS:10,MFV 00767,,1/9/2014 0:24,1/9/2014 2:46,2:21:53,,T59-B10,WT053-159,250.5,,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,138,MFV 00767,BLK:22 PLN:23 POS:10,250.50
,,galvin,jim,2,BLK:22 PLN:23 POS:01,MFV 09779,,1/9/2014 2:53,1/9/2014 10:47,7:53:54,,T59-B10,WT053-159,181.1,swap,T59-B10,WT-166:S055,68.1,1 hr delay prime pump,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,139,MFV 09779,BLK:22 PLN:23 POS:01,249.20
,,galvin,jim,3,BLK:22 PLN:23 POS:03,MFV 08595,,1/9/2014 3:07,1/9/2014 10:53,7:46:25,,T59-B10,WT053-159,173.3,swap,T59-B10,WT-166:S055,78.8,1 hr delay prime pump,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,140,MFV 08595,BLK:22 PLN:23 POS:03,252.10
,,galvin,jim,7,BLK:22 PLN:23 POS:09,MFV 03785,,1/9/2014 1:45,1/9/2014 8:22,6:37:03,,T59-B10,WT053-159,250.6,swap,T59-B10,,,1 hr delay prime pump,250.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,141,MFV 03785,BLK:22 PLN:23 POS:09,250.60
,,galvin,jim,8,BLK:22 PLN:23 POS:11,MFV 09783,,1/9/2014 2:46,1/9/2014 10:22,7:36:25,,T59-B10,WT053-159,195.8,swap,T59-B10,WT-166:S055,52.6,1 hr delay prime pump,248.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,142,MFV 09783,BLK:22 PLN:23 POS:11,248.40
T59-B10,WT-116:SO59,larry,don,4,BLK:22 PLN:23 POS:05,MFV 08648,107.5,1/9/2014 7:54,1/9/2014 11:56,4:01:14,,T59-B10,WT-166:SO55,142.4,1 hr delay cold,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,143,MFV 08648,BLK:22 PLN:23 POS:05,249.90
T59-B10,WT-116:SO59,larry,don,6,BLK:22 PLN:23 POS:07,MFV 09799,130.1,1/9/2014 7:43,1/9/2014 11:18,3:34:51,,T59-B10,WT-166:SO55,120.4,1 hr delay cold,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,144,MFV 09799,BLK:22 PLN:23 POS:07,250.50
T59-B10,WT-116:SO59,larry,don,2,BLK:22 PLN:25 POS:00,MFV 09766,0.3,1/9/2014 10:48,1/9/2014 13:37,2:49:19,,T59-B10,WT-166:SO55,247.3,1 hr delay cold,oil,,,,247.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,145,MFV 09766,BLK:22 PLN:25 POS:00,247.60
T59-B10,WT-116:SO59,larry,don,3,BLK:22 PLN:25 POS:02,MFV 09814,,1/9/2014 10:54,1/9/2014 13:39,2:45:23,,T59-B10,WT-166:SO55,248.9,1 hr delay cold,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,146,MFV 09814,BLK:22 PLN:25 POS:02,248.90
T59-B10,WT-116:SO59,larry,don,7,BLK:22 PLN:25 POS:08,MFV 01173,61.9,1/9/2014 8:23,1/9/2014 12:13,3:50:24,,T59-B10,WT-166:SO55,190.7,1 hr delay cold,,,,,252.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,147,MFV 01173,BLK:22 PLN:25 POS:08,252.60
T59-B10,WT-116:SO59,larry,don,8,BLK:22 PLN:25 POS:10,MFV 09697,0.6,1/9/2014 10:37,1/9/2014 13:20,2:43:48,,T59-B10,WT-166:SO55,251.4,1 hr delay cold,,,,,252,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,148,MFV 09697,BLK:22 PLN:25 POS:10,252.00
T59-B10,WT-116:SO59,larry,don,2,BLK:22 PLN:25 POS:01,MFV 01172,,1/9/2014 13:38,1/9/2014 16:00,2:21:56,,T59-B10,WT-166:SO55,251.5,delay cold oil,,,,,251.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,149,MFV 01172,BLK:22 PLN:25 POS:01,251.50
T59-B10,WT-116:SO59,larry,don,3,BLK:22 PLN:25 POS:03,MFV 09813,,1/9/2014 13:40,1/9/2014 15:59,2:19:08,,T59-B10,WT-166:SO55,248.6,delay cold oil,,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,150,MFV 09813,BLK:22 PLN:25 POS:03,248.60
T59-B10,WT-116:SO59,larry,don,4,BLK:22 PLN:25 POS:04,MFV 09815,,1/9/2014 11:56,1/9/2014 14:17,2:21:00,,T59-B10,WT-166:SO55,249.5,delay cold oil,,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,151,MFV 09815,BLK:22 PLN:25 POS:04,249.50
T59-B10,WT-116:SO59,larry,don,6,BLK:22 PLN:25 POS:06,MFV 09786,,1/9/2014 11:18,1/9/2014 14:03,2:45:02,,T59-B10,WT-166:SO55,249.2,delay cold oil,,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,152,MFV 09786,BLK:22 PLN:25 POS:06,249.20
T59-B10,WT-116:SO59,larry,don,7,BLK:22 PLN:25 POS:09,MFV 01174,,1/9/2014 12:15,1/9/2014 14:31,2:16:12,,T59-B10,WT-166:SO55,253.1,delay cold oil,,,,,253.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,153,MFV 01174,BLK:22 PLN:25 POS:09,253.10
T59-B10,WT-116:SO59,larry,don,8,BLK:22 PLN:25 POS:11,MFV 08323,,1/9/2014 13:21,1/9/2014 15:39,2:17:50,,T59-B10,WT-166:SO55,246.7,delay cold oil,,,,,246.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,154,MFV 08323,BLK:22 PLN:25 POS:11,246.70
T59-B10,WT-116:SO59,larry,don,4,BLK:22 PLN:25 POS:05,MFV 01185,,1/9/2014 14:18,1/9/2014 16:39,2:21:41,,T59-B10,WT-166:SO55,252.1,,,,,,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,155,MFV 01185,BLK:22 PLN:25 POS:05,252.10
T59-B10,WT-116:SO59,larry,don,6,BLK:22 PLN:25 POS:07,MFV 01181,,1/9/2014 14:04,1/9/2014 16:27,2:23:17,,T59-B10,WT-166:SO55,253.8,,,,,,253.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,156,MFV 01181,BLK:22 PLN:25 POS:07,253.80
T59-B10,WT-116:SO59,larry,don,2,BLK:22 PLN:27 POS:00,MFV 09780,,1/9/2014 16:01,1/9/2014 18:41,2:40:21,,T59-B10,WT-166:SO55,248.6,,,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,157,MFV 09780,BLK:22 PLN:27 POS:00,248.60
T59-B10,WT-116:SO59,larry,don,3,BLK:22 PLN:27 POS:02,MFV 09796,,1/9/2014 16:00,1/9/2014 18:40,2:40:28,,T59-B10,WT-166:SO55,248.6,,,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,158,MFV 09796,BLK:22 PLN:27 POS:02,248.60
T59-B10,WT-116:SO59,larry,don,7,BLK:22 PLN:27 POS:08,MFV 08969,,1/9/2014 14:32,1/9/2014 17:10,2:37:56,,T59-B10,WT-166:SO55,250.1,,,,,,250.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,159,MFV 08969,BLK:22 PLN:27 POS:08,250.10
T59-B10,WT-116:SO59,larry,don,8,BLK:22 PLN:27 POS:10,MFV 09065,,1/9/2014 15:40,1/9/2014 18:23,2:42:58,,T59-B10,WT-166:SO55,248.7,,,,,,248.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,160,MFV 09065,BLK:22 PLN:27 POS:10,248.70
,,larry,don,4,BLK:22 PLN:27 POS:04,MFV 09793,,1/9/2014 16:40,1/9/2014 19:21,2:41:01,,T59-B10,WT-166:SO55,249.5,,,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,161,MFV 09793,BLK:22 PLN:27 POS:04,249.50
,,larry,don,6,BLK:22 PLN:27 POS:06,MFV 09755,,1/9/2014 16:28,1/9/2014 19:11,2:42:50,,T59-B10,WT-166:SO55,248.9,,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,162,MFV 09755,BLK:22 PLN:27 POS:06,248.90
T59-B10,WT-166:S055,galvin,jim,2,BLK:22 PLN:27 POS:01,MFV 09023,250,1/9/2014 18:42,1/10/2014 15:02,20:19:54,,,,,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,163,MFV 09023,BLK:22 PLN:27 POS:01,250.00
T59-B10,WT-166:S055,galvin,jim,3,BLK:22 PLN:27 POS:03,MFV 08911,249,1/9/2014 18:41,1/10/2014 15:00,20:19:37,,,,,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,164,MFV 08911,BLK:22 PLN:27 POS:03,249.00
T59-B10,WT-166:S055,galvin,jim,4,BLK:22 PLN:27 POS:05,MFV 08865,251,1/9/2014 19:21,1/10/2014 13:33,18:11:14,,,,,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,165,MFV 08865,BLK:22 PLN:27 POS:05,251.00
T59-B10,WT-166:S055,galvin,jim,6,BLK:22 PLN:27 POS:07,MFV 09792,249.9,1/9/2014 19:11,1/10/2014 13:18,18:07:07,,,,,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,166,MFV 09792,BLK:22 PLN:27 POS:07,249.90
T59-B10,WT-166:S055,galvin,jim,7,BLK:22 PLN:27 POS:09,MFV 09013,248.8,1/9/2014 17:11,1/9/2014 19:23,2:11:59,,,,,,,,,,248.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,167,MFV 09013,BLK:22 PLN:27 POS:09,248.80
T59-B10,WT-166:S055,galvin,jim,8,BLK:22 PLN:27 POS:11,MFV 08324,249,1/9/2014 18:23,1/10/2014 14:46,20:22:42,,,,,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,168,MFV 08324,BLK:22 PLN:27 POS:11,249.00
T59-B10,WT-166:S055,galvin,jim,2,BLK:22 PLN:29 POS:00,MFV 05429,30,1/10/2014 15:02,1/15/2014 9:29,114:27:40,swap,T059-B10,WT-169:SO52,217.5,,,,,,247.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,169,MFV 05429,BLK:22 PLN:29 POS:00,247.50
T59-B10,WT-166:S055,galvin,jim,3,BLK:22 PLN:29 POS:02,MFV 09702,25,1/10/2014 15:00,1/15/2014 9:29,114:29:09,swap,T059-B10,WT-169:SO52,223.9,,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,170,MFV 09702,BLK:22 PLN:29 POS:02,248.90
T59-B10,WT-166:S055,galvin,jim,4,BLK:22 PLN:29 POS:04,MFV 09753,20,1/10/2014 13:33,1/15/2014 9:29,115:56:46,swap,T059-B10,WT-169:SO52,226.2,,,,,,246.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,171,MFV 09753,BLK:22 PLN:29 POS:04,246.20
T59-B10,WT-166:S055,galvin,jim,6,BLK:22 PLN:29 POS:06,MFV 00827,35,1/10/2014 13:18,1/15/2014 9:29,116:10:59,swap,T059-B10,WT-169:SO52,213,,,,,,248,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,172,MFV 00827,BLK:22 PLN:29 POS:06,248.00
