Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comments,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comments,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B01,WT-169:S051,galvin,jim,8,BLK:22 PLN:07 POS:11,MFV 01083,250,1/7/2014 1:00,1/7/2014 7:05,6:04:58,,,,,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,48,MFV 01083,BLK:22 PLN:07 POS:11,250.00
T59-B01,WT-169:S051,galvin,jim,2,BLK:22 PLN:09 POS:00,MFV 00541,199.1,1/7/2014 2:56,1/7/2014 11:05,8:08:33,,T59-B10,WT-164:S051,51.6,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,49,MFV 00541,BLK:22 PLN:09 POS:00,250.70
T59-B01,WT-169:S051,galvin,jim,7,BLK:22 PLN:09 POS:08,MFV 09331,242.5,1/7/2014 2:38,1/7/2014 10:38,8:00:36,,T59-B10,WT-164:S051,7.1,,,,,,249.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 09331,BLK:22 PLN:09 POS:08,249.60
T59-B01,WT-169:S051,wood,blackmer,3,BLK:22 PLN:09 POS:02,MFV 09334,148.1,1/7/2014 7:10,1/7/2014 11:33,4:22:55,,T59-B10,WT-164:S051,99.9,,,,,,248,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,51,MFV 09334,BLK:22 PLN:09 POS:02,248.00
T59-B01,WT-169:S051,wood,blackmer,4,BLK:22 PLN:09 POS:04,MFV 03791,102.3,1/7/2014 7:36,1/7/2014 11:59,4:22:34,,T59-B10,WT-164:S051,148.4,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 03791,BLK:22 PLN:09 POS:04,250.70
T59-B01,WT-169:S051,wood,blackmer,6,BLK:22 PLN:09 POS:06,MFV 09298,161,1/7/2014 7:03,1/7/2014 11:35,4:32:18,,T59-B10,WT-164:S051,91,,,,,,252,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 09298,BLK:22 PLN:09 POS:06,252.00
T59-B01,WT-169:S051,wood,blackmer,8,BLK:22 PLN:09 POS:10,MFV 09926,159.6,1/7/2014 7:06,1/7/2014 11:36,4:30:53,,T59-B10,WT-164:S051,91.4,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 09926,BLK:22 PLN:09 POS:10,251.00
,,wood,blackmer,2,BLK:22 PLN:09 POS:01,MFV 09314,,1/7/2014 11:05,1/7/2014 13:25,2:19:40,,T59-B10,WT-164:S051,250.8,,,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 09314,BLK:22 PLN:09 POS:01,250.80
,,wood,blackmer,3,BLK:22 PLN:09 POS:03,MFV 09131,,1/7/2014 11:34,1/7/2014 13:55,2:20:31,,T59-B10,WT-164:S051,250.3,,,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,56,MFV 09131,BLK:22 PLN:09 POS:03,250.30
,,wood,blackmer,4,BLK:22 PLN:09 POS:05,MFV 00478,,1/7/2014 12:00,1/7/2014 14:21,2:21:52,,T59-B10,WT-164:S051,251.3,,,,,,251.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,57,MFV 00478,BLK:22 PLN:09 POS:05,251.30
,,wood,blackmer,6,BLK:22 PLN:09 POS:07,MFV 09346,,1/7/2014 11:35,1/7/2014 13:58,2:22:24,,T59-B10,WT-164:S051,250.4,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,58,MFV 09346,BLK:22 PLN:09 POS:07,250.40
,,wood,blackmer,7,BLK:22 PLN:09 POS:09,MFV 09296,,1/7/2014 10:39,1/7/2014 13:04,2:24:49,,T59-B10,WT-164:S051,249.3,,,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,59,MFV 09296,BLK:22 PLN:09 POS:09,249.30
,,wood,blackmer,8,BLK:22 PLN:09 POS:11,MFV 09890,,1/7/2014 11:37,1/7/2014 13:56,2:18:56,,T59-B10,WT-164:S051,248.7,,,,,,248.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,60,MFV 09890,BLK:22 PLN:09 POS:11,248.70
,,wood,blackmer,2,BLK:22 PLN:11 POS:00,MFV 09337,,1/7/2014 13:25,1/7/2014 15:48,2:23:03,,T59-B10,WT-164:S051,248.2,,,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,61,MFV 09337,BLK:22 PLN:11 POS:00,248.20
,,wood,blackmer,3,BLK:22 PLN:11 POS:02,MFV 09781,,1/7/2014 13:55,1/7/2014 17:40,3:45:27,,T59-B10,WT-164:S051,201.4,swap,T59-B10,WT-168:S027,48.6,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,62,MFV 09781,BLK:22 PLN:11 POS:02,250.00
,,wood,blackmer,4,BLK:22 PLN:11 POS:04,MFV 09826,,1/7/2014 14:22,1/7/2014 18:02,3:39:51,,T59-B10,WT-164:S051,153.2,swap,T59-B10,WT-168:S027,96,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,63,MFV 09826,BLK:22 PLN:11 POS:04,249.20
,,wood,blackmer,6,BLK:22 PLN:11 POS:06,MFV 09884,,1/7/2014 13:58,1/7/2014 17:43,3:44:46,,T59-B10,WT-164:S051,192.5,swap,T59-B10,WT-168:S027,57.3,,249.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,64,MFV 09884,BLK:22 PLN:11 POS:06,249.80
,,wood,blackmer,7,BLK:22 PLN:11 POS:08,MFV 00732,,1/7/2014 13:04,1/7/2014 15:30,2:26:08,,T59-B10,WT-164:S051,252,,,,,,252,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,65,MFV 00732,BLK:22 PLN:11 POS:08,252.00
,,wood,blackmer,8,BLK:22 PLN:11 POS:10,MFV 09849,,1/7/2014 13:56,1/7/2014 17:41,3:44:41,,T59-B10,WT-164:S051,198.4,swap,T59-B10,WT-168:S027,51.8,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,66,MFV 09849,BLK:22 PLN:11 POS:10,250.20
,,,,2,BLK:22 PLN:11 POS:01,MFV 09885,,1/7/2014 15:48,1/7/2014 19:28,3:39:56,,T59-B10,WT-164:S051,0.1,swap,T59-B10,WT-168:S027,251.3,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,67,MFV 09885,BLK:22 PLN:11 POS:01,251.40
,,,,7,BLK:22 PLN:11 POS:09,MFV 09847,,1/7/2014 15:30,1/7/2014 19:09,3:38:50,,T59-B10,WT-164:S051,29.2,swap,T59-B10,WT-168:S027,219.6,,248.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,68,MFV 09847,BLK:22 PLN:11 POS:09,248.80
T59-B10,WT-168:S027,galvin,jim,3,BLK:22 PLN:11 POS:03,MFV 09828,248.9,1/7/2014 17:41,1/7/2014 20:02,2:21:08,,,,,,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,69,MFV 09828,BLK:22 PLN:11 POS:03,248.90
T59-B10,WT-168:S027,galvin,jim,4,BLK:22 PLN:11 POS:05,MFV 09889,251.6,1/7/2014 18:02,1/7/2014 20:22,2:19:25,,,,,,,,,,251.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,70,MFV 09889,BLK:22 PLN:11 POS:05,251.60
T59-B10,WT-168:S027,galvin,jim,6,BLK:22 PLN:11 POS:07,MFV 09881,248.7,1/7/2014 17:43,1/7/2014 20:04,2:21:08,,,,,,,,,,248.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,71,MFV 09881,BLK:22 PLN:11 POS:07,248.70
T59-B10,WT-168:S027,galvin,jim,8,BLK:22 PLN:11 POS:11,MFV 09882,248.3,1/7/2014 17:41,1/7/2014 19:58,2:16:34,,,,,,,,,,248.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,72,MFV 09882,BLK:22 PLN:11 POS:11,248.30
T59-B10,WT-168:S027,galvin,jim,2,BLK:22 PLN:13 POS:00,MFV 09834,249.3,1/7/2014 19:28,1/7/2014 21:49,2:20:48,,,,,,,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,73,MFV 09834,BLK:22 PLN:13 POS:00,249.30
T59-B10,WT-168:S027,galvin,jim,3,BLK:22 PLN:13 POS:02,MFV 09876,250.9,1/7/2014 20:02,1/7/2014 22:21,2:18:58,,,,,,,,,,250.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,74,MFV 09876,BLK:22 PLN:13 POS:02,250.90
T59-B10,WT-168:S027,galvin,jim,4,BLK:22 PLN:13 POS:04,MFV 09879,251.3,1/7/2014 20:23,1/7/2014 22:44,2:20:36,,,,,,,,,,251.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,75,MFV 09879,BLK:22 PLN:13 POS:04,251.30
T59-B10,WT-168:S027,galvin,jim,6,BLK:22 PLN:13 POS:06,MFV 09898,250.7,1/7/2014 20:04,1/7/2014 22:25,2:20:16,,,,,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,76,MFV 09898,BLK:22 PLN:13 POS:06,250.70
T59-B10,WT-168:S027,galvin,jim,7,BLK:22 PLN:13 POS:08,MFV 09146,252.2,1/7/2014 19:10,1/7/2014 21:24,2:14:27,,,,,,,,,,252.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,77,MFV 09146,BLK:22 PLN:13 POS:08,252.20
T59-B10,WT-168:S027,galvin,jim,8,BLK:22 PLN:13 POS:10,MFV 09821,248.8,1/7/2014 19:58,1/7/2014 22:19,2:20:11,,,,,,,,,,248.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,78,MFV 09821,BLK:22 PLN:13 POS:10,248.80
T59-B10,WT-168:S027,galvin,jim,2,BLK:22 PLN:13 POS:01,MFV 00987,250.8,1/7/2014 21:49,1/8/2014 0:13,2:23:48,,,,,,,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,79,MFV 00987,BLK:22 PLN:13 POS:01,250.80
T59-B10,WT-168:S027,galvin,jim,3,BLK:22 PLN:13 POS:03,MFV 09870,247.8,1/7/2014 22:21,1/8/2014 0:39,2:17:44,,,,,,,,,,247.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,80,MFV 09870,BLK:22 PLN:13 POS:03,247.80
T59-B10,WT-168:S027,galvin,jim,4,BLK:22 PLN:13 POS:05,MFV 09886,251.6,1/7/2014 22:44,1/8/2014 1:04,2:20:02,,,,,,,,,,251.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,81,MFV 09886,BLK:22 PLN:13 POS:05,251.60
T59-B10,WT-168:S027,galvin,jim,6,BLK:22 PLN:13 POS:07,MFV 09838,250.6,1/7/2014 22:25,1/8/2014 0:46,2:20:47,,,,,,,,,,250.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,82,MFV 09838,BLK:22 PLN:13 POS:07,250.60
T59-B10,WT-168:S027,galvin,jim,7,BLK:22 PLN:13 POS:09,MFV 09184,252.6,1/7/2014 21:24,1/7/2014 23:38,2:13:35,,,,,,,,,,252.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,83,MFV 09184,BLK:22 PLN:13 POS:09,252.60
T59-B10,WT-168:S027,galvin,jim,8,BLK:22 PLN:13 POS:11,MFV 09859,249,1/7/2014 22:19,1/8/2014 0:38,2:19:17,,,,,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,84,MFV 09859,BLK:22 PLN:13 POS:11,249.00
T59-B10,WT-168:S027,galvin,jim,2,BLK:22 PLN:15 POS:00,MFV 09850,252.6,1/8/2014 0:13,1/8/2014 2:33,2:19:24,,,,,,,,,,252.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,85,MFV 09850,BLK:22 PLN:15 POS:00,252.60
T59-B10,WT-168:S027,galvin,jim,3,BLK:22 PLN:15 POS:02,MFV 03934,251.2,1/8/2014 0:39,1/8/2014 3:04,2:24:30,,,,,,,,,,251.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,86,MFV 03934,BLK:22 PLN:15 POS:02,251.20
T59-B10,WT-168:S027,galvin,jim,4,BLK:22 PLN:15 POS:04,MFV 09878,208.5,1/8/2014 1:04,1/8/2014 7:59,6:54:25,swap,T59-B10,WT-165;SO53,7.5,1 hr delay priming pump,,,,,216,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,87,MFV 09878,BLK:22 PLN:15 POS:04,216.00
T59-B10,WT-168:S027,galvin,jim,6,BLK:22 PLN:15 POS:06,MFV 09880,236.5,1/8/2014 0:46,1/8/2014 7:45,6:59:15,swap,T59-B10,WT-165;SO53,30.4,1 hr delay priming pump,,,,,266.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,88,MFV 09880,BLK:22 PLN:15 POS:06,266.90
T59-B10,WT-168:S027,galvin,jim,7,BLK:22 PLN:15 POS:08,MFV 09873,250.6,1/7/2014 23:40,1/8/2014 1:53,2:13:05,,,,,,,,,,250.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,89,MFV 09873,BLK:22 PLN:15 POS:08,250.60
T59-B10,WT-168:S027,galvin,jim,8,BLK:22 PLN:15 POS:10,MFV 09877,248,1/8/2014 0:38,1/8/2014 2:59,2:20:57,,,,,,,,,,248,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,90,MFV 09877,BLK:22 PLN:15 POS:10,248.00
T59-B10,WT-168:S027,galvin,jim,2,BLK:22 PLN:15 POS:01,MFV 03921,42.8,1/8/2014 2:33,1/8/2014 9:25,6:51:41,swap,T59-B10,WT-165;SO53,208.1,1 hr delay prime pump,,,,,250.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,91,MFV 03921,BLK:22 PLN:15 POS:01,250.90
T59-B10,WT-168:S027,galvin,jim,3,BLK:22 PLN:15 POS:03,MFV 01232,0.2,1/8/2014 3:04,1/8/2014 9:50,6:45:38,swap,T59-B10,WT-165;SO53,252.3,1 hr delay prime pump,,,,,252.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,92,MFV 01232,BLK:22 PLN:15 POS:03,252.50
T59-B10,WT-168:S027,galvin,jim,4,BLK:22 PLN:15 POS:05,MFV 09895,,1/8/2014 8:00,1/8/2014 10:18,2:18:12,,T59-B10,WT-165;SO53,251.5,,,,,,251.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,93,MFV 09895,BLK:22 PLN:15 POS:05,251.50
T59-B10,WT-168:S027,galvin,jim,6,BLK:22 PLN:15 POS:07,MFV 09871,,1/8/2014 7:47,1/8/2014 10:03,2:15:49,,T59-B10,WT-165;SO53,248.4,,,,,,248.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,94,MFV 09871,BLK:22 PLN:15 POS:07,248.40
T59-B10,WT-168:S027,galvin,jim,7,BLK:22 PLN:15 POS:09,MFV 09899,125.1,1/8/2014 1:53,1/8/2014 9:13,7:19:59,swap,T59-B10,WT-165;SO53,124.5,1 hr delay prime pump,,,,,249.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,95,MFV 09899,BLK:22 PLN:15 POS:09,249.60
T59-B10,WT-168:S027,galvin,jim,8,BLK:22 PLN:15 POS:11,MFV 03907,0.3,1/8/2014 3:01,1/8/2014 9:48,6:46:35,swap,T59-B10,WT-165;SO53,252.4,1 hr delay prime pump,,,,,252.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,96,MFV 03907,BLK:22 PLN:15 POS:11,252.70
T59-B10,WT-165:SO53,larry,don,2,BLK:22 PLN:17 POS:00,MFV 03302,251.5,1/8/2014 9:26,1/8/2014 11:46,2:20:05,,,,,,,,,,251.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,97,MFV 03302,BLK:22 PLN:17 POS:00,251.50
T59-B10,WT-165:SO53,larry,don,3,BLK:22 PLN:17 POS:02,MFV 09788,249.1,1/8/2014 9:52,1/8/2014 12:09,2:17:34,,,,,,,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,98,MFV 09788,BLK:22 PLN:17 POS:02,249.10
T59-B10,WT-165:SO53,larry,don,4,BLK:22 PLN:17 POS:04,MFV 09832,249.8,1/8/2014 10:19,1/8/2014 12:39,2:19:27,,,,,,,,,,249.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,99,MFV 09832,BLK:22 PLN:17 POS:04,249.80
T59-B10,WT-165:SO53,larry,don,6,BLK:22 PLN:17 POS:06,MFV 09761,248.2,1/8/2014 10:04,1/8/2014 12:27,2:22:52,,,,,,,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,100,MFV 09761,BLK:22 PLN:17 POS:06,248.20
T59-B10,WT-165:SO53,larry,don,7,BLK:22 PLN:17 POS:08,MFV 09801,249.2,1/8/2014 9:15,1/8/2014 11:27,2:11:52,,,,,,,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,101,MFV 09801,BLK:22 PLN:17 POS:08,249.20
T59-B10,WT-165:SO53,larry,don,8,BLK:22 PLN:17 POS:10,MFV 09825,248.2,1/8/2014 9:49,1/8/2014 12:07,2:17:43,,,,,,,,,,248.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,102,MFV 09825,BLK:22 PLN:17 POS:10,248.20
T59-B10,WT-165:SO53,larry,don,2,BLK:22 PLN:17 POS:01,MFV 03354,250.2,1/8/2014 11:47,1/8/2014 14:06,2:19:36,,,,,,,,,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,103,MFV 03354,BLK:22 PLN:17 POS:01,250.20
T59-B10,WT-165:SO53,larry,don,3,BLK:22 PLN:17 POS:03,MFV 09831,248.5,1/8/2014 12:10,1/8/2014 14:26,2:16:08,,,,,,,,,,248.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,104,MFV 09831,BLK:22 PLN:17 POS:03,248.50
T59-B10,WT-165:SO53,larry,don,4,BLK:22 PLN:17 POS:05,MFV 09809,249.3,1/8/2014 12:40,1/8/2014 15:00,2:19:19,,,,,,,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,105,MFV 09809,BLK:22 PLN:17 POS:05,249.30
T59-B10,WT-165:SO53,larry,don,6,BLK:22 PLN:17 POS:07,MFV 08684,250.7,1/8/2014 12:28,1/8/2014 14:48,2:19:59,,,,,,,,,,250.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,106,MFV 08684,BLK:22 PLN:17 POS:07,250.70
T59-B10,WT-165:SO53,larry,don,7,BLK:22 PLN:17 POS:09,MFV 09762,247.8,1/8/2014 11:28,1/8/2014 13:41,2:13:11,,,,,,,,,,247.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,107,MFV 09762,BLK:22 PLN:17 POS:09,247.80
T59-B10,WT-165:SO53,larry,don,8,BLK:22 PLN:17 POS:11,MFV 09365,250.1,1/8/2014 12:07,1/8/2014 14:24,2:16:35,,,,,,,,,,250.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,108,MFV 09365,BLK:22 PLN:17 POS:11,250.10
T59-B10,WT-165:SO53,larry,don,2,BLK:22 PLN:19 POS:00,MFV 03893,250.4,1/8/2014 14:08,1/8/2014 16:27,2:19:34,,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,109,MFV 03893,BLK:22 PLN:19 POS:00,250.40
T59-B10,WT-165:SO53,larry,don,3,BLK:22 PLN:19 POS:02,MFV 03894,250.4,1/8/2014 14:27,1/8/2014 17:15,2:48:23,,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,110,MFV 03894,BLK:22 PLN:19 POS:02,250.40
