 # shift:   0.0000000000000000     
 0.100000E+00  0.235046E+02
 0.200000E+00  0.252262E+02
 0.300000E+00  0.377305E+02
 0.400000E+00  0.466227E+02
 0.500000E+00  0.481017E+02
 0.600000E+00  0.472470E+02
 0.700000E+00  0.461503E+02
 0.800000E+00  0.449996E+02
 0.900000E+00  0.440785E+02
 0.100000E+01  0.435800E+02
 0.110000E+01  0.432165E+02
 0.120000E+01  0.427365E+02
 0.130000E+01  0.421477E+02
 0.140000E+01  0.415112E+02
 0.150000E+01  0.407894E+02
 0.160000E+01  0.406630E+02
 0.170000E+01  0.405435E+02
 0.180000E+01  0.404305E+02
 0.190000E+01  0.403236E+02
 0.200000E+01  0.402222E+02
 0.210000E+01  0.401262E+02
 0.220000E+01  0.400350E+02
 0.230000E+01  0.399485E+02
 0.240000E+01  0.398664E+02
 0.250000E+01  0.397884E+02
 0.260000E+01  0.397142E+02
 0.270000E+01  0.396436E+02
 0.280000E+01  0.395765E+02
 0.290000E+01  0.395127E+02
 0.300000E+01  0.394519E+02
 0.310000E+01  0.393940E+02
 0.320000E+01  0.393389E+02
 0.330000E+01  0.392863E+02
 0.340000E+01  0.392363E+02
 0.350000E+01  0.391886E+02
 0.360000E+01  0.391431E+02
 0.370000E+01  0.390998E+02
 0.380000E+01  0.390585E+02
 0.390000E+01  0.390191E+02
 0.400000E+01  0.389816E+02
 0.410000E+01  0.389458E+02
 0.420000E+01  0.389117E+02
 0.430000E+01  0.388792E+02
 0.440000E+01  0.388482E+02
 0.450000E+01  0.388187E+02
 0.460000E+01  0.387906E+02
 0.470000E+01  0.387638E+02
 0.480000E+01  0.387383E+02
 0.490000E+01  0.387141E+02
 0.500000E+01  0.386910E+02
 0.510000E+01  0.386691E+02
 0.520000E+01  0.386482E+02
 0.530000E+01  0.386284E+02
 0.540000E+01  0.386096E+02
 0.550000E+01  0.385917E+02
 0.560000E+01  0.385748E+02
 0.570000E+01  0.385588E+02
 0.580000E+01  0.385436E+02
 0.590000E+01  0.385293E+02
 0.600000E+01  0.385157E+02
 0.610000E+01  0.385029E+02
 0.620000E+01  0.384909E+02
 0.630000E+01  0.384795E+02
 0.640000E+01  0.384689E+02
 0.650000E+01  0.384589E+02
 0.660000E+01  0.384495E+02
 0.670000E+01  0.384408E+02
 0.680000E+01  0.384326E+02
 0.690000E+01  0.384251E+02
 0.700000E+01  0.384180E+02
 0.710000E+01  0.384116E+02
 0.720000E+01  0.384056E+02
 0.730000E+01  0.384001E+02
 0.740000E+01  0.383951E+02
 0.750000E+01  0.383906E+02
 0.760000E+01  0.383866E+02
 0.770000E+01  0.383829E+02
 0.780000E+01  0.383797E+02
 0.790000E+01  0.383770E+02
 0.800000E+01  0.383746E+02
 0.810000E+01  0.383726E+02
 0.820000E+01  0.383709E+02
 0.830000E+01  0.383697E+02
 0.840000E+01  0.383688E+02
 0.850000E+01  0.383682E+02
 0.860000E+01  0.383679E+02
 0.870000E+01  0.383680E+02
 0.880000E+01  0.383684E+02
 0.890000E+01  0.383691E+02
 0.900000E+01  0.383700E+02
 0.910000E+01  0.383713E+02
 0.920000E+01  0.383728E+02
 0.930000E+01  0.383746E+02
 0.940000E+01  0.383767E+02
 0.950000E+01  0.383790E+02
